,how,did,william,shirley,feel,about,french,advancement,?
william,0.1955212652683258,0.24349860846996307,1.0,0.295293390750885,0.06132238730788231,0.1562056839466095,0.20046363770961761,0.14023151993751526,0.14462219178676605
shirley,0.15719404816627502,0.14994190633296967,0.295293390750885,1.0,0.14718419313430786,0.11846285313367844,0.06706204265356064,0.12612026929855347,0.127523273229599
",",0.22659391164779663,0.3015086054801941,0.23339112102985382,0.2250218689441681,0.23670589923858643,0.3877100944519043,0.28806620836257935,0.28135618567466736,0.31091248989105225
the,0.33890387415885925,0.34736719727516174,0.21537061035633087,0.15386177599430084,0.264497846364975,0.37995871901512146,0.2555147111415863,0.34029486775398254,0.22068053483963013
expansionist,0.15994226932525635,0.1875743567943573,0.2614189088344574,0.11631019413471222,0.20383846759796143,0.10665298253297806,0.25006628036499023,0.2595009207725525,0.1814478039741516
governor,0.09762346744537354,0.1650441586971283,0.2932048439979553,0.2431192249059677,0.09715393930673599,0.09579234570264816,0.1574258804321289,0.16457919776439667,0.135940283536911
of,0.2480744868516922,0.2513895630836487,0.20272590219974518,0.11547418683767319,0.19935615360736847,0.40939709544181824,0.19450366497039795,0.33058440685272217,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.21537061035633087,0.15386177599430084,0.264497846364975,0.37995871901512146,0.2555147111415863,0.34029486775398254,0.22068053483963013
province,0.08596524596214294,0.03561999648809433,0.162008598446846,0.07117555290460587,0.0947735607624054,0.1997043788433075,0.12080734223127365,0.1308363974094391,0.11473246663808823
of,0.2480744868516922,0.2513895630836487,0.20272590219974518,0.11547418683767319,0.19935615360736847,0.40939709544181824,0.19450366497039795,0.33058440685272217,0.1826142966747284
massachusetts,0.20406073331832886,0.17722536623477936,0.2600349485874176,0.26322296261787415,0.17775529623031616,0.16800512373447418,0.20875346660614014,0.2443261742591858,0.13685078918933868
bay,0.06300077587366104,0.05503932014107704,0.1817060261964798,0.11583768576383591,0.03284866362810135,0.18545714020729065,0.14029784500598907,0.14323018491268158,0.10773546993732452
",",0.22659391164779663,0.3015086054801941,0.23339112102985382,0.2250218689441681,0.23670589923858643,0.3877100944519043,0.28806620836257935,0.28135618567466736,0.31091248989105225
was,0.16678167879581451,0.41399896144866943,0.28444796800613403,0.23580606281757355,0.1857398897409439,0.2577359974384308,0.2523815333843231,0.2636473774909973,0.18412111699581146
particularly,0.33471497893333435,0.2694823145866394,0.11842301487922668,0.11443119496107101,0.2852644920349121,0.3000490367412567,0.2077164351940155,0.2706948220729828,0.2644225060939789
forceful,0.2557985484600067,0.2884368300437927,0.1612708419561386,0.0760447084903717,0.30789458751678467,0.21587729454040527,0.19204425811767578,0.280995637178421,0.17441634833812714
",",0.22659391164779663,0.3015086054801941,0.23339112102985382,0.2250218689441681,0.23670589923858643,0.3877100944519043,0.28806620836257935,0.28135618567466736,0.31091248989105225
stating,0.32272869348526,0.3425213694572449,0.18015490472316742,0.1421363800764084,0.3246731162071228,0.2989557087421417,0.11960650235414505,0.22015996277332306,0.2760101556777954
that,0.557814359664917,0.47518548369407654,0.20143915712833405,0.1393691748380661,0.41628018021583557,0.4500710964202881,0.17619380354881287,0.27251943945884705,0.32716336846351624
british,0.17564475536346436,0.2039594054222107,0.21299338340759277,0.217991903424263,0.16428741812705994,0.13588587939739227,0.43574923276901245,0.17285002768039703,0.09711728990077972
colonists,0.19718199968338013,0.29050883650779724,0.28898656368255615,0.2073674499988556,0.2658557891845703,0.20703862607479095,0.28813591599464417,0.1973944902420044,0.15893349051475525
would,0.43239715695381165,0.6268245577812195,0.2189071625471115,0.10886693745851517,0.4069362282752991,0.2849528193473816,0.14495007693767548,0.22998754680156708,0.37178951501846313
not,0.4869767427444458,0.6481515765190125,0.19458097219467163,0.16427309811115265,0.4563479423522949,0.36646416783332825,0.14757536351680756,0.22947049140930176,0.41942933201789856
be,0.4158933162689209,0.22657383978366852,0.1350126713514328,0.18120793998241425,0.4184384047985077,0.26362910866737366,0.1628347784280777,0.2589641809463501,0.3324260413646698
safe,0.2457922101020813,0.24996280670166016,0.10650986433029175,0.13742831349372864,0.2992335259914398,0.19921350479125977,0.1455199122428894,0.1958247721195221,0.1838974803686142
as,0.33782753348350525,0.3596470057964325,0.21397505700588226,0.18939700722694397,0.24440717697143555,0.2989700436592102,0.20159029960632324,0.26619213819503784,0.27043893933296204
long,0.2615325152873993,0.20462055504322052,0.14521166682243347,0.13850052654743195,0.2187238484621048,0.39844584465026855,0.14648514986038208,0.11620401591062546,0.19699987769126892
as,0.33782753348350525,0.3596470057964325,0.21397505700588226,0.18939700722694397,0.24440717697143555,0.2989700436592102,0.20159029960632324,0.26619213819503784,0.27043893933296204
the,0.33890387415885925,0.34736719727516174,0.21537061035633087,0.15386177599430084,0.264497846364975,0.37995871901512146,0.2555147111415863,0.34029486775398254,0.22068053483963013
french,0.14884154498577118,0.1584041714668274,0.20046363770961761,0.06706204265356064,0.15144941210746765,0.1707664281129837,1.0000001192092896,0.2027975171804428,0.1386883556842804
were,0.2082374095916748,0.4162326455116272,0.18914814293384552,0.17218805849552155,0.25082048773765564,0.29814305901527405,0.22002479434013367,0.20831117033958435,0.17890112102031708
present,0.17780441045761108,0.1261267513036728,0.17580735683441162,0.18981918692588806,0.15074941515922546,0.16049163043498993,0.06416507065296173,0.09626024216413498,0.21759982407093048
.,0.3287222981452942,0.35288307070732117,0.2768123149871826,0.19505764544010162,0.25462567806243896,0.42038556933403015,0.2480926215648651,0.26983413100242615,0.4130953550338745
