,what,health,company,was,a,super,bowl,sponsor,?
the,0.42745697498321533,0.2340974360704422,0.26591673493385315,0.48711544275283813,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.251558393239975,0.22068053483963013
host,0.12779991328716278,0.11977764219045639,0.11685114353895187,0.16720354557037354,0.1733594834804535,0.14729782938957214,0.17551401257514954,0.21800583600997925,0.1021634042263031
committee,0.18195343017578125,0.23691463470458984,0.1473676711320877,0.25449851155281067,0.1903151571750641,0.12410217523574829,0.12471532821655273,0.2809973955154419,0.12144632637500763
has,0.20338068902492523,0.22902096807956696,0.16623350977897644,0.40313825011253357,0.4670248031616211,0.15233033895492554,0.17163237929344177,0.16325758397579193,0.15994466841220856
already,0.4530037045478821,0.20370487868785858,0.16007038950920105,0.35964685678482056,0.33469632267951965,0.22647294402122498,0.12792539596557617,0.15560382604599,0.3477933406829834
raised,0.12998360395431519,0.20346133410930634,0.1379847675561905,0.29697737097740173,0.2132149040699005,0.12616728246212006,0.14146828651428223,0.043115995824337006,0.1332261711359024
over,0.28007611632347107,0.15081290900707245,0.2113076150417328,0.24486446380615234,0.32199642062187195,0.1542150378227234,0.18914388120174408,0.1270090788602829,0.25742942094802856
$,0.24858909845352173,0.14791184663772583,0.2666790187358856,0.23838669061660767,0.22939236462116241,0.14851532876491547,0.24415016174316406,0.2774995267391205,0.2786129117012024
40,-0.05768606811761856,-0.04370570555329323,-0.10038716346025467,-0.03814153000712395,-0.02814851514995098,-0.04345247521996498,-0.01387237012386322,-0.04755578562617302,0.010195288807153702
million,0.22197039425373077,0.10428110510110855,0.16746322810649872,0.24203833937644958,0.1811940222978592,0.15958677232265472,0.18768401443958282,0.17829854786396027,0.23092924058437347
through,0.23167094588279724,0.16046203672885895,0.16661769151687622,0.21752823889255524,0.3399752974510193,0.1291290819644928,0.156644806265831,0.101706862449646,0.16913433372974396
sponsors,0.1360575556755066,0.2826494872570038,0.3734254837036133,0.17446845769882202,0.16897085309028625,0.13641707599163055,0.14229486882686615,0.900872528553009,0.11456003785133362
including,0.18328791856765747,0.25139471888542175,0.2079305499792099,0.21884717047214508,0.21045410633087158,0.20355892181396484,0.1517006903886795,0.2151670604944229,0.1633303165435791
apple,0.23393958806991577,0.1645841747522354,0.2958120107650757,0.19429610669612885,0.22888967394828796,0.1762019544839859,0.2616424262523651,0.15311817824840546,0.21977189183235168
",",0.3087472915649414,0.2331448197364807,0.2697763442993164,0.45456063747406006,0.427140474319458,0.22322475910186768,0.1810409277677536,0.18000289797782898,0.31091248989105225
google,0.22121621668338776,0.16624155640602112,0.231862410902977,0.14278560876846313,0.17712576687335968,0.16522912681102753,0.13761146366596222,0.24761685729026794,0.33158186078071594
",",0.3087472915649414,0.2331448197364807,0.2697763442993164,0.45456063747406006,0.427140474319458,0.22322475910186768,0.1810409277677536,0.18000289797782898,0.31091248989105225
yahoo,0.2657044231891632,0.15018796920776367,0.29274481534957886,0.13888101279735565,0.13205303251743317,0.1461847424507141,0.10991743952035904,0.22124731540679932,0.3211785852909088
!,0.2836626470088959,0.10171693563461304,0.1318853795528412,0.13725194334983826,0.21566732227802277,0.21798431873321533,0.15055963397026062,0.025330111384391785,0.45165371894836426
",",0.3087472915649414,0.2331448197364807,0.2697763442993164,0.45456063747406006,0.427140474319458,0.22322475910186768,0.1810409277677536,0.18000289797782898,0.31091248989105225
intel,0.2192404568195343,0.21197618544101715,0.3001747131347656,0.21084333956241608,0.2085782289505005,0.2681311070919037,0.18547968566417694,0.25930583477020264,0.2351066768169403
",",0.3087472915649414,0.2331448197364807,0.2697763442993164,0.45456063747406006,0.427140474319458,0.22322475910186768,0.1810409277677536,0.18000289797782898,0.31091248989105225
gap,0.17691411077976227,0.11736596375703812,0.1835782378911972,0.15560869872570038,0.22175835072994232,0.07124169170856476,0.13548599183559418,0.14815779030323029,0.09251954406499863
",",0.3087472915649414,0.2331448197364807,0.2697763442993164,0.45456063747406006,0.427140474319458,0.22322475910186768,0.1810409277677536,0.18000289797782898,0.31091248989105225
chevron,0.13328240811824799,0.1680179387331009,0.25624194741249084,0.19521556794643402,0.2309621423482895,0.15586064755916595,0.09108638018369675,0.26999300718307495,0.10312800109386444
",",0.3087472915649414,0.2331448197364807,0.2697763442993164,0.45456063747406006,0.427140474319458,0.22322475910186768,0.1810409277677536,0.18000289797782898,0.31091248989105225
and,0.31309178471565247,0.3215619623661041,0.23788511753082275,0.3740963041782379,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.13884060084819794,0.20544172823429108
dignity,0.30506110191345215,0.3734458386898041,0.10339168459177017,0.188059464097023,0.18093256652355194,0.05896981433033943,0.10029035061597824,0.15034645795822144,0.2379169464111328
health,0.21460163593292236,1.0000001192092896,0.1831282377243042,0.2006305307149887,0.21166443824768066,0.08632473647594452,0.08584245294332504,0.24958276748657227,0.16094304621219635
.,0.3567904531955719,0.25832483172416687,0.266353577375412,0.40146201848983765,0.50484299659729,0.2757420241832733,0.21516893804073334,0.16808296740055084,0.4130953550338745
