,what,does,the,bathocyroe,and,ocyropsis,do,to,escape,danger,?
members,0.16873176395893097,0.1685360074043274,0.3321719169616699,0.23009783029556274,0.2994427978992462,0.2214694768190384,0.14750126004219055,0.26617446541786194,0.10748779028654099,0.20152375102043152,0.10212311148643494
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3479782044887543,0.5116966962814331,0.2805199921131134,0.26150479912757874,0.41548454761505127,0.17960478365421295,0.2071019858121872,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.3707858920097351,0.5171257257461548,0.2857997417449951,0.30239659547805786,0.535392165184021,0.23189567029476166,0.2524585425853729,0.22068053483963013
lobate,0.13943614065647125,0.18772383034229279,0.21231882274150848,0.43167075514793396,0.22128483653068542,0.42001599073410034,0.2703084349632263,0.2005043774843216,0.17106495797634125,0.22474218904972076,0.20714280009269714
genera,0.16195979714393616,0.10993629693984985,0.2141112983226776,0.30058255791664124,0.20384329557418823,0.4700191915035248,0.2064899057149887,0.15915945172309875,0.19302299618721008,0.1704227477312088,0.18074829876422882
bathocyroe,0.24492844939231873,0.2503291964530945,0.3707858920097351,1.0,0.30924496054649353,0.5411230325698853,0.24116186797618866,0.32658278942108154,0.18412543833255768,0.3262518048286438,0.2372128814458847
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.30924496054649353,1.0,0.2615199685096741,0.276123583316803,0.48971283435821533,0.27606040239334106,0.30210548639297485,0.20544172823429108
ocyropsis,0.3260241448879242,0.31507283449172974,0.2857997417449951,0.5411230325698853,0.2615199685096741,1.0,0.26039162278175354,0.251411110162735,0.2156601846218109,0.2252306491136551,0.26816031336784363
can,0.34502777457237244,0.5156301856040955,0.312528520822525,0.3559369146823883,0.3675691485404968,0.3493342995643616,0.45775556564331055,0.4979398250579834,0.17658185958862305,0.28326913714408875,0.3226337134838104
escape,0.21352531015872955,0.16467562317848206,0.23189567029476166,0.18412543833255768,0.27606040239334106,0.2156601846218109,0.25667911767959595,0.29131880402565,1.0000001192092896,0.3473425507545471,0.11586874723434448
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.27246442437171936,0.3601827025413513,0.24434994161128998,0.20424067974090576,0.4069952368736267,0.2504068613052368,0.17340412735939026,0.19969791173934937
danger,0.272107869386673,0.19315537810325623,0.2524585425853729,0.3262518048286438,0.30210548639297485,0.2252306491136551,0.21722973883152008,0.2797633111476898,0.3473425507545471,0.9999998807907104,0.18314020335674286
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.2363976091146469,0.4289871156215668,0.17246216535568237,0.1481526494026184,0.33534231781959534,0.23206676542758942,0.2356623411178589,0.17966607213020325
clapping,0.23991604149341583,0.1660626232624054,0.2517061233520508,0.3227871060371399,0.2806120812892914,0.28674617409706116,0.20532898604869843,0.2960926294326782,0.19719348847866058,0.19737224280834198,0.24480900168418884
their,0.35142919421195984,0.29094186425209045,0.516537070274353,0.3245584964752197,0.45114588737487793,0.2300025224685669,0.35424983501434326,0.44619059562683105,0.20933754742145538,0.27636250853538513,0.1898253709077835
lobes,0.2680743336677551,0.23532530665397644,0.3548465073108673,0.3919210433959961,0.2621517479419708,0.4836156666278839,0.2388528436422348,0.198460191488266,0.07162275910377502,0.11577343195676804,0.13856348395347595
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2960773706436157,0.6633074283599854,0.29920050501823425,0.3283645510673523,0.44245919585227966,0.2325686812400818,0.2527356445789337,0.31091248989105225
so,0.539469838142395,0.46022099256515503,0.4296516180038452,0.3151599168777466,0.4655851125717163,0.28288957476615906,0.4966239333152771,0.5091881155967712,0.30658140778541565,0.31146106123924255,0.43163934350013733
