,in,early,2012,",",goodell,said,that,super,bowl,50,would,be,what,?
in,1.0,0.34672921895980835,0.3800647258758545,0.5201468467712402,0.3220403790473938,0.23461468517780304,0.435920387506485,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.30461156368255615,0.3481820821762085,0.30808621644973755,0.20430970191955566
early,0.34672921895980835,1.0000001192092896,0.21547788381576538,0.3022546172142029,0.2878952622413635,0.22070157527923584,0.29580917954444885,0.10942362248897552,0.14853668212890625,0.015778101980686188,0.23657828569412231,0.2155047357082367,0.2454567849636078,0.15272949635982513
2012,0.3800647258758545,0.21547788381576538,1.0,0.42079734802246094,0.16313982009887695,0.2326575368642807,0.32257330417633057,0.19708658754825592,0.1755882352590561,0.017723556607961655,0.2782992422580719,0.2715093493461609,0.2266836017370224,0.18042556941509247
",",0.5201468467712402,0.3022546172142029,0.42079734802246094,1.0000001192092896,0.39809733629226685,0.34496036171913147,0.4137537479400635,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.32586824893951416,0.39254459738731384,0.3087472915649414,0.31091248989105225
nfl,0.12599408626556396,0.10286319255828857,0.10287706553936005,0.18939071893692017,0.34426531195640564,0.15732522308826447,0.15213505923748016,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.16166402399539948,0.12418080866336823,0.12579965591430664,0.10610254108905792
commissioner,0.25561144948005676,0.14156143367290497,0.17070372402668,0.23213201761245728,0.4120275378227234,0.1775146722793579,0.18016722798347473,0.162574902176857,0.17646083235740662,0.03049071878194809,0.21825768053531647,0.1837872862815857,0.1831938475370407,0.1209191158413887
roger,0.16691862046718597,0.17514899373054504,0.12509238719940186,0.22744543850421906,0.31340429186820984,0.22001147270202637,0.1228225976228714,0.1611955761909485,0.1433940976858139,0.03958752378821373,0.13326995074748993,0.09867391735315323,0.1456337571144104,0.0969553217291832
goodell,0.3220403790473938,0.2878952622413635,0.16313982009887695,0.39809733629226685,1.0,0.2464643120765686,0.24923716485500336,0.22485686838626862,0.2514421343803406,-0.013359075412154198,0.21928122639656067,0.17473284900188446,0.2141730785369873,0.18825720250606537
stated,0.24313503503799438,0.2458406686782837,0.12458916753530502,0.2962069809436798,0.25717028975486755,0.6444435715675354,0.48625776171684265,0.1140226274728775,0.04108824580907822,-0.04979994520545006,0.4642918109893799,0.2993191182613373,0.3668954074382782,0.24280361831188202
that,0.435920387506485,0.29580917954444885,0.32257330417633057,0.4137537479400635,0.24923716485500336,0.5459781289100647,1.0,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.5895259380340576,0.6036020517349243,0.6297725439071655,0.32716336846351624
