,what,are,the,most,passes,that,greg,olsen,has,had,?
newton,0.20841743052005768,0.12608709931373596,0.1876603662967682,0.2243994176387787,0.24855424463748932,0.22769790887832642,0.2232373058795929,0.21854256093502045,0.15730179846286774,0.17341329157352448,0.09645649790763855
's,0.02692362666130066,-0.008927806280553341,-0.01540423184633255,0.024445664137601852,-0.03783649578690529,0.04397977516055107,0.025192180648446083,0.06650450080633163,-0.040683966130018234,-0.004401352722197771,-0.023395681753754616
leading,0.197072371840477,0.16729985177516937,0.3809107840061188,0.41490915417671204,0.2500131130218506,0.2121770828962326,0.05410759150981903,0.14137554168701172,0.1677602231502533,0.22243644297122955,0.1360926628112793
receivers,0.17180560529232025,0.30111151933670044,0.268659770488739,0.2703641951084137,0.3696063160896301,0.23135168850421906,0.15617190301418304,0.26961207389831543,0.2590063512325287,0.20404838025569916,0.11676301807165146
were,0.22298263013362885,0.6489362716674805,0.3906462490558624,0.3543298542499542,0.0837908387184143,0.35517072677612305,0.11350207775831223,0.13635998964309692,0.2784052789211273,0.6150832772254944,0.17890112102031708
tight,0.1766127198934555,0.2055867612361908,0.20536431670188904,0.2147318422794342,0.19537347555160522,0.2488050013780594,0.19703933596611023,0.17005981504917145,0.18359558284282684,0.1541236788034439,0.11662518978118896
end,0.29234179854393005,0.18067817389965057,0.39658910036087036,0.24356476962566376,0.2534821629524231,0.3221861720085144,0.1351879984140396,0.08883810043334961,0.19698017835617065,0.23549215495586395,0.12543344497680664
greg,0.15950119495391846,0.08729970455169678,0.1689821034669876,0.04907380789518356,0.12631955742835999,0.14744019508361816,1.0,0.309893399477005,0.13992972671985626,0.14755845069885254,0.1691211611032486
olsen,0.08416438102722168,0.1222386509180069,0.16389626264572144,0.13348247110843658,0.10963275283575058,0.15353180468082428,0.309893399477005,0.9999999403953552,0.19710130989551544,0.1714133471250534,0.17089590430259705
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3636029064655304,0.28486189246177673,0.4137537479400635,0.23601293563842773,0.24606910347938538,0.3734780251979828,0.35487717390060425,0.31091248989105225
who,0.40942975878715515,0.27294138073921204,0.3733934462070465,0.35393568873405457,0.08672328293323517,0.45444270968437195,0.21012353897094727,0.2795623242855072,0.2558172643184662,0.36173108220100403,0.26220351457595825
caught,0.19015973806381226,0.16468438506126404,0.2087310254573822,0.24863597750663757,0.26007434725761414,0.2821810841560364,0.15931840240955353,0.18905195593833923,0.1154937669634819,0.29855453968048096,0.20266211032867432
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.3508910834789276,0.31111034750938416,0.47537946701049805,0.2008952498435974,0.19259503483772278,0.4670248031616211,0.34897568821907043,0.23916715383529663
career-high,0.19118095934391022,0.19159835577011108,0.26239198446273804,0.27238112688064575,0.16734260320663452,0.22641369700431824,0.2485581338405609,0.2602631747722626,0.2728481590747833,0.3357277512550354,0.18277767300605774
77,-0.16739307343959808,-0.1141916811466217,-0.0748181939125061,-0.005689307115972042,-0.08169396966695786,-0.17114706337451935,-0.02947949431836605,-0.006992728915065527,-0.18250365555286407,-0.08014285564422607,-0.11628354340791702
passes,0.21615341305732727,0.1885956972837448,0.3752402365207672,0.18525317311286926,0.9999998807907104,0.24901355803012848,0.12631955742835999,0.10963275283575058,0.2752569019794464,0.1697654277086258,0.09716983139514923
for,0.3017193675041199,0.3895993232727051,0.4739971458911896,0.3906237483024597,0.2133815735578537,0.4137635827064514,0.16305497288703918,0.21411064267158508,0.450642853975296,0.3270139992237091,0.264628142118454
"1,104",0.1036493331193924,0.24775877594947815,0.06824740767478943,0.1190599724650383,0.05369243770837784,0.11065395921468735,-0.043749239295721054,-0.0023232242092490196,0.05079710856080055,0.1001453772187233,0.1270933896303177
yards,0.1304803043603897,0.13775980472564697,0.16070343554019928,0.18636830151081085,0.3818858563899994,0.12126293778419495,0.21111680567264557,0.15786220133304596,0.15066292881965637,0.19894513487815857,0.12453813850879669
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4309377074241638,0.2739555835723877,0.4731321930885315,0.20227330923080444,0.25322070717811584,0.43716782331466675,0.3872550129890442,0.20544172823429108
seven,0.15978287160396576,0.1899895817041397,0.28151169419288635,0.2483055591583252,0.16650384664535522,0.25524288415908813,0.12888836860656738,0.122015580534935,0.18075114488601685,0.20230332016944885,0.1732930988073349
touchdowns,0.15067923069000244,0.14049310982227325,0.20508192479610443,0.21576958894729614,0.42499709129333496,0.20178177952766418,0.21100838482379913,0.23337189853191376,0.23983153700828552,0.26631444692611694,0.1509619653224945
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3636029064655304,0.28486189246177673,0.4137537479400635,0.23601293563842773,0.24606910347938538,0.3734780251979828,0.35487717390060425,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4309377074241638,0.2739555835723877,0.4731321930885315,0.20227330923080444,0.25322070717811584,0.43716782331466675,0.3872550129890442,0.20544172823429108
wide,0.22181174159049988,0.2392052859067917,0.28078147768974304,0.2555096447467804,0.240304633975029,0.25266513228416443,0.18311160802841187,0.14276118576526642,0.27177107334136963,0.20107664167881012,0.12719376385211945
receiver,0.17021551728248596,0.18250662088394165,0.21850530803203583,0.19807840883731842,0.3530557453632355,0.1917145550251007,0.21245388686656952,0.26737290620803833,0.2420920580625534,0.14794345200061798,0.11587938666343689
ted,0.12786968052387238,0.0733165293931961,0.17969244718551636,0.07130074501037598,0.04947087913751602,0.16536039113998413,0.3667876422405243,0.27914801239967346,0.13128474354743958,0.17288318276405334,0.19378185272216797
ginn,0.16056986153125763,0.16685891151428223,0.20374815165996552,0.21434883773326874,0.12550300359725952,0.22122550010681152,0.3023189902305603,0.2622494697570801,0.1377445012331009,0.1935877948999405,0.1626676321029663
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3636029064655304,0.28486189246177673,0.4137537479400635,0.23601293563842773,0.24606910347938538,0.3734780251979828,0.35487717390060425,0.31091248989105225
jr.,0.2862679958343506,0.19793835282325745,0.14970926940441132,0.14403848350048065,0.048289768397808075,0.30485814809799194,0.2025756686925888,0.16480353474617004,0.12136948853731155,0.19510674476623535,0.3112807273864746
