,what,sort,of,power,transmission,did,tesla,show,off,at,his,labs,?
he,0.3114890456199646,0.14920461177825928,0.38706058263778687,0.20515447854995728,0.13404834270477295,0.3292143940925598,0.12373391538858414,0.23024743795394897,0.15956953167915344,0.3280475437641144,0.7171558737754822,0.14360570907592773,0.2089974731206894
lit,0.06459251046180725,0.06110987067222595,0.145862877368927,0.1479213535785675,0.1267734169960022,0.08462865650653839,0.17895913124084473,0.10572294145822525,0.09574717283248901,0.17336438596248627,0.1553673893213272,0.1532943695783615,0.14552001655101776
electric,0.15451551973819733,0.15065452456474304,0.17329032719135284,0.34122735261917114,0.43617764115333557,0.12459144741296768,0.3824412524700165,0.1459803730249405,0.21570338308811188,0.17301374673843384,0.1696784496307373,0.23262713849544525,0.15674720704555511
lamps,0.18050068616867065,0.22592948377132416,0.17650260031223297,0.24585136771202087,0.33821821212768555,0.1224735677242279,0.29229703545570374,0.2176215797662735,0.2690187394618988,0.1928337663412094,0.17892688512802124,0.3966905176639557,0.1474502831697464
wirelessly,0.25771990418434143,0.2654505968093872,0.1960969865322113,0.28520503640174866,0.3753606975078583,0.18294741213321686,0.31042638421058655,0.15231595933437347,0.19086134433746338,0.23770831525325775,0.17257638275623322,0.24371352791786194,0.12182939052581787
at,0.2838611304759979,0.20988729596138,0.42558613419532776,0.06751500070095062,0.12126077711582184,0.28390252590179443,0.16552478075027466,0.2018483579158783,0.25239914655685425,1.0,0.27659502625465393,0.24600252509117126,0.21978627145290375
both,0.3361809551715851,0.21371755003929138,0.3565710783004761,0.18986308574676514,0.18371182680130005,0.34255191683769226,0.15196974575519562,0.23658600449562073,0.2771959602832794,0.3071100115776062,0.3092226982116699,0.14306780695915222,0.19455738365650177
locations,0.21363390982151031,0.2448938637971878,0.2825617790222168,0.0992746502161026,0.18389840424060822,0.16494716703891754,0.06711501628160477,0.19068816304206848,0.19335274398326874,0.2798677086830139,0.17916354537010193,0.17671933770179749,0.14570996165275574
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.2231994867324829,0.1605086624622345,0.3015086054801941,0.20599327981472015,0.31928569078445435,0.26180344820022583,0.38314947485923767,0.3378419280052185,0.15656863152980804,0.31091248989105225
demonstrating,0.2377135157585144,0.13912636041641235,0.2578790783882141,0.24390512704849243,0.2758496105670929,0.1721779853105545,0.36413687467575073,0.3050543963909149,0.17557939887046814,0.2649690508842468,0.22990648448467255,0.21879412233829498,0.16282391548156738
the,0.42745697498321533,0.31158876419067383,0.733189046382904,0.2647338807582855,0.26124435663223267,0.34736719727516174,0.1324402391910553,0.319829523563385,0.2773582935333252,0.457212895154953,0.4394008219242096,0.17964456975460052,0.22068053483963013
potential,0.27308183908462524,0.2472645789384842,0.2684917747974396,0.3137066662311554,0.2763921916484833,0.18635404109954834,0.22200481593608856,0.15288248658180237,0.20505547523498535,0.13550615310668945,0.1836252361536026,0.17985180020332336,0.20122039318084717
of,0.33290785551071167,0.2691255807876587,1.0,0.25273123383522034,0.2246399074792862,0.2513895630836487,0.18837453424930573,0.21383242309093475,0.20023372769355774,0.42558613419532776,0.38364991545677185,0.18775075674057007,0.1826142966747284
wireless,0.18138271570205688,0.21784748136997223,0.16934619843959808,0.2357572466135025,0.45028021931648254,0.11166471242904663,0.3652113080024719,0.17118236422538757,0.21652208268642426,0.2328609824180603,0.10785644501447678,0.2717735171318054,0.08461163192987442
power,0.22216427326202393,0.1557551920413971,0.25273123383522034,1.0000001192092896,0.3849864900112152,0.2120266556739807,0.27547121047973633,0.13263875246047974,0.16517527401447296,0.06751500070095062,0.20314614474773407,0.18800042569637299,0.15304024517536163
transmission,0.21502315998077393,0.18701666593551636,0.2246399074792862,0.3849864900112152,1.0000001192092896,0.09576284140348434,0.32000529766082764,0.24572432041168213,0.23017826676368713,0.12126077711582184,0.15175944566726685,0.29744553565979004,0.16372337937355042
.,0.3567904531955719,0.24213188886642456,0.5352458953857422,0.2141435295343399,0.22357705235481262,0.35288307070732117,0.17949827015399933,0.3016606271266937,0.2869674861431122,0.4549728035926819,0.3119256794452667,0.24288500845432281,0.4130953550338745
