,what,was,given,to,high,schools,where,former,students,went,on,to,play,or,coach,in,a,super,bowl,?
various,0.26045072078704834,0.14120686054229736,0.24056464433670044,0.33564820885658264,0.19721366465091705,0.27643775939941406,0.28814008831977844,0.1355944126844406,0.20820823311805725,0.14142361283302307,0.2678913474082947,0.33564820885658264,0.12301496416330338,0.3241712749004364,0.003285258309915662,0.266343355178833,0.17124241590499878,0.18656621873378754,0.13842716813087463,0.12823495268821716
gold-themed,0.3060356378555298,0.3472447395324707,0.23140795528888702,0.2885698676109314,0.19007758796215057,0.1871209442615509,0.2769808769226074,0.12032309174537659,0.2207801342010498,0.26455435156822205,0.31371650099754333,0.2885698676109314,0.2843315601348877,0.26905059814453125,0.24563445150852203,0.3034270107746124,0.31582099199295044,0.3094090521335602,0.3193160891532898,0.2645840346813202
promotions,0.19845254719257355,0.22922086715698242,0.18186917901039124,0.24143245816230774,0.16634924709796906,0.2939588129520416,0.21448048949241638,0.17016489803791046,0.24663330614566803,0.224199116230011,0.2635563015937805,0.24143245816230774,0.21502754092216492,0.21367467939853668,0.17667758464813232,0.1997411847114563,0.1985139399766922,0.15903757512569427,0.12888547778129578,0.23684287071228027
and,0.31309178471565247,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.2911888659000397,0.29319998621940613,0.43859338760375977,0.2516189515590668,0.28111961483955383,0.3419242799282074,0.4077630043029785,0.48971283435821533,0.25634777545928955,0.4713204801082611,0.2508825957775116,0.4954058527946472,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
initiatives,0.20909109711647034,0.13597998023033142,0.16274653375148773,0.2980060577392578,0.1076367050409317,0.37651026248931885,0.17315883934497833,0.09262166172266006,0.37930864095687866,0.1918688416481018,0.20046763122081757,0.2980060577392578,0.13058042526245117,0.2870056927204132,0.10983101278543472,0.2190941572189331,0.1945040225982666,0.09691639989614487,0.12038062512874603,0.21253491938114166
were,0.22298263013362885,0.590133786201477,0.25531911849975586,0.31913647055625916,0.15924203395843506,0.2387605458498001,0.2363632768392563,0.1692831814289093,0.24280844628810883,0.3797573149204254,0.2774328887462616,0.31913647055625916,0.21322371065616608,0.3389680087566376,0.14813336730003357,0.3815755248069763,0.17203083634376526,0.18743500113487244,0.17085392773151398,0.17890112102031708
held,0.0974166989326477,0.30231067538261414,0.3308808207511902,0.22177374362945557,0.15625408291816711,0.18657080829143524,0.27823105454444885,0.22791849076747894,0.19580724835395813,0.2183821052312851,0.2410694807767868,0.22177374362945557,0.15105700492858887,0.16831013560295105,0.13270559906959534,0.3127288818359375,0.22326228022575378,0.1602509617805481,0.1913566142320633,0.14103956520557404
throughout,0.2130906730890274,0.2373686283826828,0.20996123552322388,0.31226396560668945,0.20719952881336212,0.23897893726825714,0.34492164850234985,0.18785259127616882,0.17871879041194916,0.15542881190776825,0.317852258682251,0.31226396560668945,0.15773840248584747,0.17314185202121735,0.12605781853199005,0.46596065163612366,0.2578590512275696,0.1474054902791977,0.14524398744106293,0.12665234506130219
the,0.42745697498321533,0.48711544275283813,0.37508252263069153,0.535392165184021,0.28034812211990356,0.22905772924423218,0.5003893971443176,0.2251449078321457,0.25268980860710144,0.3345835506916046,0.5107308030128479,0.535392165184021,0.24793598055839539,0.4174870550632477,0.14297698438167572,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
2015,-0.07269049435853958,0.14799827337265015,0.12453911453485489,-0.0031493064016103745,0.021319834515452385,-0.03861197829246521,0.005689054261893034,0.04924418404698372,-0.06758217513561249,0.05132847651839256,-0.02457386814057827,-0.0031493064016103745,-0.06512405723333359,0.006789912935346365,-0.06573570519685745,0.0891268327832222,-0.008371892385184765,0.04363032057881355,0.0710686594247818,-0.029954981058835983
nfl,0.12579965591430664,0.20145657658576965,0.1340031772851944,0.1526731252670288,0.1685030162334442,0.21344323456287384,0.12692436575889587,0.2880493998527527,0.2032930999994278,0.22023487091064453,0.18523651361465454,0.1526731252670288,0.3012787103652954,0.0871717780828476,0.387692928314209,0.12599408626556396,0.1210956797003746,0.319060355424881,0.48354101181030273,0.10610254108905792
season,0.12117787450551987,0.24797968566417694,0.17980998754501343,0.22382742166519165,0.16179358959197998,0.17347681522369385,0.16652198135852814,0.12141487747430801,0.14271724224090576,0.16015540063381195,0.2107619047164917,0.22382742166519165,0.32110530138015747,0.07640445232391357,0.24411138892173767,0.2184021919965744,0.1855505406856537,0.2755677402019501,0.3117852509021759,0.16793298721313477
to,0.455847829580307,0.3636345863342285,0.3428947925567627,1.0,0.28947713971138,0.2362271547317505,0.47735077142715454,0.12857267260551453,0.2905822694301605,0.33234721422195435,0.41031414270401,1.0,0.272149920463562,0.38921234011650085,0.19063067436218262,0.45010748505592346,0.45503583550453186,0.17783479392528534,0.16993016004562378,0.29463258385658264
tie,0.13305725157260895,0.13822536170482635,0.1765410304069519,0.1873691827058792,0.08358156681060791,0.13512325286865234,0.18777373433113098,0.07617158442735672,0.149427130818367,0.15819251537322998,0.1771516352891922,0.1873691827058792,0.31225070357322693,0.1931242197751999,0.20535056293010712,0.13505159318447113,0.2371845692396164,0.17262586951255798,0.11696851253509521,0.1004955843091011
into,0.2180619090795517,0.2322220653295517,0.18444007635116577,0.38810545206069946,0.14017035067081451,0.1375420093536377,0.335035502910614,0.22430314123630524,0.14078812301158905,0.24078738689422607,0.30585673451423645,0.38810545206069946,0.14213018119335175,0.31663477420806885,0.03964896500110626,0.38021373748779297,0.3461161255836487,0.178719162940979,0.16612307727336884,0.15662476420402527
the,0.42745697498321533,0.48711544275283813,0.37508252263069153,0.535392165184021,0.28034812211990356,0.22905772924423218,0.5003893971443176,0.2251449078321457,0.25268980860710144,0.3345835506916046,0.5107308030128479,0.535392165184021,0.24793598055839539,0.4174870550632477,0.14297698438167572,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.044645439833402634,0.06720756739377975,-0.032595276832580566,0.019756430760025978,0.020612511783838272,0.0050946869887411594,-0.0182420052587986,-0.038044992834329605,-0.03274054825305939,0.06720756739377975,0.006460701115429401,0.1197475790977478,0.01449446938931942,0.04765888676047325,0.07272057235240936,0.012585706077516079,-0.004176590591669083,0.0685480609536171
