,what,does,the,euplokamis,use,the,three,types,of,movement,for,?
euplokamis,0.2533586323261261,0.23665589094161987,0.33727511763572693,1.0000001192092896,0.1803697943687439,0.33727511763572693,0.2571900188922882,0.21461078524589539,0.28817805647850037,0.16724571585655212,0.2355508655309677,0.29607975482940674
',0.3245812654495239,0.2684852182865143,0.474788099527359,0.27100834250450134,0.2601005434989929,0.474788099527359,0.2094462364912033,0.13102254271507263,0.39136970043182373,0.20234470069408417,0.31184524297714233,0.330942302942276
tentilla,0.27320170402526855,0.2446126937866211,0.3119664192199707,0.3076454997062683,0.18670718371868134,0.3119664192199707,0.21466241776943207,0.17497670650482178,0.2974798381328583,0.17114709317684174,0.1877473145723343,0.18873277306556702
have,0.39808809757232666,0.3709583580493927,0.40389683842658997,0.2882355749607086,0.4805850088596344,0.40389683842658997,0.3712083399295807,0.3764505088329315,0.3802283704280853,0.19237689673900604,0.41175219416618347,0.32991164922714233
three,0.24888746440410614,0.1872161626815796,0.43452659249305725,0.2571900188922882,0.18340711295604706,0.43452659249305725,1.0,0.2845081090927124,0.3844621181488037,0.12721610069274902,0.3032672107219696,0.20928427577018738
types,0.25706279277801514,0.21819524466991425,0.23509301245212555,0.21461078524589539,0.3699355721473694,0.23509301245212555,0.2845081090927124,1.0,0.2447618544101715,0.21597935259342194,0.29793059825897217,0.1285012811422348
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.28817805647850037,0.2750902473926544,0.733189046382904,0.3844621181488037,0.2447618544101715,1.0,0.2662941515445709,0.4185989499092102,0.1826142966747284
movement,0.23934946954250336,0.17228825390338898,0.339571475982666,0.16724571585655212,0.23084762692451477,0.339571475982666,0.12721610069274902,0.21597935259342194,0.2662941515445709,1.0,0.1841055154800415,0.1423349231481552
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.2926565110683441,0.3939064145088196,0.5473989248275757,0.3407050371170044,0.3146487772464752,0.41498205065727234,0.2563289701938629,0.4137635827064514,0.32716336846351624
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.23751956224441528,0.4174068570137024,0.40399202704429626,0.38895705342292786,0.4691450595855713,0.39081433415412903,0.1714496910572052,0.3895993232727051,0.24591213464736938
used,0.27546408772468567,0.3498048484325409,0.3718377649784088,0.1973092406988144,0.7127541303634644,0.3718377649784088,0.20464463531970978,0.386074036359787,0.3075267970561981,0.21001854538917542,0.4236139953136444,0.22430120408535004
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.29950281977653503,0.2715643048286438,0.6662389636039734,0.34828072786331177,0.18516337871551514,0.5696388483047485,0.26725053787231445,0.4322226941585541,0.20430970191955566
capturing,0.2118043303489685,0.1341104358434677,0.3348090946674347,0.23345957696437836,0.2072106897830963,0.3348090946674347,0.21068938076496124,0.10361044108867645,0.29810965061187744,0.18646962940692902,0.2173416018486023,0.1290988177061081
prey,0.21349354088306427,0.18921011686325073,0.2732231020927429,0.27506765723228455,0.28662407398223877,0.2732231020927429,0.164475217461586,0.2313643991947174,0.16259106993675232,0.21253082156181335,0.20634868741035461,0.15793472528457642
:,-0.12022944539785385,-0.11934193223714828,-0.03403344005346298,-0.10334358364343643,-0.16000241041183472,-0.03403344005346298,0.07388566434383392,-0.10021550953388214,-0.08807745575904846,0.03298621252179146,-0.02522280067205429,-0.07156077772378922
they,0.4431931674480438,0.34390902519226074,0.49925389885902405,0.2960568368434906,0.39895978569984436,0.49925389885902405,0.40688982605934143,0.34538209438323975,0.3426007330417633,0.24828791618347168,0.3466525673866272,0.2753053903579712
may,0.25739946961402893,0.35508081316947937,0.2694292366504669,0.274417906999588,0.2739541530609131,0.2694292366504669,0.196170374751091,0.23463654518127441,0.26447007060050964,0.15910479426383972,0.29255861043930054,0.2768254578113556
flick,0.22431513667106628,0.1665249466896057,0.19533053040504456,0.22141431272029877,0.23829981684684753,0.19533053040504456,0.10298267751932144,0.121558278799057,0.16482974588871002,0.22300995886325836,0.16403232514858246,0.19882431626319885
out,0.3633197546005249,0.24808503687381744,0.39404502511024475,0.17917661368846893,0.3067348599433899,0.39404502511024475,0.25204190611839294,0.22804081439971924,0.34176841378211975,0.18235041201114655,0.3312093913555145,0.22020699083805084
very,0.37053924798965454,0.3347555100917816,0.34171217679977417,0.2491871863603592,0.324998140335083,0.34171217679977417,0.2220434546470642,0.290314644575119,0.34437474608421326,0.24549971520900726,0.3639320731163025,0.20864155888557434
quickly,0.27000871300697327,0.2340003401041031,0.30366459488868713,0.2367039918899536,0.2590194642543793,0.30366459488868713,0.14792530238628387,0.21472252905368805,0.1989620476961136,0.2382240742444992,0.22275635600090027,0.18131443858146667
(,0.2411840260028839,0.2728188931941986,0.33289089798927307,0.24912728369235992,0.2174896001815796,0.33289089798927307,0.2272176295518875,0.12465982884168625,0.35032153129577637,0.11378148943185806,0.3357032239437103,0.40561532974243164
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.29950281977653503,0.2715643048286438,0.6662389636039734,0.34828072786331177,0.18516337871551514,0.5696388483047485,0.26725053787231445,0.4322226941585541,0.20430970191955566
40,-0.05768606811761856,0.05612829700112343,-0.09923846274614334,-0.003920526243746281,0.014141151681542397,-0.09923846274614334,-0.06022721901535988,-0.032557353377342224,-0.03308193385601044,-0.07421866804361343,-0.02182970941066742,0.010195288807153702
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.27645692229270935,0.47261837124824524,0.535392165184021,0.3043823838233948,0.20054484903812408,0.41548454761505127,0.2780168950557709,0.4451248347759247,0.29463258385658264
60,0.07328611612319946,-0.014436322264373302,0.04635925963521004,0.07083546370267868,0.002061852253973484,0.04635925963521004,-0.01419870089739561,0.02489977329969406,0.05524682253599167,0.011456822045147419,0.033401429653167725,0.06999651342630386
milliseconds,0.21525834500789642,0.22615307569503784,0.20301921665668488,0.27324122190475464,0.26383358240127563,0.20301921665668488,0.28367260098457336,0.22492393851280212,0.18073739111423492,0.22268308699131012,0.15632987022399902,0.20894421637058258
),0.26259949803352356,0.2575884759426117,0.3456730246543884,0.23206762969493866,0.23662498593330383,0.3456730246543884,0.2493964433670044,0.11417452245950699,0.3680361211299896,0.14506514370441437,0.3639558255672455,0.42300865054130554
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.07408417016267776,0.09638004004955292,0.09152708947658539,0.09313292801380157,0.016444861888885498,0.054534342139959335,-0.04744981601834297,0.0293948445469141,0.10349778085947037
they,0.4431931674480438,0.34390902519226074,0.49925389885902405,0.2960568368434906,0.39895978569984436,0.49925389885902405,0.40688982605934143,0.34538209438323975,0.3426007330417633,0.24828791618347168,0.3466525673866272,0.2753053903579712
can,0.34502777457237244,0.5156301856040955,0.312528520822525,0.2619672119617462,0.5362023711204529,0.312528520822525,0.21489545702934265,0.42601388692855835,0.2603091299533844,0.16283594071865082,0.35690054297447205,0.3226337134838104
wriggle,0.23900063335895538,0.17837059497833252,0.27043846249580383,0.28824082016944885,0.2544674277305603,0.27043846249580383,0.23474735021591187,0.2166500985622406,0.2069064825773239,0.17553454637527466,0.22532138228416443,0.2645331919193268
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3234763443470001,0.3276674151420593,0.4933079481124878,0.3347506821155548,0.24108222126960754,0.4946078956127167,0.1862073689699173,0.4464869201183319,0.31091248989105225
which,0.5261979103088379,0.39111801981925964,0.6521818041801453,0.3027338981628418,0.39254313707351685,0.6521818041801453,0.40919098258018494,0.4006623923778534,0.5011631846427917,0.3471234440803528,0.44095608592033386,0.25814583897590637
may,0.25739946961402893,0.35508081316947937,0.2694292366504669,0.274417906999588,0.2739541530609131,0.2694292366504669,0.196170374751091,0.23463654518127441,0.26447007060050964,0.15910479426383972,0.29255861043930054,0.2768254578113556
lure,0.1958935260772705,0.22780238091945648,0.28954270482063293,0.2655656039714813,0.29890331625938416,0.28954270482063293,0.1199277713894844,0.13897883892059326,0.19795775413513184,0.14481261372566223,0.2004185914993286,0.17292216420173645
prey,0.21349354088306427,0.18921011686325073,0.2732231020927429,0.27506765723228455,0.28662407398223877,0.2732231020927429,0.164475217461586,0.2313643991947174,0.16259106993675232,0.21253082156181335,0.20634868741035461,0.15793472528457642
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.20159699022769928,0.21048003435134888,0.4408751428127289,0.28754812479019165,0.15044783055782318,0.3646814823150635,0.20122553408145905,0.3248702883720398,0.17966607213020325
behaving,0.40182095766067505,0.2932437062263489,0.29763197898864746,0.1749015897512436,0.3287241458892822,0.29763197898864746,0.1798623949289322,0.22048842906951904,0.2633149027824402,0.19596551358699799,0.3506087362766266,0.20589996874332428
like,0.4320242702960968,0.3720950186252594,0.32912567257881165,0.22381645441055298,0.4426271915435791,0.32912567257881165,0.2482975274324417,0.39141547679901123,0.3244853615760803,0.22111448645591736,0.35140180587768555,0.3268813192844391
small,0.2504110634326935,0.21227838099002838,0.39655908942222595,0.24516767263412476,0.26399457454681396,0.39655908942222595,0.2332771271467209,0.2683212161064148,0.353353351354599,0.1947426050901413,0.20376276969909668,0.13914890587329865
planktonic,0.23472502827644348,0.23491090536117554,0.259692519903183,0.31719323992729187,0.2295951545238495,0.259692519903183,0.2101043164730072,0.2537619471549988,0.2630866467952728,0.2761242091655731,0.13451042771339417,0.18189789354801178
worms,0.18072600662708282,0.2126913070678711,0.22492028772830963,0.29321974515914917,0.20548483729362488,0.22492028772830963,0.09132730960845947,0.24180878698825836,0.18906788527965546,0.15288113057613373,0.14616870880126953,0.18053190410137177
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.07408417016267776,0.09638004004955292,0.09152708947658539,0.09313292801380157,0.016444861888885498,0.054534342139959335,-0.04744981601834297,0.0293948445469141,0.10349778085947037
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.24560894072055817,0.34145063161849976,0.5171257257461548,0.3826501965522766,0.3014242649078369,0.5116966962814331,0.2837696671485901,0.5064792633056641,0.20544172823429108
they,0.4431931674480438,0.34390902519226074,0.49925389885902405,0.2960568368434906,0.39895978569984436,0.49925389885902405,0.40688982605934143,0.34538209438323975,0.3426007330417633,0.24828791618347168,0.3466525673866272,0.2753053903579712
coil,0.16011781990528107,0.21934597194194794,0.267316997051239,0.20280273258686066,0.2819056212902069,0.267316997051239,0.10461439192295074,0.19470973312854767,0.19491709768772125,0.3236496150493622,0.13546879589557648,0.07395657896995544
round,0.19122174382209778,0.12369915843009949,0.19933617115020752,0.1576528400182724,0.16132967174053192,0.19933617115020752,0.16050855815410614,0.11068372428417206,0.15754494071006775,0.16789186000823975,0.21905264258384705,0.17003268003463745
prey,0.21349354088306427,0.18921011686325073,0.2732231020927429,0.27506765723228455,0.28662407398223877,0.2732231020927429,0.164475217461586,0.2313643991947174,0.16259106993675232,0.21253082156181335,0.20634868741035461,0.15793472528457642
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.30088984966278076,0.3711656630039215,0.5934505462646484,0.34968629479408264,0.2097296416759491,0.5352458953857422,0.22796523571014404,0.4726039469242096,0.4130953550338745
