,what,has,caused,oxfam,'s,findings,to,be,questioned,?
oxfam,0.2280491143465042,0.19830340147018433,0.15877865254878998,1.0,0.039435893297195435,0.202368825674057,0.27467039227485657,0.19907572865486145,0.20358186960220337,0.19253410398960114
's,0.02692362666130066,-0.040683966130018234,-0.0389891043305397,0.039435893297195435,0.9999999403953552,-0.013285183347761631,0.03782717138528824,0.025217169895768166,-0.0639849379658699,-0.023395681753754616
claims,0.2397100329399109,0.233246311545372,0.13534097373485565,0.28080302476882935,0.0369621105492115,0.3503062427043915,0.27401837706565857,0.2180156707763672,0.41399380564689636,0.18741291761398315
have,0.39808809757232666,0.6353569626808167,0.3129173517227173,0.21498869359493256,-0.02807004563510418,0.35239848494529724,0.4544740617275238,0.5760743618011475,0.2976275384426117,0.32991164922714233
however,0.4480680823326111,0.3999234735965729,0.36646127700805664,0.2700793445110321,0.011690815910696983,0.4012700617313385,0.5474119186401367,0.5002188086509705,0.4092518985271454,0.2152075469493866
been,0.2567804455757141,0.6162750124931335,0.2684411406517029,0.2699095606803894,-0.10734795778989792,0.3211691677570343,0.34945759177207947,0.5304332375526428,0.33339595794677734,0.24354910850524902
questioned,0.4463701844215393,0.21326695382595062,0.2029375284910202,0.20358186960220337,-0.0639849379658699,0.36741137504577637,0.3308415710926056,0.2752973139286041,1.0,0.38011181354522705
on,0.34226128458976746,0.34604379534721375,0.25160422921180725,0.25711044669151306,0.0026888418942689896,0.2595383822917938,0.41031414270401,0.37900757789611816,0.2465321123600006,0.2714994251728058
the,0.42745697498321533,0.4177538752555847,0.24990202486515045,0.2714040279388428,-0.01540423184633255,0.2911088168621063,0.535392165184021,0.4248143136501312,0.2955554127693176,0.22068053483963013
basis,0.27055948972702026,0.23770175874233246,0.14911888539791107,0.2240164577960968,0.01343035139143467,0.38801345229148865,0.23188701272010803,0.3041674494743347,0.2989432215690613,0.14255106449127197
of,0.33290785551071167,0.3909035325050354,0.29665443301200867,0.21295151114463806,-0.03817026689648628,0.25754475593566895,0.41548454761505127,0.33904364705085754,0.2533550262451172,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.24990202486515045,0.2714040279388428,-0.01540423184633255,0.2911088168621063,0.535392165184021,0.4248143136501312,0.2955554127693176,0.22068053483963013
methodology,0.3749191462993622,0.14455953240394592,0.14248012006282806,0.30731698870658875,-0.004773568361997604,0.4472542405128479,0.2915530502796173,0.21920515596866608,0.3391309976577759,0.25115275382995605
used,0.27546408772468567,0.23367926478385925,0.25712940096855164,0.1755838543176651,0.00600846204906702,0.22008520364761353,0.40058770775794983,0.3731876611709595,0.28246328234672546,0.22430120408535004
:,-0.12022944539785385,-0.02031770534813404,-0.16143012046813965,0.014052254147827625,0.07621461898088455,-0.06275780498981476,-0.09243495017290115,-0.09417453408241272,-0.057579703629016876,-0.07156077772378922
by,0.2455483376979828,0.3254803419113159,0.30491310358047485,0.2317522168159485,-0.010884488001465797,0.22770309448242188,0.33534231781959534,0.43158695101737976,0.2486497163772583,0.17966607213020325
using,0.27984681725502014,0.2739419937133789,0.23927558958530426,0.17139409482479095,-0.029558077454566956,0.30313530564308167,0.3678804934024811,0.4113650619983673,0.20711156725883484,0.2804589569568634
net,0.14762049913406372,0.09181834757328033,0.16090229153633118,0.20674534142017365,-0.03326127678155899,0.1238284483551979,0.1686435043811798,0.17607422173023224,0.11200490593910217,0.20179778337478638
wealth,0.2415573000907898,0.17592108249664307,0.1885228008031845,0.27700603008270264,0.1138739213347435,0.24806427955627441,0.30562296509742737,0.2205534279346466,0.18423451483249664,0.1624586433172226
(,0.2411840260028839,0.2498389035463333,0.21355032920837402,0.09801025688648224,0.0012731997994706035,0.1707228273153305,0.30882009863853455,0.2349044382572174,0.14310303330421448,0.40561532974243164
adding,0.29902034997940063,0.2586754858493805,0.22355163097381592,0.15653377771377563,-0.07639080286026001,0.267722487449646,0.3049910068511963,0.44377222657203674,0.16715149581432343,0.2800346910953522
up,0.28591108322143555,0.27017050981521606,0.24439381062984467,0.18383292853832245,-0.08862818777561188,0.22043907642364502,0.40375280380249023,0.27963516116142273,0.2290811538696289,0.1819818764925003
assets,0.2038845717906952,0.16991093754768372,0.22127585113048553,0.3009219467639923,0.08597082644701004,0.262363076210022,0.24771450459957123,0.20956455171108246,0.19172368943691254,0.1990663707256317
and,0.31309178471565247,0.43716782331466675,0.2892237603664398,0.26136499643325806,0.06895173341035843,0.27312272787094116,0.48971283435821533,0.41766801476478577,0.2444506287574768,0.20544172823429108
subtracting,0.31722748279571533,0.25370925664901733,0.2046619951725006,0.1050233319401741,0.006830583792179823,0.25766682624816895,0.2938942015171051,0.3162399232387543,0.1944398581981659,0.21487760543823242
