,during,what,year,were,citizens,or,corporations,said,to,not,be,able,to,bring,claims,against,other,non,state,parties,?
however,0.40108171105384827,0.4480680823326111,0.25639933347702026,0.4428504705429077,0.2844243049621582,0.4068179726600647,0.2895819842815399,0.5114462375640869,0.5474119186401367,0.6236329078674316,0.5002188086509705,0.4833228588104248,0.5474119186401367,0.30357763171195984,0.32460907101631165,0.3361685574054718,0.4558732807636261,0.2917414605617523,0.22921741008758545,0.2531988024711609,0.2152075469493866
",",0.3225448727607727,0.3087472915649414,0.28560417890548706,0.36755475401878357,0.2264837771654129,0.3769497275352478,0.26229405403137207,0.34496036171913147,0.44245919585227966,0.3769696354866028,0.39254459738731384,0.28725793957710266,0.44245919585227966,0.2407366931438446,0.24985520541667938,0.31168749928474426,0.4446498453617096,0.2072257250547409,0.29481780529022217,0.219932422041893,0.31091248989105225
under,0.27601271867752075,0.20154598355293274,0.15353286266326904,0.28293636441230774,0.1820390671491623,0.24295192956924438,0.19118547439575195,0.15378935635089874,0.27177539467811584,0.21131709218025208,0.23514987528324127,0.1794968545436859,0.27177539467811584,0.22629323601722717,0.10649730265140533,0.313276469707489,0.20355120301246643,0.0730845257639885,0.18260222673416138,0.15793375670909882,0.18233340978622437
directives,0.1733807474374771,0.19725696742534637,0.15251591801643372,0.17160308361053467,0.2535865008831024,0.22748777270317078,0.3204971253871918,0.12779590487480164,0.2914973795413971,0.2162359654903412,0.19846318662166595,0.19260434806346893,0.2914973795413971,0.12540094554424286,0.16192787885665894,0.24245306849479675,0.30041733384132385,0.20754890143871307,0.19818982481956482,0.2629261612892151,0.14184632897377014
",",0.3225448727607727,0.3087472915649414,0.28560417890548706,0.36755475401878357,0.2264837771654129,0.3769497275352478,0.26229405403137207,0.34496036171913147,0.44245919585227966,0.3769696354866028,0.39254459738731384,0.28725793957710266,0.44245919585227966,0.2407366931438446,0.24985520541667938,0.31168749928474426,0.4446498453617096,0.2072257250547409,0.29481780529022217,0.219932422041893,0.31091248989105225
citizens,0.19960080087184906,0.1905079185962677,0.1805400550365448,0.31552278995513916,1.0,0.2692882716655731,0.29871952533721924,0.20290422439575195,0.2594742178916931,0.26630648970603943,0.1949996054172516,0.19015775620937347,0.2594742178916931,0.1790381222963333,0.1290249228477478,0.25119835138320923,0.21362197399139404,0.2084151804447174,0.2520778477191925,0.3242091238498688,0.14885954558849335
or,0.2425481230020523,0.33867141604423523,0.21137036383152008,0.3389680087566376,0.2692882716655731,1.0000001192092896,0.2389802634716034,0.23071026802062988,0.38921234011650085,0.5119067430496216,0.5260903835296631,0.29462990164756775,0.38921234011650085,0.25315767526626587,0.23028919100761414,0.21177110075950623,0.5325124859809875,0.3637237548828125,0.2591520845890045,0.2660670280456543,0.32389625906944275
corporations,0.1493503749370575,0.20028357207775116,0.14618311822414398,0.24238431453704834,0.29871952533721924,0.2389802634716034,1.0000001192092896,0.19859103858470917,0.2507387399673462,0.23978668451309204,0.24681663513183594,0.24012067914009094,0.2507387399673462,0.14630591869354248,0.285870760679245,0.18310005962848663,0.3526099920272827,0.2731090188026428,0.2592652142047882,0.28320151567459106,0.16678984463214874
were,0.4064035415649414,0.22298263013362885,0.23735305666923523,1.0000001192092896,0.31552278995513916,0.3389680087566376,0.24238431453704834,0.31500932574272156,0.31913647055625916,0.33318549394607544,0.4064064621925354,0.2341073453426361,0.31913647055625916,0.2380591183900833,0.16468463838100433,0.2829659581184387,0.4041554927825928,0.20739302039146423,0.1363055557012558,0.18737877905368805,0.17890112102031708
said,0.26283612847328186,0.3951668441295624,0.1942562311887741,0.31500932574272156,0.20290422439575195,0.23071026802062988,0.19859103858470917,1.0000001192092896,0.34274402260780334,0.40718916058540344,0.34202221035957336,0.339550644159317,0.34274402260780334,0.25424057245254517,0.36016395688056946,0.26100990176200867,0.21980363130569458,0.14287449419498444,0.19312050938606262,0.1428399235010147,0.28991883993148804
in,0.4627237319946289,0.30808621644973755,0.3359307050704956,0.3815755248069763,0.28388577699661255,0.3586423695087433,0.1904411017894745,0.23461468517780304,0.45010748505592346,0.3403114080429077,0.3481820821762085,0.23456627130508423,0.45010748505592346,0.2299850881099701,0.15647023916244507,0.27273955941200256,0.39989137649536133,0.18012282252311707,0.33316072821617126,0.21453756093978882,0.20430970191955566
1986,-0.011419212445616722,0.02868538349866867,0.07740563154220581,-0.013920641504228115,0.05151649937033653,0.06775786727666855,0.08930262178182602,-0.024424267932772636,0.022324709221720695,0.05455698072910309,0.07065267860889435,0.024294191971421242,0.022324709221720695,-0.07605667412281036,0.10709957778453827,0.04595344886183739,0.049753714352846146,0.09204328805208206,0.013934268616139889,0.1575801819562912,0.14247135818004608
to,0.2828781306743622,0.455847829580307,0.23523004353046417,0.31913647055625916,0.2594742178916931,0.38921234011650085,0.2507387399673462,0.34274402260780334,1.0,0.5149973034858704,0.4972836375236511,0.529755175113678,1.0,0.4213464558124542,0.27401837706565857,0.310872346162796,0.4193183183670044,0.23793834447860718,0.25557461380958557,0.22887584567070007,0.29463258385658264
not,0.2700311541557312,0.5449194312095642,0.23447993397712708,0.33318549394607544,0.26630648970603943,0.5119067430496216,0.23978668451309204,0.40718916058540344,0.5149973034858704,0.9999999403953552,0.5788898468017578,0.4786893427371979,0.5149973034858704,0.3038146197795868,0.31899094581604004,0.22345952689647675,0.4341118037700653,0.36052408814430237,0.23725773394107819,0.24469995498657227,0.41942933201789856
be,0.24990400671958923,0.3929833769798279,0.2296248972415924,0.4064064621925354,0.1949996054172516,0.5260903835296631,0.24681663513183594,0.34202221035957336,0.4972836375236511,0.5788898468017578,1.0,0.3856765329837799,0.4972836375236511,0.31194326281547546,0.2180156707763672,0.18640132248401642,0.4629868268966675,0.2923457622528076,0.22221757471561432,0.2638184428215027,0.3324260413646698
allowed,0.2935246229171753,0.2693612575531006,0.1850164234638214,0.37402987480163574,0.35285869240760803,0.39462190866470337,0.21768923103809357,0.38578131794929504,0.42967355251312256,0.5134925246238708,0.33143940567970276,0.5606535077095032,0.42967355251312256,0.2386375516653061,0.16576509177684784,0.25516477227211,0.3482781648635864,0.251980721950531,0.14762745797634125,0.20649981498718262,0.2309964895248413
to,0.2828781306743622,0.455847829580307,0.23523004353046417,0.31913647055625916,0.2594742178916931,0.38921234011650085,0.2507387399673462,0.34274402260780334,1.0,0.5149973034858704,0.4972836375236511,0.529755175113678,1.0,0.4213464558124542,0.27401837706565857,0.310872346162796,0.4193183183670044,0.23793834447860718,0.25557461380958557,0.22887584567070007,0.29463258385658264
bring,0.2522156238555908,0.3273051679134369,0.14055472612380981,0.2380591183900833,0.1790381222963333,0.25315767526626587,0.14630591869354248,0.25424057245254517,0.4213464558124542,0.3038146197795868,0.31194326281547546,0.3015417456626892,0.4213464558124542,1.0000001192092896,0.18636636435985565,0.21132592856884003,0.29822659492492676,0.1398676484823227,0.1592293232679367,0.2435271292924881,0.250621497631073
claims,0.10868068039417267,0.2397100329399109,0.13436631858348846,0.16468463838100433,0.1290249228477478,0.23028919100761414,0.285870760679245,0.36016395688056946,0.27401837706565857,0.31899094581604004,0.2180156707763672,0.2073281705379486,0.27401837706565857,0.18636636435985565,1.0,0.24670931696891785,0.18993529677391052,0.22465378046035767,0.23112554848194122,0.19805952906608582,0.18741291761398315
