,what,was,the,marburg,colloquy,meant,to,establish,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.22270084917545319,0.220709428191185,0.25344955921173096,0.45010748505592346,0.25682297348976135,0.20430970191955566
october,0.24927909672260284,0.4627581834793091,0.2621108889579773,0.18067491054534912,0.18437710404396057,0.21242618560791016,0.23106063902378082,0.1679747998714447,0.29706719517707825
1529,0.07017510384321213,0.3086448013782501,0.17264190316200256,0.28868013620376587,0.1574774831533432,0.07269543409347534,0.12553973495960236,0.017521562054753304,0.17319193482398987
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2312161773443222,0.299553245306015,0.2770281732082367,0.44245919585227966,0.19669954478740692,0.31091248989105225
philip,0.11288820952177048,0.2779109477996826,0.21499985456466675,0.21763329207897186,0.1734432578086853,0.0988992303609848,0.17181846499443054,0.1538999378681183,0.11887923628091812
i,0.4411132335662842,0.23566235601902008,0.26687872409820557,0.14462429285049438,0.24031604826450348,0.3036908507347107,0.3140375316143036,0.1774914264678955,0.4695145785808563
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2312161773443222,0.299553245306015,0.2770281732082367,0.44245919585227966,0.19669954478740692,0.31091248989105225
landgrave,0.19502262771129608,0.2653643488883972,0.21076196432113647,0.4696958065032959,0.10788790136575699,0.23262785375118256,0.22997619211673737,0.19603681564331055,0.2453048676252365
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2773418724536896,0.24527795612812042,0.2713906168937683,0.41548454761505127,0.210533007979393,0.1826142966747284
hesse,0.12103702872991562,0.20059940218925476,0.24440348148345947,0.544927179813385,0.0984514057636261,0.2055576890707016,0.14232581853866577,0.09816062450408936,0.11271942406892776
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2312161773443222,0.299553245306015,0.2770281732082367,0.44245919585227966,0.19669954478740692,0.31091248989105225
convoked,0.22132407128810883,0.2997734546661377,0.2810148000717163,0.06715725362300873,0.22040154039859772,0.3734537661075592,0.315199613571167,0.20357927680015564,0.24001100659370422
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.13776059448719025,0.2204941362142563,0.2670842111110687,0.3138085603713989,0.16808341443538666,0.19793890416622162
assembly,0.21462371945381165,0.2233278602361679,0.2524827718734741,0.11935938149690628,0.1464095562696457,0.160927876830101,0.19874803721904755,0.19487152993679047,0.1488889455795288
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2773418724536896,0.24527795612812042,0.2713906168937683,0.41548454761505127,0.210533007979393,0.1826142966747284
german,0.1960553526878357,0.26016926765441895,0.256483793258667,0.42081573605537415,0.22442832589149475,0.2109983265399933,0.15143753588199615,0.14370319247245789,0.13978645205497742
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21699577569961548,0.23584334552288055,0.3015248775482178,0.48971283435821533,0.2462419867515564,0.20544172823429108
swiss,0.06743662059307098,0.1790563017129898,0.17452241480350494,0.24843615293502808,0.15207147598266602,0.08360634744167328,0.0861743912100792,0.09284666180610657,0.11023817211389542
theologians,0.30328840017318726,0.2297595590353012,0.17993895709514618,0.19342076778411865,0.19004754722118378,0.12415075302124023,0.19350731372833252,0.2018221616744995,0.1817215532064438
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.19335711002349854,0.10294865071773529,0.25183719396591187,0.36524343490600586,0.18247999250888824,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,1.0,0.2501940131187439,0.2922760844230652,0.34852901101112366,0.535392165184021,0.31343501806259155,0.22068053483963013
marburg,0.19250063598155975,0.20434141159057617,0.2501940131187439,1.0,0.11723626405000687,0.14312681555747986,0.14287161827087402,0.11466113477945328,0.21810835599899292
colloquy,0.327221542596817,0.20938414335250854,0.2922760844230652,0.11723626405000687,0.9999999403953552,0.3420417606830597,0.3015047609806061,0.22188308835029602,0.2766325771808624
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2312161773443222,0.299553245306015,0.2770281732082367,0.44245919585227966,0.19669954478740692,0.31091248989105225
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.14287161827087402,0.3015047609806061,0.38652777671813965,1.0,0.32019129395484924,0.29463258385658264
establish,0.24999600648880005,0.1769464761018753,0.31343501806259155,0.11466113477945328,0.22188308835029602,0.2049531638622284,0.32019129395484924,1.0,0.21678102016448975
doctrinal,0.33439815044403076,0.185368150472641,0.28742343187332153,0.2009797841310501,0.26898103952407837,0.266020268201828,0.23428700864315033,0.27887189388275146,0.2294653207063675
unity,0.24233078956604004,0.1891278475522995,0.2460627406835556,0.20835484564304352,0.20021747052669525,0.1876390427350998,0.18707863986492157,0.20891106128692627,0.16156218945980072
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.22270084917545319,0.220709428191185,0.25344955921173096,0.45010748505592346,0.25682297348976135,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.2501940131187439,0.2922760844230652,0.34852901101112366,0.535392165184021,0.31343501806259155,0.22068053483963013
emerging,0.12901315093040466,0.1647235006093979,0.24733592569828033,0.20332752168178558,0.2340686321258545,0.1624181568622589,0.17147092521190643,0.2616432309150696,0.08310811966657639
protestant,0.23531195521354675,0.25246119499206543,0.2679212689399719,0.2927348017692566,0.21511198580265045,0.21515129506587982,0.23639842867851257,0.23026356101036072,0.14798137545585632
states,0.21526020765304565,0.2847922146320343,0.3463578522205353,0.20844706892967224,0.11912417411804199,0.21811893582344055,0.2828785181045532,0.22523079812526703,0.16272737085819244
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.25145915150642395,0.2694576680660248,0.26877450942993164,0.4645031690597534,0.2126183956861496,0.4130953550338745
