,what,was,cancelled,by,nasa,after,the,apollo,6,testing,",",after,deeming,the,saturn,v,ready,to,hold,men,?
based,0.274813175201416,0.2870393395423889,0.24348077178001404,0.3462308943271637,0.14683611690998077,0.17432904243469238,0.29860720038414,0.05317824333906174,-0.011007930152118206,0.23367181420326233,0.27976205945014954,0.17432904243469238,0.245268777012825,0.29860720038414,0.1816873401403427,0.12422794848680496,0.15779899060726166,0.19629007577896118,0.11922832578420639,0.11393379420042038,0.134929820895195
on,0.34226128458976746,0.3909217119216919,0.3109901547431946,0.33887791633605957,0.18220403790473938,0.39330315589904785,0.5107308030128479,0.16069947183132172,0.005334584508091211,0.2297915816307068,0.49057599902153015,0.39330315589904785,0.26451653242111206,0.5107308030128479,0.18330253660678864,0.1826705038547516,0.21980541944503784,0.41031414270401,0.2548828125,0.19941087067127228,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.2379130721092224,0.4408751428127289,0.19786997139453888,0.4565047025680542,1.0,0.2169172167778015,0.041227471083402634,0.25075584650039673,0.4933079481124878,0.4565047025680542,0.2679215967655182,1.0,0.24189656972885132,0.18580520153045654,0.25905725359916687,0.535392165184021,0.3067915439605713,0.26001617312431335,0.22068053483963013
good,0.3916934132575989,0.2099458873271942,0.18997317552566528,0.18340454995632172,0.14623437821865082,0.1808774620294571,0.2735973596572876,0.13525055348873138,0.01747204177081585,0.258462518453598,0.3217065632343292,0.1808774620294571,0.29759928584098816,0.2735973596572876,0.23948757350444794,0.0866832435131073,0.4302838146686554,0.30719634890556335,0.2807564437389374,0.1710766702890396,0.3187684714794159
performance,0.1804763227701187,0.2485550493001938,0.22275345027446747,0.2061610072851181,0.11299535632133484,0.15280237793922424,0.260756254196167,0.23675207793712616,0.01935173198580742,0.27503177523612976,0.2156122624874115,0.15280237793922424,0.19370010495185852,0.260756254196167,0.2876153886318207,0.15144681930541992,0.20587506890296936,0.21638664603233337,0.1699308305978775,0.12688368558883667,0.1587955504655838
of,0.33290785551071167,0.4069072902202606,0.20235416293144226,0.3646814823150635,0.17935146391391754,0.3867455720901489,0.733189046382904,0.1786269098520279,0.055943556129932404,0.2067517340183258,0.4946078956127167,0.3867455720901489,0.256132036447525,0.733189046382904,0.19011574983596802,0.1655031144618988,0.14780165255069733,0.41548454761505127,0.2465030699968338,0.2133621722459793,0.1826142966747284
apollo,0.13561789691448212,0.2306441366672516,0.1692192107439041,0.1803566962480545,0.4747956395149231,0.18112117052078247,0.2169172167778015,0.9999999403953552,-0.00823865458369255,0.2824617922306061,0.19808128476142883,0.18112117052078247,0.2436026781797409,0.2169172167778015,0.391809344291687,0.21478798985481262,0.18308264017105103,0.23190522193908691,0.11711753904819489,0.14557746052742004,0.191528782248497
6,0.05088282376527786,0.021614471450448036,-0.006528581026941538,0.02900889329612255,-0.016984988003969193,0.1066315695643425,0.041227471083402634,-0.00823865458369255,1.0,-0.03314622491598129,0.05098571628332138,0.1066315695643425,0.0002742768556345254,0.041227471083402634,0.02407590113580227,0.04133296012878418,0.0721650943160057,0.14752747118473053,0.1537661850452423,0.032721180468797684,0.045001473277807236
and,0.31309178471565247,0.3740963041782379,0.1996309906244278,0.4289871156215668,0.12810774147510529,0.3765919506549835,0.5171257257461548,0.15251155197620392,0.11442969739437103,0.218893900513649,0.6633074283599854,0.3765919506549835,0.2890002727508545,0.5171257257461548,0.18160289525985718,0.19040757417678833,0.2251323163509369,0.48971283435821533,0.30117684602737427,0.30918097496032715,0.20544172823429108
identification,0.21125653386116028,0.15994779765605927,0.12453672289848328,0.26407548785209656,0.15525192022323608,0.16808559000492096,0.3052813708782196,0.12208721786737442,0.018670933321118355,0.3593164384365082,0.2249419242143631,0.16808559000492096,0.2796342670917511,0.3052813708782196,0.1130095049738884,0.0892028883099556,0.16712938249111176,0.22975040972232819,0.1758853942155838,0.10569429397583008,0.2123335301876068
of,0.33290785551071167,0.4069072902202606,0.20235416293144226,0.3646814823150635,0.17935146391391754,0.3867455720901489,0.733189046382904,0.1786269098520279,0.055943556129932404,0.2067517340183258,0.4946078956127167,0.3867455720901489,0.256132036447525,0.733189046382904,0.19011574983596802,0.1655031144618988,0.14780165255069733,0.41548454761505127,0.2465030699968338,0.2133621722459793,0.1826142966747284
satisfactory,0.35536426305770874,0.137198805809021,0.15348930656909943,0.21376053988933563,0.15225595235824585,0.16303765773773193,0.20834486186504364,0.15875282883644104,0.10599479079246521,0.3276037275791168,0.18395842611789703,0.16303765773773193,0.35779041051864624,0.20834486186504364,0.20076590776443481,0.13923874497413635,0.36771348118782043,0.25405704975128174,0.1682225912809372,0.16402018070220947,0.3431724011898041
fixes,0.30188339948654175,0.12146678566932678,0.15662211179733276,0.11424838751554489,0.1416439414024353,0.11650002747774124,0.2439296990633011,0.15125662088394165,0.039592817425727844,0.23063839972019196,0.24122409522533417,0.11650002747774124,0.24416561424732208,0.2439296990633011,0.1636635810136795,0.11102735251188278,0.2933897376060486,0.25683683156967163,0.167110413312912,0.06953051686286926,0.2970799207687378
to,0.455847829580307,0.3636345863342285,0.24751435220241547,0.33534231781959534,0.21193136274814606,0.37890323996543884,0.535392165184021,0.23190522193908691,0.14752747118473053,0.21781665086746216,0.44245919585227966,0.37890323996543884,0.2970144748687744,0.535392165184021,0.18787172436714172,0.2109750658273697,0.35364505648612976,1.0,0.3469145894050598,0.24045762419700623,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.2379130721092224,0.4408751428127289,0.19786997139453888,0.4565047025680542,1.0,0.2169172167778015,0.041227471083402634,0.25075584650039673,0.4933079481124878,0.4565047025680542,0.2679215967655182,1.0,0.24189656972885132,0.18580520153045654,0.25905725359916687,0.535392165184021,0.3067915439605713,0.26001617312431335,0.22068053483963013
apollo,0.13561789691448212,0.2306441366672516,0.1692192107439041,0.1803566962480545,0.4747956395149231,0.18112117052078247,0.2169172167778015,0.9999999403953552,-0.00823865458369255,0.2824617922306061,0.19808128476142883,0.18112117052078247,0.2436026781797409,0.2169172167778015,0.391809344291687,0.21478798985481262,0.18308264017105103,0.23190522193908691,0.11711753904819489,0.14557746052742004,0.191528782248497
6,0.05088282376527786,0.021614471450448036,-0.006528581026941538,0.02900889329612255,-0.016984988003969193,0.1066315695643425,0.041227471083402634,-0.00823865458369255,1.0,-0.03314622491598129,0.05098571628332138,0.1066315695643425,0.0002742768556345254,0.041227471083402634,0.02407590113580227,0.04133296012878418,0.0721650943160057,0.14752747118473053,0.1537661850452423,0.032721180468797684,0.045001473277807236
problems,0.3306994140148163,0.1851695030927658,0.2341626137495041,0.20223401486873627,0.16925139725208282,0.23859277367591858,0.2659202516078949,0.15842188894748688,0.17393121123313904,0.2878079116344452,0.2596952021121979,0.23859277367591858,0.2756500840187073,0.2659202516078949,0.10069212317466736,0.14335471391677856,0.23923476040363312,0.28989166021347046,0.22491253912448883,0.17066340148448944,0.2638136148452759
",",0.3087472915649414,0.45456063747406006,0.21998357772827148,0.3680937886238098,0.18665438890457153,0.38860568404197693,0.4933079481124878,0.19808128476142883,0.05098571628332138,0.18808996677398682,1.0000001192092896,0.38860568404197693,0.25680050253868103,0.4933079481124878,0.22104106843471527,0.22053663432598114,0.25221362709999084,0.44245919585227966,0.2803111970424652,0.2249656766653061,0.31091248989105225
nasa,0.21178755164146423,0.19417528808116913,0.23098503053188324,0.19248856604099274,1.0000001192092896,0.1796136051416397,0.19786997139453888,0.4747956395149231,-0.016984988003969193,0.3270105719566345,0.18665438890457153,0.1796136051416397,0.2266148328781128,0.19786997139453888,0.3775089681148529,0.11336114257574081,0.20037636160850525,0.21193136274814606,0.07377439737319946,0.12586817145347595,0.1809994876384735
declared,0.15646570920944214,0.3524813950061798,0.31047531962394714,0.20687690377235413,0.07790077477693558,0.33711040019989014,0.260531485080719,0.06355292350053787,0.06029679998755455,0.1585366278886795,0.2511547803878784,0.33711040019989014,0.256727933883667,0.260531485080719,0.1077570989727974,0.09129220247268677,0.18834173679351807,0.19457092881202698,0.2007679045200348,0.1093248501420021,0.17688149213790894
the,0.42745697498321533,0.48711544275283813,0.2379130721092224,0.4408751428127289,0.19786997139453888,0.4565047025680542,1.0,0.2169172167778015,0.041227471083402634,0.25075584650039673,0.4933079481124878,0.4565047025680542,0.2679215967655182,1.0,0.24189656972885132,0.18580520153045654,0.25905725359916687,0.535392165184021,0.3067915439605713,0.26001617312431335,0.22068053483963013
saturn,0.12153393030166626,0.24932558834552765,0.213570237159729,0.21302473545074463,0.3775089681148529,0.24207474291324615,0.24189656972885132,0.391809344291687,0.02407590113580227,0.14379237592220306,0.22104106843471527,0.24207474291324615,0.15147347748279572,0.24189656972885132,1.0,0.22139346599578857,0.18734626471996307,0.18787172436714172,0.13236720860004425,0.2010553479194641,0.1619711071252823
v,0.16628342866897583,0.16128918528556824,0.20976890623569489,0.11988817155361176,0.11336114257574081,0.08713581413030624,0.18580520153045654,0.21478798985481262,0.04133296012878418,0.18160411715507507,0.22053663432598114,0.08713581413030624,0.10203097760677338,0.18580520153045654,0.22139346599578857,1.0,0.20612533390522003,0.2109750658273697,0.12818080186843872,0.12228256464004517,0.28677162528038025
ready,0.3205512464046478,0.18532803654670715,0.22891351580619812,0.16968992352485657,0.20037636160850525,0.2521565854549408,0.25905725359916687,0.18308264017105103,0.0721650943160057,0.36574581265449524,0.25221362709999084,0.2521565854549408,0.21615295112133026,0.25905725359916687,0.18734626471996307,0.20612533390522003,1.0000001192092896,0.35364505648612976,0.29979559779167175,0.17815598845481873,0.28934767842292786
to,0.455847829580307,0.3636345863342285,0.24751435220241547,0.33534231781959534,0.21193136274814606,0.37890323996543884,0.535392165184021,0.23190522193908691,0.14752747118473053,0.21781665086746216,0.44245919585227966,0.37890323996543884,0.2970144748687744,0.535392165184021,0.18787172436714172,0.2109750658273697,0.35364505648612976,1.0,0.3469145894050598,0.24045762419700623,0.29463258385658264
fly,0.16755075752735138,0.17728929221630096,0.23560747504234314,0.14433634281158447,0.3053131699562073,0.1337447315454483,0.20774713158607483,0.27607646584510803,-0.00910254567861557,0.20416836440563202,0.21246083080768585,0.1337447315454483,0.15042592585086823,0.20774713158607483,0.20077790319919586,0.11996881663799286,0.25741177797317505,0.27303898334503174,0.3073100745677948,0.08653632551431656,0.14858663082122803
men,0.18620994687080383,0.24763761460781097,0.1901756078004837,0.21842224895954132,0.12586817145347595,0.20609402656555176,0.26001617312431335,0.14557746052742004,0.032721180468797684,0.10057060420513153,0.2249656766653061,0.20609402656555176,0.22637927532196045,0.26001617312431335,0.2010553479194641,0.12228256464004517,0.17815598845481873,0.24045762419700623,0.21648366749286652,1.0,0.1408759206533432
",",0.3087472915649414,0.45456063747406006,0.21998357772827148,0.3680937886238098,0.18665438890457153,0.38860568404197693,0.4933079481124878,0.19808128476142883,0.05098571628332138,0.18808996677398682,1.0000001192092896,0.38860568404197693,0.25680050253868103,0.4933079481124878,0.22104106843471527,0.22053663432598114,0.25221362709999084,0.44245919585227966,0.2803111970424652,0.2249656766653061,0.31091248989105225
cancelling,0.28333911299705505,0.3195834755897522,0.8213138580322266,0.24483734369277954,0.2748045027256012,0.3542139232158661,0.2896174490451813,0.20499823987483978,0.03371008485555649,0.32226306200027466,0.2638758420944214,0.3542139232158661,0.4256417751312256,0.2896174490451813,0.23297171294689178,0.20997834205627441,0.22458317875862122,0.31940916180610657,0.24456872045993805,0.22139790654182434,0.20014715194702148
a,0.3320399522781372,0.4508470594882965,0.21809884905815125,0.32094135880470276,0.19403119385242462,0.3831600844860077,0.5829201340675354,0.19996169209480286,0.023897485807538033,0.22979743778705597,0.427140474319458,0.3831600844860077,0.27586933970451355,0.5829201340675354,0.20805643498897552,0.21861357986927032,0.2767097055912018,0.45503583550453186,0.2822398841381073,0.18371513485908508,0.23916715383529663
third,0.2033906877040863,0.3460187017917633,0.27892324328422546,0.28581833839416504,0.13648736476898193,0.283749520778656,0.4229298532009125,0.11127259582281113,-0.04955250024795532,0.1429867148399353,0.283071368932724,0.283749520778656,0.12238016724586487,0.4229298532009125,0.17948243021965027,0.1977764219045639,0.22852878272533417,0.2795414924621582,0.132199227809906,0.19765803217887878,0.15394791960716248
unmanned,0.15572723746299744,0.24815437197685242,0.2807348668575287,0.2175731360912323,0.49639949202537537,0.1780320107936859,0.19982010126113892,0.5029870271682739,-0.07528306543827057,0.38954412937164307,0.17500217258930206,0.1780320107936859,0.27030688524246216,0.19982010126113892,0.35967326164245605,0.20215338468551636,0.269037663936615,0.22133085131645203,0.15471559762954712,0.19518601894378662,0.20850330591201782
test,0.2596650719642639,0.13941486179828644,0.17325785756111145,0.17227891087532043,0.2834832966327667,0.15473321080207825,0.19235259294509888,0.3095526397228241,-0.005803266540169716,0.7171741127967834,0.17614826560020447,0.15473321080207825,0.24063199758529663,0.19235259294509888,0.13741494715213776,0.22257666289806366,0.32281845808029175,0.23725658655166626,0.21204890310764313,0.06625092774629593,0.19832737743854523
.,0.3567904531955719,0.40146201848983765,0.23111961781978607,0.3936232924461365,0.22033250331878662,0.35870397090911865,0.5934505462646484,0.22384987771511078,0.07554518431425095,0.23063190281391144,0.6812511086463928,0.35870397090911865,0.22505037486553192,0.5934505462646484,0.23308148980140686,0.2973858416080475,0.3315533697605133,0.4645031690597534,0.30296799540519714,0.25083568692207336,0.4130953550338745
