,what,are,plants,with,plastid,gene,transformations,called,?
while,0.35511791706085205,0.34230953454971313,0.18322914838790894,0.4426766335964203,0.14290565252304077,0.18146182596683502,0.16908593475818634,0.2355477511882782,0.21076419949531555
the,0.42745697498321533,0.40399202704429626,0.29499560594558716,0.4223487675189972,0.186258003115654,0.16329175233840942,0.29127779603004456,0.489897221326828,0.22068053483963013
reliability,0.3373561203479767,0.222752645611763,0.20568138360977173,0.2331293374300003,0.21217161417007446,0.12328619509935379,0.3038691282272339,0.07827664166688919,0.2691608965396881
of,0.33290785551071167,0.39081433415412903,0.29386165738105774,0.41827285289764404,0.22096435725688934,0.14653761684894562,0.3120780289173126,0.4222904443740845,0.1826142966747284
this,0.5489566326141357,0.35762670636177063,0.3170259892940521,0.36358317732810974,0.31725507974624634,0.1823306679725647,0.312883198261261,0.41327622532844543,0.3155723512172699
mechanism,0.2635997533798218,0.22349722683429718,0.2805750370025635,0.22127245366573334,0.3747154772281647,0.35554179549217224,0.40223878622055054,0.25077199935913086,0.1732848435640335
has,0.20338068902492523,0.4313911199569702,0.20520955324172974,0.44092974066734314,0.21550068259239197,0.18410666286945343,0.20692960917949677,0.30485156178474426,0.15994466841220856
not,0.5449194312095642,0.46186959743499756,0.2926214039325714,0.3409014642238617,0.2820022702217102,0.17485833168029785,0.22758404910564423,0.324552983045578,0.41942933201789856
yet,0.44080492854118347,0.3299556076526642,0.24516841769218445,0.29829204082489014,0.2749366760253906,0.1945665031671524,0.29234015941619873,0.21392230689525604,0.4011770784854889
been,0.2567804455757141,0.4703826308250427,0.26265642046928406,0.2804456949234009,0.20699867606163025,0.2138269692659378,0.2686390280723572,0.21922262012958527,0.24354910850524902
studied,0.17525729537010193,0.18522752821445465,0.18358063697814941,0.10659785568714142,0.1341511607170105,0.11392679065465927,0.19140054285526276,0.2450254112482071,0.12394175678491592
for,0.3017193675041199,0.3895993232727051,0.22197571396827698,0.39140474796295166,0.1903218775987625,0.2395961731672287,0.25755271315574646,0.29870352149009705,0.264628142118454
all,0.41981086134910583,0.5343062281608582,0.30408617854118347,0.3876307010650635,0.23619908094406128,0.15774163603782654,0.2276613414287567,0.2586316168308258,0.29575422406196594
relevant,0.41105255484580994,0.3357330858707428,0.3160010278224945,0.253460168838501,0.3137836754322052,0.2208535075187683,0.2755364179611206,0.12184860557317734,0.37889617681503296
crop,0.19372086226940155,0.19984684884548187,0.4378308355808258,0.14166250824928284,0.2778971493244171,0.18308812379837036,0.1698325276374817,0.1829199641942978,0.13911081850528717
species,0.14617158472537994,0.3297041952610016,0.5846481919288635,0.1754012405872345,0.33469825983047485,0.28825604915618896,0.2136208862066269,0.16527435183525085,0.1957087516784668
",",0.3087472915649414,0.4062570035457611,0.2555769681930542,0.4120737314224243,0.18845833837985992,0.23531433939933777,0.26381537318229675,0.26549121737480164,0.31091248989105225
recent,0.24256184697151184,0.2818499803543091,0.2513279616832733,0.2035779356956482,0.2429877668619156,0.23931802809238434,0.286577969789505,0.15415094792842865,0.2544887959957123
results,0.2425258755683899,0.24356640875339508,0.22293850779533386,0.2055564522743225,0.22485539317131042,0.15412838757038116,0.38168245553970337,0.21623466908931732,0.21797199547290802
in,0.30808621644973755,0.3841303884983063,0.2697395086288452,0.4080928862094879,0.1886206418275833,0.15647538006305695,0.2160843312740326,0.40847352147102356,0.20430970191955566
tobacco,0.15306644141674042,0.1977214217185974,0.37236759066581726,0.17323818802833557,0.2298789918422699,0.1655997931957245,0.13349014520645142,0.2001890391111374,0.11937496811151505
plants,0.25144460797309875,0.35990846157073975,1.0,0.1737212836742401,0.4308030307292938,0.2526721954345703,0.26135873794555664,0.24850299954414368,0.1473488062620163
are,0.29724663496017456,1.0,0.35990846157073975,0.38996943831443787,0.3021188974380493,0.12205425649881363,0.27420946955680847,0.3676711618900299,0.24591213464736938
promising,0.2754918336868286,0.13327015936374664,0.1522112637758255,0.21824127435684204,0.08974109590053558,0.1441553831100464,0.1741618514060974,0.16305959224700928,0.204049214720726
",",0.3087472915649414,0.4062570035457611,0.2555769681930542,0.4120737314224243,0.18845833837985992,0.23531433939933777,0.26381537318229675,0.26549121737480164,0.31091248989105225
showing,0.2931436598300934,0.3069803714752197,0.19055165350437164,0.3176843225955963,0.1571834683418274,0.1276916116476059,0.1533716470003128,0.24930144846439362,0.23185425996780396
a,0.3320399522781372,0.265255331993103,0.21329157054424286,0.3783375024795532,0.2551116347312927,0.19703839719295502,0.2666109800338745,0.4868806302547455,0.23916715383529663
failed,0.26093074679374695,0.1230098307132721,0.1652911901473999,0.2246399074792862,0.09856827557086945,0.043726660311222076,0.15684328973293304,0.1769336313009262,0.16487033665180206
containment,0.19248554110527039,0.27302032709121704,0.2608979344367981,0.2837449014186859,0.25176358222961426,0.13500502705574036,0.22661961615085602,0.2490551471710205,0.10603383928537369
rate,0.21845893561840057,0.21138887107372284,0.18635478615760803,0.12391091138124466,0.16552473604679108,0.2107861489057541,0.2545621693134308,0.14546145498752594,0.1308269053697586
of,0.33290785551071167,0.39081433415412903,0.29386165738105774,0.41827285289764404,0.22096435725688934,0.14653761684894562,0.3120780289173126,0.4222904443740845,0.1826142966747284
transplastomic,0.2858501970767975,0.3087388575077057,0.3578554689884186,0.2578863501548767,0.579677402973175,0.3376094102859497,0.413252592086792,0.2902776002883911,0.23457589745521545
plants,0.25144460797309875,0.35990846157073975,1.0,0.1737212836742401,0.4308030307292938,0.2526721954345703,0.26135873794555664,0.24850299954414368,0.1473488062620163
at,0.2838611304759979,0.2074895054101944,0.1913018673658371,0.29126521944999695,0.14175517857074738,0.10880177468061447,0.12273211032152176,0.23534239828586578,0.21978627145290375
3,0.04473085701465607,0.03804425150156021,0.08723680675029755,0.03303105756640434,-2.4298949938383885e-05,0.06805918365716934,0.0013594358460977674,0.05315281078219414,0.005975271109491587
in,0.30808621644973755,0.3841303884983063,0.2697395086288452,0.4080928862094879,0.1886206418275833,0.15647538006305695,0.2160843312740326,0.40847352147102356,0.20430970191955566
"1,000,000",0.047847677022218704,0.12616492807865143,0.16773276031017303,0.0957762598991394,0.223580464720726,0.08049953728914261,0.06250191479921341,0.19047558307647705,0.04695386439561844
.,0.3567904531955719,0.3452940285205841,0.2542511522769928,0.4446153938770294,0.26782307028770447,0.2230074256658554,0.27967649698257446,0.300344854593277,0.4130953550338745
,what,are,plants,with,plastid,gene,transformations,called,?
recently,0.2653191089630127,0.33520767092704773,0.25377243757247925,0.24300968647003174,0.21147824823856354,0.19876253604888916,0.24997925758361816,0.15163478255271912,0.18352322280406952
",",0.3087472915649414,0.4062570035457611,0.2555769681930542,0.4120737314224243,0.18845833837985992,0.23531433939933777,0.26381537318229675,0.26549121737480164,0.31091248989105225
chloroplasts,0.2524593770503998,0.3103833794593811,0.5701043605804443,0.20506612956523895,0.6922411918640137,0.3803767263889313,0.37253808975219727,0.2654791474342346,0.13049766421318054
have,0.39808809757232666,0.6577680706977844,0.31308507919311523,0.48046383261680603,0.28641167283058167,0.17366953194141388,0.28686490654945374,0.34887513518333435,0.32991164922714233
caught,0.19015973806381226,0.16468438506126404,0.11906991899013519,0.2018279731273651,0.08953966945409775,0.11185943335294724,0.17540213465690613,0.19736745953559875,0.20266211032867432
attention,0.3020271062850952,0.2277115136384964,0.1684456467628479,0.25526687502861023,0.12027307599782944,0.14312951266765594,0.2072572261095047,0.1264776736497879,0.19994445145130157
by,0.2455483376979828,0.37842893600463867,0.21003800630569458,0.39731505513191223,0.1403946578502655,0.19819366931915283,0.24493882060050964,0.3092815577983856,0.17966607213020325
developers,0.24729278683662415,0.28478237986564636,0.17961972951889038,0.22476612031459808,0.18258284032344818,0.14706161618232727,0.1937379091978073,0.18755914270877838,0.25426343083381653
of,0.33290785551071167,0.39081433415412903,0.29386165738105774,0.41827285289764404,0.22096435725688934,0.14653761684894562,0.3120780289173126,0.4222904443740845,0.1826142966747284
genetically,0.22360733151435852,0.3333055377006531,0.4439597725868225,0.20771770179271698,0.36497750878334045,0.5422234535217285,0.38313624262809753,0.1939372718334198,0.1577460765838623
modified,0.1667574942111969,0.24651433527469635,0.26485440135002136,0.26615360379219055,0.29703694581985474,0.21271514892578125,0.3349376618862152,0.23833392560482025,0.2008686512708664
crops,0.2563587725162506,0.305677592754364,0.5157960057258606,0.15122009813785553,0.2357252985239029,0.13109226524829865,0.18162426352500916,0.18170669674873352,0.15924812853336334
.,0.3567904531955719,0.3452940285205841,0.2542511522769928,0.4446153938770294,0.26782307028770447,0.2230074256658554,0.27967649698257446,0.300344854593277,0.4130953550338745
,what,are,plants,with,plastid,gene,transformations,called,?
this,0.5489566326141357,0.35762670636177063,0.3170259892940521,0.36358317732810974,0.31725507974624634,0.1823306679725647,0.312883198261261,0.41327622532844543,0.3155723512172699
