,when,did,the,jin,dynasty,end,?
during,0.46721696853637695,0.30679523944854736,0.4838213622570038,0.21162357926368713,0.2431466281414032,0.4166269898414612,0.1325719803571701
the,0.5091903209686279,0.34736719727516174,1.0,0.23336409032344818,0.26267939805984497,0.39658910036087036,0.22068053483963013
southern,0.22505681216716766,0.13322393596172333,0.3282862603664398,0.14597360789775848,0.24628868699073792,0.15436379611492157,0.11225555837154388
song,0.2437654733657837,0.1988414227962494,0.300855815410614,0.2800523042678833,0.24676866829395294,0.20161324739456177,0.20782215893268585
dynasty,0.16945278644561768,0.19201454520225525,0.26267939805984497,0.4847870469093323,1.0,0.13392165303230286,0.15884074568748474
the,0.5091903209686279,0.34736719727516174,1.0,0.23336409032344818,0.26267939805984497,0.39658910036087036,0.22068053483963013
descendant,0.1446324735879898,0.20252588391304016,0.27002206444740295,0.1032772809267044,0.29880663752555847,0.08995424956083298,0.109697625041008
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.18017646670341492,0.285645067691803,0.2215006798505783,0.1826142966747284
confucius,0.13258446753025055,0.15977878868579865,0.2124595046043396,0.4792950749397278,0.44228193163871765,0.1801028549671173,0.19365330040454865
at,0.38876327872276306,0.28390252590179443,0.457212895154953,0.16647185385227203,0.11463665962219238,0.3223728835582733,0.21978627145290375
qufu,0.22377116978168488,0.23581911623477936,0.2998673617839813,0.42832568287849426,0.4872327744960785,0.22790320217609406,0.22731199860572815
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.21946492791175842,0.1976536363363266,0.25448864698410034,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.23336409032344818,0.26267939805984497,0.39658910036087036,0.22068053483963013
duke,0.13615576922893524,0.18803031742572784,0.218814879655838,0.1686972975730896,0.2390957921743393,0.13073527812957764,0.13699419796466827
yansheng,0.20928210020065308,0.15819525718688965,0.24177713692188263,0.5904185175895691,0.4673768877983093,0.12479618191719055,0.21368952095508575
kong,0.18756937980651855,0.16918805241584778,0.19810858368873596,0.27601388096809387,0.2338206022977829,0.041677266359329224,0.10485735535621643
duanyou,0.2488957941532135,0.2465440034866333,0.3078915774822235,0.3529326021671295,0.2881057858467102,0.15128561854362488,0.42137411236763
fled,0.2553989887237549,0.3007028102874756,0.27857163548469543,0.20993635058403015,0.2626008987426758,0.23191659152507782,0.13968057930469513
south,0.18115942180156708,0.1510593444108963,0.3129390776157379,0.25544410943984985,0.25719618797302246,0.16281814873218536,0.12336621433496475
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.1661251038312912,0.1163286566734314,0.23444485664367676,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,1.0,0.23336409032344818,0.26267939805984497,0.39658910036087036,0.22068053483963013
song,0.2437654733657837,0.1988414227962494,0.300855815410614,0.2800523042678833,0.24676866829395294,0.20161324739456177,0.20782215893268585
emperor,0.18443609774112701,0.13150596618652344,0.2871226370334625,0.45253661274909973,0.43762901425361633,0.21639862656593323,0.19661661982536316
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.16679616272449493,0.1214921623468399,0.3229445815086365,0.29463258385658264
quzhou,0.14647959172725677,0.11676811426877975,0.25852838158607483,0.5284165740013123,0.4691320061683655,0.1258976012468338,0.2011154443025589
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.21946492791175842,0.1976536363363266,0.25448864698410034,0.31091248989105225
while,0.548916757106781,0.3330625295639038,0.39804592728614807,0.17110571265220642,0.13410058617591858,0.22818423807621002,0.21076419949531555
the,0.5091903209686279,0.34736719727516174,1.0,0.23336409032344818,0.26267939805984497,0.39658910036087036,0.22068053483963013
newly,0.39933258295059204,0.18732944130897522,0.35828328132629395,0.10561015456914902,0.13034574687480927,0.18154969811439514,0.08549588173627853
established,0.18169470131397247,0.18989217281341553,0.33092597126960754,0.16073797643184662,0.25788015127182007,0.14812973141670227,0.15917523205280304
jin,0.2185768038034439,0.12242958694696426,0.23336409032344818,1.0,0.4847870469093323,0.17312780022621155,0.12195159494876862
dynasty,0.16945278644561768,0.19201454520225525,0.26267939805984497,0.4847870469093323,1.0,0.13392165303230286,0.15884074568748474
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.19064469635486603,0.15119072794914246,0.21691228449344635,0.40561532974243164
1115–1234,0.09441275894641876,0.015865858644247055,0.07498689740896225,0.05642826855182648,0.09890886396169662,-0.003170449985191226,0.0009548099478706717
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.18778389692306519,0.17090870440006256,0.2439398169517517,0.42300865054130554
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.20222510397434235,0.15246383845806122,0.28539085388183594,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.23336409032344818,0.26267939805984497,0.39658910036087036,0.22068053483963013
north,0.21003669500350952,0.16732536256313324,0.36298373341560364,0.19382134079933167,0.18835356831550598,0.2279748171567917,0.11829731613397598
appointed,0.19494225084781647,0.2657434642314911,0.2626524269580841,0.10789726674556732,0.17181207239627838,0.10319849103689194,0.13895352184772491
kong,0.18756937980651855,0.16918805241584778,0.19810858368873596,0.27601388096809387,0.2338206022977829,0.041677266359329224,0.10485735535621643
duanyou,0.2488957941532135,0.2465440034866333,0.3078915774822235,0.3529326021671295,0.2881057858467102,0.15128561854362488,0.42137411236763
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,-0.011056434363126755,-0.03789631649851799,0.030466308817267418,-0.023395681753754616
brother,0.2808358073234558,0.1939975470304489,0.1885300725698471,0.1412423998117447,0.16438885033130646,0.09691035747528076,0.14267398416996002
kong,0.18756937980651855,0.16918805241584778,0.19810858368873596,0.27601388096809387,0.2338206022977829,0.041677266359329224,0.10485735535621643
duancao,0.20023109018802643,0.14302048087120056,0.312752366065979,0.3705451488494873,0.33707618713378906,0.16020576655864716,0.23586323857307434
who,0.48282691836357117,0.34038686752319336,0.3733934462070465,0.22250813245773315,0.19946415722370148,0.15423893928527832,0.26220351457595825
remained,0.28067004680633545,0.371289998292923,0.3492392301559448,0.09363189339637756,0.14595769345760345,0.2003544420003891,0.08263323456048965
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.20222510397434235,0.15246383845806122,0.28539085388183594,0.20430970191955566
qufu,0.22377116978168488,0.23581911623477936,0.2998673617839813,0.42832568287849426,0.4872327744960785,0.22790320217609406,0.22731199860572815
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.14609025418758392,0.1805962324142456,0.23417671024799347,0.27043893933296204
duke,0.13615576922893524,0.18803031742572784,0.218814879655838,0.1686972975730896,0.2390957921743393,0.13073527812957764,0.13699419796466827
yansheng,0.20928210020065308,0.15819525718688965,0.24177713692188263,0.5904185175895691,0.4673768877983093,0.12479618191719055,0.21368952095508575
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.17743851244449615,0.20616187155246735,0.26526886224746704,0.4130953550338745
