,when,had,the,six,ministries,existed,?
while,0.548916757106781,0.3406333029270172,0.39804592728614807,0.2351476550102234,0.17434373497962952,0.15150034427642822,0.21076419949531555
the,0.5091903209686279,0.3875846862792969,1.0,0.3614266812801361,0.2521178126335144,0.32677435874938965,0.22068053483963013
existence,0.1914508193731308,0.229599267244339,0.3168535828590393,0.11524093151092529,0.2103707641363144,0.6649219989776611,0.17803658545017242
of,0.3757161796092987,0.37755560874938965,0.733189046382904,0.3317931592464447,0.28758347034454346,0.2990404963493347,0.1826142966747284
these,0.3811454772949219,0.3943587839603424,0.49086877703666687,0.35332190990448,0.25845766067504883,0.34306415915489197,0.2571668326854706
central,0.16662165522575378,0.15807373821735382,0.3417201042175293,0.13563384115695953,0.24684152007102966,0.20705267786979675,0.14787602424621582
government,0.23078718781471252,0.24793484807014465,0.31798112392425537,0.16833746433258057,0.5181805491447449,0.21079443395137787,0.18851417303085327
departments,0.20525968074798584,0.19277174770832062,0.322636216878891,0.2153954952955246,0.4570772051811218,0.18750081956386566,0.11303292214870453
and,0.4716290831565857,0.3872550129890442,0.5171257257461548,0.3044111728668213,0.32117679715156555,0.19741976261138916,0.20544172823429108
the,0.5091903209686279,0.3875846862792969,1.0,0.3614266812801361,0.2521178126335144,0.32677435874938965,0.22068053483963013
six,0.28502458333969116,0.3450642228126526,0.3614266812801361,1.0,0.20692269504070282,0.20317402482032776,0.15298804640769958
ministries,0.16120176017284393,0.23088383674621582,0.2521178126335144,0.20692269504070282,1.0000001192092896,0.22545307874679565,0.15872813761234283
(,0.2459595799446106,0.16223937273025513,0.33289089798927307,0.2073679268360138,0.1969609558582306,0.1965312510728836,0.40561532974243164
which,0.572554349899292,0.3188965916633606,0.6521818041801453,0.35139694809913635,0.20909108221530914,0.3096289038658142,0.25814583897590637
had,0.37526828050613403,0.9999999403953552,0.3875846862792969,0.3450642228126526,0.23088383674621582,0.38323038816452026,0.20728366076946259
been,0.3339833617210388,0.6048885583877563,0.3563927710056305,0.2919321656227112,0.16712599992752075,0.40607720613479614,0.24354910850524902
introduced,0.21339701116085052,0.270118772983551,0.242969810962677,0.1377212554216385,0.13830064237117767,0.18789252638816833,0.16386865079402924
since,0.42774689197540283,0.4845401346683502,0.4054957628250122,0.29232925176620483,0.24705547094345093,0.42585480213165283,0.2876587212085724
the,0.5091903209686279,0.3875846862792969,1.0,0.3614266812801361,0.2521178126335144,0.32677435874938965,0.22068053483963013
sui,0.07689344137907028,0.11241643130779266,0.22584104537963867,0.08328460156917572,0.16319319605827332,0.22402995824813843,0.1535186916589737
and,0.4716290831565857,0.3872550129890442,0.5171257257461548,0.3044111728668213,0.32117679715156555,0.19741976261138916,0.20544172823429108
tang,0.23154500126838684,0.1775844395160675,0.23153425753116608,0.13241229951381683,0.16637609899044037,0.206232488155365,0.09867355972528458
dynasties,0.14885275065898895,0.22777222096920013,0.30397531390190125,0.16417764127254486,0.2512259781360626,0.31465619802474976,0.14213824272155762
),0.2538422644138336,0.17014533281326294,0.3456730246543884,0.22376593947410583,0.18815165758132935,0.20730136334896088,0.42300865054130554
gave,0.29486924409866333,0.47971686720848083,0.32555076479911804,0.22930867969989777,0.1745065450668335,0.13064680993556976,0.1910865753889084
a,0.44397395849227905,0.34897568821907043,0.5829201340675354,0.26189830899238586,0.1885065883398056,0.23807081580162048,0.23916715383529663
sinicized,0.2196945995092392,0.27782994508743286,0.23094776272773743,0.18235091865062714,0.17939040064811707,0.24325299263000488,0.23269550502300262
image,0.12764491140842438,0.043558526784181595,0.24039390683174133,0.12642545998096466,0.12110568583011627,0.08574070036411285,0.14968013763427734
in,0.4431333839893341,0.385026752948761,0.6662389636039734,0.3013422191143036,0.23264920711517334,0.2661771774291992,0.20430970191955566
the,0.5091903209686279,0.3875846862792969,1.0,0.3614266812801361,0.2521178126335144,0.32677435874938965,0.22068053483963013
yuan,0.14659123122692108,0.15790773928165436,0.2548272907733917,0.1324390321969986,0.21881316602230072,0.13307733833789825,0.12871281802654266
administration,0.24702578783035278,0.22246304154396057,0.3083578944206238,0.16015680134296417,0.4989546835422516,0.1845177263021469,0.14283715188503265
",",0.36674630641937256,0.35487717390060425,0.4933079481124878,0.2737274467945099,0.28071194887161255,0.24464987218379974,0.31091248989105225
the,0.5091903209686279,0.3875846862792969,1.0,0.3614266812801361,0.2521178126335144,0.32677435874938965,0.22068053483963013
actual,0.3111655116081238,0.20435835421085358,0.40616878867149353,0.10505730658769608,0.15507914125919342,0.3041892349720001,0.20405827462673187
functions,0.24153868854045868,0.21455678343772888,0.2567043900489807,0.15022441744804382,0.2742023468017578,0.20679812133312225,0.13745930790901184
of,0.3757161796092987,0.37755560874938965,0.733189046382904,0.3317931592464447,0.28758347034454346,0.2990404963493347,0.1826142966747284
these,0.3811454772949219,0.3943587839603424,0.49086877703666687,0.35332190990448,0.25845766067504883,0.34306415915489197,0.2571668326854706
ministries,0.16120176017284393,0.23088383674621582,0.2521178126335144,0.20692269504070282,1.0000001192092896,0.22545307874679565,0.15872813761234283
also,0.5475645065307617,0.4027194678783417,0.6021018624305725,0.31918224692344666,0.25239235162734985,0.2290925830602646,0.21848613023757935
reflected,0.27051490545272827,0.2149517983198166,0.3111802637577057,0.09924165159463882,0.1255466192960739,0.21949677169322968,0.12829364836215973
how,0.4767928421497345,0.2549138069152832,0.33890387415885925,0.20644865930080414,0.1438082456588745,0.17562824487686157,0.4024120569229126
mongolian,0.16251550614833832,0.16512134671211243,0.2657795250415802,0.03756013885140419,0.1394827514886856,0.26494506001472473,0.13122369349002838
priorities,0.13987301290035248,0.2460927516222,0.27698826789855957,0.1759551614522934,0.34551408886909485,0.24720831215381622,0.24921689927577972
and,0.4716290831565857,0.3872550129890442,0.5171257257461548,0.3044111728668213,0.32117679715156555,0.19741976261138916,0.20544172823429108
policies,0.24372214078903198,0.21147334575653076,0.22566401958465576,0.07341479510068893,0.3317141830921173,0.18747709691524506,0.2969106435775757
reshaped,0.240117147564888,0.2976187467575073,0.3210277259349823,0.1846301257610321,0.2032306045293808,0.2361580729484558,0.05390053242444992
and,0.4716290831565857,0.3872550129890442,0.5171257257461548,0.3044111728668213,0.32117679715156555,0.19741976261138916,0.20544172823429108
redirected,0.21319329738616943,0.17970265448093414,0.24470269680023193,0.1450653225183487,0.11533963680267334,0.2557508945465088,0.4164316952228546
those,0.3199491798877716,0.3564930558204651,0.42861196398735046,0.31760841608047485,0.23743905127048492,0.3048325479030609,0.3328189253807068
institutions,0.148276224732399,0.1840866506099701,0.2776423394680023,0.21241192519664764,0.4403155446052551,0.19093440473079681,0.19119486212730408
.,0.475719153881073,0.37348684668540955,0.5934505462646484,0.3090869188308716,0.25748494267463684,0.2577754259109497,0.4130953550338745
