,what,division,offers,more,then,one,branch,of,studies,that,do,n't,fit,in,with,the,other,four,?
the,0.42745697498321533,0.26203617453575134,0.21389935910701752,0.39758381247520447,0.4297412931919098,0.5514441132545471,0.2630956768989563,0.733189046382904,0.22738903760910034,0.5473989248275757,0.30239659547805786,-0.11449059844017029,0.26103127002716064,0.6662389636039734,0.4223487675189972,1.0,0.44152235984802246,0.40344667434692383,0.22068053483963013
first,0.28086137771606445,0.21919430792331696,0.17740638554096222,0.2665303945541382,0.38077428936958313,0.4552372097969055,0.13816940784454346,0.3536086082458496,0.2089807391166687,0.3482176661491394,0.19137287139892578,0.017286142334342003,0.16880518198013306,0.4127444326877594,0.2691199779510498,0.49448907375335693,0.23885147273540497,0.3285832405090332,0.18701928853988647
four,0.18057085573673248,0.21241247653961182,0.22500206530094147,0.32673588395118713,0.21203011274337769,0.523897111415863,0.10931694507598877,0.36293646693229675,0.13940846920013428,0.29253774881362915,0.1615660935640335,-0.03470434993505478,0.13629812002182007,0.3085027039051056,0.32876577973365784,0.40344667434692383,0.29422545433044434,1.0,0.14532537758350372
are,0.29724663496017456,0.1811521351337433,0.25570622086524963,0.4066504240036011,0.23076686263084412,0.42537835240364075,0.18532468378543854,0.39081433415412903,0.2574615776538849,0.45265161991119385,0.41111594438552856,-0.1517762839794159,0.26826220750808716,0.3841303884983063,0.38996943831443787,0.40399202704429626,0.5932393670082092,0.3568944036960602,0.24591213464736938
sections,0.29098522663116455,0.2124217003583908,0.19378562271595,0.3110560178756714,0.29563137888908386,0.2595768868923187,0.20759908854961395,0.20906880497932434,0.18861933052539825,0.29529649019241333,0.2570313811302185,-0.018185561522841454,0.288391649723053,0.21961887180805206,0.2728218138217926,0.3228905200958252,0.3677137792110443,0.25792795419692993,0.2495482712984085
within,0.2498195916414261,0.1989005208015442,0.17516979575157166,0.27893075346946716,0.2623963952064514,0.30873414874076843,0.23365946114063263,0.39594778418540955,0.20303449034690857,0.33798906207084656,0.21291908621788025,-0.061549920588731766,0.2247050702571869,0.40576374530792236,0.2915107011795044,0.39827480912208557,0.2836414575576782,0.25860893726348877,0.1870293766260147
their,0.35142919421195984,0.16885758936405182,0.23408125340938568,0.36147117614746094,0.33413124084472656,0.3991999328136444,0.13254058361053467,0.4329940676689148,0.1990542709827423,0.4266771972179413,0.35424983501434326,-0.18087446689605713,0.2958003580570221,0.34976133704185486,0.4258328378200531,0.516537070274353,0.456295371055603,0.3255431652069092,0.1898253709077835
corresponding,0.2633531987667084,0.2061857134103775,0.23198361694812775,0.3321231007575989,0.24827715754508972,0.3361888825893402,0.07750360667705536,0.3214208483695984,0.2888016104698181,0.3552332818508148,0.2500039041042328,0.07736065238714218,0.2775086462497711,0.2558233141899109,0.3121618628501892,0.3826132118701935,0.32770898938179016,0.2802966833114624,0.21760094165802002
graduate,0.19785571098327637,0.19953946769237518,0.3981614410877228,0.15835118293762207,0.18337376415729523,0.18576474487781525,0.15896210074424744,0.21445734798908234,0.47711077332496643,0.1924397051334381,0.18863056600093842,0.11583316326141357,0.06587338447570801,0.2576194703578949,0.1702941358089447,0.1983441710472107,0.16186471283435822,0.23430879414081573,0.13230688869953156
divisions,0.2232685685157776,0.8454943895339966,0.12500014901161194,0.1788056343793869,0.1955101639032364,0.22644247114658356,0.16790030896663666,0.3138268291950226,0.14572349190711975,0.21003998816013336,0.19130459427833557,-0.05515623092651367,0.13761870563030243,0.2698534429073334,0.17412646114826202,0.3125615119934082,0.2394268959760666,0.2694883644580841,0.14903524518013
