,what,was,the,first,disney,program,televised,on,abc,as,a,result,of,the,disney-abc,agreement,?
around,0.27475327253341675,0.24039418995380402,0.40085816383361816,0.2861560881137848,0.2141086906194687,0.1746738702058792,0.23285993933677673,0.43118709325790405,0.14110837876796722,0.28430190682411194,0.3187784254550934,0.17232030630111694,0.3296394646167755,0.40085816383361816,0.27770087122917175,0.1472630500793457,0.14729668200016022
1954,-0.028202006593346596,7.787912909407169e-05,0.05573182925581932,-0.03418583795428276,-0.014550918713212013,0.040479596704244614,-0.029004162177443504,0.004020733293145895,0.01942364126443863,0.06683584302663803,-0.010301508940756321,0.002193867927417159,0.040509894490242004,0.05573182925581932,-0.011365902610123158,0.030641358345746994,-0.028866952285170555
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2132069319486618,0.17760658264160156,0.23756082355976105,0.49057599902153015,0.2097204476594925,0.48816442489624023,0.427140474319458,0.23341737687587738,0.4946078956127167,0.4933079481124878,0.24468442797660828,0.23435252904891968,0.31091248989105225
abc,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.2403600513935089,0.37895750999450684,0.28949791193008423,0.40931931138038635,0.2862928807735443,1.0000001192092896,0.2286096066236496,0.21331243216991425,0.14806517958641052,0.14607268571853638,0.2068762183189392,0.48218587040901184,0.16430042684078217,0.19065172970294952
agreed,0.3416297733783722,0.2848299443721771,0.24722334742546082,0.2317150980234146,0.17765067517757416,0.17997530102729797,0.24982546269893646,0.2566361725330353,0.1438940167427063,0.23998716473579407,0.17516115307807922,0.22712160646915436,0.24395716190338135,0.24722334742546082,0.20972782373428345,0.6330705285072327,0.21258382499217987
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.23984374105930328,0.23681028187274933,0.23923970758914948,0.41031414270401,0.1762417107820511,0.42092081904411316,0.45503583550453186,0.23653174936771393,0.41548454761505127,0.535392165184021,0.2945807874202728,0.2757699489593506,0.29463258385658264
finance,0.20704226195812225,0.2725954055786133,0.26623332500457764,0.241606205701828,0.1944522261619568,0.1827353984117508,0.09453791379928589,0.15638229250907898,0.11127349734306335,0.20010244846343994,0.23580783605575562,0.1430853009223938,0.3119599521160126,0.26623332500457764,0.23001986742019653,0.3468041718006134,0.1273542046546936
disneyland,0.21946722269058228,0.24742449820041656,0.3147701323032379,0.24061281979084015,0.7213653922080994,0.15379586815834045,0.2093997299671173,0.22500096261501312,0.23635563254356384,0.2556275725364685,0.28381532430648804,0.09828653931617737,0.2658425569534302,0.3147701323032379,0.815207302570343,0.21440061926841736,0.18708528578281403
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.18521910905838013,0.1994907110929489,0.3423113226890564,0.46853652596473694,0.1697147786617279,0.3887844979763031,0.539380669593811,0.25670310854911804,0.5696388483047485,0.6662389636039734,0.24368822574615479,0.20350398123264313,0.20430970191955566
exchange,0.11323627829551697,0.15612690150737762,0.2543705105781555,0.12892596423625946,0.09932074695825577,0.16008935868740082,0.18125790357589722,0.18436235189437866,0.11956698447465897,0.1604461967945099,0.14749813079833984,0.13650363683700562,0.23548997938632965,0.2543705105781555,0.15759627521038055,0.29798564314842224,0.048212938010692596
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.3800288736820221,0.16913838684558868,0.29441335797309875,0.3350358009338379,0.36199691891670227,0.22510288655757904,0.44774648547172546,0.44038116931915283,0.2445775717496872,0.4185989499092102,0.4739971458911896,0.235372394323349,0.20913051068782806,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.24980762600898743,0.22986935079097748,0.32855433225631714,0.5107308030128479,0.2068762183189392,0.48381632566452026,0.5829201340675354,0.27778977155685425,0.733189046382904,1.0,0.3181883692741394,0.2490699142217636,0.22068053483963013
right,0.38502591848373413,0.1403176486492157,0.33901116251945496,0.20506072044372559,0.08490430563688278,0.1130337342619896,0.15359929203987122,0.269443154335022,0.14572519063949585,0.2408553808927536,0.2849915027618408,0.21589535474777222,0.22473211586475372,0.33901116251945496,0.14278501272201538,0.16098062694072723,0.27135515213012695
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.23984374105930328,0.23681028187274933,0.23923970758914948,0.41031414270401,0.1762417107820511,0.42092081904411316,0.45503583550453186,0.23653174936771393,0.41548454761505127,0.535392165184021,0.2945807874202728,0.2757699489593506,0.29463258385658264
broadcast,0.17857211828231812,0.24068336188793182,0.2713715434074402,0.2604263722896576,0.3236337900161743,0.42520272731781006,0.6128001809120178,0.2845228910446167,0.4876510202884674,0.19535446166992188,0.2046348601579666,0.14486072957515717,0.20155203342437744,0.2713715434074402,0.41096290946006775,0.20970939099788666,0.15760008990764618
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.21907898783683777,0.2779408395290375,0.20731082558631897,0.3848365545272827,0.21331243216991425,0.39550232887268066,1.0,0.2767398953437805,0.5052502155303955,0.5829201340675354,0.2708562910556793,0.203191339969635,0.23916715383529663
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.3283863663673401,0.17695242166519165,0.19244569540023804,0.2697928249835968,0.31106263399124146,0.20663127303123474,0.24585270881652832,0.3214259147644043,0.1395891159772873,0.343457967042923,0.3845241069793701,0.22764849662780762,0.17310528457164764,0.14782847464084625
sunday,0.2246854603290558,0.23012804985046387,0.21692955493927002,0.22242094576358795,0.1837657392024994,0.19545039534568787,0.287758469581604,0.34206917881965637,0.29011502861976624,0.18491682410240173,0.20919300615787506,0.10089666396379471,0.13926826417446136,0.21692955493927002,0.2562088072299957,0.11391536891460419,0.23753786087036133
night,0.20251014828681946,0.21724213659763336,0.2817382514476776,0.1833304762840271,0.13469882309436798,0.21970747411251068,0.26877546310424805,0.28230446577072144,0.21145369112491608,0.1724044382572174,0.23192226886749268,0.09921256452798843,0.19958451390266418,0.2817382514476776,0.21717660129070282,0.09032434970140457,0.13794848322868347
program,0.25047802925109863,0.1849333792924881,0.22986935079097748,0.2659492492675781,0.1420411914587021,1.0,0.3499579131603241,0.23327119648456573,0.28949791193008423,0.19883424043655396,0.2779408395290375,0.14245478808879852,0.17376001179218292,0.22986935079097748,0.22974690794944763,0.2011273354291916,0.1440187245607376
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2132069319486618,0.17760658264160156,0.23756082355976105,0.49057599902153015,0.2097204476594925,0.48816442489624023,0.427140474319458,0.23341737687587738,0.4946078956127167,0.4933079481124878,0.24468442797660828,0.23435252904891968,0.31091248989105225
disneyland,0.21946722269058228,0.24742449820041656,0.3147701323032379,0.24061281979084015,0.7213653922080994,0.15379586815834045,0.2093997299671173,0.22500096261501312,0.23635563254356384,0.2556275725364685,0.28381532430648804,0.09828653931617737,0.2658425569534302,0.3147701323032379,0.815207302570343,0.21440061926841736,0.18708528578281403
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2132069319486618,0.17760658264160156,0.23756082355976105,0.49057599902153015,0.2097204476594925,0.48816442489624023,0.427140474319458,0.23341737687587738,0.4946078956127167,0.4933079481124878,0.24468442797660828,0.23435252904891968,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3828166127204895,0.22318677604198456,0.3116832673549652,0.2598966658115387,0.4245251417160034,0.1991286277770996,0.41006597876548767,0.56894451379776,0.31989866495132446,0.5011631846427917,0.6521818041801453,0.3078937828540802,0.24597544968128204,0.25814583897590637
debuted,0.08543460816144943,0.3357197344303131,0.28418588638305664,0.35306718945503235,0.23026657104492188,0.22954562306404114,0.40781787037849426,0.3414226770401001,0.27247121930122375,0.14402928948402405,0.22790193557739258,0.09697180241346359,0.18094587326049805,0.28418588638305664,0.2769548296928406,0.20300234854221344,0.12089905142784119
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.1984206587076187,0.23327119648456573,0.3225823640823364,0.9999999403953552,0.2862928807735443,0.36047765612602234,0.3848365545272827,0.22479186952114105,0.3966929316520691,0.5107308030128479,0.2713024616241455,0.22078442573547363,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.24980762600898743,0.22986935079097748,0.32855433225631714,0.5107308030128479,0.2068762183189392,0.48381632566452026,0.5829201340675354,0.27778977155685425,0.733189046382904,1.0,0.3181883692741394,0.2490699142217636,0.22068053483963013
network,0.16917307674884796,0.1994880586862564,0.27187061309814453,0.2069581300020218,0.28231924772262573,0.4167900085449219,0.404205858707428,0.30190837383270264,0.4295894205570221,0.2054080367088318,0.17299489676952362,0.12498027831315994,0.21800683438777924,0.27187061309814453,0.3809872269630432,0.22367006540298462,0.17853789031505585
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.1984206587076187,0.23327119648456573,0.3225823640823364,0.9999999403953552,0.2862928807735443,0.36047765612602234,0.3848365545272827,0.22479186952114105,0.3966929316520691,0.5107308030128479,0.2713024616241455,0.22078442573547363,0.2714994251728058
october,0.24927909672260284,0.4627581834793091,0.2621108889579773,0.2989882230758667,0.17963682115077972,0.16979770362377167,0.24423843622207642,0.3742676079273224,0.1661696434020996,0.25472286343574524,0.2402924746274948,0.13867783546447754,0.20846129953861237,0.2621108889579773,0.18796393275260925,0.2348841279745102,0.29706719517707825
27,0.07395181059837341,0.07487557828426361,0.02698022499680519,0.06892988085746765,0.029858538880944252,0.10465922951698303,0.009481864981353283,-0.002120442222803831,0.09239796549081802,0.032211966812610626,0.025956379249691963,0.060391541570425034,0.0395980030298233,0.02698022499680519,0.08610839396715164,0.05934654921293259,0.036716945469379425
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2132069319486618,0.17760658264160156,0.23756082355976105,0.49057599902153015,0.2097204476594925,0.48816442489624023,0.427140474319458,0.23341737687587738,0.4946078956127167,0.4933079481124878,0.24468442797660828,0.23435252904891968,0.31091248989105225
1954,-0.028202006593346596,7.787912909407169e-05,0.05573182925581932,-0.03418583795428276,-0.014550918713212013,0.040479596704244614,-0.029004162177443504,0.004020733293145895,0.01942364126443863,0.06683584302663803,-0.010301508940756321,0.002193867927417159,0.040509894490242004,0.05573182925581932,-0.011365902610123158,0.030641358345746994,-0.028866952285170555
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.33842000365257263,0.2626339793205261,0.19883424043655396,0.26157230138778687,0.36047765612602234,0.2286096066236496,1.0,0.39550232887268066,0.2939164340496063,0.3886612355709076,0.48381632566452026,0.2814546227455139,0.22867047786712646,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.24980762600898743,0.22986935079097748,0.32855433225631714,0.5107308030128479,0.2068762183189392,0.48381632566452026,0.5829201340675354,0.27778977155685425,0.733189046382904,1.0,0.3181883692741394,0.2490699142217636,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.21060588955879211,0.2659492492675781,0.3656581938266754,0.3120559751987457,0.2403600513935089,0.33842000365257263,0.4287874400615692,0.18566511571407318,0.3536086082458496,0.49448907375335693,0.25840458273887634,0.22598394751548767,0.18701928853988647
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3536086082458496,0.19926400482654572,0.17376001179218292,0.23927952349185944,0.3966929316520691,0.14607268571853638,0.3886612355709076,0.5052502155303955,0.231380432844162,1.0,0.733189046382904,0.2581593692302704,0.21259461343288422,0.1826142966747284
