,how,many,botanical,gardens,does,warsaw,have,?
warsaw,0.13025455176830292,0.1653265357017517,0.15739959478378296,0.16762316226959229,0.16921466588974,1.0,0.14431846141815186,0.09769917279481888
has,0.26820555329322815,0.4266262650489807,0.1743798702955246,0.15353573858737946,0.42885294556617737,0.16755639016628265,0.6353569626808167,0.15994466841220856
also,0.43506327271461487,0.6258217096328735,0.21441729366779327,0.24155591428279877,0.4118025600910187,0.16331592202186584,0.5252172946929932,0.21848613023757935
two,0.2499001920223236,0.5147606730461121,0.1437714844942093,0.11235257983207703,0.2100418359041214,0.14516781270503998,0.4498785734176636,0.19645625352859497
botanic,0.0900195986032486,0.16786323487758636,0.8762156367301941,0.529518723487854,0.11394807696342468,0.14768943190574646,0.16087761521339417,0.10356906056404114
gardens,0.09434571117162704,0.2299046516418457,0.5420234203338623,0.9999999403953552,0.10343234241008759,0.16762316226959229,0.22021253407001495,0.1399904191493988
:,-0.11215605586767197,-0.10786184668540955,-0.08816791325807571,-0.09310375154018402,-0.11934193223714828,0.07365122437477112,-0.10825085639953613,-0.07156077772378922
by,0.34370526671409607,0.3409687578678131,0.1823848932981491,0.16172684729099274,0.143477201461792,0.15291538834571838,0.3359639644622803,0.17966607213020325
the,0.33890387415885925,0.4335206151008606,0.23815284669399261,0.21929459273815155,0.35928019881248474,0.23137180507183075,0.40389683842658997,0.22068053483963013
łazienki,0.159996896982193,0.1777649074792862,0.18369606137275696,0.18574614822864532,0.14190828800201416,0.47137340903282166,0.18079683184623718,0.23331467807292938
park,0.07603258639574051,0.17557764053344727,0.2690444588661194,0.49763840436935425,0.09008456021547318,0.11980809271335602,0.16302178800106049,0.13508929312229156
(,0.1676948219537735,0.1455259770154953,0.11584195494651794,0.1442520171403885,0.2728188931941986,0.1835584193468094,0.23072676360607147,0.40561532974243164
a,0.29312583804130554,0.2872205972671509,0.19165462255477905,0.15346403419971466,0.38201746344566345,0.19591784477233887,0.338716596364975,0.23916715383529663
didactic-research,0.30283546447753906,0.27278122305870056,0.3539094626903534,0.2728480100631714,0.2455003261566162,0.30872732400894165,0.3399520218372345,0.3133053779602051
unit,0.20661352574825287,0.13994234800338745,0.1749269813299179,0.13109132647514343,0.11836958676576614,0.14918622374534607,0.1240268126130104,0.09069886058568954
of,0.2480744868516922,0.37253960967063904,0.2806754410266876,0.26243776082992554,0.3119818866252899,0.19253842532634735,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.23815284669399261,0.21929459273815155,0.35928019881248474,0.23137180507183075,0.40389683842658997,0.22068053483963013
university,0.12992997467517853,0.19385361671447754,0.28594616055488586,0.21931466460227966,0.09909145534038544,0.24662628769874573,0.1617986559867859,0.11887256056070328
of,0.2480744868516922,0.37253960967063904,0.2806754410266876,0.26243776082992554,0.3119818866252899,0.19253842532634735,0.3802283704280853,0.1826142966747284
warsaw,0.13025455176830292,0.1653265357017517,0.15739959478378296,0.16762316226959229,0.16921466588974,1.0,0.14431846141815186,0.09769917279481888
),0.17939934134483337,0.16602720320224762,0.1269504725933075,0.1440902203321457,0.2575884759426117,0.19817118346691132,0.22866283357143402,0.42300865054130554
as,0.33782753348350525,0.4070141911506653,0.18440425395965576,0.1344647854566574,0.31202155351638794,0.14492812752723694,0.37788212299346924,0.27043893933296204
well,0.410734087228775,0.5438802242279053,0.1832406222820282,0.23232321441173553,0.3239245116710663,0.13796460628509521,0.46326565742492676,0.24815571308135986
as,0.33782753348350525,0.4070141911506653,0.18440425395965576,0.1344647854566574,0.31202155351638794,0.14492812752723694,0.37788212299346924,0.27043893933296204
by,0.34370526671409607,0.3409687578678131,0.1823848932981491,0.16172684729099274,0.143477201461792,0.15291538834571838,0.3359639644622803,0.17966607213020325
the,0.33890387415885925,0.4335206151008606,0.23815284669399261,0.21929459273815155,0.35928019881248474,0.23137180507183075,0.40389683842658997,0.22068053483963013
park,0.07603258639574051,0.17557764053344727,0.2690444588661194,0.49763840436935425,0.09008456021547318,0.11980809271335602,0.16302178800106049,0.13508929312229156
of,0.2480744868516922,0.37253960967063904,0.2806754410266876,0.26243776082992554,0.3119818866252899,0.19253842532634735,0.3802283704280853,0.1826142966747284
culture,0.20633824169635773,0.30384519696235657,0.16402991116046906,0.20745494961738586,0.0962180644273758,0.2205388844013214,0.2635425329208374,0.13093146681785583
and,0.33647966384887695,0.5296266674995422,0.180185928940773,0.25581619143486023,0.3461615741252899,0.2083624005317688,0.4711785912513733,0.20544172823429108
rest,0.26578816771507263,0.3275910019874573,0.13233737647533417,0.2297341376543045,0.25197944045066833,0.16931520402431488,0.2993396520614624,0.1725541204214096
in,0.2601168751716614,0.41474202275276184,0.2597000300884247,0.22134746611118317,0.214483380317688,0.22642600536346436,0.36843645572662354,0.20430970191955566
powsin,0.2006620466709137,0.33092251420021057,0.21172553300857544,0.23400186002254486,0.17061302065849304,0.3693908154964447,0.27336734533309937,0.3006928563117981
(,0.1676948219537735,0.1455259770154953,0.11584195494651794,0.1442520171403885,0.2728188931941986,0.1835584193468094,0.23072676360607147,0.40561532974243164
a,0.29312583804130554,0.2872205972671509,0.19165462255477905,0.15346403419971466,0.38201746344566345,0.19591784477233887,0.338716596364975,0.23916715383529663
unit,0.20661352574825287,0.13994234800338745,0.1749269813299179,0.13109132647514343,0.11836958676576614,0.14918622374534607,0.1240268126130104,0.09069886058568954
of,0.2480744868516922,0.37253960967063904,0.2806754410266876,0.26243776082992554,0.3119818866252899,0.19253842532634735,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.23815284669399261,0.21929459273815155,0.35928019881248474,0.23137180507183075,0.40389683842658997,0.22068053483963013
polish,0.12688754498958588,0.20127539336681366,0.08079085499048233,0.04710442200303078,0.12843264639377594,0.6311136484146118,0.13380886614322662,0.14012759923934937
academy,0.12961772084236145,0.20300014317035675,0.23225605487823486,0.16601967811584473,0.11523628979921341,0.24079398810863495,0.16912469267845154,0.1340850442647934
of,0.2480744868516922,0.37253960967063904,0.2806754410266876,0.26243776082992554,0.3119818866252899,0.19253842532634735,0.3802283704280853,0.1826142966747284
science,0.23506508767604828,0.2819631099700928,0.33750399947166443,0.16942612826824188,0.17509725689888,0.1505029797554016,0.20438560843467712,0.17974960803985596
),0.17939934134483337,0.16602720320224762,0.1269504725933075,0.1440902203321457,0.2575884759426117,0.19817118346691132,0.22866283357143402,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.18046274781227112,0.23031407594680786,0.3022993505001068,0.26825499534606934,0.41614407300949097,0.4130953550338745
