,what,do,professional,athletes,seek,to,boost,from,breathing,oxygen,?
professional,0.20202119648456573,0.21617214381694794,1.0,0.2760452628135681,0.15026311576366425,0.20276802778244019,0.10407660156488419,0.22353965044021606,0.1269308626651764,0.16983294486999512,0.13074518740177155
athletes,0.17248980700969696,0.16390831768512726,0.2760452628135681,0.9999999403953552,0.13191959261894226,0.22537265717983246,0.1544550210237503,0.2274596393108368,0.16814585030078888,0.16147848963737488,0.10964834690093994
",",0.3087472915649414,0.3283645510673523,0.2938345670700073,0.1898033320903778,0.2198648303747177,0.44245919585227966,0.2090931385755539,0.39760664105415344,0.2195068597793579,0.21812842786312103,0.31091248989105225
especially,0.3590192496776581,0.2906690239906311,0.12047865986824036,0.24539485573768616,0.26173457503318787,0.37744608521461487,0.25993043184280396,0.2712631821632385,0.2684783637523651,0.18446314334869385,0.19751401245594025
in,0.30808621644973755,0.23402775824069977,0.20803587138652802,0.2253437042236328,0.1813114583492279,0.45010748505592346,0.219753697514534,0.4274188280105591,0.16646145284175873,0.1672476977109909,0.20430970191955566
american,0.1909721940755844,0.15991057455539703,0.3812011182308197,0.17964252829551697,0.16618941724300385,0.16338081657886505,0.11707279831171036,0.20110583305358887,0.11127417534589767,0.19030940532684326,0.18877598643302917
football,0.21136903762817383,0.20417504012584686,0.44829514622688293,0.35220232605934143,0.04770408198237419,0.14816443622112274,0.109967902302742,0.15676109492778778,0.1425313502550125,0.12879578769207,0.14957410097122192
",",0.3087472915649414,0.3283645510673523,0.2938345670700073,0.1898033320903778,0.2198648303747177,0.44245919585227966,0.2090931385755539,0.39760664105415344,0.2195068597793579,0.21812842786312103,0.31091248989105225
also,0.42747777700424194,0.36242780089378357,0.24619829654693604,0.25070318579673767,0.23241643607616425,0.5348826050758362,0.264373242855072,0.33783096075057983,0.2806585729122162,0.22828444838523865,0.21848613023757935
sometimes,0.34229418635368347,0.32188543677330017,0.20143543183803558,0.1457778513431549,0.18136127293109894,0.4055429697036743,0.14231766760349274,0.3064781725406647,0.3201379179954529,0.2357785701751709,0.1751544177532196
go,0.35329025983810425,0.39727410674095154,0.11550609022378922,0.15339575707912445,0.30260491371154785,0.384844571352005,0.17281948029994965,0.20520222187042236,0.2557828724384308,0.1747666746377945,0.25942572951316833
off,0.2350364625453949,0.2069602608680725,0.15957199037075043,0.17867720127105713,0.12644195556640625,0.3533020317554474,0.24612382054328918,0.2782316207885742,0.20759758353233337,0.24909302592277527,0.12937544286251068
field,0.1825202852487564,0.1733429878950119,0.16287049651145935,0.2631514072418213,0.20188133418560028,0.2647967040538788,0.172713041305542,0.16799847781658173,0.10028225183486938,0.12353071570396423,0.11279727518558502
between,0.2462156116962433,0.14014670252799988,0.13368135690689087,0.17701564729213715,0.12562842667102814,0.3639189600944519,0.1719546914100647,0.3269653618335724,0.11043476313352585,0.1443812996149063,0.12887074053287506
plays,0.12965579330921173,0.14544151723384857,0.34528419375419617,0.1467887908220291,0.08985523879528046,0.1692625880241394,0.11382994800806046,0.13460281491279602,0.15457285940647125,0.11531010270118713,0.14138242602348328
to,0.455847829580307,0.38876664638519287,0.20276802778244019,0.22537265717983246,0.39650240540504456,1.0,0.31145206093788147,0.4069952368736267,0.2888062000274658,0.24193501472473145,0.29463258385658264
wear,0.21155497431755066,0.24333806335926056,0.2210572063922882,0.24525918066501617,0.21909908950328827,0.28873685002326965,0.12023314088582993,0.1974351555109024,0.20984993875026703,0.1685750037431717,0.1366986185312271
oxygen,0.16781960427761078,0.22088919579982758,0.16983294486999512,0.16147848963737488,0.11698880046606064,0.24193501472473145,0.22799734771251678,0.23457925021648407,0.5621939897537231,0.9999999403953552,0.16786395013332367
masks,0.2560511827468872,0.23487155139446259,0.2101995050907135,0.2715359628200531,0.20459458231925964,0.272967129945755,0.15059103071689606,0.21357010304927826,0.29578685760498047,0.28744083642959595,0.17134486138820648
in,0.30808621644973755,0.23402775824069977,0.20803587138652802,0.2253437042236328,0.1813114583492279,0.45010748505592346,0.219753697514534,0.4274188280105591,0.16646145284175873,0.1672476977109909,0.20430970191955566
order,0.16634008288383484,0.20566318929195404,0.10027604550123215,0.144741490483284,0.22610265016555786,0.35544881224632263,0.16109943389892578,0.1814235895872116,0.15076057612895966,0.18800169229507446,0.13725648820400238
to,0.455847829580307,0.38876664638519287,0.20276802778244019,0.22537265717983246,0.39650240540504456,1.0,0.31145206093788147,0.4069952368736267,0.2888062000274658,0.24193501472473145,0.29463258385658264
get,0.3490515947341919,0.46355509757995605,0.1806560456752777,0.2172035425901413,0.3462136685848236,0.4388369917869568,0.3250480592250824,0.3159880042076111,0.3176276683807373,0.29348209500312805,0.3499825894832611
a,0.3320399522781372,0.26237669587135315,0.2665292024612427,0.16611126065254211,0.24095171689987183,0.45503583550453186,0.24351035058498383,0.322764128446579,0.23236723244190216,0.21662019193172455,0.23916715383529663
``,0.008517155423760414,0.06628920882940292,-0.009077394381165504,0.10696227848529816,0.01077072974294424,0.06720756739377975,0.0037506346125155687,0.02677825279533863,0.11975245177745819,0.11707393079996109,0.0685480609536171
boost,0.20696474611759186,0.2525251805782318,0.10407660156488419,0.1544550210237503,0.2860953211784363,0.31145206093788147,1.0000001192092896,0.1343783438205719,0.2054157704114914,0.22799734771251678,0.19418038427829742
'',0.08143015950918198,-0.00043653504690155387,0.007318044081330299,-0.06296981871128082,-0.0203253161162138,-0.009905828163027763,-0.06697849184274673,-0.011389154009521008,-0.11864159256219864,-0.09804082661867142,0.018684765323996544
in,0.30808621644973755,0.23402775824069977,0.20803587138652802,0.2253437042236328,0.1813114583492279,0.45010748505592346,0.219753697514534,0.4274188280105591,0.16646145284175873,0.1672476977109909,0.20430970191955566
performance,0.1804763227701187,0.11918384581804276,0.19176077842712402,0.252029150724411,0.21433468163013458,0.21638664603233337,0.319854199886322,0.11304260790348053,0.20228418707847595,0.21518366038799286,0.1587955504655838
.,0.3567904531955719,0.3613996207714081,0.22379478812217712,0.19468310475349426,0.20647966861724854,0.4645031690597534,0.2634913921356201,0.41536515951156616,0.26123711466789246,0.2554275095462799,0.4130953550338745
