,when,was,mueller,announced,and,appointed,as,deputy,associate,administrator,?
on,0.37706470489501953,0.3909217119216919,0.20331783592700958,0.303989976644516,0.4077630043029785,0.15697096288204193,0.36047765612602234,0.15420305728912354,0.15960651636123657,0.18246042728424072,0.2714994251728058
july,0.24211758375167847,0.40724116563796997,0.2546052038669586,0.3135271668434143,0.258785605430603,0.2450682669878006,0.2291463315486908,0.2503963112831116,0.17302808165550232,0.3018175959587097,0.2897891402244568
23,0.0008026579744182527,-0.04668274149298668,0.019673645496368408,-0.05824359133839607,-0.1634809523820877,0.02023734338581562,-0.09471752494573593,0.011993074789643288,0.015138817019760609,0.0002075096854241565,0.012076443061232567
",",0.36674630641937256,0.45456063747406006,0.3152562379837036,0.23036719858646393,0.6633074283599854,0.27665549516677856,0.48816442489624023,0.25563672184944153,0.27230769395828247,0.30028748512268066,0.31091248989105225
1963,-0.029794543981552124,0.0005160232540220022,-0.012559624388813972,0.11402011662721634,0.09263621270656586,-0.01619243249297142,0.08566320687532425,-0.024605125188827515,-0.0032535677310079336,-0.046355411410331726,0.03411978855729103
",",0.36674630641937256,0.45456063747406006,0.3152562379837036,0.23036719858646393,0.6633074283599854,0.27665549516677856,0.48816442489624023,0.25563672184944153,0.27230769395828247,0.30028748512268066,0.31091248989105225
webb,0.18158984184265137,0.2562257945537567,0.3302505910396576,0.3195134997367859,0.2483363300561905,0.30082592368125916,0.262567400932312,0.26965010166168213,0.23520846664905548,0.21940287947654724,0.11173157393932343
announced,0.15404565632343292,0.34205326437950134,0.17923860251903534,1.0,0.16773687303066254,0.34142157435417175,0.2025703489780426,0.265784353017807,0.19278880953788757,0.149154931306839,0.17416009306907654
mueller,0.16105586290359497,0.21837088465690613,1.0,0.17923860251903534,0.2556200325489044,0.2127954214811325,0.25766482949256897,0.16557739675045013,0.1873054802417755,0.18323931097984314,0.1575169712305069
's,-0.03368149697780609,0.008974763564765453,0.08853936195373535,-0.056355372071266174,0.06895173341035843,-0.07290255278348923,-0.05775856226682663,-0.06662967056035995,-0.07350879162549973,0.00012216161121614277,-0.023395681753754616
appointment,0.24719728529453278,0.28364044427871704,0.15072083473205566,0.3441871702671051,0.23583510518074036,0.7726798057556152,0.30412113666534424,0.4519880712032318,0.37928760051727295,0.36052122712135315,0.16662907600402832
as,0.4437963366508484,0.3677520453929901,0.25766482949256897,0.2025703489780426,0.49487000703811646,0.2932926416397095,1.0,0.28702637553215027,0.2852577567100525,0.24365711212158203,0.27043893933296204
deputy,0.18997272849082947,0.25765955448150635,0.16557739675045013,0.265784353017807,0.2353772670030594,0.5378864407539368,0.28702637553215027,1.0000001192092896,0.33435049653053284,0.3770735263824463,0.08738585561513901
associate,0.2037966102361679,0.1991092562675476,0.1873054802417755,0.19278880953788757,0.32652273774147034,0.38710343837738037,0.2852577567100525,0.33435049653053284,1.0,0.3368593752384186,0.15745846927165985
administrator,0.21907278895378113,0.26034414768218994,0.18323931097984314,0.149154931306839,0.24388648569583893,0.36824923753738403,0.24365711212158203,0.3770735263824463,0.3368593752384186,0.9999999403953552,0.2915230691432953
for,0.43402108550071716,0.3863949179649353,0.16679444909095764,0.2801167368888855,0.5064792633056641,0.2262866050004959,0.44774648547172546,0.15870533883571625,0.22388826310634613,0.22280412912368774,0.264628142118454
manned,0.1916242092847824,0.24339483678340912,0.1429021954536438,0.21813122928142548,0.21635916829109192,0.24373222887516022,0.2077736258506775,0.19561026990413666,0.19191361963748932,0.22605964541435242,0.17514055967330933
