,who,licensed,tesla,'s,induction,motor,?
his,0.44966956973075867,0.14589792490005493,0.1580733060836792,0.047556519508361816,0.22258560359477997,0.18394465744495392,0.18075084686279297
patented,0.2226940393447876,0.35462290048599243,0.35220110416412354,-0.001778545556589961,0.30430975556373596,0.24448056519031525,0.08803384751081467
ac,0.12106219679117203,0.14847780764102936,0.31766265630722046,0.040544040501117706,0.26618337631225586,0.2673928141593933,0.19071458280086517
induction,0.1360868364572525,0.1860130876302719,0.3487966060638428,-0.0047057378105819225,1.0,0.3147507905960083,0.1510571390390396
motor,0.1466689109802246,0.21362216770648956,0.3617369830608368,0.061700910329818726,0.3147507905960083,0.9999999403953552,0.0637441948056221
and,0.41279885172843933,0.19729462265968323,0.19560420513153076,0.06895173341035843,0.1685180962085724,0.20162664353847504,0.20544172823429108
transformer,0.26836028695106506,0.2034793645143509,0.2919376790523529,0.007934041321277618,0.40262383222579956,0.23594403266906738,0.10542736202478409
were,0.3188014328479767,0.1927478313446045,0.1222306564450264,0.007088581565767527,0.09912467002868652,0.10392272472381592,0.17890112102031708
licensed,0.2322901040315628,0.9999999403953552,0.18274587392807007,0.008437035605311394,0.1860130876302719,0.21362216770648956,0.16613826155662537
by,0.39727845788002014,0.213125541806221,0.16513796150684357,-0.010884488001465797,0.21894817054271698,0.16861656308174133,0.17966607213020325
george,0.25805044174194336,0.14775675535202026,0.1784614771604538,-0.019076833501458168,0.08811638504266739,0.0979684591293335,0.1479024887084961
westinghouse,0.23585543036460876,0.3417242169380188,0.35764777660369873,-0.008012998849153519,0.3256383240222931,0.3054238557815552,0.17307911813259125
",",0.3365725874900818,0.20353545248508453,0.20599327981472015,-0.0016132977325469255,0.1864306777715683,0.16592276096343994,0.31091248989105225
who,0.9999998807907104,0.2322901040315628,0.1520961970090866,0.05599616840481758,0.1360868364572525,0.1466689109802246,0.26220351457595825
also,0.47919341921806335,0.25513955950737,0.16213464736938477,-0.0014726108638569713,0.2429909110069275,0.24788890779018402,0.21848613023757935
hired,0.38516125082969666,0.2535930275917053,0.15152283012866974,-0.030750012025237083,0.11356659233570099,0.1490972638130188,0.1434362679719925
tesla,0.1520961970090866,0.18274587392807007,0.9999999403953552,0.06449045985937119,0.3487966060638428,0.3617369830608368,0.10250775516033173
for,0.37110671401023865,0.21432839334011078,0.13983871042728424,-0.07241261005401611,0.22771959006786346,0.19755128026008606,0.264628142118454
a,0.36608949303627014,0.14556461572647095,0.2211925983428955,0.04866964742541313,0.2805170714855194,0.23198452591896057,0.23916715383529663
short,0.18928885459899902,0.17637313902378082,0.1497827023267746,0.08013956993818283,0.1332125961780548,0.1351374387741089,0.16194626688957214
time,0.36634087562561035,0.1913030743598938,0.14928559958934784,0.01301188487559557,0.15572723746299744,0.12816794216632843,0.27391523122787476
as,0.3923053741455078,0.2461780309677124,0.10285310447216034,-0.05775856226682663,0.15738743543624878,0.1736621856689453,0.27043893933296204
a,0.36608949303627014,0.14556461572647095,0.2211925983428955,0.04866964742541313,0.2805170714855194,0.23198452591896057,0.23916715383529663
consultant,0.30614978075027466,0.31207355856895447,0.2050866335630417,0.04430541768670082,0.22915782034397125,0.26621952652931213,0.1217312291264534
.,0.3541337847709656,0.21411098539829254,0.17949827015399933,-0.003708066651597619,0.20635078847408295,0.19128412008285522,0.4130953550338745
