,what,city,north,of,new,york,was,settled,by,huguenots,?
huguenot,0.1912020891904831,0.2337077558040619,0.22711920738220215,0.29061198234558105,0.20695649087429047,0.2514478862285614,0.24281072616577148,0.28613531589508057,0.1813904494047165,0.9459913372993469,0.1359742432832718
immigrants,0.16467894613742828,0.2634102702140808,0.24330082535743713,0.2011735886335373,0.2368268072605133,0.29730311036109924,0.2733493745326996,0.4245966374874115,0.18343545496463776,0.3791540563106537,0.13377895951271057
did,0.4259131848812103,0.12266099452972412,0.16732536256313324,0.2513895630836487,0.227974995970726,0.16606222093105316,0.41399896144866943,0.20065045356750488,0.18574509024620056,0.2420482039451599,0.3023456633090973
not,0.5449194312095642,0.1545342206954956,0.17446625232696533,0.3307090103626251,0.219951331615448,0.15336160361766815,0.2888734042644501,0.17479099333286285,0.291808545589447,0.2409917414188385,0.41942933201789856
disperse,0.2251095324754715,0.06388852000236511,0.14158768951892853,0.27971306443214417,0.13171042501926422,0.11340971291065216,0.09855088591575623,0.1909116953611374,0.17823050916194916,0.301900178194046,0.12607303261756897
or,0.33867141604423523,0.129682257771492,0.11615113914012909,0.3792596757411957,0.1627417951822281,0.12770146131515503,0.2330796718597412,0.17006316781044006,0.30274316668510437,0.17725598812103271,0.32389625906944275
settle,0.3276752829551697,0.21005530655384064,0.1718154400587082,0.2614152729511261,0.26252198219299316,0.17356394231319427,0.20535625517368317,0.7608302235603333,0.11359427869319916,0.2901375889778137,0.19976577162742615
in,0.30808621644973755,0.3911624252796173,0.39050599932670593,0.5696388483047485,0.3758552670478821,0.2961827218532562,0.45514053106307983,0.30584418773651123,0.370934396982193,0.25916293263435364,0.20430970191955566
different,0.39262300729751587,0.08199609816074371,0.1786564290523529,0.3747533857822418,0.29918134212493896,0.19617539644241333,0.16638538241386414,0.16669560968875885,0.2739490568637848,0.1569811999797821,0.24476227164268494
parts,0.3415631353855133,0.20630832016468048,0.3013719618320465,0.3379773199558258,0.20594656467437744,0.14006151258945465,0.239912748336792,0.16672134399414062,0.233709454536438,0.1760805994272232,0.12310896813869476
of,0.33290785551071167,0.32503411173820496,0.3604778051376343,1.0,0.343457967042923,0.23040355741977692,0.4069072902202606,0.28296858072280884,0.3646814823150635,0.27577435970306396,0.1826142966747284
the,0.42745697498321533,0.35769423842430115,0.36298373341560364,0.733189046382904,0.3845241069793701,0.3034006953239441,0.48711544275283813,0.29293251037597656,0.4408751428127289,0.30745792388916016,0.22068053483963013
country,0.22705033421516418,0.39262884855270386,0.2221440225839615,0.28866857290267944,0.17981185019016266,0.1448240578174591,0.24557247757911682,0.20143581926822662,0.24224938452243805,0.1987663209438324,0.12647280097007751
",",0.3087472915649414,0.35839709639549255,0.31834840774536133,0.4946078956127167,0.36073189973831177,0.2926291227340698,0.45456063747406006,0.32133597135543823,0.3680937886238098,0.23394492268562317,0.31091248989105225
but,0.5029441118240356,0.22763673961162567,0.19513697922229767,0.39942997694015503,0.2431885451078415,0.19829308986663818,0.36023372411727905,0.2712949216365814,0.3159136474132538,0.2780105471611023,0.27921953797340393
rather,0.3923804461956024,0.0757313072681427,0.10034177452325821,0.3045461177825928,0.21115677058696747,0.1805741786956787,0.23478160798549652,0.18910884857177734,0.2593236565589905,0.2268696129322052,0.3053998053073883
",",0.3087472915649414,0.35839709639549255,0.31834840774536133,0.4946078956127167,0.36073189973831177,0.2926291227340698,0.45456063747406006,0.32133597135543823,0.3680937886238098,0.23394492268562317,0.31091248989105225
formed,0.15451857447624207,0.23629537224769592,0.2713375687599182,0.2871689796447754,0.18156881630420685,0.10869426280260086,0.3009849190711975,0.32153165340423584,0.2924628257751465,0.1416454315185547,0.09686966985464096
three,0.24888746440410614,0.21737682819366455,0.23385436832904816,0.3844621181488037,0.22607795894145966,0.22678282856941223,0.2748996615409851,0.17018753290176392,0.28754812479019165,0.23349988460540771,0.20928427577018738
societies,0.21333153545856476,0.1596260666847229,0.13302071392536163,0.20256926119327545,0.18422465026378632,0.1522778421640396,0.16861869394779205,0.23119774460792542,0.1268259882926941,0.2749132812023163,0.19051554799079895
or,0.33867141604423523,0.129682257771492,0.11615113914012909,0.3792596757411957,0.1627417951822281,0.12770146131515503,0.2330796718597412,0.17006316781044006,0.30274316668510437,0.17725598812103271,0.32389625906944275
congregations,0.15251578390598297,0.17462535202503204,0.21439793705940247,0.2844245731830597,0.1963282823562622,0.22282299399375916,0.18668952584266663,0.22635114192962646,0.15793432295322418,0.43240535259246826,0.18817296624183655
;,0.10986888408660889,0.07572981715202332,0.10713676363229752,0.054534342139959335,0.021862374618649483,0.08256518095731735,0.0754367932677269,0.06369521468877792,0.10469875484704971,0.026343831792473793,0.10349778085947037
one,0.376489520072937,0.26093539595603943,0.2486860305070877,0.4999135136604309,0.264311820268631,0.1883089542388916,0.3752199709415436,0.14264613389968872,0.29445651173591614,0.19493170082569122,0.2673267424106598
in,0.30808621644973755,0.3911624252796173,0.39050599932670593,0.5696388483047485,0.3758552670478821,0.2961827218532562,0.45514053106307983,0.30584418773651123,0.370934396982193,0.25916293263435364,0.20430970191955566
the,0.42745697498321533,0.35769423842430115,0.36298373341560364,0.733189046382904,0.3845241069793701,0.3034006953239441,0.48711544275283813,0.29293251037597656,0.4408751428127289,0.30745792388916016,0.22068053483963013
city,0.17493832111358643,1.0,0.3820379972457886,0.32503411173820496,0.3555362820625305,0.4437188506126404,0.3188765048980713,0.27204573154449463,0.21020644903182983,0.23380674421787262,0.13423943519592285
of,0.33290785551071167,0.32503411173820496,0.3604778051376343,1.0,0.343457967042923,0.23040355741977692,0.4069072902202606,0.28296858072280884,0.3646814823150635,0.27577435970306396,0.1826142966747284
new,0.2130378633737564,0.3555362820625305,0.24270093441009521,0.343457967042923,0.9999999403953552,0.7252664566040039,0.2748313844203949,0.20921730995178223,0.25394493341445923,0.22766715288162231,0.14782847464084625
york,0.15652963519096375,0.4437188506126404,0.23026305437088013,0.23040355741977692,0.7252664566040039,1.0,0.2746913433074951,0.1874338984489441,0.2363547831773758,0.26886633038520813,0.15262620151042938
",",0.3087472915649414,0.35839709639549255,0.31834840774536133,0.4946078956127167,0.36073189973831177,0.2926291227340698,0.45456063747406006,0.32133597135543823,0.3680937886238098,0.23394492268562317,0.31091248989105225
another,0.4190070629119873,0.14786472916603088,0.19450132548809052,0.38147079944610596,0.300199031829834,0.18417398631572723,0.34961897134780884,0.18605490028858185,0.36873918771743774,0.2517350912094116,0.295511931180954
21,-0.09070611000061035,0.26337772607803345,0.15731801092624664,-0.0006609548581764102,0.010437794029712677,0.04905246943235397,0.03990492597222328,0.04407918080687523,-0.09075417369604111,0.001848722924478352,-0.01186173316091299
