,who,is,newcastle,'s,primary,bus,operator,in,the,city,proper,?
go-ahead,0.23411542177200317,0.26125165820121765,0.3441719114780426,0.007930239662528038,0.2030910849571228,0.2352684885263443,0.26234519481658936,0.2330726981163025,0.3214799165725708,0.2441449612379074,0.2228076159954071,0.24153383076190948
operates,0.15109378099441528,0.29712775349617004,0.2692444920539856,0.010337299667298794,0.21987539529800415,0.3222123086452484,0.679986298084259,0.28906163573265076,0.2663705050945282,0.23277956247329712,0.26167047023773193,0.12270797789096832
from,0.27839982509613037,0.27355384826660156,0.1747848093509674,-0.01936490088701248,0.22633430361747742,0.1438971310853958,0.12107858806848526,0.4274188280105591,0.40150508284568787,0.3118290305137634,0.20771771669387817,0.19969791173934937
eldon,0.2803955078125,0.18042348325252533,0.19764482975006104,0.03882766515016556,0.2554567754268646,0.2548201084136963,0.1502608209848404,0.29987475275993347,0.21200692653656006,0.26356983184814453,0.05302739143371582,0.18489088118076324
square,0.12807951867580414,0.2405121773481369,0.20575816929340363,0.001511616283096373,0.10360720008611679,0.19948191940784454,0.19185659289360046,0.2193731665611267,0.2809545397758484,0.3497491180896759,0.18977242708206177,0.1201515942811966
bus,0.1220356747508049,0.15411488711833954,0.11108064651489258,0.11580811440944672,0.11177070438861847,1.0,0.29470571875572205,0.19241473078727722,0.19768238067626953,0.24379955232143402,0.0884949192404747,0.10113320499658585
station,0.17549659311771393,0.19625909626483917,0.26673999428749084,-0.04233921319246292,0.15148651599884033,0.3797439932823181,0.3174436688423157,0.21784305572509766,0.23609806597232819,0.28755414485931396,0.1386178880929947,0.12574981153011322
",",0.3365725874900818,0.4691906273365021,0.251589834690094,-0.0016132977325469255,0.2565748989582062,0.17964951694011688,0.2986533045768738,0.5201468467712402,0.4933079481124878,0.35839709639549255,0.28737831115722656,0.31091248989105225
providing,0.22912809252738953,0.27256250381469727,0.19025731086730957,-0.042589202523231506,0.3123249113559723,0.2204839140176773,0.24615073204040527,0.19932186603546143,0.29839932918548584,0.08934315294027328,0.35473597049713135,0.1936793476343155
the,0.3733934462070465,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.25688621401786804,0.19768238067626953,0.22986549139022827,0.6662389636039734,1.0,0.35769423842430115,0.3680674135684967,0.22068053483963013
majority,0.3048361837863922,0.19749082624912262,0.0965329185128212,0.06142395734786987,0.24023300409317017,0.20291145145893097,0.1569131463766098,0.2563854157924652,0.28757327795028687,0.18863442540168762,0.2129087895154953,0.220119908452034
of,0.2827862501144409,0.4854315221309662,0.18781472742557526,-0.03817026689648628,0.23414276540279388,0.15900543332099915,0.178121879696846,0.5696388483047485,0.733189046382904,0.32503411173820496,0.3278234004974365,0.1826142966747284
services,0.24612601101398468,0.2128378003835678,0.25399428606033325,0.0342075377702713,0.24898876249790192,0.3049203157424927,0.30889540910720825,0.22287973761558533,0.2381475418806076,0.18645629286766052,0.19268719851970673,0.1328447163105011
south,0.19068880379199982,0.27680471539497375,0.3142260015010834,0.06268392503261566,0.17316454648971558,0.19902253150939941,0.14010615646839142,0.33642083406448364,0.3129390776157379,0.38135167956352234,0.09673383831977844,0.12336621433496475
of,0.2827862501144409,0.4854315221309662,0.18781472742557526,-0.03817026689648628,0.23414276540279388,0.15900543332099915,0.178121879696846,0.5696388483047485,0.733189046382904,0.32503411173820496,0.3278234004974365,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.25688621401786804,0.19768238067626953,0.22986549139022827,0.6662389636039734,1.0,0.35769423842430115,0.3680674135684967,0.22068053483963013
river,0.15295234322547913,0.20670881867408752,0.22174765169620514,-0.03599277883768082,0.14325104653835297,0.1517896205186844,0.09540989995002747,0.2149806171655655,0.2894456386566162,0.3428632318973541,0.18274599313735962,0.15390869975090027
in,0.2792111933231354,0.5394441485404968,0.19270820915699005,-0.037580832839012146,0.21150650084018707,0.19241473078727722,0.25355902314186096,1.0,0.6662389636039734,0.3911624252796173,0.23365779221057892,0.20430970191955566
gateshead,0.18852967023849487,0.23018525540828705,0.5162909030914307,0.05172746255993843,0.20994655787944794,0.27966299653053284,0.22542643547058105,0.26779675483703613,0.29985129833221436,0.4143506586551666,0.13489705324172974,0.14773961901664734
",",0.3365725874900818,0.4691906273365021,0.251589834690094,-0.0016132977325469255,0.2565748989582062,0.17964951694011688,0.2986533045768738,0.5201468467712402,0.4933079481124878,0.35839709639549255,0.28737831115722656,0.31091248989105225
south,0.19068880379199982,0.27680471539497375,0.3142260015010834,0.06268392503261566,0.17316454648971558,0.19902253150939941,0.14010615646839142,0.33642083406448364,0.3129390776157379,0.38135167956352234,0.09673383831977844,0.12336621433496475
tyneside,0.2652157247066498,0.2628800868988037,0.5080589652061462,-0.009846269153058529,0.2529430389404297,0.26284053921699524,0.2493211179971695,0.2752016484737396,0.33988526463508606,0.3829226791858673,0.19950786232948303,0.10805024206638336
",",0.3365725874900818,0.4691906273365021,0.251589834690094,-0.0016132977325469255,0.2565748989582062,0.17964951694011688,0.2986533045768738,0.5201468467712402,0.4933079481124878,0.35839709639549255,0.28737831115722656,0.31091248989105225
sunderland,0.22039934992790222,0.19631293416023254,0.5715211033821106,-0.06635862588882446,0.11905444413423538,0.18485702574253082,0.19988061487674713,0.26094135642051697,0.2869705259799957,0.3365098237991333,0.1892479509115219,0.1341698169708252
",",0.3365725874900818,0.4691906273365021,0.251589834690094,-0.0016132977325469255,0.2565748989582062,0.17964951694011688,0.2986533045768738,0.5201468467712402,0.4933079481124878,0.35839709639549255,0.28737831115722656,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.20204751193523407,0.06895173341035843,0.2539214491844177,0.24086548388004303,0.23382140696048737,0.4954058527946472,0.5171257257461548,0.2827445864677429,0.2846415042877197,0.20544172823429108
county,0.1724010556936264,0.19461438059806824,0.292582243680954,-0.018623292446136475,0.13620540499687195,0.18680439889431,0.15475144982337952,0.31363439559936523,0.21715226769447327,0.47365978360176086,0.13572260737419128,0.07680056244134903
