,when,was,consumption,inequality,lower,than,it,had,been,in,1986,?
according,0.1697726845741272,0.31116798520088196,0.2902691960334778,0.26491740345954895,0.08326106518507004,0.21595615148544312,0.2640290856361389,0.3028804361820221,0.24240265786647797,0.29259276390075684,0.08053451031446457,0.21173474192619324
to,0.5423505902290344,0.3636345863342285,0.3022409975528717,0.24361056089401245,0.233318492770195,0.3192550539970398,0.513711154460907,0.37984350323677063,0.34945759177207947,0.45010748505592346,0.022324709221720695,0.29463258385658264
johnson,0.24904857575893402,0.20490223169326782,0.13748042285442352,0.22621050477027893,0.14245998859405518,0.1362660974264145,0.19937214255332947,0.23623360693454742,0.1750672310590744,0.20434744656085968,-0.0006630314164794981,0.1463736891746521
",",0.36674630641937256,0.45456063747406006,0.24534741044044495,0.21822890639305115,0.236776202917099,0.3371901512145996,0.48329564929008484,0.35487717390060425,0.34873589873313904,0.5201468467712402,0.06415113806724548,0.31091248989105225
smeeding,0.3456614911556244,0.23298142850399017,0.30965369939804077,0.29957008361816406,0.212543785572052,0.2050333321094513,0.26248982548713684,0.30413782596588135,0.32760781049728394,0.26144468784332275,0.05792219936847687,0.26678267121315
",",0.36674630641937256,0.45456063747406006,0.24534741044044495,0.21822890639305115,0.236776202917099,0.3371901512145996,0.48329564929008484,0.35487717390060425,0.34873589873313904,0.5201468467712402,0.06415113806724548,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.2576488256454468,0.2590520679950714,0.2802542746067047,0.39361441135406494,0.40957894921302795,0.3872550129890442,0.3424558639526367,0.4954058527946472,0.008168290369212627,0.20544172823429108
tory,0.2492281049489975,0.34527450799942017,0.1509297490119934,0.22418735921382904,0.13990215957164764,0.13399219512939453,0.2112085372209549,0.2736573815345764,0.21608053147792816,0.2701529264450073,-0.01151539571583271,0.09362500160932541
",",0.36674630641937256,0.45456063747406006,0.24534741044044495,0.21822890639305115,0.236776202917099,0.3371901512145996,0.48329564929008484,0.35487717390060425,0.34873589873313904,0.5201468467712402,0.06415113806724548,0.31091248989105225
consumption,0.192897766828537,0.2050544023513794,1.0,0.399875670671463,0.15542714297771454,0.26648154854774475,0.2491026520729065,0.22640351951122284,0.24329441785812378,0.2341442108154297,0.03567905351519585,0.1937485784292221
inequality,0.18042483925819397,0.14637966454029083,0.399875670671463,1.0000001192092896,0.260497123003006,0.24634315073490143,0.1806231439113617,0.19118130207061768,0.16347423195838928,0.19402410089969635,0.09840158373117447,0.23619021475315094
was,0.37326499819755554,1.0000001192092896,0.2050544023513794,0.14637966454029083,0.1138346716761589,0.1872616857290268,0.4577186405658722,0.5927209258079529,0.518218457698822,0.45514053106307983,0.030121389776468277,0.18412111699581146
actually,0.47971078753471375,0.29136961698532104,0.2321949601173401,0.24812199175357819,0.22301162779331207,0.4499181807041168,0.47037187218666077,0.29137277603149414,0.37936678528785706,0.3058476448059082,0.11231578141450882,0.36036357283592224
lower,0.19194231927394867,0.1138346716761589,0.15542714297771454,0.260497123003006,1.0,0.37582775950431824,0.22507257759571075,0.1810125857591629,0.1658165156841278,0.27455443143844604,0.045031189918518066,0.08471795171499252
in,0.4431333839893341,0.45514053106307983,0.2341442108154297,0.19402410089969635,0.27455443143844604,0.3270052373409271,0.5130809545516968,0.385026752948761,0.3515113592147827,1.0,0.05458921566605568,0.20430970191955566
2001,-0.12046102434396744,-0.1705034077167511,-0.1871175616979599,-0.15505628287792206,-0.17066143453121185,-0.13691401481628418,-0.20968802273273468,-0.17455439269542694,-0.20503081381320953,-0.10387769341468811,0.04857359826564789,-0.08740651607513428
than,0.2883036434650421,0.1872616857290268,0.26648154854774475,0.24634315073490143,0.37582775950431824,1.0,0.3603973984718323,0.3192967474460602,0.29363131523132324,0.3270052373409271,0.10934533178806305,0.24917294085025787
it,0.4775012135505676,0.4577186405658722,0.2491026520729065,0.1806231439113617,0.22507257759571075,0.3603973984718323,0.9999999403953552,0.2910259962081909,0.35515493154525757,0.5130809545516968,0.09523368626832962,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.2050544023513794,0.14637966454029083,0.1138346716761589,0.1872616857290268,0.4577186405658722,0.5927209258079529,0.518218457698822,0.45514053106307983,0.030121389776468277,0.18412111699581146
in,0.4431333839893341,0.45514053106307983,0.2341442108154297,0.19402410089969635,0.27455443143844604,0.3270052373409271,0.5130809545516968,0.385026752948761,0.3515113592147827,1.0,0.05458921566605568,0.20430970191955566
1986,0.02714109607040882,0.030121389776468277,0.03567905351519585,0.09840158373117447,0.045031189918518066,0.10934533178806305,0.09523368626832962,-0.04024086147546768,-0.011325744912028313,0.05458921566605568,1.0,0.14247135818004608
.,0.475719153881073,0.40146201848983765,0.24098418653011322,0.22563500702381134,0.24347278475761414,0.3594527542591095,0.5593622326850891,0.37348684668540955,0.33645182847976685,0.5591574311256409,0.08275266736745834,0.4130953550338745
