,where,are,these,animals,mostly,located,?
the,0.5003893971443176,0.40399202704429626,0.49086877703666687,0.2939487397670746,0.3490641117095947,0.407527357339859,0.22068053483963013
``,0.020612511783838272,0.12624181807041168,0.09766163676977158,0.0818617045879364,0.027694301679730415,-0.03266627714037895,0.0685480609536171
big,0.2920660972595215,0.22227714955806732,0.2623726725578308,0.22614343464374542,0.21467645466327667,0.18371130526065826,0.20497842133045197
five,0.19254247844219208,0.35638514161109924,0.4180683493614197,0.16093134880065918,0.2288113385438919,0.20352263748645782,0.18342848122119904
'',0.016034942120313644,0.0263817198574543,-0.010087166912853718,0.033727724105119705,0.017169823870062828,0.01448875479400158,0.018684765323996544
game,0.21889865398406982,0.2047397643327713,0.17438025772571564,0.18921783566474915,0.1741265505552292,0.06946636736392975,0.1829071193933487
animals,0.24580097198486328,0.37765127420425415,0.3445296883583069,1.0000001192092896,0.2769251763820648,0.14358727633953094,0.16430135071277618
of,0.38066378235816956,0.39081433415412903,0.42684608697891235,0.2599885165691376,0.2964755594730377,0.32520920038223267,0.1826142966747284
africa,0.23793575167655945,0.19885441660881042,0.23184028267860413,0.30879464745521545,0.28245052695274353,0.1629420816898346,0.12926554679870605
",",0.3149496018886566,0.4062570035457611,0.37613096833229065,0.23067066073417664,0.34322500228881836,0.2678719460964203,0.31091248989105225
that,0.4876193106174469,0.45265161991119385,0.5512621402740479,0.3000275194644928,0.3136579096317291,0.1796129047870636,0.32716336846351624
is,0.3586711287498474,0.5330929756164551,0.2498808652162552,0.2262406051158905,0.35184943675994873,0.35717159509658813,0.22961433231830597
the,0.5003893971443176,0.40399202704429626,0.49086877703666687,0.2939487397670746,0.3490641117095947,0.407527357339859,0.22068053483963013
lion,0.11735264211893082,0.16331472992897034,0.13517515361309052,0.27687177062034607,0.15457750856876373,0.07815279066562653,0.13262073695659637
",",0.3149496018886566,0.4062570035457611,0.37613096833229065,0.23067066073417664,0.34322500228881836,0.2678719460964203,0.31091248989105225
leopard,0.13862614333629608,0.21979859471321106,0.22064758837223053,0.3772529363632202,0.17827880382537842,0.10685382783412933,0.15125463902950287
