,what,planet,seemed,to,buck,newton,'s,gravitational,laws,?
it,0.45803478360176086,0.22723886370658875,0.2658016085624695,0.513711154460907,0.12525922060012817,0.16236042976379395,0.06608816236257553,0.20265376567840576,0.24084556102752686,0.25732165575027466
was,0.22111038863658905,0.19662094116210938,0.3753930628299713,0.3636345863342285,0.23516491055488586,0.25264593958854675,0.008974763564765453,0.13886961340904236,0.21506984531879425,0.18412111699581146
only,0.41415658593177795,0.18187852203845978,0.2985832989215851,0.5096819996833801,0.20109884440898895,0.2205277532339096,0.08984304964542389,0.269121915102005,0.2204483598470688,0.2767370045185089
the,0.42745697498321533,0.2470240592956543,0.2816183567047119,0.535392165184021,0.25121009349823,0.1876603662967682,-0.01540423184633255,0.2145237773656845,0.2587076723575592,0.22068053483963013
orbit,0.19471463561058044,0.5897454023361206,0.2679968774318695,0.23271086812019348,0.15392746031284332,0.24766318500041962,-0.02842618152499199,0.5350322127342224,0.1496564894914627,0.16621392965316772
of,0.33290785551071167,0.19911958277225494,0.18767647445201874,0.41548454761505127,0.16005317866802216,0.18479612469673157,-0.03817026689648628,0.23920997977256775,0.2539142072200775,0.1826142966747284
the,0.42745697498321533,0.2470240592956543,0.2816183567047119,0.535392165184021,0.25121009349823,0.1876603662967682,-0.01540423184633255,0.2145237773656845,0.2587076723575592,0.22068053483963013
planet,0.2183026820421219,1.0,0.26319804787635803,0.2017485797405243,0.18789000809192657,0.2169773280620575,-0.040571004152297974,0.3838546574115753,0.20405437052249908,0.16979767382144928
mercury,0.15752404928207397,0.3332926332950592,0.19361059367656708,0.282574325799942,0.17224512994289398,0.1476024091243744,-0.06901101022958755,0.26347780227661133,0.13861902058124542,0.10977116972208023
that,0.6297725439071655,0.2861461639404297,0.4122939705848694,0.5436353087425232,0.14845095574855804,0.22769790887832642,0.04397977516055107,0.34323108196258545,0.29808905720710754,0.32716336846351624
newton,0.20841743052005768,0.2169773280620575,0.1900935173034668,0.2176830768585205,0.2098621129989624,1.0000001192092896,0.027833467349410057,0.4275529086589813,0.360447496175766,0.09645649790763855
's,0.02692362666130066,-0.040571004152297974,0.01586591824889183,0.03782717138528824,0.02867853455245495,0.027833467349410057,0.9999999403953552,-0.05324295163154602,-0.02741883508861065,-0.023395681753754616
law,0.2145031988620758,0.15371517837047577,0.14307531714439392,0.259207159280777,0.11214747279882431,0.34055307507514954,-0.06109188124537468,0.3344581723213196,0.6853237152099609,0.1528988480567932
of,0.33290785551071167,0.19911958277225494,0.18767647445201874,0.41548454761505127,0.16005317866802216,0.18479612469673157,-0.03817026689648628,0.23920997977256775,0.2539142072200775,0.1826142966747284
gravitation,0.2342090904712677,0.4004542827606201,0.23590005934238434,0.24520020186901093,0.14013566076755524,0.450193852186203,-0.03861762583255768,0.9442864656448364,0.34233516454696655,0.1806045025587082
seemed,0.3653446137905121,0.26319804787635803,1.0,0.4024638533592224,0.14736826717853546,0.1900935173034668,0.01586591824889183,0.2374991923570633,0.24352508783340454,0.2128053456544876
not,0.5449194312095642,0.20072875916957855,0.4325259327888489,0.5149973034858704,0.22095052897930145,0.21876533329486847,0.002583299996331334,0.2331722229719162,0.2995064854621887,0.41942933201789856
to,0.455847829580307,0.2017485797405243,0.4024638533592224,1.0,0.14016763865947723,0.2176830768585205,0.03782717138528824,0.26134511828422546,0.2910608649253845,0.29463258385658264
fully,0.3561125099658966,0.11059378832578659,0.23746848106384277,0.30777493119239807,0.06414095312356949,0.18048639595508575,0.050212256610393524,0.1806444227695465,0.1975320428609848,0.2089291661977768
explain,0.46946078538894653,0.25781023502349854,0.344313383102417,0.3735564351081848,0.11657662689685822,0.20323695242404938,-0.05602964386343956,0.4057632386684418,0.2702415883541107,0.365981787443161
.,0.3567904531955719,0.24422165751457214,0.19559207558631897,0.4645031690597534,0.2498532384634018,0.20699870586395264,-0.003708066651597619,0.20984730124473572,0.2222834676504135,0.4130953550338745
