,what,period,opened,the,tethys,ocean,?
in,0.30808621644973755,0.23051127791404724,0.2972770035266876,0.6662389636039734,0.19767718017101288,0.22995012998580933,0.20430970191955566
southern,0.18679563701152802,0.19434089958667755,0.1778065711259842,0.3282862603664398,0.20840832591056824,0.2824181020259857,0.11225555837154388
europe,0.17179538309574127,0.2586459219455719,0.17592591047286987,0.34463706612586975,0.2459954023361206,0.20658183097839355,0.18278923630714417
",",0.3087472915649414,0.25030651688575745,0.24598844349384308,0.4933079481124878,0.22906635701656342,0.27962222695350647,0.31091248989105225
the,0.42745697498321533,0.3125074505805969,0.28544309735298157,1.0,0.25273868441581726,0.3185477554798126,0.22068053483963013
stage,0.15168409049510956,0.22453123331069946,0.13588622212409973,0.22652170062065125,0.20912416279315948,0.14766834676265717,0.14916576445102692
was,0.22111038863658905,0.2820133864879608,0.31916534900665283,0.48711544275283813,0.19301728904247284,0.18688063323497772,0.18412111699581146
set,0.28954121470451355,0.19963915646076202,0.22204184532165527,0.2927955985069275,0.12487472593784332,0.12383449822664261,0.1698019951581955
in,0.30808621644973755,0.23051127791404724,0.2972770035266876,0.6662389636039734,0.19767718017101288,0.22995012998580933,0.20430970191955566
the,0.42745697498321533,0.3125074505805969,0.28544309735298157,1.0,0.25273868441581726,0.3185477554798126,0.22068053483963013
triassic,0.2543034553527832,0.45226994156837463,0.094460129737854,0.2557515501976013,0.47858843207359314,0.27875974774360657,0.16644884645938873
period,0.24507179856300354,1.0,0.18929405510425568,0.3125074505805969,0.26912954449653625,0.16670234501361847,0.18706195056438446
of,0.33290785551071167,0.2698146104812622,0.16720551252365112,0.733189046382904,0.2157105952501297,0.25798606872558594,0.1826142966747284
the,0.42745697498321533,0.3125074505805969,0.28544309735298157,1.0,0.25273868441581726,0.3185477554798126,0.22068053483963013
mesozoic,0.23493923246860504,0.47507205605506897,0.07674207538366318,0.28504928946495056,0.5206701755523682,0.35913124680519104,0.17778994143009186
era,0.18199029564857483,0.5776728987693787,0.18410572409629822,0.266272634267807,0.20069549977779388,0.17290744185447693,0.14369545876979828
",",0.3087472915649414,0.25030651688575745,0.24598844349384308,0.4933079481124878,0.22906635701656342,0.27962222695350647,0.31091248989105225
with,0.2464839518070221,0.20673511922359467,0.16281741857528687,0.4223487675189972,0.2269149273633957,0.2044229507446289,0.2433311939239502
the,0.42745697498321533,0.3125074505805969,0.28544309735298157,1.0,0.25273868441581726,0.3185477554798126,0.22068053483963013
opening,0.18146683275699615,0.2085919827222824,0.5178986191749573,0.37298497557640076,0.15020766854286194,0.21700209379196167,0.16502447426319122
of,0.33290785551071167,0.2698146104812622,0.16720551252365112,0.733189046382904,0.2157105952501297,0.25798606872558594,0.1826142966747284
the,0.42745697498321533,0.3125074505805969,0.28544309735298157,1.0,0.25273868441581726,0.3185477554798126,0.22068053483963013
tethys,0.19102835655212402,0.26912954449653625,0.07663834095001221,0.25273868441581726,0.9999999403953552,0.483777791261673,0.13021260499954224
ocean,0.21858152747154236,0.16670234501361847,0.2242693454027176,0.3185477554798126,0.483777791261673,1.0,0.15205028653144836
",",0.3087472915649414,0.25030651688575745,0.24598844349384308,0.4933079481124878,0.22906635701656342,0.27962222695350647,0.31091248989105225
between,0.2462156116962433,0.2825007140636444,0.20216943323612213,0.39067012071609497,0.23952125012874603,0.19984567165374756,0.12887074053287506
the,0.42745697498321533,0.3125074505805969,0.28544309735298157,1.0,0.25273868441581726,0.3185477554798126,0.22068053483963013
eurasian,0.16597819328308105,0.1471370905637741,0.10187768191099167,0.27996692061424255,0.4086920917034149,0.3759423494338989,0.137302964925766
and,0.31309178471565247,0.23878438770771027,0.22545495629310608,0.5171257257461548,0.23187123239040375,0.25057733058929443,0.20544172823429108
african,0.11136822402477264,0.07402201741933823,0.1163335070014,0.23305515944957733,0.1741611212491989,0.20520348846912384,0.11862778663635254
tectonic,0.267217755317688,0.30659085512161255,0.15174251794815063,0.3249375522136688,0.5450555682182312,0.48537588119506836,0.18071772158145905
plates,0.18082769215106964,0.16568656265735626,0.11834947019815445,0.2566349506378174,0.3165472745895386,0.28585153818130493,0.15258446335792542
",",0.3087472915649414,0.25030651688575745,0.24598844349384308,0.4933079481124878,0.22906635701656342,0.27962222695350647,0.31091248989105225
between,0.2462156116962433,0.2825007140636444,0.20216943323612213,0.39067012071609497,0.23952125012874603,0.19984567165374756,0.12887074053287506
about,0.47976887226104736,0.24550940096378326,0.1814921349287033,0.37995871901512146,0.23796774446964264,0.248251274228096,0.302409827709198
240,0.1855514943599701,0.05354366451501846,0.08024968951940536,0.20101505517959595,0.013901486992835999,0.09885966777801514,0.09467148780822754
mbp,0.20228837430477142,0.18986916542053223,0.1874934285879135,0.1879960000514984,0.20900429785251617,0.16778019070625305,0.27044346928596497
and,0.31309178471565247,0.23878438770771027,0.22545495629310608,0.5171257257461548,0.23187123239040375,0.25057733058929443,0.20544172823429108
220,-0.06459596753120422,0.05194081366062164,0.03169214352965355,0.13841627538204193,0.12746697664260864,0.0890592709183693,-0.05504565313458443
mbp,0.20228837430477142,0.18986916542053223,0.1874934285879135,0.1879960000514984,0.20900429785251617,0.16778019070625305,0.27044346928596497
(,0.2411840260028839,0.22779083251953125,0.17772996425628662,0.33289089798927307,0.18860605359077454,0.17390692234039307,0.40561532974243164
million,0.22197039425373077,0.2544347047805786,0.2564345896244049,0.277012437582016,0.23382768034934998,0.2191312164068222,0.23092924058437347
years,0.1981470286846161,0.38214126229286194,0.21836304664611816,0.2912273406982422,0.22210292518138885,0.17190054059028625,0.1914375126361847
before,0.3801657259464264,0.4123643934726715,0.2332165241241455,0.45900648832321167,0.16169781982898712,0.19212432205677032,0.2507109045982361
present,0.30940163135528564,0.18529699742794037,0.12272703647613525,0.2829846143722534,0.13965801894664764,0.19489578902721405,0.21759982407093048
),0.26259949803352356,0.2531823217868805,0.19286909699440002,0.3456730246543884,0.20939253270626068,0.17492833733558655,0.42300865054130554
.,0.3567904531955719,0.2575049102306366,0.26111578941345215,0.5934505462646484,0.2244880646467209,0.2904680371284485,0.4130953550338745
