,what,jersey,did,the,broncos,wear,for,super,bowl,50,?
as,0.31749409437179565,0.17652074992656708,0.3596470057964325,0.48381632566452026,0.23052668571472168,0.21440273523330688,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
the,0.42745697498321533,0.24937452375888824,0.34736719727516174,1.0,0.25985947251319885,0.27011215686798096,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
designated,0.06610333919525146,0.2508629560470581,0.10455703735351562,0.23178240656852722,0.14653196930885315,0.20904937386512756,0.23363377153873444,0.14785414934158325,0.16266454756259918,0.08604700863361359,0.1318070888519287
home,0.1608789712190628,0.15143634378910065,0.17098017036914825,0.28978195786476135,0.22121435403823853,0.15464168787002563,0.2685687243938446,0.12418482452630997,0.1429641842842102,0.05455254390835762,0.0757145956158638
team,0.17632107436656952,0.18535569310188293,0.1497787982225418,0.22564226388931274,0.32797038555145264,0.17859122157096863,0.25615394115448,0.23339706659317017,0.20460736751556396,0.07221189886331558,0.11243411153554916
in,0.30808621644973755,0.27480635046958923,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.20694924890995026,0.4322226941585541,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
the,0.42745697498321533,0.24937452375888824,0.34736719727516174,1.0,0.25985947251319885,0.27011215686798096,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
annual,0.14798973500728607,0.13933254778385162,0.13183704018592834,0.2958983778953552,0.12413039058446884,0.10697539150714874,0.28860941529273987,0.07916140556335449,0.14850832521915436,-0.03275161236524582,0.1083487942814827
rotation,0.22387553751468658,0.048523809760808945,0.1203206330537796,0.2576199471950531,0.16548624634742737,0.14112411439418793,0.20091010630130768,0.16443128883838654,0.1417497843503952,0.042305558919906616,0.1310587376356125
between,0.2462156116962433,0.11149529367685318,0.16542956233024597,0.39067012071609497,0.18754306435585022,0.13035719096660614,0.24671313166618347,0.07381514459848404,0.10010302066802979,0.060629747807979584,0.12887074053287506
afc,0.1550256609916687,0.1842109113931656,0.10836294293403625,0.25863510370254517,0.4436691403388977,0.15818652510643005,0.23089082539081573,0.37206512689590454,0.41199249029159546,0.07724300771951675,0.2026895433664322
and,0.31309178471565247,0.20752394199371338,0.34479495882987976,0.5171257257461548,0.20959050953388214,0.21877847611904144,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
nfc,0.19796092808246613,0.2613537311553955,0.11289361864328384,0.2545439600944519,0.5463877320289612,0.17440414428710938,0.3079942464828491,0.373574823141098,0.47588562965393066,0.017712999135255814,0.15073348581790924
teams,0.16624371707439423,0.22403036057949066,0.18786492943763733,0.3164927661418915,0.4494050145149231,0.2717682421207428,0.25904974341392517,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
",",0.3087472915649414,0.28451916575431824,0.3015086054801941,0.4933079481124878,0.2558487057685852,0.2098228484392166,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
the,0.42745697498321533,0.24937452375888824,0.34736719727516174,1.0,0.25985947251319885,0.27011215686798096,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
broncos,0.1787765771150589,0.29378730058670044,0.1738176792860031,0.25985947251319885,1.0000001192092896,0.20419080555438995,0.2739109396934509,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
elected,0.16005432605743408,0.18309518694877625,0.19869562983512878,0.23167964816093445,0.20679129660129547,0.148839071393013,0.19620943069458008,0.07077067345380783,0.18424858152866364,0.06773777306079865,0.1966295689344406
to,0.455847829580307,0.23762951791286469,0.4452643394470215,0.535392165184021,0.23674264550209045,0.28873685002326965,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
wear,0.21155497431755066,0.3364499509334564,0.21948394179344177,0.27011215686798096,0.20419080555438995,1.0,0.24919353425502777,0.10551737993955612,0.0700678676366806,0.02115890569984913,0.1366986185312271
their,0.35142919421195984,0.1550183743238449,0.38078752160072327,0.516537070274353,0.2565864324569702,0.33966079354286194,0.3406745493412018,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
road,0.14859327673912048,0.247334823012352,0.10854122787714005,0.27181798219680786,0.21760529279708862,0.17320509254932404,0.19324645400047302,0.10741297155618668,0.18759363889694214,-0.02458563633263111,0.10894691944122314
white,0.1410645991563797,0.17285500466823578,0.1683805286884308,0.25492873787879944,0.19174246490001678,0.25586411356925964,0.17847545444965363,0.11256568133831024,0.17490817606449127,0.0012327907606959343,0.124679796397686
jerseys,0.11635155230760574,0.7998751997947693,0.157688170671463,0.279405415058136,0.4152030646800995,0.5058654546737671,0.2702878713607788,0.23186436295509338,0.19441187381744385,0.08840382844209671,0.0964861810207367
with,0.2464839518070221,0.20515936613082886,0.25472134351730347,0.4223487675189972,0.2245701551437378,0.1642160415649414,0.39140474796295166,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
matching,0.25211000442504883,0.17841190099716187,0.1410667598247528,0.25132954120635986,0.18063925206661224,0.18498460948467255,0.3201151192188263,0.08712805807590485,0.16784971952438354,0.014226356521248817,0.2242019772529602
white,0.1410645991563797,0.17285500466823578,0.1683805286884308,0.25492873787879944,0.19174246490001678,0.25586411356925964,0.17847545444965363,0.11256568133831024,0.17490817606449127,0.0012327907606959343,0.124679796397686
pants,0.1608412116765976,0.31179940700531006,0.1929604858160019,0.15805065631866455,0.31517717242240906,0.5387459993362427,0.21482346951961517,0.2106703817844391,0.2013835906982422,0.033933721482753754,0.17935864627361298
.,0.3567904531955719,0.2237938493490219,0.35288307070732117,0.5934505462646484,0.2612393796443939,0.17660145461559296,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
