,apollo,17,was,significant,for,what,reason,?
dr.,0.09672035276889801,0.051563769578933716,0.205568328499794,0.08193634450435638,0.15209181606769562,0.18971610069274902,0.17696823179721832,0.14418397843837738
harrison,0.238279327750206,-0.0008607505587860942,0.3086974322795868,0.12320481240749359,0.22894896566867828,0.222338005900383,0.15963876247406006,0.2015143781900406
schmitt,0.2978329360485077,0.04773148149251938,0.31827497482299805,0.1168748140335083,0.23957286775112152,0.11011455953121185,0.15972061455249786,0.14845654368400574
",",0.19808128476142883,0.1536172777414322,0.45456063747406006,0.27671438455581665,0.4464869201183319,0.3087472915649414,0.24553878605365753,0.31091248989105225
a,0.19996169209480286,0.038237735629081726,0.4508470594882965,0.2793380320072174,0.44038116931915283,0.3320399522781372,0.29122111201286316,0.23916715383529663
geologist,0.13811622560024261,0.10316962748765945,0.23755373060703278,0.1590154618024826,0.13703134655952454,0.20645204186439514,0.09214848279953003,0.16616028547286987
",",0.19808128476142883,0.1536172777414322,0.45456063747406006,0.27671438455581665,0.4464869201183319,0.3087472915649414,0.24553878605365753,0.31091248989105225
was,0.2306441366672516,0.06704052537679672,1.0000001192092896,0.187061607837677,0.3863949179649353,0.22111038863658905,0.23413166403770447,0.18412111699581146
the,0.2169172167778015,0.10537172853946686,0.48711544275283813,0.35524800419807434,0.4739971458911896,0.42745697498321533,0.29647648334503174,0.22068053483963013
first,0.21067003905773163,0.0743899717926979,0.5022147297859192,0.2470574975013733,0.3800288736820221,0.28086137771606445,0.21289333701133728,0.18701928853988647
nasa,0.4747956395149231,0.1260482221841812,0.19417528808116913,0.14025971293449402,0.17481353878974915,0.21178755164146423,0.16036255657672882,0.1809994876384735
scientist,0.16877898573875427,0.0710478350520134,0.28327304124832153,0.1630937159061432,0.14764516055583954,0.19887776672840118,0.16817878186702728,0.1278093308210373
astronaut,0.5247572660446167,0.07543319463729858,0.22711342573165894,0.050219714641571045,0.14096856117248535,0.09130282700061798,0.10933522135019302,0.13949722051620483
to,0.23190522193908691,0.07247230410575867,0.3636345863342285,0.27648770809173584,0.4451248347759247,0.455847829580307,0.3437597155570984,0.29463258385658264
fly,0.27607646584510803,0.005262616090476513,0.17728929221630096,0.08392130583524704,0.16008193790912628,0.16755075752735138,0.19215723872184753,0.14858663082122803
in,0.1461767554283142,0.10391845554113388,0.45514053106307983,0.3551969528198242,0.4322226941585541,0.30808621644973755,0.21220409870147705,0.20430970191955566
space,0.3076713979244232,0.05747650936245918,0.14677780866622925,0.1399175375699997,0.24232043325901031,0.20525942742824554,0.2064930647611618,0.1885536164045334
",",0.19808128476142883,0.1536172777414322,0.45456063747406006,0.27671438455581665,0.4464869201183319,0.3087472915649414,0.24553878605365753,0.31091248989105225
and,0.15251155197620392,0.11462654173374176,0.3740963041782379,0.31841233372688293,0.5064792633056641,0.31309178471565247,0.26490068435668945,0.20544172823429108
landed,0.3568655550479889,0.08043090999126434,0.33412617444992065,0.16074733436107635,0.16865506768226624,0.24085459113121033,0.15982003509998322,0.1640893667936325
on,0.16069947183132172,0.06816379725933075,0.3909217119216919,0.25197988748550415,0.36199691891670227,0.34226128458976746,0.23510274291038513,0.2714994251728058
the,0.2169172167778015,0.10537172853946686,0.48711544275283813,0.35524800419807434,0.4739971458911896,0.42745697498321533,0.29647648334503174,0.22068053483963013
moon,0.512973427772522,0.08783721923828125,0.18183675408363342,0.1042959988117218,0.2043032944202423,0.15898863971233368,0.10484576970338821,0.1442703753709793
on,0.16069947183132172,0.06816379725933075,0.3909217119216919,0.25197988748550415,0.36199691891670227,0.34226128458976746,0.23510274291038513,0.2714994251728058
the,0.2169172167778015,0.10537172853946686,0.48711544275283813,0.35524800419807434,0.4739971458911896,0.42745697498321533,0.29647648334503174,0.22068053483963013
last,0.19937099516391754,0.07501407712697983,0.32424551248550415,0.23525743186473846,0.3043119013309479,0.23175878822803497,0.1873614639043808,0.22371746599674225
mission,0.4094500243663788,0.1275894045829773,0.20951420068740845,0.11494701355695724,0.18326549232006073,0.2317502647638321,0.12668435275554657,0.19506393373012543
",",0.19808128476142883,0.1536172777414322,0.45456063747406006,0.27671438455581665,0.4464869201183319,0.3087472915649414,0.24553878605365753,0.31091248989105225
apollo,0.9999999403953552,0.05491294339299202,0.2306441366672516,0.06031243875622749,0.18462510406970978,0.13561789691448212,0.09988751262426376,0.191528782248497
17,0.05491294339299202,1.0,0.06704052537679672,0.11748330295085907,0.08391384035348892,0.1129629984498024,0.183513805270195,0.17603135108947754
.,0.22384987771511078,0.1622714102268219,0.40146201848983765,0.28046533465385437,0.4726039469242096,0.3567904531955719,0.3219331204891205,0.4130953550338745
