,who,is,to,blame,for,acting,unjustly,?
more,0.31567877531051636,0.2946030795574188,0.47084665298461914,0.24848775565624237,0.3891189992427826,0.16410206258296967,0.23799102008342743,0.27894994616508484
than,0.24983921647071838,0.2839990258216858,0.3192550539970398,0.1883215308189392,0.30793827772140503,0.13551363348960876,0.18894308805465698,0.24917294085025787
this,0.3345087468624115,0.480927973985672,0.5759071707725525,0.2955456078052521,0.5082864165306091,0.19498427212238312,0.28146934509277344,0.3155723512172699
",",0.3365725874900818,0.4691906273365021,0.44245919585227966,0.23327811062335968,0.4464869201183319,0.282452255487442,0.21516107022762299,0.31091248989105225
since,0.27765995264053345,0.3567592203617096,0.3733763098716736,0.2239619493484497,0.36751601099967957,0.25635308027267456,0.21490657329559326,0.2876587212085724
only,0.4202229380607605,0.44708555936813354,0.5096819996833801,0.18445385992527008,0.49157920479774475,0.19720491766929626,0.21319665014743805,0.2767370045185089
individuals,0.349673330783844,0.23137153685092926,0.3194306492805481,0.1558903455734253,0.2869735360145569,0.14986546337604523,0.29101651906967163,0.20243582129478455
act,0.2015037089586258,0.18206438422203064,0.24833928048610687,0.20269493758678436,0.22890116274356842,0.33245861530303955,0.2498631477355957,0.1482519507408142
",",0.3365725874900818,0.4691906273365021,0.44245919585227966,0.23327811062335968,0.4464869201183319,0.282452255487442,0.21516107022762299,0.31091248989105225
only,0.4202229380607605,0.44708555936813354,0.5096819996833801,0.18445385992527008,0.49157920479774475,0.19720491766929626,0.21319665014743805,0.2767370045185089
individuals,0.349673330783844,0.23137153685092926,0.3194306492805481,0.1558903455734253,0.2869735360145569,0.14986546337604523,0.29101651906967163,0.20243582129478455
can,0.2602734863758087,0.44256699085235596,0.4979398250579834,0.23775945603847504,0.35690054297447205,0.12127236276865005,0.21164333820343018,0.3226337134838104
act,0.2015037089586258,0.18206438422203064,0.24833928048610687,0.20269493758678436,0.22890116274356842,0.33245861530303955,0.2498631477355957,0.1482519507408142
unjustly,0.3718705177307129,0.12816885113716125,0.27361834049224854,0.42482414841651917,0.23247070610523224,0.1583026796579361,1.0,0.23145468533039093
.,0.3541337847709656,0.4569662809371948,0.4645031690597534,0.21665722131729126,0.4726039469242096,0.28166645765304565,0.1466948539018631,0.4130953550338745
,who,is,to,blame,for,acting,unjustly,?
even,0.33644744753837585,0.28202980756759644,0.46467068791389465,0.38386160135269165,0.39184510707855225,0.15265332162380219,0.3328826427459717,0.30082517862319946
a,0.36608949303627014,0.658733606338501,0.45503583550453186,0.16916602849960327,0.44038116931915283,0.20383647084236145,0.19737350940704346,0.23916715383529663
good,0.3108983039855957,0.24055646359920502,0.30719634890556335,0.29413461685180664,0.39067649841308594,0.1765626072883606,0.290881484746933,0.3187684714794159
form,0.137381911277771,0.3218395411968231,0.2772196829319,0.15511541068553925,0.2342945635318756,0.11872371286153793,0.11844269931316376,0.1463010311126709
of,0.2827862501144409,0.4854315221309662,0.41548454761505127,0.17065608501434326,0.4185989499092102,0.25130656361579895,0.13871142268180847,0.1826142966747284
government,0.27194860577583313,0.20343491435050964,0.28343796730041504,0.2522144615650177,0.23902073502540588,0.1958753764629364,0.3374539017677307,0.18851417303085327
is,0.24293622374534607,1.0,0.42745086550712585,0.11612142622470856,0.43268078565597534,0.1378737837076187,0.12816885113716125,0.22961433231830597
“,-0.035637419670820236,-0.040780652314424515,-0.0772603452205658,-0.011886612512171268,-0.13923639059066772,-0.05663488805294037,-0.04013153910636902,-0.043535903096199036
liable,0.24637022614479065,0.19300270080566406,0.17384295165538788,0.342246413230896,0.2053949385881424,0.11054595559835434,0.3348311185836792,0.2388528287410736
to,0.42656609416007996,0.42745086550712585,1.0,0.22786720097064972,0.4451248347759247,0.14978322386741638,0.27361834049224854,0.29463258385658264
be,0.3371641933917999,0.4819129705429077,0.4972836375236511,0.2433525174856186,0.3801851272583008,0.1656092256307602,0.2775323987007141,0.3324260413646698
abused,0.3878318965435028,0.10930340737104416,0.22643253207206726,0.34936264157295227,0.2598557472229004,0.23359955847263336,0.46730485558509827,0.23559819161891937
and,0.41279885172843933,0.3859752118587494,0.48971283435821533,0.23162296414375305,0.5064792633056641,0.2282276749610901,0.24395595490932465,0.20544172823429108
perverted,0.3043346703052521,0.18498817086219788,0.2821298837661743,0.29751595854759216,0.18066845834255219,0.2674349248409271,0.34470394253730774,0.18894191086292267
before,0.31244513392448425,0.25183290243148804,0.4190867841243744,0.2183312177658081,0.44347289204597473,0.22469080984592438,0.20700687170028687,0.2507109045982361
the,0.3733934462070465,0.5823672413825989,0.535392165184021,0.1959904432296753,0.4739971458911896,0.26443079113960266,0.17885053157806396,0.22068053483963013
people,0.3933800458908081,0.34254953265190125,0.37275731563568115,0.16086865961551666,0.24900002777576447,0.10207720845937729,0.23072382807731628,0.23739641904830933
can,0.2602734863758087,0.44256699085235596,0.4979398250579834,0.23775945603847504,0.35690054297447205,0.12127236276865005,0.21164333820343018,0.3226337134838104
act,0.2015037089586258,0.18206438422203064,0.24833928048610687,0.20269493758678436,0.22890116274356842,0.33245861530303955,0.2498631477355957,0.1482519507408142
through,0.17793183028697968,0.27805060148239136,0.4062686562538147,0.15695492923259735,0.3172857463359833,0.19713230431079865,0.12429560720920563,0.16913433372974396
it.,0.03744467720389366,0.11690036207437515,0.19642646610736847,-0.011010031215846539,0.11135023832321167,0.01784302480518818,0.019017254933714867,0.16862548887729645
”,-0.01526990532875061,-0.03237918019294739,-0.04376490041613579,-0.0353645421564579,0.010910828597843647,0.0850588008761406,0.02684313803911209,0.014230710454285145
moreover,0.2507081925868988,0.2429884523153305,0.3006484806537628,0.239376038312912,0.27517619729042053,0.1491200029850006,0.28634774684906006,0.25369012355804443
",",0.3365725874900818,0.4691906273365021,0.44245919585227966,0.23327811062335968,0.4464869201183319,0.282452255487442,0.21516107022762299,0.31091248989105225
even,0.33644744753837585,0.28202980756759644,0.46467068791389465,0.38386160135269165,0.39184510707855225,0.15265332162380219,0.3328826427459717,0.30082517862319946
if,0.3758285641670227,0.30927813053131104,0.4559597074985504,0.2815808057785034,0.3609124422073364,0.20076340436935425,0.2950526475906372,0.4441644251346588
a,0.36608949303627014,0.658733606338501,0.45503583550453186,0.16916602849960327,0.44038116931915283,0.20383647084236145,0.19737350940704346,0.23916715383529663
government,0.27194860577583313,0.20343491435050964,0.28343796730041504,0.2522144615650177,0.23902073502540588,0.1958753764629364,0.3374539017677307,0.18851417303085327
did,0.34038686752319336,0.19247472286224365,0.4452643394470215,0.339853435754776,0.318512886762619,0.21370171010494232,0.299111008644104,0.3023456633090973
express,0.1710122525691986,0.16342021524906158,0.27052003145217896,0.12694823741912842,0.2597910463809967,0.13977119326591492,0.23903901875019073,0.13246142864227295
the,0.3733934462070465,0.5823672413825989,0.535392165184021,0.1959904432296753,0.4739971458911896,0.26443079113960266,0.17885053157806396,0.22068053483963013
voice,0.2275296300649643,0.20807290077209473,0.15644241869449615,0.1618303656578064,0.26961708068847656,0.2987711727619171,0.15284372866153717,0.17046543955802917
of,0.2827862501144409,0.4854315221309662,0.41548454761505127,0.17065608501434326,0.4185989499092102,0.25130656361579895,0.13871142268180847,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.535392165184021,0.1959904432296753,0.4739971458911896,0.26443079113960266,0.17885053157806396,0.22068053483963013
people,0.3933800458908081,0.34254953265190125,0.37275731563568115,0.16086865961551666,0.24900002777576447,0.10207720845937729,0.23072382807731628,0.23739641904830933
",",0.3365725874900818,0.4691906273365021,0.44245919585227966,0.23327811062335968,0.4464869201183319,0.282452255487442,0.21516107022762299,0.31091248989105225
this,0.3345087468624115,0.480927973985672,0.5759071707725525,0.2955456078052521,0.5082864165306091,0.19498427212238312,0.28146934509277344,0.3155723512172699
fact,0.3179011940956116,0.3122292160987854,0.35271596908569336,0.33458802103996277,0.2685041129589081,0.11639591306447983,0.3227512538433075,0.2798655927181244
would,0.3632977604866028,0.33626067638397217,0.5965728163719177,0.3282829523086548,0.39877474308013916,0.1897517442703247,0.3592992424964905,0.37178951501846313
not,0.369414746761322,0.3776007890701294,0.5149973034858704,0.3520756661891937,0.39280617237091064,0.18768973648548126,0.33283278346061707,0.41942933201789856
compel,0.26256614923477173,0.16770228743553162,0.319256991147995,0.28076520562171936,0.23543526232242584,0.10994687676429749,0.3490679860115051,0.19059628248214722
the,0.3733934462070465,0.5823672413825989,0.535392165184021,0.1959904432296753,0.4739971458911896,0.26443079113960266,0.17885053157806396,0.22068053483963013
obedience,0.3264343738555908,0.23345303535461426,0.2657983899116516,0.2672131061553955,0.23754611611366272,0.1969144344329834,0.4415183961391449,0.20169153809547424
of,0.2827862501144409,0.4854315221309662,0.41548454761505127,0.17065608501434326,0.4185989499092102,0.25130656361579895,0.13871142268180847,0.1826142966747284
