,when,did,polonia,warsaw,win,the,country,'s,championship,prior,to,2000,?
they,0.5090266466140747,0.4879390597343445,0.22645649313926697,0.19528481364250183,0.21417540311813354,0.49925389885902405,0.2384694516658783,0.03738465905189514,0.15806850790977478,0.19772028923034668,0.5452046394348145,-0.06010894104838371,0.2753053903579712
also,0.5475645065307617,0.39334940910339355,0.16723069548606873,0.16331592202186584,0.2546387016773224,0.6021018624305725,0.2604532539844513,-0.0014726108638569713,0.19905665516853333,0.24651235342025757,0.5348826050758362,-0.018866080790758133,0.21848613023757935
won,0.22347937524318695,0.3493216037750244,0.2163372039794922,0.155456081032753,0.667466402053833,0.29432493448257446,0.2185354083776474,-0.07419146597385406,0.48160451650619507,0.18938234448432922,0.1945943981409073,0.01435578241944313,0.17925700545310974
the,0.5091903209686279,0.34736719727516174,0.21647357940673828,0.23137180507183075,0.28308698534965515,1.0,0.30432501435279846,-0.01540423184633255,0.2540402412414551,0.33782097697257996,0.535392165184021,-0.015081177465617657,0.22068053483963013
country,0.21558639407157898,0.24348343908786774,0.20889174938201904,0.14886943995952606,0.24013376235961914,0.30432501435279846,1.0000001192092896,0.0747150406241417,0.15676502883434296,0.17797106504440308,0.31281599402427673,-0.10051804780960083,0.12647280097007751
’,0.0063735563308000565,0.04859831556677818,-0.01577742211520672,-0.008294658735394478,0.06434930860996246,-0.04090067744255066,-0.012356993742287159,-0.1203070729970932,0.08962634205818176,0.01179512683302164,0.00253736088052392,0.04288211837410927,0.045561522245407104
s,0.3388965129852295,0.33910059928894043,0.12783436477184296,0.16426822543144226,0.20876555144786835,0.46610721945762634,0.22950361669063568,0.05719660595059395,0.20739291608333588,0.22086307406425476,0.35941416025161743,0.07755665481090546,0.25130221247673035
championship,0.20474274456501007,0.18663130700588226,0.21072211861610413,0.15007582306861877,0.4392695724964142,0.2540402412414551,0.15676502883434296,0.005009881220757961,1.0000001192092896,0.24524085223674774,0.18725894391536713,-0.13687266409397125,0.1390383541584015
in,0.4431333839893341,0.2593238651752472,0.25500866770744324,0.22642600536346436,0.2503834664821625,0.6662389636039734,0.3040012717247009,-0.037580832839012146,0.20047812163829803,0.24521231651306152,0.45010748505592346,-0.0435720756649971,0.20430970191955566
1946,0.010080029256641865,0.09752313047647476,0.04964251071214676,0.09438180923461914,-0.01687871664762497,0.10058440268039703,0.10680295526981354,0.027255024760961533,-0.027018271386623383,0.09991093724966049,0.0791773796081543,0.019219258800148964,-0.07362531870603561
",",0.36674630641937256,0.3015086054801941,0.23812589049339294,0.25300899147987366,0.2999197840690613,0.4933079481124878,0.27878350019454956,-0.0016132977325469255,0.256124883890152,0.27105793356895447,0.44245919585227966,-0.03465369716286659,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.17527571320533752,0.2083624005317688,0.25380003452301025,0.5171257257461548,0.30884742736816406,0.06895173341035843,0.22004875540733337,0.2185291349887848,0.48971283435821533,-0.004737076815217733,0.20544172823429108
won,0.22347937524318695,0.3493216037750244,0.2163372039794922,0.155456081032753,0.667466402053833,0.29432493448257446,0.2185354083776474,-0.07419146597385406,0.48160451650619507,0.18938234448432922,0.1945943981409073,0.01435578241944313,0.17925700545310974
the,0.5091903209686279,0.34736719727516174,0.21647357940673828,0.23137180507183075,0.28308698534965515,1.0,0.30432501435279846,-0.01540423184633255,0.2540402412414551,0.33782097697257996,0.535392165184021,-0.015081177465617657,0.22068053483963013
cup,0.2008741945028305,0.1278209686279297,0.19867491722106934,0.11500906944274902,0.3810787498950958,0.2653277516365051,0.16368626058101654,0.07957112044095993,0.47124308347702026,0.21142202615737915,0.1727302074432373,-0.17298577725887299,0.15976834297180176
twice,0.37843289971351624,0.2345123291015625,0.205271378159523,0.11590160429477692,0.28514930605888367,0.3638015687465668,0.20926512777805328,-0.08582408726215363,0.28094449639320374,0.29687732458114624,0.28163591027259827,-0.038711920380592346,0.16248004138469696
as,0.4437963366508484,0.3596470057964325,0.12238915264606476,0.14492812752723694,0.17371131479740143,0.48381632566452026,0.2241005152463913,-0.05775856226682663,0.17904159426689148,0.2475208342075348,0.42092081904411316,0.023329226300120354,0.27043893933296204
well,0.33199459314346313,0.4341743588447571,0.09056918323040009,0.13796460628509521,0.2219540774822235,0.42630070447921753,0.2192920446395874,-0.0049502006731927395,0.1426771581172943,0.25984346866607666,0.3422003388404846,-0.030379023402929306,0.24815571308135986
.,0.475719153881073,0.35288307070732117,0.2644508481025696,0.26825499534606934,0.25577837228775024,0.5934505462646484,0.26130348443984985,-0.003708066651597619,0.23509643971920013,0.2402365803718567,0.4645031690597534,-0.03837863355875015,0.4130953550338745
