,what,injury,did,thomas,davis,suffer,during,the,playoff,games,?
carolina,0.1956660896539688,0.2282656729221344,0.18489903211593628,0.1952405422925949,0.22498787939548492,0.13737505674362183,0.17862752079963684,0.24749229848384857,0.20641407370567322,0.18658822774887085,0.11847445368766785
suffered,0.13741295039653778,0.4912109673023224,0.28497523069381714,0.17204545438289642,0.14957281947135925,0.7251672148704529,0.36370640993118286,0.2558774948120117,0.16808141767978668,0.17956574261188507,0.08963493257761002
a,0.3320399522781372,0.27168452739715576,0.2552328109741211,0.19268037378787994,0.19002141058444977,0.2534792721271515,0.30341604351997375,0.5829201340675354,0.14102162420749664,0.19753754138946533,0.23916715383529663
major,0.21026742458343506,0.14403967559337616,0.20997437834739685,0.10622677206993103,0.14990930259227753,0.11424127221107483,0.2254045009613037,0.31775903701782227,0.1642141193151474,0.185395747423172,0.19788557291030884
setback,0.3320176899433136,0.3659624755382538,0.2703627347946167,0.12432343512773514,0.136392280459404,0.3885895311832428,0.29688888788223267,0.3215973973274231,0.2321590632200241,0.22134272754192352,0.20897552371025085
when,0.4700249433517456,0.28201207518577576,0.3228907287120819,0.19259870052337646,0.23257681727409363,0.25208327174186707,0.46721696853637695,0.5091903209686279,0.19150394201278687,0.19408148527145386,0.22841128706932068
thomas,0.1806955188512802,0.13305605947971344,0.20728807151317596,1.0000001192092896,0.35804271697998047,0.18261775374412537,0.170392706990242,0.23505409061908722,0.15594515204429626,0.1313391774892807,0.16133050620555878
davis,0.18317241966724396,0.11406615376472473,0.17277368903160095,0.35804271697998047,0.9999999403953552,0.1832769811153412,0.17898905277252197,0.25552070140838623,0.19168135523796082,0.1189417764544487,0.17094263434410095
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.25079426169395447,0.31438660621643066,0.28302544355392456,0.3225448727607727,0.4933079481124878,0.20470835268497467,0.2778109014034271,0.31091248989105225
an,0.2821882665157318,0.1705569177865982,0.22598257660865784,0.15775039792060852,0.24183200299739838,0.16750821471214294,0.21076080203056335,0.4207492768764496,0.11347386986017227,0.12759210169315338,0.19793890416622162
11-year,0.19224752485752106,0.22834956645965576,0.1603643298149109,0.19694937765598297,0.21379505097866058,0.16470906138420105,0.29905587434768677,0.25359681248664856,0.33330458402633667,0.2687746286392212,0.32096078991889954
veteran,0.12123548984527588,0.19383969902992249,0.10862443596124649,0.20413291454315186,0.30011120438575745,0.1616852581501007,0.305077463388443,0.2511998414993286,0.18696355819702148,0.1444062888622284,0.15891358256340027
who,0.40942975878715515,0.18636278808116913,0.34038686752319336,0.26103657484054565,0.2547153830528259,0.28011447191238403,0.30551859736442566,0.3733934462070465,0.14440672099590302,0.21274375915527344,0.26220351457595825
had,0.23849567770957947,0.2027079463005066,0.540525496006012,0.21442335844039917,0.263392835855484,0.40337520837783813,0.39748913049697876,0.3875846862792969,0.12495972216129303,0.18404078483581543,0.20728366076946259
already,0.4530037045478821,0.08656530827283859,0.3281528055667877,0.2052728533744812,0.20857298374176025,0.1754627823829651,0.23721566796302795,0.34582915902137756,0.1465594470500946,0.18075212836265564,0.3477933406829834
overcome,0.20512010157108307,0.2465866506099701,0.22264860570430756,0.11337356269359589,0.21739228069782257,0.465216726064682,0.2061566710472107,0.19138307869434357,0.2423069030046463,0.12469088286161423,0.17361730337142944
three,0.24888746440410614,0.1637510359287262,0.2043166607618332,0.11748330295085907,0.14830386638641357,0.17102359235286713,0.28113842010498047,0.43452659249305725,0.22257927060127258,0.22501572966575623,0.20928427577018738
acl,0.10634554177522659,0.39591705799102783,0.12015141546726227,0.1752455085515976,0.21683122217655182,0.19745030999183655,0.1946363002061844,0.23845629394054413,0.3536854684352875,0.17497782409191132,0.14736860990524292
tears,0.2509855031967163,0.23476172983646393,0.200081467628479,0.1445273607969284,0.3043578565120697,0.2561853229999542,0.19124387204647064,0.24051350355148315,0.09798533469438553,0.17375385761260986,0.15044362843036652
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.21133768558502197,0.20000724494457245,0.20667266845703125,0.4627237319946289,0.6662389636039734,0.1746445745229721,0.24802106618881226,0.20430970191955566
his,0.26976513862609863,0.3168439567089081,0.3546801507472992,0.20028819143772125,0.2677081823348999,0.29770809412002563,0.36789870262145996,0.4394008219242096,0.21270056068897247,0.19078049063682556,0.18075084686279297
career,0.0917418897151947,0.30102604627609253,0.2809877395629883,0.14576682448387146,0.2350463569164276,0.17323869466781616,0.3538593053817749,0.19230268895626068,0.3313386142253876,0.24179381132125854,0.1300809234380722
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.25079426169395447,0.31438660621643066,0.28302544355392456,0.3225448727607727,0.4933079481124878,0.20470835268497467,0.2778109014034271,0.31091248989105225
went,0.20164033770561218,0.1892864853143692,0.4810470640659332,0.17632891237735748,0.21859696507453918,0.22123396396636963,0.30851107835769653,0.3345835506916046,0.16384029388427734,0.13980896770954132,0.12109432369470596
down,0.26226112246513367,0.1729174703359604,0.2029697746038437,0.05717531591653824,0.1249653697013855,0.17059291899204254,0.20389243960380554,0.3325848877429962,0.14956222474575043,0.16850684583187103,0.13836295902729034
with,0.2464839518070221,0.2522015869617462,0.25472134351730347,0.1763175129890442,0.2030765265226364,0.2605258822441101,0.28545209765434265,0.4223487675189972,0.22584646940231323,0.23660777509212494,0.2433311939239502
a,0.3320399522781372,0.27168452739715576,0.2552328109741211,0.19268037378787994,0.19002141058444977,0.2534792721271515,0.30341604351997375,0.5829201340675354,0.14102162420749664,0.19753754138946533,0.23916715383529663
broken,0.28858938813209534,0.2445795089006424,0.1885390281677246,0.11344966292381287,0.1776810586452484,0.2672940194606781,0.154008150100708,0.27700477838516235,0.1210368275642395,0.16729313135147095,0.1915387511253357
arm,0.1625373512506485,0.2730591893196106,0.10419393330812454,0.09396518021821976,0.11847760528326035,0.1641581654548645,0.13704924285411835,0.2214433252811432,0.09930181503295898,0.15684369206428528,0.12539196014404297
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.21133768558502197,0.20000724494457245,0.20667266845703125,0.4627237319946289,0.6662389636039734,0.1746445745229721,0.24802106618881226,0.20430970191955566
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,0.23505409061908722,0.25552070140838623,0.22818626463413239,0.4838213622570038,1.0,0.23217415809631348,0.2676136791706085,0.22068053483963013
nfc,0.19796092808246613,0.25537076592445374,0.11289361864328384,0.16319149732589722,0.21527732908725739,0.14122720062732697,0.19463802874088287,0.2545439600944519,0.565930187702179,0.43384233117103577,0.15073348581790924
championship,0.12797051668167114,0.21227334439754486,0.18663130700588226,0.1911715567111969,0.19010725617408752,0.10788580030202866,0.21988758444786072,0.2540402412414551,0.43201544880867004,0.3441120684146881,0.1390383541584015
game,0.2246788740158081,0.22511373460292816,0.19789010286331177,0.15256451070308685,0.14556019008159637,0.15151028335094452,0.23073366284370422,0.285271555185318,0.45437705516815186,0.6911221146583557,0.1829071193933487
.,0.3567904531955719,0.2166096717119217,0.35288307070732117,0.2580391466617584,0.27705830335617065,0.18533723056316376,0.3485563397407532,0.5934505462646484,0.18390463292598724,0.27173087000846863,0.4130953550338745
