,what,does,rosenfield,feel,plays,the,most,significant,role,in,expanding,the,income,gap,?
sociologist,0.18964916467666626,0.06168574094772339,0.26891350746154785,0.19320069253444672,0.22724537551403046,0.14262931048870087,0.14082716405391693,0.1922675222158432,0.16055679321289062,0.19697228074073792,0.11517862975597382,0.14262931048870087,0.19436579942703247,0.06674662977457047,0.19079925119876862
jake,0.10013604164123535,0.15161405503749847,0.22091108560562134,0.1536778062582016,0.24614250659942627,0.12908777594566345,0.04558657109737396,0.07895513623952866,0.1927746832370758,0.1564447581768036,0.04691476747393608,0.12908777594566345,0.07949922233819962,0.17679554224014282,0.11309002339839935
rosenfield,0.17624549567699432,0.16057947278022766,1.0,0.15954190492630005,0.19760450720787048,0.23885850608348846,0.15506049990653992,0.12055270373821259,0.20979948341846466,0.28140541911125183,0.12226207554340363,0.23885850608348846,0.12368813902139664,0.1320512890815735,0.16987739503383636
of,0.33290785551071167,0.3119818866252899,0.22726495563983917,0.19935615360736847,0.14677055180072784,0.733189046382904,0.4178851246833801,0.318554162979126,0.1797693818807602,0.5696388483047485,0.2904873490333557,0.733189046382904,0.2581324577331543,0.2172139286994934,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.23885850608348846,0.264497846364975,0.1760704517364502,1.0,0.47635307908058167,0.35524800419807434,0.26607486605644226,0.6662389636039734,0.3361387550830841,1.0,0.23699946701526642,0.27986636757850647,0.22068053483963013
university,0.20256435871124268,0.09909145534038544,0.2868870198726654,0.10529156029224396,0.1950540542602539,0.263973206281662,0.19178320467472076,0.18406017124652863,0.12393464893102646,0.3201795518398285,0.18704363703727722,0.263973206281662,0.1717647910118103,0.09510593861341476,0.11887256056070328
of,0.33290785551071167,0.3119818866252899,0.22726495563983917,0.19935615360736847,0.14677055180072784,0.733189046382904,0.4178851246833801,0.318554162979126,0.1797693818807602,0.5696388483047485,0.2904873490333557,0.733189046382904,0.2581324577331543,0.2172139286994934,0.1826142966747284
washington,0.1399664729833603,0.17003712058067322,0.33632445335388184,0.20835120975971222,0.1899535357952118,0.24987076222896576,0.14969955384731293,0.19530123472213745,0.10165334492921829,0.24838601052761078,0.09588854014873505,0.24987076222896576,0.23101702332496643,0.17454145848751068,0.157786026597023
asserts,0.2919406294822693,0.4321669936180115,0.10295470058917999,0.24213722348213196,0.13587436079978943,0.26400792598724365,0.2266473025083542,0.37787044048309326,0.19090062379837036,0.2145354300737381,0.3099053204059601,0.26400792598724365,0.1873885989189148,0.1525789499282837,0.2607457637786865
that,0.6297725439071655,0.4764937460422516,0.19389323890209198,0.41628018021583557,0.16184067726135254,0.5473989248275757,0.4497850239276886,0.3640194833278656,0.23023544251918793,0.435920387506485,0.40377336740493774,0.5473989248275757,0.2627509534358978,0.24178916215896606,0.32716336846351624
the,0.42745697498321533,0.35928019881248474,0.23885850608348846,0.264497846364975,0.1760704517364502,1.0,0.47635307908058167,0.35524800419807434,0.26607486605644226,0.6662389636039734,0.3361387550830841,1.0,0.23699946701526642,0.27986636757850647,0.22068053483963013
decline,0.2257683128118515,0.1518530249595642,0.11915145069360733,0.20279748737812042,0.05191826820373535,0.2774365544319153,0.20398829877376556,0.38818517327308655,0.2239524871110916,0.2551143169403076,0.3128967881202698,0.2774365544319153,0.3436183035373688,0.138982892036438,0.131937175989151
of,0.33290785551071167,0.3119818866252899,0.22726495563983917,0.19935615360736847,0.14677055180072784,0.733189046382904,0.4178851246833801,0.318554162979126,0.1797693818807602,0.5696388483047485,0.2904873490333557,0.733189046382904,0.2581324577331543,0.2172139286994934,0.1826142966747284
organized,0.19144229590892792,0.09074948728084564,0.2077321857213974,0.15002234280109406,0.18013063073158264,0.28001853823661804,0.1906680166721344,0.21301588416099548,0.15603606402873993,0.3264932334423065,0.24592436850070953,0.28001853823661804,0.16354846954345703,0.03099260851740837,0.10524328798055649
labor,0.1943984031677246,0.12007958441972733,0.17212311923503876,0.15625393390655518,0.0794721320271492,0.21506793797016144,0.15525270998477936,0.16373291611671448,0.11341957002878189,0.1950610727071762,0.11228697746992111,0.21506793797016144,0.28508612513542175,0.06279081851243973,0.19386747479438782
in,0.30808621644973755,0.214483380317688,0.28140541911125183,0.1927928626537323,0.24790528416633606,0.6662389636039734,0.41416558623313904,0.3551969528198242,0.243671715259552,1.0,0.2770040035247803,0.6662389636039734,0.1795814335346222,0.1954546719789505,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,0.23885850608348846,0.264497846364975,0.1760704517364502,1.0,0.47635307908058167,0.35524800419807434,0.26607486605644226,0.6662389636039734,0.3361387550830841,1.0,0.23699946701526642,0.27986636757850647,0.22068053483963013
united,0.20036718249320984,0.1650896966457367,0.3650255799293518,0.14077609777450562,0.1852055937051773,0.34367692470550537,0.24793334305286407,0.18911980092525482,0.14675159752368927,0.3938477039337158,0.18606629967689514,0.34367692470550537,0.29753777384757996,0.166763037443161,0.17266890406608582
states,0.21526020765304565,0.18093830347061157,0.2846601903438568,0.15323026478290558,0.15384653210639954,0.3463578522205353,0.286347895860672,0.2054997980594635,0.13120079040527344,0.3977442979812622,0.19775830209255219,0.3463578522205353,0.30292192101478577,0.18830741941928864,0.16272737085819244
has,0.20338068902492523,0.42885294556617737,0.15829835832118988,0.21254506707191467,0.26934507489204407,0.4177538752555847,0.3426419198513031,0.30761855840682983,0.17958451807498932,0.4173259735107422,0.32467445731163025,0.4177538752555847,0.20378613471984863,0.1519012600183487,0.15994466841220856
played,0.14831039309501648,0.15807299315929413,0.2726796567440033,0.16087600588798523,0.6466484665870667,0.2603478729724884,0.20543669164180756,0.09945951402187347,0.3676716685295105,0.27605336904525757,0.15479785203933716,0.2603478729724884,0.15390092134475708,0.061340607702732086,0.14096300303936005
a,0.3320399522781372,0.38201746344566345,0.23328417539596558,0.2556643486022949,0.2085086703300476,0.5829201340675354,0.3508910834789276,0.2793380320072174,0.22880133986473083,0.539380669593811,0.2764478623867035,0.5829201340675354,0.2084353119134903,0.22175835072994232,0.23916715383529663
more,0.3484537899494171,0.2897747755050659,0.18960784375667572,0.3563325107097626,0.19035790860652924,0.39758381247520447,0.5395737886428833,0.3174363672733307,0.1629766970872879,0.32563260197639465,0.34146741032600403,0.39758381247520447,0.2241504192352295,0.15857937932014465,0.27894994616508484
significant,0.24268144369125366,0.31748154759407043,0.12055270373821259,0.15085919201374054,0.08422183245420456,0.35524800419807434,0.35977789759635925,1.0,0.2374410778284073,0.3551969528198242,0.321592777967453,0.35524800419807434,0.3308485150337219,0.20326434075832367,0.18679562211036682
role,0.22614215314388275,0.17792730033397675,0.20979948341846466,0.16573753952980042,0.2749270498752594,0.26607486605644226,0.2083391547203064,0.2374410778284073,0.9999998807907104,0.243671715259552,0.17304188013076782,0.26607486605644226,0.10788531601428986,0.14281442761421204,0.18676944077014923
in,0.30808621644973755,0.214483380317688,0.28140541911125183,0.1927928626537323,0.24790528416633606,0.6662389636039734,0.41416558623313904,0.3551969528198242,0.243671715259552,1.0,0.2770040035247803,0.6662389636039734,0.1795814335346222,0.1954546719789505,0.20430970191955566
expanding,0.34628334641456604,0.26867640018463135,0.12226207554340363,0.24815702438354492,0.14358875155448914,0.3361387550830841,0.2705315947532654,0.321592777967453,0.17304188013076782,0.2770040035247803,1.0,0.3361387550830841,0.23655690252780914,0.15859182178974152,0.23633244633674622
the,0.42745697498321533,0.35928019881248474,0.23885850608348846,0.264497846364975,0.1760704517364502,1.0,0.47635307908058167,0.35524800419807434,0.26607486605644226,0.6662389636039734,0.3361387550830841,1.0,0.23699946701526642,0.27986636757850647,0.22068053483963013
income,0.21837803721427917,0.18851257860660553,0.12368813902139664,0.1314336061477661,0.14591090381145477,0.23699946701526642,0.22118313610553741,0.3308485150337219,0.10788531601428986,0.1795814335346222,0.23655690252780914,0.23699946701526642,1.0,0.24564556777477264,0.14935168623924255
gap,0.17691411077976227,0.1271917223930359,0.1320512890815735,0.12322425097227097,0.05301304906606674,0.27986636757850647,0.14435341954231262,0.20326434075832367,0.14281442761421204,0.1954546719789505,0.15859182178974152,0.27986636757850647,0.24564556777477264,0.9999999403953552,0.09251954406499863
than,0.29388150572776794,0.32178643345832825,0.16929492354393005,0.2761862277984619,0.11796676367521286,0.3227543234825134,0.42108985781669617,0.31598639488220215,0.14310166239738464,0.3270052373409271,0.30371564626693726,0.3227543234825134,0.22589486837387085,0.14848047494888306,0.24917294085025787
technological,0.22749881446361542,0.19678756594657898,0.21697551012039185,0.22176456451416016,0.16580617427825928,0.27225103974342346,0.23216426372528076,0.2929922640323639,0.1485547125339508,0.26757490634918213,0.257939875125885,0.27225103974342346,0.20509377121925354,0.2242068201303482,0.1312418282032013
changes,0.2740466892719269,0.29364344477653503,0.14409859478473663,0.2764475643634796,0.13292229175567627,0.3427845537662506,0.16354431211948395,0.24851495027542114,0.2586037218570709,0.226434126496315,0.2885136306285858,0.3427845537662506,0.1311032623052597,0.1997307986021042,0.21264225244522095
and,0.31309178471565247,0.3461615741252899,0.34807753562927246,0.2860409915447235,0.2139715701341629,0.5171257257461548,0.4309377074241638,0.31841233372688293,0.2629789710044861,0.4954058527946472,0.29706475138664246,0.5171257257461548,0.2518245577812195,0.23067711293697357,0.20544172823429108
globalization,0.23963014781475067,0.19329874217510223,0.17013317346572876,0.28276151418685913,0.10937352478504181,0.2319410741329193,0.198056161403656,0.2904864251613617,0.20037731528282166,0.17584733664989471,0.3357972204685211,0.2319410741329193,0.34836143255233765,0.07588740438222885,0.2572137415409088
",",0.3087472915649414,0.28617382049560547,0.37577369809150696,0.23670589923858643,0.24874751269817352,0.4933079481124878,0.3636029064655304,0.27671438455581665,0.199491485953331,0.5201468467712402,0.27468931674957275,0.4933079481124878,0.19703416526317596,0.213828906416893,0.31091248989105225
which,0.5261979103088379,0.39111801981925964,0.1725960075855255,0.2847709357738495,0.20197759568691254,0.6521818041801453,0.4637843072414398,0.3548031151294708,0.18845273554325104,0.4840516746044159,0.336506724357605,0.6521818041801453,0.2455010861158371,0.24655842781066895,0.25814583897590637
