,what,has,caused,savanna,regions,to,grow,into,the,south,american,tropics,in,the,last,34,million,years,?
from,0.2737620174884796,0.2621968984603882,0.29811105132102966,0.18300805985927582,0.22523097693920135,0.4069952368736267,0.19128476083278656,0.3410196900367737,0.40150508284568787,0.308648020029068,0.20110583305358887,0.24544355273246765,0.4274188280105591,0.40150508284568787,0.235591322183609,-0.010119033977389336,0.252429723739624,0.31063511967658997,0.19969791173934937
66–34,0.10346940159797668,-0.01453332044184208,0.10854115337133408,-0.007852347567677498,-0.12313263863325119,-0.034802522510290146,-0.014242229051887989,0.01861323043704033,-0.017640255391597748,-0.04725364223122597,0.04505672678351402,-0.03461075946688652,-0.019790982827544212,-0.017640255391597748,-0.02524595335125923,0.011426124721765518,-0.05085441470146179,-0.01853073388338089,0.029248163104057312
mya,0.19963528215885162,0.12930642068386078,0.25637373328208923,0.27637746930122375,0.16823810338974,0.10882358253002167,0.24513621628284454,0.0713750347495079,0.1532435119152069,0.23017486929893494,0.14182965457439423,0.33767780661582947,0.1268654614686966,0.1532435119152069,0.16163568198680878,0.07832889258861542,0.42826011776924133,0.3639891743659973,0.2211715579032898
",",0.3087472915649414,0.3734780251979828,0.2600580155849457,0.31906890869140625,0.26776278018951416,0.44245919585227966,0.2585790455341339,0.2826121151447296,0.4933079481124878,0.3256652057170868,0.3048616647720337,0.25726625323295593,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.028389768674969673,0.24451690912246704,0.2589467465877533,0.31091248989105225
the,0.42745697498321533,0.4177538752555847,0.24990202486515045,0.25403106212615967,0.36158451437950134,0.535392165184021,0.2652076482772827,0.39493247866630554,1.0,0.3129390776157379,0.24562937021255493,0.23706603050231934,0.6662389636039734,1.0,0.3698786795139313,0.0011487285373732448,0.277012437582016,0.2912273406982422,0.22068053483963013
rainforest,0.22127854824066162,0.24784816801548004,0.2313433289527893,0.6205580234527588,0.2877851128578186,0.23412610590457916,0.3646980822086334,0.1185043603181839,0.2571161389350891,0.3335019052028656,0.12910853326320648,0.5396296977996826,0.2207682877779007,0.2571161389350891,0.16684876382350922,0.12943638861179352,0.20938777923583984,0.1693250834941864,0.1917492002248764
extended,0.20863614976406097,0.21341989934444427,0.18467949330806732,0.10324715822935104,0.1630346029996872,0.28740090131759644,0.12179733067750931,0.22817490994930267,0.3160722553730011,0.1459486186504364,0.07904396206140518,0.13184675574302673,0.22257764637470245,0.3160722553730011,0.20672719180583954,0.057756826281547546,0.2094617635011673,0.20035874843597412,0.17568568885326385
as,0.31749409437179565,0.351646363735199,0.16101646423339844,0.1946740448474884,0.1956164389848709,0.42092081904411316,0.22178804874420166,0.24094121158123016,0.48381632566452026,0.21022742986679077,0.2994234561920166,0.20344844460487366,0.3887844979763031,0.48381632566452026,0.2661714553833008,-0.00570879690349102,0.19242988526821136,0.234328031539917,0.27043893933296204
far,0.34794166684150696,0.32043179869651794,0.17678458988666534,0.22749045491218567,0.26751771569252014,0.3375735878944397,0.2459966242313385,0.1866358518600464,0.38564538955688477,0.29976871609687805,0.11545901745557785,0.22760722041130066,0.2599720060825348,0.38564538955688477,0.181014746427536,0.06499255448579788,0.21537254750728607,0.23578692972660065,0.2170870453119278
south,0.15388517081737518,0.2072066068649292,0.1399518847465515,0.35001465678215027,0.30896827578544617,0.25657615065574646,0.2090180516242981,0.21210846304893494,0.3129390776157379,1.0000001192092896,0.24413134157657623,0.30801570415496826,0.33642083406448364,0.3129390776157379,0.1511668711900711,0.003465566784143448,0.19008563458919525,0.24083536863327026,0.12336621433496475
as,0.31749409437179565,0.351646363735199,0.16101646423339844,0.1946740448474884,0.1956164389848709,0.42092081904411316,0.22178804874420166,0.24094121158123016,0.48381632566452026,0.21022742986679077,0.2994234561920166,0.20344844460487366,0.3887844979763031,0.48381632566452026,0.2661714553833008,-0.00570879690349102,0.19242988526821136,0.234328031539917,0.27043893933296204
45°,-0.03251788020133972,0.004449763800948858,-0.03622330725193024,-0.04558353126049042,-0.12378194183111191,0.001420791377313435,-0.04299313575029373,-0.004809773527085781,0.03824855014681816,0.03376966342329979,0.059750333428382874,-0.012176977470517159,0.10059741884469986,0.03824855014681816,0.022018970921635628,0.08988675475120544,-0.04133099690079689,0.01905694231390953,-0.08168196678161621
.,0.3567904531955719,0.4105546176433563,0.2413787543773651,0.23846659064292908,0.25618889927864075,0.4645031690597534,0.30482572317123413,0.26250120997428894,0.5934505462646484,0.2798699140548706,0.29108086228370667,0.2510796785354614,0.5591574311256409,0.5934505462646484,0.3548945486545563,0.013581615872681141,0.26805803179740906,0.31919315457344055,0.4130953550338745
