,who,was,the,chairman,of,the,house,committee,on,energy,and,commerce,?
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.18472251296043396,0.3966929316520691,0.5107308030128479,0.19286204874515533,0.20945778489112854,0.9999999403953552,0.15102268755435944,0.4077630043029785,0.17031514644622803,0.2714994251728058
23,0.014098330400884151,-0.04668274149298668,-0.04008803516626358,-0.021517453715205193,-0.01973372884094715,-0.04008803516626358,-0.03156811371445656,0.06217445060610771,-0.11098738014698029,0.03719305247068405,-0.1634809523820877,0.013299830257892609,0.012076443061232567
june,0.23552022874355316,0.42821118235588074,0.24568822979927063,0.243459552526474,0.19721001386642456,0.24568822979927063,0.18991610407829285,0.18572093546390533,0.39323267340660095,0.07497122138738632,0.2692793905735016,0.14743968844413757,0.31416764855384827
2005,0.18423187732696533,0.11356307566165924,0.037273142486810684,-0.04274182766675949,0.017815761268138885,0.037273142486810684,-0.03737854212522507,-0.004717009142041206,0.018048860132694244,-0.10386987775564194,0.05766887590289116,-0.06928796321153641,0.10709824413061142
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22044430673122406,0.4946078956127167,0.4933079481124878,0.28236111998558044,0.20982497930526733,0.49057599902153015,0.21156731247901917,0.6633074283599854,0.25410452485084534,0.31091248989105225
rep.,0.1429029405117035,0.2129760980606079,0.20310913026332855,0.16301193833351135,0.1586083024740219,0.20310913026332855,0.16304944455623627,0.1666993498802185,0.16742978990077972,0.20553191006183624,0.17058995366096497,0.10034602135419846,0.26382210850715637
joe,0.2509482800960541,0.23988783359527588,0.18907766044139862,0.15652234852313995,0.1494843065738678,0.18907766044139862,0.13496938347816467,0.11596819013357162,0.14365780353546143,0.08055602014064789,0.17283421754837036,0.11118817329406738,0.14875642955303192
barton,0.2547362744808197,0.2684181332588196,0.22094224393367767,0.2353188693523407,0.22543998062610626,0.22094224393367767,0.2263120859861374,0.21201547980308533,0.11893081665039062,0.13867828249931335,0.2733054757118225,0.18925407528877258,0.11683724820613861
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22044430673122406,0.4946078956127167,0.4933079481124878,0.28236111998558044,0.20982497930526733,0.49057599902153015,0.21156731247901917,0.6633074283599854,0.25410452485084534,0.31091248989105225
chairman,0.17702560126781464,0.2656080424785614,0.2121211588382721,0.9999999403953552,0.2167922407388687,0.2121211588382721,0.25330835580825806,0.41671353578567505,0.18472251296043396,0.18923775851726532,0.2024257630109787,0.23692990839481354,0.08324678242206573
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.2167922407388687,1.0,0.733189046382904,0.285114049911499,0.2920650243759155,0.3966929316520691,0.26257598400115967,0.5116966962814331,0.3016614019870758,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.2121211588382721,0.733189046382904,1.0,0.2847244441509247,0.24322165548801422,0.5107308030128479,0.26756542921066284,0.5171257257461548,0.26524990797042847,0.22068053483963013
house,0.2619773745536804,0.28759756684303284,0.2847244441509247,0.25330835580825806,0.285114049911499,0.2847244441509247,0.9999998807907104,0.28268516063690186,0.19286204874515533,0.19098585844039917,0.2552875876426697,0.2490072250366211,0.13736455142498016
committee,0.2034623622894287,0.25449851155281067,0.24322165548801422,0.41671353578567505,0.2920650243759155,0.24322165548801422,0.28268516063690186,1.0,0.20945778489112854,0.14993615448474884,0.22311176359653473,0.21523898839950562,0.12144632637500763
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.18472251296043396,0.3966929316520691,0.5107308030128479,0.19286204874515533,0.20945778489112854,0.9999999403953552,0.15102268755435944,0.4077630043029785,0.17031514644622803,0.2714994251728058
energy,0.14706677198410034,0.15364649891853333,0.26756542921066284,0.18923775851726532,0.26257598400115967,0.26756542921066284,0.19098585844039917,0.14993615448474884,0.15102268755435944,1.0000001192092896,0.23934243619441986,0.29821303486824036,0.14860127866268158
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2024257630109787,0.5116966962814331,0.5171257257461548,0.2552875876426697,0.22311176359653473,0.4077630043029785,0.23934243619441986,1.0,0.24256257712841034,0.20544172823429108
commerce,0.09755388647317886,0.19670578837394714,0.26524990797042847,0.23692990839481354,0.3016614019870758,0.26524990797042847,0.2490072250366211,0.21523898839950562,0.17031514644622803,0.29821303486824036,0.24256257712841034,0.9999999403953552,0.09677373617887497
wrote,0.2670581638813019,0.40092042088508606,0.2426944375038147,0.13844087719917297,0.30241408944129944,0.2426944375038147,0.1825835406780243,0.15641434490680695,0.23949672281742096,0.12271031737327576,0.2975862920284271,0.15904174745082855,0.19322504103183746
joint,0.1359657198190689,0.18301956355571747,0.2854326069355011,0.32740768790245056,0.2794724404811859,0.2854326069355011,0.21749654412269592,0.29958412051200867,0.18687814474105835,0.12999360263347626,0.1892649531364441,0.10447674989700317,0.15804731845855713
letters,0.22802039980888367,0.16712252795696259,0.23764781653881073,0.13436736166477203,0.24394433200359344,0.23764781653881073,0.13885021209716797,0.18544277548789978,0.15543219447135925,0.08769791573286057,0.2574736475944519,0.15683892369270325,0.18739263713359833
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.10921347886323929,0.41827285289764404,0.4223487675189972,0.16397541761398315,0.14769598841667175,0.40749499201774597,0.19224508106708527,0.5477725267410278,0.1296631395816803,0.2433311939239502
ed,0.1637633740901947,0.20469819009304047,0.21412420272827148,0.14231844246387482,0.19821499288082123,0.21412420272827148,0.18663690984249115,0.051791973412036896,0.1536392867565155,0.13277602195739746,0.2150764912366867,0.16377577185630798,0.16764874756336212
whitfield,0.26478269696235657,0.25529298186302185,0.17659328877925873,0.22202295064926147,0.12382641434669495,0.17659328877925873,0.27538934350013733,0.13868233561515808,0.25741681456565857,0.06337703764438629,0.2908225655555725,0.1774478405714035,0.1670030653476715
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22044430673122406,0.4946078956127167,0.4933079481124878,0.28236111998558044,0.20982497930526733,0.49057599902153015,0.21156731247901917,0.6633074283599854,0.25410452485084534,0.31091248989105225
chairman,0.17702560126781464,0.2656080424785614,0.2121211588382721,0.9999999403953552,0.2167922407388687,0.2121211588382721,0.25330835580825806,0.41671353578567505,0.18472251296043396,0.18923775851726532,0.2024257630109787,0.23692990839481354,0.08324678242206573
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.2167922407388687,1.0,0.733189046382904,0.285114049911499,0.2920650243759155,0.3966929316520691,0.26257598400115967,0.5116966962814331,0.3016614019870758,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.2121211588382721,0.733189046382904,1.0,0.2847244441509247,0.24322165548801422,0.5107308030128479,0.26756542921066284,0.5171257257461548,0.26524990797042847,0.22068053483963013
subcommittee,0.21859753131866455,0.29152747988700867,0.25766146183013916,0.40856847167015076,0.3215591013431549,0.25766146183013916,0.2945951521396637,0.8758507370948792,0.20490248501300812,0.24070219695568085,0.22810380160808563,0.29360759258270264,0.14806249737739563
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.18472251296043396,0.3966929316520691,0.5107308030128479,0.19286204874515533,0.20945778489112854,0.9999999403953552,0.15102268755435944,0.4077630043029785,0.17031514644622803,0.2714994251728058
oversight,0.30674415826797485,0.17834053933620453,0.184760183095932,0.21485184133052826,0.16401797533035278,0.184760183095932,0.16463933885097504,0.3465304672718048,0.25109460949897766,0.2312142550945282,0.19822724163532257,0.24591079354286194,0.45554885268211365
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2024257630109787,0.5116966962814331,0.5171257257461548,0.2552875876426697,0.22311176359653473,0.4077630043029785,0.23934243619441986,1.0,0.24256257712841034,0.20544172823429108
investigations,0.20638415217399597,0.22831429541110992,0.2768571972846985,0.20249046385288239,0.2303210347890854,0.2768571972846985,0.13664086163043976,0.30978330969810486,0.28054413199424744,0.18393196165561676,0.20238573849201202,0.2317468225955963,0.14811140298843384
demanding,0.2823983430862427,0.27919358015060425,0.31346237659454346,0.19124163687229156,0.3026946187019348,0.31346237659454346,0.2035474181175232,0.2554425299167633,0.23802593350410461,0.23904307186603546,0.2986477315425873,0.2352226823568344,0.11861293762922287
full,0.18801523745059967,0.1574539840221405,0.2988807260990143,0.1370663195848465,0.3238043189048767,0.2988807260990143,0.1415707916021347,0.1608501374721527,0.2275353968143463,0.16478529572486877,0.2361413836479187,0.1489807665348053,0.168479785323143
records,0.1928240954875946,0.23035451769828796,0.23809710144996643,0.14232267439365387,0.17885147035121918,0.23809710144996643,0.17421048879623413,0.14241448044776917,0.21083123981952667,0.17277057468891144,0.17576263844966888,0.10304473340511322,0.12384546548128128
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.18472251296043396,0.3966929316520691,0.5107308030128479,0.19286204874515533,0.20945778489112854,0.9999999403953552,0.15102268755435944,0.4077630043029785,0.17031514644622803,0.2714994251728058
climate,0.09277761727571487,0.14714933931827545,0.2693597674369812,0.17960642278194427,0.25840428471565247,0.2693597674369812,0.17818467319011688,0.21885742247104645,0.23228000104427338,0.2738046944141388,0.2292918860912323,0.24115215241909027,0.19998492300510406
research,0.17335498332977295,0.21417704224586487,0.24391183257102966,0.18523642420768738,0.22573977708816528,0.24391183257102966,0.185871422290802,0.22232021391391754,0.2395089864730835,0.2667447626590729,0.27611881494522095,0.23622436821460724,0.13481977581977844
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22044430673122406,0.4946078956127167,0.4933079481124878,0.28236111998558044,0.20982497930526733,0.49057599902153015,0.21156731247901917,0.6633074283599854,0.25410452485084534,0.31091248989105225
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.22366109490394592,0.3886612355709076,0.48381632566452026,0.18534636497497559,0.1826688051223755,0.36047765612602234,0.23298127949237823,0.49487000703811646,0.15882684290409088,0.27043893933296204
well,0.3480316996574402,0.3130364418029785,0.42630070447921753,0.1075621247291565,0.3343164324760437,0.42630070447921753,0.14615775644779205,0.1380283087491989,0.2982843816280365,0.19383715093135834,0.5258845686912537,0.2185695916414261,0.24815571308135986
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.22366109490394592,0.3886612355709076,0.48381632566452026,0.18534636497497559,0.1826688051223755,0.36047765612602234,0.23298127949237823,0.49487000703811646,0.15882684290409088,0.27043893933296204
personal,0.2505263686180115,0.1733088493347168,0.19990217685699463,0.10325779765844345,0.26268208026885986,0.19990217685699463,0.15029941499233246,0.1302317976951599,0.22790829837322235,0.16010646522045135,0.26224902272224426,0.1939086616039276,0.206199511885643
information,0.19909629225730896,0.15183912217617035,0.3143121302127838,0.10737024247646332,0.2860049605369568,0.3143121302127838,0.06399501115083694,0.181044802069664,0.23195485770702362,0.3313266336917877,0.28268665075302124,0.27033302187919617,0.24875912070274353
about,0.3477841317653656,0.2577359974384308,0.37995871901512146,0.02139812894165516,0.40939709544181824,0.37995871901512146,0.17310048639774323,0.15948055684566498,0.322975218296051,0.16676324605941772,0.3875081241130829,0.13722632825374603,0.302409827709198
their,0.3767721951007843,0.2396296262741089,0.516537070274353,0.13915465772151947,0.4329940676689148,0.516537070274353,0.16313053667545319,0.14594750106334686,0.3598666191101074,0.2549895644187927,0.45114588737487793,0.10299608111381531,0.1898253709077835
finances,0.2506108582019806,0.2728915512561798,0.2775113582611084,0.3533049523830414,0.32834872603416443,0.2775113582611084,0.2645271420478821,0.3436949849128723,0.15748029947280884,0.2596564292907715,0.29335302114486694,0.429374635219574,0.10296480357646942
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2024257630109787,0.5116966962814331,0.5171257257461548,0.2552875876426697,0.22311176359653473,0.4077630043029785,0.23934243619441986,1.0,0.24256257712841034,0.20544172823429108
careers,0.2792385220527649,0.2539888620376587,0.20450343191623688,0.22117304801940918,0.20655113458633423,0.20450343191623688,0.17967212200164795,0.16470147669315338,0.20183247327804565,0.236491397023201,0.2854659855365753,0.1554684191942215,0.17144931852817535
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22044430673122406,0.4946078956127167,0.4933079481124878,0.28236111998558044,0.20982497930526733,0.49057599902153015,0.21156731247901917,0.6633074283599854,0.25410452485084534,0.31091248989105225
