,what,was,the,name,of,bskyb,'s,digital,service,launched,under,?
bskyb,0.17457032203674316,0.21192802488803864,0.20915858447551727,0.2800062596797943,0.16413870453834534,1.0000001192092896,0.046084970235824585,0.2244831621646881,0.1887708604335785,0.13235531747341156,0.14209198951721191,0.2979319989681244
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,0.046084970235824585,0.9999999403953552,0.14468993246555328,0.017307469621300697,-0.01740374229848385,-0.03376881033182144,-0.023395681753754616
digital,0.1757969856262207,0.14947694540023804,0.18361380696296692,0.07755120098590851,0.20011478662490845,0.2244831621646881,0.14468993246555328,1.0000001192092896,0.2400941252708435,0.2442242056131363,0.11962705850601196,0.12982943654060364
service,0.16857224702835083,0.22689001262187958,0.22661015391349792,0.16454491019248962,0.18425606191158295,0.1887708604335785,0.017307469621300697,0.2400941252708435,0.9999998807907104,0.29664507508277893,0.1333308219909668,0.1676298975944519
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.21192802488803864,0.008974763564765453,0.14947694540023804,0.22689001262187958,0.28489428758621216,0.2672741413116455,0.18412111699581146
officially,0.17107035219669342,0.4353274703025818,0.36343514919281006,0.25676780939102173,0.27491217851638794,0.22602339088916779,-0.010966640897095203,0.10635960102081299,0.24186423420906067,0.2689586579799652,0.20144122838974,0.15603435039520264
launched,0.1668553501367569,0.28489428758621216,0.2547066807746887,0.14127685129642487,0.20039688050746918,0.13235531747341156,-0.01740374229848385,0.2442242056131363,0.29664507508277893,1.0,0.1922302097082138,0.1803835779428482
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.13935911655426025,0.0026888418942689896,0.2216719537973404,0.21384719014167786,0.3055371642112732,0.3075410723686218,0.2714994251728058
1,-0.21266892552375793,-0.2275921255350113,-0.1554475575685501,-0.18995489180088043,-0.09473495930433273,-0.15952734649181366,0.003928052727133036,-0.16289103031158447,-0.12019693851470947,-0.10580318421125412,-0.11805034428834915,-0.249979168176651
october,0.24927909672260284,0.4627581834793091,0.2621108889579773,0.13876238465309143,0.20846129953861237,0.25201866030693054,-0.06886140257120132,0.09464576095342636,0.17860540747642517,0.20314474403858185,0.19133666157722473,0.29706719517707825
1998,0.10774625837802887,0.04920116811990738,-0.047468025237321854,-0.10437501221895218,-0.06454750150442123,-0.009054526686668396,-0.03841366618871689,-0.03832988068461418,0.054127831012010574,0.07228998094797134,-0.015365945175290108,0.11714459210634232
under,0.20154598355293274,0.2672741413116455,0.3348022699356079,0.28553691506385803,0.32766106724739075,0.14209198951721191,-0.03376881033182144,0.11962705850601196,0.1333308219909668,0.1922302097082138,0.9999999403953552,0.18233340978622437
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,0.20915858447551727,-0.01540423184633255,0.18361380696296692,0.22661015391349792,0.2547066807746887,0.3348022699356079,0.22068053483963013
name,0.18623162806034088,0.2646567225456238,0.3171212375164032,1.0,0.24075818061828613,0.2800062596797943,0.08507627248764038,0.07755120098590851,0.16454491019248962,0.14127685129642487,0.28553691506385803,0.15381577610969543
sky,0.16493305563926697,0.181777685880661,0.26521286368370056,0.17572557926177979,0.16284865140914917,0.2902737259864807,0.054967135190963745,0.24256861209869385,0.09141623228788376,0.2275601327419281,0.15758168697357178,0.11270341277122498
digital,0.1757969856262207,0.14947694540023804,0.18361380696296692,0.07755120098590851,0.20011478662490845,0.2244831621646881,0.14468993246555328,1.0000001192092896,0.2400941252708435,0.2442242056131363,0.11962705850601196,0.12982943654060364
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.2852807641029358,-0.0016132977325469255,0.17865565419197083,0.2389259785413742,0.222664475440979,0.24875585734844208,0.31091248989105225
