,when,was,the,divestment,from,south,africa,movement,?
during,0.46721696853637695,0.4470829963684082,0.4838213622570038,0.22279685735702515,0.3186885714530945,0.24564063549041748,0.23530873656272888,0.2561885714530945,0.1325719803571701
the,0.5091903209686279,0.48711544275283813,1.0,0.2876768410205841,0.40150508284568787,0.3129390776157379,0.2903064787387848,0.339571475982666,0.22068053483963013
divestment,0.19014737010002136,0.1621440201997757,0.2876768410205841,1.0000001192092896,0.15704454481601715,0.22942136228084564,0.30685028433799744,0.2916041910648346,0.18122133612632751
from,0.405669629573822,0.31171464920043945,0.40150508284568787,0.15704454481601715,1.0,0.308648020029068,0.18330752849578857,0.23928771913051605,0.19969791173934937
south,0.18115942180156708,0.2792486846446991,0.3129390776157379,0.22942136228084564,0.308648020029068,1.0000001192092896,0.5442710518836975,0.19583062827587128,0.12336621433496475
africa,0.18735390901565552,0.1945687234401703,0.2903064787387848,0.30685028433799744,0.18330752849578857,0.5442710518836975,0.9999999403953552,0.1941467672586441,0.12926554679870605
movement,0.28646430373191833,0.18520963191986084,0.339571475982666,0.2916041910648346,0.23928771913051605,0.19583062827587128,0.1941467672586441,1.0,0.1423349231481552
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.19682934880256653,0.4274188280105591,0.33642083406448364,0.27806714177131653,0.26725053787231445,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.2876768410205841,0.40150508284568787,0.3129390776157379,0.2903064787387848,0.339571475982666,0.22068053483963013
late,0.29498016834259033,0.4393066465854645,0.31481194496154785,0.1917877495288849,0.27701494097709656,0.18433311581611633,0.2475777268409729,0.24911262094974518,0.11339222639799118
1980s,-0.038990430533885956,-0.0172738004475832,0.07890266180038452,0.264150470495224,-0.004156426060944796,0.17445074021816254,0.12986792623996735,0.055143702775239944,-0.0718669518828392
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.25912824273109436,0.39760664105415344,0.3256652057170868,0.2545008063316345,0.1862073689699173,0.31091248989105225
student,0.2584058940410614,0.26442357897758484,0.21259291470050812,0.22822976112365723,0.14416815340518951,0.14994631707668304,0.12387184798717499,0.17342354357242584,0.13282090425491333
activists,0.15236987173557281,0.229875385761261,0.24015213549137115,0.28300538659095764,0.18146048486232758,0.28425484895706177,0.20611335337162018,0.4512110650539398,0.16656693816184998
erected,0.2161097377538681,0.2669670879840851,0.23663264513015747,0.18101762235164642,0.15431256592273712,0.17314985394477844,0.17005202174186707,0.09449572116136551,0.08063657581806183
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.29555678367614746,0.322764128446579,0.23680485785007477,0.18140724301338196,0.23380696773529053,0.23916715383529663
symbolic,0.1929691731929779,0.20657294988632202,0.27842503786087036,0.1911381036043167,0.13722489774227142,0.09799721837043762,0.11997069418430328,0.28250783681869507,0.1387629508972168
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,0.1261482685804367,0.02677825279533863,0.025162741541862488,0.07715797424316406,0.12191136181354523,0.0685480609536171
shantytown,0.23875662684440613,0.2955630421638489,0.3078014850616455,0.2943984866142273,0.25155287981033325,0.3925384283065796,0.27338477969169617,0.19572719931602478,0.2038726806640625
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,-0.08380396664142609,-0.011389154009521008,-0.04543294757604599,-0.06821451336145401,-0.06533791124820709,0.018684765323996544
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.20006343722343445,0.36926645040512085,0.22021299600601196,0.167466402053833,0.15348097681999207,0.2714994251728058
harvard,0.23355771601200104,0.2415156066417694,0.24496200680732727,0.18917658925056458,0.2288978099822998,0.1391272395849228,0.15088745951652527,0.17031234502792358,0.11685016006231308
yard,0.1748548448085785,0.18865056335926056,0.22634266316890717,0.2278432846069336,0.15320360660552979,0.12684327363967896,0.11124919354915619,0.1587291955947876,0.06376948207616806
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2570767402648926,0.3601827025413513,0.3140619993209839,0.2685798704624176,0.2837696671485901,0.20544172823429108
blockaded,0.2735159993171692,0.29288777709007263,0.3289751708507538,0.3415147364139557,0.24074424803256989,0.29500430822372437,0.27455195784568787,0.19487453997135162,0.14056013524532318
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.29555678367614746,0.322764128446579,0.23680485785007477,0.18140724301338196,0.23380696773529053,0.23916715383529663
speech,0.2248936891555786,0.19483859837055206,0.2542078197002411,0.2290162891149521,0.20799489319324493,0.11066324263811111,0.10187966376543045,0.31317606568336487,0.1412617564201355
given,0.3406018912792206,0.26878538727760315,0.37508252263069153,0.14489930868148804,0.28116533160209656,0.14002679288387299,0.15640918910503387,0.11702863872051239,0.2570464313030243
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.19033804535865784,0.3373257517814636,0.23838843405246735,0.19697435200214386,0.20122553408145905,0.17966607213020325
south,0.18115942180156708,0.2792486846446991,0.3129390776157379,0.22942136228084564,0.308648020029068,1.0000001192092896,0.5442710518836975,0.19583062827587128,0.12336621433496475
african,0.15139542520046234,0.20509590208530426,0.23305515944957733,0.24570292234420776,0.20832249522209167,0.45805707573890686,0.6826803088188171,0.235661581158638,0.11862778663635254
vice,0.13835658133029938,0.22215546667575836,0.2412198781967163,0.31673380732536316,0.18319828808307648,0.21348930895328522,0.1507788449525833,0.12945741415023804,0.1369185745716095
consul,0.16420778632164001,0.24115511775016785,0.2352229654788971,0.2458188533782959,0.1771649867296219,0.20158059895038605,0.24895787239074707,0.02184346131980419,0.17497584223747253
duke,0.13615576922893524,0.23636797070503235,0.218814879655838,0.04597774147987366,0.14459073543548584,0.17171338200569153,0.05975019559264183,0.09588620811700821,0.13699419796466827
kent-brown,0.24805669486522675,0.27326834201812744,0.25795814394950867,0.15047772228717804,0.2639806568622589,0.2652356028556824,0.17668026685714722,0.14178968966007233,0.25548118352890015
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2660955786705017,0.41536515951156616,0.2798699140548706,0.25634920597076416,0.22796523571014404,0.4130953550338745
