,how,well,did,the,mongol,emperors,know,chinese,?
most,0.311336874961853,0.4756048619747162,0.2822507321834564,0.47635307908058167,0.14344215393066406,0.24113863706588745,0.3259991407394409,0.22160203754901886,0.2107497900724411
of,0.2480744868516922,0.3343164324760437,0.2513895630836487,0.733189046382904,0.22712039947509766,0.3114609718322754,0.24288669228553772,0.24275560677051544,0.1826142966747284
the,0.33890387415885925,0.42630070447921753,0.34736719727516174,1.0,0.2924198508262634,0.3175390362739563,0.31593990325927734,0.2785343527793884,0.22068053483963013
emperors,0.16208887100219727,0.27004939317703247,0.19426412880420685,0.3175390362739563,0.3681061267852783,1.0000001192092896,0.1901974380016327,0.29435786604881287,0.20214810967445374
could,0.47830453515052795,0.34664231538772583,0.6308382749557495,0.35393214225769043,0.14382001757621765,0.19849775731563568,0.4388989508152008,0.21863287687301636,0.3411986827850342
not,0.4869767427444458,0.46717700362205505,0.6481515765190125,0.4310511648654938,0.13350142538547516,0.21950450539588928,0.5477336645126343,0.22863712906837463,0.41942933201789856
master,0.21466802060604095,0.19561678171157837,0.2253885716199875,0.19769129157066345,0.1612817645072937,0.1706501692533493,0.20845742523670197,0.15831445157527924,0.11915034055709839
written,0.2370033860206604,0.24561040103435516,0.2051348239183426,0.2582438886165619,0.1864982396364212,0.2109702080488205,0.32879114151000977,0.14408674836158752,0.21451954543590546
chinese,0.21388240158557892,0.22173762321472168,0.19065357744693756,0.2785343527793884,0.3877440094947815,0.29435786604881287,0.19346661865711212,1.0000001192092896,0.20843194425106049
",",0.22659391164779663,0.4331948161125183,0.3015086054801941,0.4933079481124878,0.2229510098695755,0.24660007655620575,0.32349470257759094,0.2697280943393707,0.31091248989105225
but,0.43101516366004944,0.4705239534378052,0.49033689498901367,0.4859698414802551,0.20088046789169312,0.2577478289604187,0.49707332253456116,0.19667485356330872,0.27921953797340393
they,0.43247655034065247,0.41211462020874023,0.4879390597343445,0.49925389885902405,0.21323534846305847,0.27823787927627563,0.43957915902137756,0.21403709053993225,0.2753053903579712
could,0.47830453515052795,0.34664231538772583,0.6308382749557495,0.35393214225769043,0.14382001757621765,0.19849775731563568,0.4388989508152008,0.21863287687301636,0.3411986827850342
generally,0.35949206352233887,0.5063120722770691,0.27544987201690674,0.41466525197029114,0.12181391566991806,0.2572290301322937,0.3660828471183777,0.23662009835243225,0.23411904275417328
converse,0.18693260848522186,0.1500202715396881,0.090366430580616,0.19216082990169525,0.16716697812080383,0.15994475781917572,0.2059939205646515,0.11930343508720398,0.16101142764091492
well,0.410734087228775,1.0,0.4341743588447571,0.42630070447921753,0.1624583899974823,0.27004939317703247,0.4582696557044983,0.22173762321472168,0.24815571308135986
in,0.2601168751716614,0.36612698435783386,0.2593238651752472,0.6662389636039734,0.16958336532115936,0.2514701783657074,0.26705145835876465,0.20821347832679749,0.20430970191955566
the,0.33890387415885925,0.42630070447921753,0.34736719727516174,1.0,0.2924198508262634,0.3175390362739563,0.31593990325927734,0.2785343527793884,0.22068053483963013
language,0.2547633647918701,0.24923060834407806,0.1788339912891388,0.30198320746421814,0.24804233014583588,0.10893701761960983,0.279742568731308,0.27511316537857056,0.25349316000938416
.,0.3287222981452942,0.42422395944595337,0.35288307070732117,0.5934505462646484,0.16751837730407715,0.2601882815361023,0.3386111259460449,0.25441038608551025,0.4130953550338745
