,which,hall,was,used,as,parliament,'s,principle,committee,room,?
the,0.6521818041801453,0.28526565432548523,0.48711544275283813,0.3718377649784088,0.48381632566452026,0.26521381735801697,-0.01540423184633255,0.24017377197742462,0.24322165548801422,0.2031363844871521,0.22068053483963013
former,0.13964752852916718,0.23038291931152344,0.2544213533401489,0.12775172293186188,0.21401739120483398,0.18833327293395996,0.032462362200021744,0.053141333162784576,0.22678454220294952,0.13253578543663025,0.10570605844259262
midlothian,0.22149334847927094,0.2014310210943222,0.2328580617904663,0.1644919365644455,0.19913451373577118,0.310120552778244,0.0782618597149849,0.12037540972232819,0.20110274851322174,0.13793860375881195,0.1218378022313118
county,0.1709478199481964,0.19773787260055542,0.19700802862644196,0.12519079446792603,0.22765286266803741,0.22692018747329712,-0.018623292446136475,0.12165523320436478,0.16014884412288666,0.10711068660020828,0.07680056244134903
buildings,0.2618054151535034,0.35088226199150085,0.2350262999534607,0.2719874978065491,0.21993879973888397,0.24943777918815613,0.036561012268066406,0.1331644356250763,0.16225187480449677,0.28192779421806335,0.11192528158426285
facing,0.2689328193664551,0.1393572986125946,0.17066429555416107,0.18253493309020996,0.2030177116394043,0.19428473711013794,0.03215525671839714,0.07508255541324615,0.14419327676296234,0.1898193508386612,0.09210152924060822
parliament,0.20252443850040436,0.20954716205596924,0.24742799997329712,0.16101059317588806,0.1639251410961151,1.0,0.012842429801821709,0.20825041830539703,0.4109974205493927,0.17136548459529877,0.1586504578590393
square,0.20585282146930695,0.21936652064323425,0.17827357351779938,0.16018883883953094,0.18692296743392944,0.14665815234184265,0.001511616283096373,0.1762624830007553,0.14525258541107178,0.2556617856025696,0.1201515942811966
",",0.3658004403114319,0.2648565471172333,0.45456063747406006,0.3120402991771698,0.48816442489624023,0.25442883372306824,-0.0016132977325469255,0.22548964619636536,0.20982497930526733,0.1888306885957718,0.31091248989105225
high,0.25426656007766724,0.2049127072095871,0.19978567957878113,0.2048027515411377,0.23253053426742554,0.06684519350528717,-0.04658069461584091,0.12764109671115875,0.09473434090614319,0.1818721443414688,0.11137914657592773
street,0.19580180943012238,0.28277114033699036,0.21281053125858307,0.17670635879039764,0.23426887392997742,0.20648936927318573,0.06000900641083717,0.07926232367753983,0.06591367721557617,0.26306262612342834,0.07315441966056824
and,0.506277859210968,0.22863666713237762,0.3740963041782379,0.3150506615638733,0.49487000703811646,0.26227831840515137,0.06895173341035843,0.18017759919166565,0.22311176359653473,0.2611854374408722,0.20544172823429108
george,0.16627563536167145,0.20440775156021118,0.2601471245288849,0.10511785000562668,0.1998397409915924,0.22167278826236725,-0.019076833501458168,0.15466034412384033,0.0946684405207634,0.2007211446762085,0.1479024887084961
iv,0.21208493411540985,0.10663476586341858,0.18679717183113098,0.14999648928642273,0.16895930469036102,0.1480945199728012,-0.03362831845879555,0.14308911561965942,0.14631487429141998,0.16934576630592346,0.16932271420955658
bridge,0.22462894022464752,0.21542809903621674,0.23293238878250122,0.1111990287899971,0.15546348690986633,0.15823888778686523,0.018047941848635674,0.17176616191864014,0.10461822152137756,0.1373041272163391,0.1396101862192154
in,0.4840516746044159,0.23692627251148224,0.45514053106307983,0.3090210556983948,0.3887844979763031,0.2323146015405655,-0.037580832839012146,0.16382117569446564,0.2107008546590805,0.19083113968372345,0.20430970191955566
edinburgh,0.15831908583641052,0.2601759433746338,0.25017035007476807,0.18664780259132385,0.14736899733543396,0.3362952172756195,0.02990899048745632,0.130218043923378,0.14310714602470398,0.16231420636177063,0.09266204386949539
(,0.2589828372001648,0.22000861167907715,0.2980341613292694,0.19005385041236877,0.32029855251312256,0.1706518530845642,0.0012731997994706035,0.16021208465099335,0.16935284435749054,0.17635542154312134,0.40561532974243164
originally,0.43375709652900696,0.19435568153858185,0.5204543471336365,0.30651095509529114,0.31636640429496765,0.0970129445195198,0.06449723243713379,0.2108052670955658,0.14173416793346405,0.15661053359508514,0.07821967452764511
built,0.2829757332801819,0.2913576662540436,0.3424932360649109,0.3613288998603821,0.20560723543167114,0.17164477705955505,0.09241583198308945,0.15549924969673157,0.12262970209121704,0.23648464679718018,0.09449632465839386
as,0.41006597876548767,0.15170250833034515,0.3677520453929901,0.35160550475120544,1.0,0.1639251410961151,-0.05775856226682663,0.25984928011894226,0.1826688051223755,0.19043460488319397,0.27043893933296204
the,0.6521818041801453,0.28526565432548523,0.48711544275283813,0.3718377649784088,0.48381632566452026,0.26521381735801697,-0.01540423184633255,0.24017377197742462,0.24322165548801422,0.2031363844871521,0.22068053483963013
headquarters,0.22237668931484222,0.23646388947963715,0.2305312156677246,0.18039469420909882,0.15809518098831177,0.24056315422058105,0.06207062676548958,0.1223650723695755,0.24576321244239807,0.22589346766471863,0.08742920309305191
of,0.5011631846427917,0.23551815748214722,0.4069072902202606,0.3075267970561981,0.3886612355709076,0.2885259687900543,-0.03817026689648628,0.2430231273174286,0.2920650243759155,0.15195634961128235,0.1826142966747284
the,0.6521818041801453,0.28526565432548523,0.48711544275283813,0.3718377649784088,0.48381632566452026,0.26521381735801697,-0.01540423184633255,0.24017377197742462,0.24322165548801422,0.2031363844871521,0.22068053483963013
pre-1975,0.3399551212787628,0.06478402763605118,0.16596107184886932,0.21699434518814087,0.2676578164100647,0.0680544450879097,0.06281357258558273,0.27693796157836914,0.10750339925289154,0.15988725423812866,0.22408358752727509
midlothian,0.22149334847927094,0.2014310210943222,0.2328580617904663,0.1644919365644455,0.19913451373577118,0.310120552778244,0.0782618597149849,0.12037540972232819,0.20110274851322174,0.13793860375881195,0.1218378022313118
county,0.1709478199481964,0.19773787260055542,0.19700802862644196,0.12519079446792603,0.22765286266803741,0.22692018747329712,-0.018623292446136475,0.12165523320436478,0.16014884412288666,0.10711068660020828,0.07680056244134903
council,0.20855821669101715,0.22794108092784882,0.23921515047550201,0.13886597752571106,0.18031510710716248,0.4229061007499695,-0.007623340003192425,0.20980116724967957,0.4354820251464844,0.07792255282402039,0.1160062924027443
),0.2758678197860718,0.20273783802986145,0.3267642855644226,0.1905621439218521,0.32161882519721985,0.18304091691970825,0.021107977256178856,0.1508719027042389,0.16436767578125,0.189469575881958,0.42300865054130554
housed,0.2744811177253723,0.325076162815094,0.30566123127937317,0.30669280886650085,0.22518537938594818,0.29430273175239563,-0.017761172726750374,0.12007956206798553,0.2129848599433899,0.4318293631076813,0.08815091848373413
the,0.6521818041801453,0.28526565432548523,0.48711544275283813,0.3718377649784088,0.48381632566452026,0.26521381735801697,-0.01540423184633255,0.24017377197742462,0.24322165548801422,0.2031363844871521,0.22068053483963013
parliament,0.20252443850040436,0.20954716205596924,0.24742799997329712,0.16101059317588806,0.1639251410961151,1.0,0.012842429801821709,0.20825041830539703,0.4109974205493927,0.17136548459529877,0.1586504578590393
's,0.03856118768453598,0.0072262524627149105,0.008974763564765453,0.00600846204906702,-0.05775856226682663,0.012842429801821709,0.9999999403953552,-0.03991859778761864,0.04900093004107475,-0.019757287576794624,-0.023395681753754616
visitors,0.2666795551776886,0.1566944271326065,0.1626231074333191,0.16066454350948334,0.19250498712062836,0.20378094911575317,-0.059597693383693695,0.09358566254377365,0.20436863601207733,0.3382280170917511,0.15025043487548828
',0.32852497696876526,0.1960875689983368,0.33675912022590637,0.24871127307415009,0.41391023993492126,0.1350385993719101,0.07651367038488388,0.187083438038826,0.19803671538829803,0.14772915840148926,0.330942302942276
centre,0.2563064992427826,0.3179457485675812,0.24988211691379547,0.19335047900676727,0.18688173592090607,0.2533455193042755,0.045265499502420425,0.14776389300823212,0.1798863410949707,0.21753406524658203,0.019365152344107628
and,0.506277859210968,0.22863666713237762,0.3740963041782379,0.3150506615638733,0.49487000703811646,0.26227831840515137,0.06895173341035843,0.18017759919166565,0.22311176359653473,0.2611854374408722,0.20544172823429108
shop,0.210481196641922,0.20353800058364868,0.21096046268939972,0.17317067086696625,0.16722045838832855,0.1941654533147812,0.031525298953056335,0.06543677300214767,0.08888757228851318,0.38220277428627014,0.1502307653427124
",",0.3658004403114319,0.2648565471172333,0.45456063747406006,0.3120402991771698,0.48816442489624023,0.25442883372306824,-0.0016132977325469255,0.22548964619636536,0.20982497930526733,0.1888306885957718,0.31091248989105225
whilst,0.28770893812179565,0.1646035760641098,0.297672837972641,0.19216680526733398,0.34100744128227234,0.27869096398353577,-0.000871912285219878,0.19327540695667267,0.18371166288852692,0.25803059339523315,0.12100983411073685
the,0.6521818041801453,0.28526565432548523,0.48711544275283813,0.3718377649784088,0.48381632566452026,0.26521381735801697,-0.01540423184633255,0.24017377197742462,0.24322165548801422,0.2031363844871521,0.22068053483963013
main,0.37042954564094543,0.19524629414081573,0.21035033464431763,0.2582900822162628,0.25940921902656555,0.17890602350234985,0.032559316605329514,0.17996369302272797,0.10164876282215118,0.09544051438570023,0.1665669083595276
hall,0.1866033673286438,1.0000001192092896,0.2961261570453644,0.09055411070585251,0.15170250833034515,0.20954716205596924,0.0072262524627149105,0.05659332126379013,0.11415953189134598,0.2782762348651886,0.13520537316799164
was,0.2830964922904968,0.2961261570453644,1.0000001192092896,0.23679393529891968,0.3677520453929901,0.24742799997329712,0.008974763564765453,0.14412526786327362,0.25449851155281067,0.18439160287380219,0.18412111699581146
used,0.414506196975708,0.09055411070585251,0.23679393529891968,0.9999998807907104,0.35160550475120544,0.16101059317588806,0.00600846204906702,0.22630184888839722,0.17781762778759003,0.16407382488250732,0.22430120408535004
as,0.41006597876548767,0.15170250833034515,0.3677520453929901,0.35160550475120544,1.0,0.1639251410961151,-0.05775856226682663,0.25984928011894226,0.1826688051223755,0.19043460488319397,0.27043893933296204
the,0.6521818041801453,0.28526565432548523,0.48711544275283813,0.3718377649784088,0.48381632566452026,0.26521381735801697,-0.01540423184633255,0.24017377197742462,0.24322165548801422,0.2031363844871521,0.22068053483963013
