,where,did,the,water,in,the,amazon,basin,flow,towards,when,moving,west,?
water,0.2081080675125122,0.1909485161304474,0.297396719455719,0.9999998807907104,0.23966141045093536,0.297396719455719,0.23088304698467255,0.4041157364845276,0.4377398192882538,0.20185823738574982,0.28462544083595276,0.26043501496315,0.18919230997562408,0.14731885492801666
on,0.37630224227905273,0.2670976221561432,0.5107308030128479,0.18117135763168335,0.46853652596473694,0.5107308030128479,0.27227091789245605,0.16209472715854645,0.1995432823896408,0.29651278257369995,0.37706470489501953,0.2886088788509369,0.22540061175823212,0.2714994251728058
the,0.5003893971443176,0.34736719727516174,1.0,0.297396719455719,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.314039409160614,0.31815874576568604,0.5091903209686279,0.34510132670402527,0.32918402552604675,0.22068053483963013
eastern,0.26064732670783997,0.13009013235569,0.3928247392177582,0.1799633651971817,0.3306356370449066,0.3928247392177582,0.22832134366035461,0.3975660800933838,0.0818239226937294,0.1729627102613449,0.22923262417316437,0.16664505004882812,0.4503723084926605,0.20060817897319794
side,0.28958743810653687,0.19660846889019012,0.37146830558776855,0.2522294521331787,0.2626299262046814,0.37146830558776855,0.1897348016500473,0.21856440603733063,0.24637320637702942,0.3317789137363434,0.2733898162841797,0.2767939567565918,0.31045854091644287,0.07831130921840668
flowed,0.17716267704963684,0.17890195548534393,0.3597415089607239,0.39836812019348145,0.2876976430416107,0.3597415089607239,0.2425217479467392,0.40505170822143555,0.5794103145599365,0.18426558375358582,0.24666942656040192,0.26485681533813477,0.2883926033973694,0.13853344321250916
toward,0.3392593264579773,0.1586475372314453,0.3341628313064575,0.19660191237926483,0.2282264530658722,0.3341628313064575,0.10277195274829865,0.10427514463663101,0.18836073577404022,0.8479601740837097,0.34187865257263184,0.468847393989563,0.2489812821149826,0.09989774227142334
the,0.5003893971443176,0.34736719727516174,1.0,0.297396719455719,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.314039409160614,0.31815874576568604,0.5091903209686279,0.34510132670402527,0.32918402552604675,0.22068053483963013
atlantic,0.18975745141506195,0.16449733078479767,0.31052014231681824,0.20324483513832092,0.23876288533210754,0.31052014231681824,0.30139192938804626,0.3821374177932739,0.2522486746311188,0.14057205617427826,0.2268618494272232,0.2586924135684967,0.28796669840812683,0.15355663001537323
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.26706066727638245,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.25865232944488525,0.23027558624744415,0.2550581693649292,0.36674630641937256,0.28020262718200684,0.28857502341270447,0.31091248989105225
while,0.41293615102767944,0.3330625295639038,0.39804592728614807,0.25556325912475586,0.3399278521537781,0.39804592728614807,0.21993641555309296,0.1632678061723709,0.14664404094219208,0.347721666097641,0.548916757106781,0.39029690623283386,0.18098711967468262,0.21076419949531555
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.27858173847198486,0.45010748505592346,0.535392165184021,0.17033490538597107,0.1498844176530838,0.27439337968826294,0.3675195574760437,0.5423505902290344,0.33396485447883606,0.24611181020736694,0.29463258385658264
the,0.5003893971443176,0.34736719727516174,1.0,0.297396719455719,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.314039409160614,0.31815874576568604,0.5091903209686279,0.34510132670402527,0.32918402552604675,0.22068053483963013
west,0.22786299884319305,0.16852347552776337,0.32918402552604675,0.18919230997562408,0.34078434109687805,0.32918402552604675,0.138602152466774,0.3046971261501312,0.19337786734104156,0.27251312136650085,0.1639508605003357,0.19167691469192505,1.0,0.12088293582201004
water,0.2081080675125122,0.1909485161304474,0.297396719455719,0.9999998807907104,0.23966141045093536,0.297396719455719,0.23088304698467255,0.4041157364845276,0.4377398192882538,0.20185823738574982,0.28462544083595276,0.26043501496315,0.18919230997562408,0.14731885492801666
flowed,0.17716267704963684,0.17890195548534393,0.3597415089607239,0.39836812019348145,0.2876976430416107,0.3597415089607239,0.2425217479467392,0.40505170822143555,0.5794103145599365,0.18426558375358582,0.24666942656040192,0.26485681533813477,0.2883926033973694,0.13853344321250916
toward,0.3392593264579773,0.1586475372314453,0.3341628313064575,0.19660191237926483,0.2282264530658722,0.3341628313064575,0.10277195274829865,0.10427514463663101,0.18836073577404022,0.8479601740837097,0.34187865257263184,0.468847393989563,0.2489812821149826,0.09989774227142334
the,0.5003893971443176,0.34736719727516174,1.0,0.297396719455719,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.314039409160614,0.31815874576568604,0.5091903209686279,0.34510132670402527,0.32918402552604675,0.22068053483963013
pacific,0.21499492228031158,0.18718315660953522,0.28543707728385925,0.21893467009067535,0.19652380049228668,0.28543707728385925,0.22427038848400116,0.32475507259368896,0.09190937131643295,0.18176445364952087,0.21232163906097412,0.23714666068553925,0.2938816249370575,0.13060949742794037
across,0.3917434513568878,0.165368914604187,0.3816230297088623,0.27962547540664673,0.36988839507102966,0.3816230297088623,0.21476200222969055,0.26541635394096375,0.30021676421165466,0.38807418942451477,0.32499930262565613,0.35192254185676575,0.26213139295578003,0.17034576833248138
the,0.5003893971443176,0.34736719727516174,1.0,0.297396719455719,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.314039409160614,0.31815874576568604,0.5091903209686279,0.34510132670402527,0.32918402552604675,0.22068053483963013
amazonas,0.18997810781002045,0.1349557340145111,0.2979772388935089,0.22843104600906372,0.22229640185832977,0.2979772388935089,0.7496796250343323,0.3935505151748657,0.1803077757358551,0.08771881461143494,0.14104406535625458,0.07842418551445007,0.24289609491825104,0.17285984754562378
basin,0.17812398076057434,0.13325946033000946,0.24553915858268738,0.4041157364845276,0.22316701710224152,0.24553915858268738,0.41143864393234253,1.0,0.37692660093307495,0.11186522990465164,0.14190278947353363,0.13584257662296295,0.3046971261501312,0.14685653150081635
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.26634910702705383,0.5591574311256409,0.5934505462646484,0.262887567281723,0.20696322619915009,0.191733717918396,0.24058549106121063,0.475719153881073,0.3260027766227722,0.2804967761039734,0.4130953550338745
