,where,was,a,cinema,relocated,while,repairs,were,underway,?
the,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.23910944163799286,0.3594534695148468,0.39804592728614807,0.24546606838703156,0.3906462490558624,0.29439425468444824,0.22068053483963013
pilgrim,0.18306677043437958,0.18981598317623138,0.17327193915843964,0.22923676669597626,0.13497652113437653,0.18969084322452545,0.18395571410655975,0.18595461547374725,0.11793162673711777,0.2269018143415451
street,0.2266174852848053,0.21281053125858307,0.18956080079078674,0.21630583703517914,0.1480271816253662,0.1839379519224167,0.20400427281856537,0.16196899116039276,0.1662340611219406,0.07315441966056824
building,0.2663278877735138,0.237406387925148,0.2576078176498413,0.23167717456817627,0.27569830417633057,0.20884470641613007,0.3881477415561676,0.18601834774017334,0.32715511322021484,0.13549931347370148
was,0.20731619000434875,1.0000001192092896,0.4508470594882965,0.26626643538475037,0.2672134339809418,0.3253832161426544,0.21655674278736115,0.590133786201477,0.19664916396141052,0.18412111699581146
refurbished,0.18092331290245056,0.3358776271343231,0.19361557066440582,0.2722364366054535,0.36014294624328613,0.2231554388999939,0.44990068674087524,0.31544843316078186,0.3360424339771271,0.19916243851184845
between,0.38496607542037964,0.24048170447349548,0.29385313391685486,0.09151501208543777,0.18377825617790222,0.28243371844291687,0.1737510710954666,0.27047741413116455,0.2613999843597412,0.12887074053287506
november,0.22547143697738647,0.4240739941596985,0.22458937764167786,0.16894294321537018,0.189783975481987,0.2126629501581192,0.1993291974067688,0.1804046481847763,0.1490311622619629,0.3159552216529846
2006,0.03437840938568115,-0.08876620978116989,0.09566660970449448,0.00917857326567173,0.01073260698467493,0.0771685540676117,0.0758390873670578,0.01956683211028576,0.11820734292268753,-0.1194092258810997
and,0.43859338760375977,0.3740963041782379,0.3739250600337982,0.17745845019817352,0.2557746171951294,0.45699796080589294,0.2051134556531906,0.42175528407096863,0.26849010586738586,0.20544172823429108
may,0.23215454816818237,0.3388521671295166,0.29255667328834534,0.14211417734622955,0.08763022720813751,0.20895817875862122,0.185598686337471,0.2525627911090851,0.21809378266334534,0.2768254578113556
2008,-0.13596764206886292,0.09246674180030823,-0.08630643039941788,0.038201428949832916,0.11620213836431503,-0.15812823176383972,-0.06622078269720078,-0.03810051828622818,-0.13770757615566254,-0.09852470457553864
;,-0.020392686128616333,0.0754367932677269,-0.02122584730386734,0.038150615990161896,0.11470289528369904,0.059864506125450134,-0.02459772489964962,0.14040996134281158,0.06680265069007874,0.10349778085947037
during,0.3543127477169037,0.4470829963684082,0.30341604351997375,0.14874473214149475,0.25564777851104736,0.3849048316478729,0.3205568492412567,0.4064035415649414,0.3329254686832428,0.1325719803571701
the,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.23910944163799286,0.3594534695148468,0.39804592728614807,0.24546606838703156,0.3906462490558624,0.29439425468444824,0.22068053483963013
refurbishment,0.17457950115203857,0.3208477795124054,0.2214701622724533,0.25142714381217957,0.2751700282096863,0.19344407320022583,0.36339691281318665,0.2918164134025574,0.3673489987850189,0.24426668882369995
works,0.24487273395061493,0.2401018887758255,0.2170431762933731,0.2309439480304718,0.17510363459587097,0.2025166153907776,0.1856684684753418,0.19992011785507202,0.16715624928474426,0.19597402215003967
",",0.3149496018886566,0.45456063747406006,0.427140474319458,0.2111419141292572,0.23454871773719788,0.38232675194740295,0.18667806684970856,0.36755475401878357,0.213584765791893,0.31091248989105225
the,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.23910944163799286,0.3594534695148468,0.39804592728614807,0.24546606838703156,0.3906462490558624,0.29439425468444824,0.22068053483963013
cinema,0.17879138886928558,0.26626643538475037,0.2289597988128662,1.0,0.20606765151023865,0.0895736888051033,0.12206459790468216,0.08478378504514694,0.11538270860910416,0.11584244668483734
relocated,0.29932594299316406,0.2672134339809418,0.19805777072906494,0.20606765151023865,1.0,0.24793173372745514,0.26379355788230896,0.27871185541152954,0.162502720952034,0.0634486973285675
to,0.47735077142715454,0.3636345863342285,0.45503583550453186,0.21090401709079742,0.2634791433811188,0.43899232149124146,0.2645863890647888,0.31913647055625916,0.33259448409080505,0.29463258385658264
the,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.23910944163799286,0.3594534695148468,0.39804592728614807,0.24546606838703156,0.3906462490558624,0.29439425468444824,0.22068053483963013
old,0.24182595312595367,0.2867572605609894,0.2846200466156006,0.16990287601947784,0.17167030274868011,0.20213009417057037,0.18107591569423676,0.254345178604126,0.1602732539176941,0.20577076077461243
town,0.25041308999061584,0.26823142170906067,0.2832636833190918,0.17542962729930878,0.2920266389846802,0.12116342037916183,0.1518542617559433,0.2269844114780426,0.11748498678207397,0.09902279824018478
hall,0.2247285097837448,0.2961261570453644,0.23568391799926758,0.18626239895820618,0.2462795227766037,0.14919060468673706,0.1617969423532486,0.21244578063488007,0.10048291832208633,0.13520537316799164
",",0.3149496018886566,0.45456063747406006,0.427140474319458,0.2111419141292572,0.23454871773719788,0.38232675194740295,0.18667806684970856,0.36755475401878357,0.213584765791893,0.31091248989105225
gateshead,0.2095002382993698,0.3100334405899048,0.26184314489364624,0.2531373202800751,0.25964152812957764,0.20588292181491852,0.2566899061203003,0.24203164875507355,0.22188757359981537,0.14773961901664734
.,0.41390106081962585,0.40146201848983765,0.50484299659729,0.18445119261741638,0.22727832198143005,0.38690751791000366,0.23614062368869781,0.3378238379955292,0.2490757256746292,0.4130953550338745
