,how,many,passengers,can,the,ford,fiesta,accommodate,?
the,0.33890387415885925,0.4335206151008606,0.23639188706874847,0.312528520822525,1.0,0.24780116975307465,0.29795950651168823,0.2714124023914337,0.22068053483963013
dodge,0.14150580763816833,0.16743122041225433,0.16902658343315125,0.12386981397867203,0.19706515967845917,0.3792223632335663,0.36965373158454895,0.16137297451496124,0.1866140216588974
omni,0.12484519928693771,0.09386535733938217,0.05566771700978279,0.08713767677545547,0.15088798105716705,0.16921581327915192,0.16436690092086792,0.18462495505809784,0.19541829824447632
/,0.14882835745811462,0.11091838032007217,0.14791029691696167,0.14482451975345612,0.15604786574840546,0.039031658321619034,0.06263008713722229,0.16307424008846283,0.2429123967885971
plymouth,0.19322149455547333,0.18378297984600067,0.3297979533672333,0.17861506342887878,0.23984511196613312,0.2963500916957855,0.1895405650138855,0.19958852231502533,0.1985386312007904
horizon,0.1805451214313507,0.1471596509218216,0.15359371900558472,0.16670244932174683,0.26191073656082153,0.12266629189252853,0.19907429814338684,0.13237302005290985,0.1444198042154312
from,0.22939439117908478,0.33099696040153503,0.1627257615327835,0.2516351342201233,0.40150508284568787,0.19723063707351685,0.1336432695388794,0.15557123720645905,0.19969791173934937
chrysler,0.1991662085056305,0.1405414640903473,0.20854219794273376,0.17410600185394287,0.1921911984682083,0.43979117274284363,0.3164490759372711,0.19042228162288666,0.17612145841121674
",",0.22659391164779663,0.40610817074775696,0.27177494764328003,0.3139454126358032,0.4933079481124878,0.17111018300056458,0.2194826304912567,0.2157718390226364,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.23639188706874847,0.312528520822525,1.0,0.24780116975307465,0.29795950651168823,0.2714124023914337,0.22068053483963013
ford,0.13430941104888916,0.16528558731079102,0.17244571447372437,0.10701190680265427,0.24780116975307465,0.9999999403953552,0.36935561895370483,0.13917607069015503,0.19164219498634338
fiesta,0.07042114436626434,0.1531333178281784,0.21545833349227905,0.09694875031709671,0.29795950651168823,0.36935561895370483,1.0,0.18879739940166473,0.21500855684280396
and,0.33647966384887695,0.5296266674995422,0.26762738823890686,0.3675691485404968,0.5171257257461548,0.1880313605070114,0.172761008143425,0.3047340512275696,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.23639188706874847,0.312528520822525,1.0,0.24780116975307465,0.29795950651168823,0.2714124023914337,0.22068053483963013
chevrolet,0.12189467251300812,0.11902990192174911,0.2512238025665283,0.1493290811777115,0.1811670958995819,0.46409446001052856,0.40327969193458557,0.12009204924106598,0.1429024338722229
chevette,0.16181333363056183,0.12362901866436005,0.2248082011938095,0.19777056574821472,0.2934951186180115,0.3189409077167511,0.28349071741104126,0.19914217293262482,0.17425894737243652
all,0.3725806474685669,0.5443700551986694,0.30798888206481934,0.3574998378753662,0.4860881567001343,0.11536036431789398,0.20078593492507935,0.275602787733078,0.29575422406196594
had,0.2549138069152832,0.40130746364593506,0.25836339592933655,0.31523576378822327,0.3875846862792969,0.17078064382076263,0.14062422513961792,0.26409679651260376,0.20728366076946259
four-cylinder,0.14646780490875244,0.21532975137233734,0.20759731531143188,0.256298303604126,0.28434789180755615,0.299407958984375,0.25171709060668945,0.2959209978580475,0.15785229206085205
engines,0.1776673048734665,0.23802568018436432,0.3637707233428955,0.22342513501644135,0.2245008647441864,0.33259662985801697,0.21183083951473236,0.2665724754333496,0.18940703570842743
and,0.33647966384887695,0.5296266674995422,0.26762738823890686,0.3675691485404968,0.5171257257461548,0.1880313605070114,0.172761008143425,0.3047340512275696,0.20544172823429108
room,0.19825907051563263,0.20060469210147858,0.22007419168949127,0.2004019320011139,0.2031363844871521,0.11847534030675888,0.18806524574756622,0.28388312458992004,0.1769251674413681
for,0.3308170735836029,0.40972793102264404,0.18049854040145874,0.35690054297447205,0.4739971458911896,0.23810772597789764,0.21010521054267883,0.2568114697933197,0.264628142118454
at,0.2154216170310974,0.2716965675354004,0.17138682305812836,0.16641086339950562,0.457212895154953,0.20784036815166473,0.16672497987747192,0.20477597415447235,0.21978627145290375
least,0.2839330732822418,0.36189308762550354,0.25511041283607483,0.34426364302635193,0.3428877890110016,0.1276090443134308,0.17459207773208618,0.19912435114383698,0.28866854310035706
four,0.1955733299255371,0.4139232039451599,0.22218108177185059,0.1674683690071106,0.40344667434692383,0.14363054931163788,0.24945738911628723,0.2553340196609497,0.14532537758350372
passengers,0.1846436709165573,0.20030497014522552,1.0000001192092896,0.20970351994037628,0.23639188706874847,0.17244571447372437,0.21545833349227905,0.3315640389919281,0.15951235592365265
by,0.34370526671409607,0.3409687578678131,0.15516875684261322,0.29642900824546814,0.4408751428127289,0.14594672620296478,0.09984917938709259,0.12004005163908005,0.17966607213020325
the,0.33890387415885925,0.4335206151008606,0.23639188706874847,0.312528520822525,1.0,0.24780116975307465,0.29795950651168823,0.2714124023914337,0.22068053483963013
late,0.16914787888526917,0.3157372772693634,0.14156021177768707,0.1322953701019287,0.31481194496154785,0.25632649660110474,0.19308629631996155,0.11163070797920227,0.11339222639799118
1970s,-0.026102442294359207,0.08970533311367035,0.09361302107572556,0.0515158586204052,0.004102230537682772,0.08717284351587296,0.06307664513587952,0.09508785605430603,0.03861190751194954
.,0.3287222981452942,0.3974229395389557,0.20753464102745056,0.35783761739730835,0.5934505462646484,0.25485825538635254,0.1994209885597229,0.2066107839345932,0.4130953550338745
