,how,far,is,newcastle,'s,airport,from,the,center,of,town,?
newcastle,0.11517360806465149,0.21085017919540405,0.1841045320034027,1.0000001192092896,-0.017262522131204605,0.2453719973564148,0.1747848093509674,0.2253497689962387,0.11147858202457428,0.18781472742557526,0.3030468225479126,0.0902252271771431
international,0.1396709680557251,0.15838317573070526,0.19279639422893524,0.21848909556865692,-0.021212328225374222,0.5339593887329102,0.1384202241897583,0.23719607293605804,0.27054473757743835,0.23367412388324738,0.1350334882736206,0.15335838496685028
airport,0.05454898625612259,0.14396727085113525,0.22916455566883087,0.2453719973564148,-0.04957332834601402,0.9999998807907104,0.18784548342227936,0.2293178290128708,0.22583580017089844,0.22884899377822876,0.29561978578567505,0.13105051219463348
is,0.22544461488723755,0.30568554997444153,1.0,0.1841045320034027,0.02396530658006668,0.22916455566883087,0.27355384826660156,0.5823672413825989,0.24782158434391022,0.4854315221309662,0.30097827315330505,0.22961433231830597
located,0.09566320478916168,0.20421364903450012,0.35717159509658813,0.16362841427326202,-0.031078986823558807,0.32605111598968506,0.2290649116039276,0.407527357339859,0.33815571665763855,0.32520920038223267,0.4241830110549927,0.08983194828033447
approximately,0.17167454957962036,0.28313279151916504,0.2724578380584717,0.2222318947315216,0.017990030348300934,0.20968742668628693,0.302482545375824,0.33137547969818115,0.18246577680110931,0.34526896476745605,0.20291221141815186,0.10237617790699005
6,0.056429795920848846,0.06984714418649673,0.11145748198032379,-0.0008368940907530487,0.06298240274190903,0.12148120254278183,0.06266670674085617,0.041227471083402634,0.048081863671541214,0.055943556129932404,0.016121426597237587,0.045001473277807236
miles,0.13798850774765015,0.31905147433280945,0.22951029241085052,0.3237861692905426,-0.0059337555430829525,0.31491878628730774,0.21209825575351715,0.25706055760383606,0.17671014368534088,0.2263605147600174,0.383907675743103,0.09363767504692078
(,0.1676948219537735,0.20085982978343964,0.35393038392066956,0.13896974921226501,0.0012731997994706035,0.1530347615480423,0.25806233286857605,0.33289089798927307,0.1899242252111435,0.35032153129577637,0.15948902070522308,0.40561532974243164
9.7,-0.05461514741182327,0.014256543479859829,0.0846620723605156,-0.04044787958264351,-0.08261214196681976,-0.0015274924226105213,0.0713820829987526,-0.02428470551967621,0.04798831790685654,-0.010150104761123657,0.09897714108228683,0.004437134601175785
km,0.10687907040119171,0.2795490324497223,0.24258680641651154,0.20919063687324524,0.07796657085418701,0.367157906293869,0.21550244092941284,0.21376769244670868,0.22383089363574982,0.2376161366701126,0.3591204881668091,0.08180338144302368
),0.17939934134483337,0.20805810391902924,0.37732169032096863,0.15254424512386322,0.021107977256178856,0.1706002801656723,0.2672361731529236,0.3456730246543884,0.2161751240491867,0.3680361211299896,0.16834676265716553,0.42300865054130554
from,0.22939439117908478,0.3038284182548523,0.27355384826660156,0.1747848093509674,-0.01936490088701248,0.18784548342227936,1.0,0.40150508284568787,0.15257422626018524,0.4249346852302551,0.19462890923023224,0.19969791173934937
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.40150508284568787,1.0,0.29064592719078064,0.733189046382904,0.2974243760108948,0.22068053483963013
city,0.12024712562561035,0.1871209293603897,0.3186660706996918,0.32860881090164185,0.004406440537422895,0.39723098278045654,0.3118290305137634,0.35769423842430115,0.32096901535987854,0.32503411173820496,0.6289315819740295,0.13423943519592285
centre,0.11952278017997742,0.2614136338233948,0.29804176092147827,0.24609284102916718,0.045265499502420425,0.22294272482395172,0.17898471653461456,0.32783594727516174,0.5607178807258606,0.2769378423690796,0.3662363886833191,0.019365152344107628
on,0.32655060291290283,0.30512481927871704,0.3635730445384979,0.1698579639196396,0.0026888418942689896,0.21234196424484253,0.36926645040512085,0.5107308030128479,0.23809784650802612,0.3966929316520691,0.18149195611476898,0.2714994251728058
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.40150508284568787,1.0,0.29064592719078064,0.733189046382904,0.2974243760108948,0.22068053483963013
northern,0.08842652291059494,0.1858488917350769,0.25616052746772766,0.22333604097366333,-0.01687377691268921,0.195875883102417,0.2595764696598053,0.3422943353652954,0.197942852973938,0.32586339116096497,0.31707990169525146,0.13149388134479523
outskirts,0.0757998377084732,0.2413186877965927,0.24243749678134918,0.3195032775402069,0.02150893397629261,0.3129403293132782,0.1826770305633545,0.2740437090396881,0.23300842940807343,0.25045764446258545,0.4322821795940399,0.052340004593133926
of,0.2480744868516922,0.3005201518535614,0.4854315221309662,0.18781472742557526,-0.03817026689648628,0.22884899377822876,0.4249346852302551,0.733189046382904,0.24526838958263397,1.0,0.26585668325424194,0.1826142966747284
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.40150508284568787,1.0,0.29064592719078064,0.733189046382904,0.2974243760108948,0.22068053483963013
city,0.12024712562561035,0.1871209293603897,0.3186660706996918,0.32860881090164185,0.004406440537422895,0.39723098278045654,0.3118290305137634,0.35769423842430115,0.32096901535987854,0.32503411173820496,0.6289315819740295,0.13423943519592285
near,0.10767845064401627,0.2971170246601105,0.25453904271125793,0.18032418191432953,-0.09597858041524887,0.2842218577861786,0.2486431896686554,0.2879819869995117,0.26069921255111694,0.2651676535606384,0.3879968822002411,0.10734958201646805
ponteland,0.06865135580301285,0.1100611612200737,0.20729753375053406,0.3855346739292145,0.11629080027341843,0.25542786717414856,0.19293838739395142,0.24044691026210785,0.1281849890947342,0.2501254379749298,0.3941434323787689,0.1596313863992691
and,0.33647966384887695,0.3353408873081207,0.3859752118587494,0.20204751193523407,0.06895173341035843,0.1870041936635971,0.3601827025413513,0.5171257257461548,0.28670641779899597,0.5116966962814331,0.2459200918674469,0.20544172823429108
is,0.22544461488723755,0.30568554997444153,1.0,0.1841045320034027,0.02396530658006668,0.22916455566883087,0.27355384826660156,0.5823672413825989,0.24782158434391022,0.4854315221309662,0.30097827315330505,0.22961433231830597
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.40150508284568787,1.0,0.29064592719078064,0.733189046382904,0.2974243760108948,0.22068053483963013
larger,0.23193183541297913,0.2903776168823242,0.24218857288360596,0.1652085930109024,0.06408897042274475,0.15704792737960815,0.19401557743549347,0.378620445728302,0.20231178402900696,0.32469573616981506,0.16546949744224548,0.1602165699005127
of,0.2480744868516922,0.3005201518535614,0.4854315221309662,0.18781472742557526,-0.03817026689648628,0.22884899377822876,0.4249346852302551,0.733189046382904,0.24526838958263397,1.0,0.26585668325424194,0.1826142966747284
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.40150508284568787,1.0,0.29064592719078064,0.733189046382904,0.2974243760108948,0.22068053483963013
two,0.2499001920223236,0.2551061511039734,0.2315155267715454,0.15140333771705627,0.038143858313560486,0.12088022381067276,0.25732070207595825,0.43858039379119873,0.09610814601182938,0.37726253271102905,0.1290370523929596,0.19645625352859497
main,0.1668178290128708,0.21499978005886078,0.3009335994720459,0.1423768699169159,0.032559316605329514,0.17401009798049927,0.22770823538303375,0.38631999492645264,0.20244935154914856,0.3177044689655304,0.20995807647705078,0.1665669083595276
airports,0.11396324634552002,0.1955377161502838,0.24539045989513397,0.23151160776615143,-0.009622735902667046,0.8551590442657471,0.21003665030002594,0.297902911901474,0.21671424806118011,0.3209418058395386,0.2954357862472534,0.14285726845264435
serving,0.0847005546092987,0.1689569503068924,0.22198961675167084,0.2276802361011505,-0.04228587448596954,0.29021593928337097,0.25637286901474,0.2714371681213379,0.18136277794837952,0.3198694884777069,0.10192055255174637,0.13876403868198395
the,0.33890387415885925,0.38564538955688477,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.2293178290128708,0.40150508284568787,1.0,0.29064592719078064,0.733189046382904,0.2974243760108948,0.22068053483963013
north,0.12114071100950241,0.3164401054382324,0.2993389368057251,0.28581127524375916,0.06196961551904678,0.25522467494010925,0.3180590271949768,0.36298373341560364,0.26633593440055847,0.3604778051376343,0.31614208221435547,0.11829731613397598
east,0.1773146688938141,0.3195898234844208,0.2596127688884735,0.2158811092376709,0.05105345696210861,0.2630971670150757,0.27024149894714355,0.3383176326751709,0.2355325073003769,0.314786434173584,0.34230321645736694,0.10070597380399704
.,0.3287222981452942,0.3168189823627472,0.4569662809371948,0.2714749276638031,-0.003708066651597619,0.2181699424982071,0.41536515951156616,0.5934505462646484,0.29649654030799866,0.5352458953857422,0.28254011273384094,0.4130953550338745
