,where,does,a,canonball,dropped,from,the,crow,'s,nest,of,a,ship,actually,land,?
however,0.42869114875793457,0.4463717043399811,0.38150349259376526,0.18838711082935333,0.34921589493751526,0.33656248450279236,0.49814513325691223,0.25794699788093567,0.011690815910696983,0.18761329352855682,0.3800618350505829,0.38150349259376526,0.2035779058933258,0.557626485824585,0.24010831117630005,0.2152075469493866
",",0.3149496018886566,0.28617382049560547,0.427140474319458,0.2828251123428345,0.23572582006454468,0.39760664105415344,0.4933079481124878,0.2982874810695648,-0.0016132977325469255,0.1750822514295578,0.4946078956127167,0.427140474319458,0.2015654593706131,0.34130755066871643,0.22220008075237274,0.31091248989105225
when,0.5747735500335693,0.3380102217197418,0.44397395849227905,0.263881117105484,0.2569137215614319,0.405669629573822,0.5091903209686279,0.21309107542037964,-0.03368149697780609,0.18648454546928406,0.3757161796092987,0.44397395849227905,0.2550215423107147,0.47971078753471375,0.20329858362674713,0.22841128706932068
this,0.4012809097766876,0.4166489243507385,0.5422310829162598,0.30770954489707947,0.2076520025730133,0.3469814360141754,0.6274310946464539,0.23403789103031158,0.02106832154095173,0.19551920890808105,0.45148900151252747,0.5422310829162598,0.19572530686855316,0.5229688882827759,0.24134407937526703,0.3155723512172699
experiment,0.2002110332250595,0.13588465750217438,0.22814621031284332,0.26580825448036194,0.1867438107728958,0.14568212628364563,0.168198361992836,0.16569937765598297,-0.020477576181292534,0.20984959602355957,0.12456657737493515,0.22814621031284332,0.12544269859790802,0.32727494835853577,0.042701803147792816,0.14968745410442352
is,0.3586711287498474,0.4403602182865143,0.658733606338501,0.278642475605011,0.13080152869224548,0.27355384826660156,0.5823672413825989,0.17859718203544617,0.02396530658006668,0.17049120366573334,0.4854315221309662,0.658733606338501,0.16632826626300812,0.36495357751846313,0.22457899153232574,0.22961433231830597
actually,0.38927897810935974,0.4771256744861603,0.3909306824207306,0.2925035357475281,0.17975284159183502,0.2830860912799835,0.39964747428894043,0.2624792456626892,0.012363291345536709,0.16081614792346954,0.3496170938014984,0.3909306824207306,0.20125408470630646,0.9999998807907104,0.2076052725315094,0.36036357283592224
conducted,0.24747532606124878,0.12897102534770966,0.1929338276386261,0.15775981545448303,0.19982032477855682,0.12328525632619858,0.25795331597328186,0.09387997537851334,-0.011587770655751228,0.13438251614570618,0.22415050864219666,0.1929338276386261,0.12604159116744995,0.18056076765060425,0.15796896815299988,0.1105341762304306
",",0.3149496018886566,0.28617382049560547,0.427140474319458,0.2828251123428345,0.23572582006454468,0.39760664105415344,0.4933079481124878,0.2982874810695648,-0.0016132977325469255,0.1750822514295578,0.4946078956127167,0.427140474319458,0.2015654593706131,0.34130755066871643,0.22220008075237274,0.31091248989105225
the,0.5003893971443176,0.35928019881248474,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.39964747428894043,0.28587454557418823,0.22068053483963013
cannonball,0.2598177194595337,0.1872510462999344,0.23978084325790405,0.7635142803192139,0.25445306301116943,0.16670280694961548,0.22936807572841644,0.27261078357696533,-0.04686299338936806,0.20432047545909882,0.16981112957000732,0.23978084325790405,0.3031359314918518,0.26627692580223083,0.1366952508687973,0.20333383977413177
always,0.395426481962204,0.39540526270866394,0.35987672209739685,0.22808633744716644,0.17441526055335999,0.20481649041175842,0.31570959091186523,0.18668152391910553,0.07762603461742401,0.20000727474689484,0.25258868932724,0.35987672209739685,0.15440313518047333,0.4842488765716553,0.15224379301071167,0.26136693358421326
falls,0.26647865772247314,0.3261214792728424,0.2676706314086914,0.19400784373283386,0.3205387592315674,0.23195196688175201,0.2708098292350769,0.19150109589099884,-0.060951314866542816,0.1730882078409195,0.23047612607479095,0.2676706314086914,0.12781579792499542,0.20934337377548218,0.1652851700782776,0.15918700397014618
at,0.4402937591075897,0.17465277016162872,0.3095070421695709,0.2333681881427765,0.29108548164367676,0.3447161316871643,0.457212895154953,0.10977159440517426,-0.08481216430664062,0.16097919642925262,0.42558613419532776,0.3095070421695709,0.14877007901668549,0.25402209162712097,0.15723508596420288,0.21978627145290375
the,0.5003893971443176,0.35928019881248474,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.39964747428894043,0.28587454557418823,0.22068053483963013
foot,0.17216229438781738,0.09482931345701218,0.25657302141189575,0.22090575098991394,0.16989995539188385,0.16794843971729279,0.2820718288421631,0.12997028231620789,0.006904064677655697,0.17226295173168182,0.21640002727508545,0.25657302141189575,0.2223469614982605,0.16078227758407593,0.2249409705400467,0.13330338895320892
of,0.38066378235816956,0.3119818866252899,0.5052502155303955,0.2553554177284241,0.21120592951774597,0.4249346852302551,0.733189046382904,0.23794522881507874,-0.03817026689648628,0.1270541399717331,1.0,0.5052502155303955,0.23378267884254456,0.3496170938014984,0.3057127296924591,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.39964747428894043,0.28587454557418823,0.22068053483963013
mast,0.1477428823709488,0.10829600691795349,0.20423422753810883,0.17934589087963104,0.11367064714431763,0.14470523595809937,0.22549454867839813,0.08198776096105576,-0.05960013344883919,0.22237813472747803,0.18360409140586853,0.20423422753810883,0.41644904017448425,0.20158004760742188,0.14060403406620026,0.08483324199914932
",",0.3149496018886566,0.28617382049560547,0.427140474319458,0.2828251123428345,0.23572582006454468,0.39760664105415344,0.4933079481124878,0.2982874810695648,-0.0016132977325469255,0.1750822514295578,0.4946078956127167,0.427140474319458,0.2015654593706131,0.34130755066871643,0.22220008075237274,0.31091248989105225
as,0.35409465432167053,0.31202155351638794,0.39550232887268066,0.24674440920352936,0.19994346797466278,0.3251767158508301,0.48381632566452026,0.21758122742176056,-0.05775856226682663,0.15011683106422424,0.3886612355709076,0.39550232887268066,0.19207081198692322,0.3810057044029236,0.17944268882274628,0.27043893933296204
if,0.46109890937805176,0.4740144908428192,0.41272827982902527,0.32468995451927185,0.21701373159885406,0.23692595958709717,0.33724796772003174,0.18998879194259644,-0.0015437148977071047,0.2281719595193863,0.2557544410228729,0.41272827982902527,0.1864788830280304,0.5321885943412781,0.16803008317947388,0.4441644251346588
the,0.5003893971443176,0.35928019881248474,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.39964747428894043,0.28587454557418823,0.22068053483963013
cannonball,0.2598177194595337,0.1872510462999344,0.23978084325790405,0.7635142803192139,0.25445306301116943,0.16670280694961548,0.22936807572841644,0.27261078357696533,-0.04686299338936806,0.20432047545909882,0.16981112957000732,0.23978084325790405,0.3031359314918518,0.26627692580223083,0.1366952508687973,0.20333383977413177
knows,0.3268284499645233,0.4374488294124603,0.29010695219039917,0.2221319079399109,0.13239087164402008,0.15722975134849548,0.2657349407672882,0.19596949219703674,0.017799703404307365,0.16565772891044617,0.20924244821071625,0.29010695219039917,0.19152402877807617,0.4338088035583496,0.17816968262195587,0.3605197072029114
to,0.47735077142715454,0.4391997456550598,0.45503583550453186,0.28581368923187256,0.22398263216018677,0.4069952368736267,0.535392165184021,0.21607498824596405,0.03782717138528824,0.19925808906555176,0.41548454761505127,0.45503583550453186,0.25755465030670166,0.4543284475803375,0.2885280251502991,0.29463258385658264
travel,0.2722565233707428,0.16325484216213226,0.2213185727596283,0.20253199338912964,0.11797670274972916,0.2594153583049774,0.2857808768749237,0.07922033965587616,0.04376646503806114,0.20380891859531403,0.23167268931865692,0.2213185727596283,0.2573854923248291,0.185122549533844,0.1919430047273636,0.10014409571886063
with,0.4142743945121765,0.26186925172805786,0.3783375024795532,0.1784188598394394,0.22939619421958923,0.26272761821746826,0.4223487675189972,0.2104213833808899,-0.04624466598033905,0.17831607162952423,0.41827285289764404,0.3783375024795532,0.19526773691177368,0.2950410544872284,0.16657854616641998,0.2433311939239502
the,0.5003893971443176,0.35928019881248474,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.39964747428894043,0.28587454557418823,0.22068053483963013
ship,0.18190282583236694,0.12114356458187103,0.20629847049713135,0.22476190328598022,0.15652646124362946,0.1733790934085846,0.24414241313934326,0.11628593504428864,-0.012179100885987282,0.22235499322414398,0.23378267884254456,0.20629847049713135,1.0000001192092896,0.20125408470630646,0.27746325731277466,0.14488010108470917
despite,0.22039803862571716,0.318399578332901,0.28239360451698303,0.10827236622571945,0.35308942198753357,0.2840229272842407,0.3172689974308014,0.11481010168790817,0.05400807410478592,0.18095608055591583,0.33505672216415405,0.28239360451698303,0.1837770640850067,0.33267155289649963,0.1621214896440506,0.14350546896457672
being,0.34980592131614685,0.25347548723220825,0.3727131485939026,0.27843165397644043,0.22806106507778168,0.32622846961021423,0.419739305973053,0.2178560197353363,-0.055871423333883286,0.1785196214914322,0.34885138273239136,0.3727131485939026,0.22742722928524017,0.4523947536945343,0.17167697846889496,0.26743772625923157
separated,0.22963201999664307,0.17754670977592468,0.20032064616680145,0.09589717537164688,0.19876354932785034,0.2992449700832367,0.27899038791656494,0.13119618594646454,0.009744350798428059,0.12244836986064911,0.27533861994743347,0.20032064616680145,0.1571625918149948,0.12464908510446548,0.17736011743545532,0.0923643484711647
from,0.3713873624801636,0.1777622550725937,0.322764128446579,0.17594534158706665,0.23213693499565125,1.0,0.40150508284568787,0.14817173779010773,-0.01936490088701248,0.0850415974855423,0.4249346852302551,0.322764128446579,0.1733790934085846,0.2830860912799835,0.21997374296188354,0.19969791173934937
it,0.36972272396087646,0.34188351035118103,0.5452592968940735,0.23759235441684723,0.20119741559028625,0.325604110956192,0.6251175999641418,0.21099844574928284,0.06608816236257553,0.17272625863552094,0.38761502504348755,0.5452592968940735,0.18937671184539795,0.47037187218666077,0.2534204423427582,0.25732165575027466
.,0.41390106081962585,0.3022993505001068,0.50484299659729,0.2784842252731323,0.2791602313518524,0.41536515951156616,0.5934505462646484,0.23635132610797882,-0.003708066651597619,0.17894433438777924,0.5352458953857422,0.50484299659729,0.2356855869293213,0.31523430347442627,0.259204238653183,0.4130953550338745
