,how,many,times,had,thomas,davis,torn,his,acl,in,his,career,?
carolina,0.1482512354850769,0.12399670481681824,0.07134926319122314,0.20392835140228271,0.1952405422925949,0.22498787939548492,0.2112542986869812,0.19019079208374023,0.25138425827026367,0.2380082756280899,0.19019079208374023,0.2012605518102646,0.11847445368766785
suffered,0.10068628937005997,0.22810456156730652,0.18589693307876587,0.536039412021637,0.17204545438289642,0.14957281947135925,0.29135093092918396,0.3798946738243103,0.2583101689815521,0.277639776468277,0.3798946738243103,0.30149081349372864,0.08963493257761002
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.34897568821907043,0.19268037378787994,0.19002141058444977,0.2563896179199219,0.3497250974178314,0.20035260915756226,0.539380669593811,0.3497250974178314,0.21774303913116455,0.23916715383529663
major,0.12500809133052826,0.2907782793045044,0.17528977990150452,0.21882961690425873,0.10622677206993103,0.14990930259227753,0.07981826364994049,0.17332184314727783,0.20336787402629852,0.3249945342540741,0.17332184314727783,0.18908503651618958,0.19788557291030884
setback,0.22744563221931458,0.29354143142700195,0.23168261349201202,0.3346725404262543,0.12432343512773514,0.136392280459404,0.22632960975170135,0.30988627672195435,0.32742685079574585,0.28636541962623596,0.30988627672195435,0.1922612488269806,0.20897552371025085
when,0.4767928421497345,0.36563900113105774,0.3857055902481079,0.37526828050613403,0.19259870052337646,0.23257681727409363,0.24751824140548706,0.37120407819747925,0.20415125787258148,0.4431333839893341,0.37120407819747925,0.20571725070476532,0.22841128706932068
thomas,0.16050536930561066,0.1573767364025116,0.0909549668431282,0.21442335844039917,1.0000001192092896,0.35804271697998047,0.13107822835445404,0.20028819143772125,0.1752455085515976,0.21133768558502197,0.20028819143772125,0.14576682448387146,0.16133050620555878
davis,0.18671093881130219,0.17346549034118652,0.15709751844406128,0.263392835855484,0.35804271697998047,0.9999999403953552,0.1518501192331314,0.2677081823348999,0.21683122217655182,0.20000724494457245,0.2677081823348999,0.2350463569164276,0.17094263434410095
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.35487717390060425,0.25079426169395447,0.31438660621643066,0.22414912283420563,0.3378419280052185,0.21163040399551392,0.5201468467712402,0.3378419280052185,0.217554971575737,0.31091248989105225
an,0.2520636022090912,0.2465583086013794,0.18957601487636566,0.22327841818332672,0.15775039792060852,0.24183200299739838,0.15768735110759735,0.24025635421276093,0.2189090996980667,0.2605783939361572,0.24025635421276093,0.21881447732448578,0.19793890416622162
11-year,0.14921990036964417,0.10461671650409698,0.1523939073085785,0.16229042410850525,0.19694937765598297,0.21379505097866058,0.151312455534935,0.13285498321056366,0.21824489533901215,0.2812681794166565,0.13285498321056366,0.29428529739379883,0.32096078991889954
veteran,0.12678517401218414,0.14570657908916473,0.08724800497293472,0.21137821674346924,0.20413291454315186,0.30011120438575745,0.2517959773540497,0.25014764070510864,0.2325555831193924,0.18765248358249664,0.25014764070510864,0.17019765079021454,0.15891358256340027
who,0.4070430099964142,0.4149286150932312,0.24510560929775238,0.36173108220100403,0.26103657484054565,0.2547153830528259,0.12410213053226471,0.44966956973075867,0.083958700299263,0.2792111933231354,0.44966956973075867,0.21169690787792206,0.26220351457595825
had,0.2549138069152832,0.40130746364593506,0.31343862414360046,0.9999999403953552,0.21442335844039917,0.263392835855484,0.2971421480178833,0.4401516616344452,0.13574959337711334,0.385026752948761,0.4401516616344452,0.2950170934200287,0.20728366076946259
already,0.3991519510746002,0.3823341131210327,0.3089485466480255,0.4640565812587738,0.2052728533744812,0.20857298374176025,0.21018043160438538,0.23369835317134857,0.0705922544002533,0.288102924823761,0.23369835317134857,0.1485358327627182,0.3477933406829834
overcome,0.3281119763851166,0.3081951439380646,0.1685703843832016,0.2264499068260193,0.11337356269359589,0.21739228069782257,0.13673792779445648,0.26578575372695923,0.25009995698928833,0.1771119087934494,0.26578575372695923,0.16620516777038574,0.17361730337142944
three,0.23807744681835175,0.4501400589942932,0.3240858018398285,0.33429715037345886,0.11748330295085907,0.14830386638641357,0.16938981413841248,0.2982024848461151,0.13730300962924957,0.34828072786331177,0.2982024848461151,0.15347863733768463,0.20928427577018738
acl,0.10720912367105484,0.1294878125190735,0.1019497662782669,0.13574959337711334,0.1752455085515976,0.21683122217655182,0.22409923374652863,0.13678334653377533,0.9999998807907104,0.15011103451251984,0.13678334653377533,0.24808979034423828,0.14736860990524292
tears,0.21516187489032745,0.1341075897216797,0.10642749071121216,0.19742734730243683,0.1445273607969284,0.3043578565120697,0.3641427457332611,0.26460814476013184,0.16821756958961487,0.1449623852968216,0.26460814476013184,0.12286356836557388,0.15044362843036652
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.385026752948761,0.21133768558502197,0.20000724494457245,0.24918708205223083,0.3598145842552185,0.15011103451251984,1.0,0.3598145842552185,0.2564375698566437,0.20430970191955566
his,0.24614305794239044,0.3188176155090332,0.24570761620998383,0.4401516616344452,0.20028819143772125,0.2677081823348999,0.2515830099582672,0.9999998807907104,0.13678334653377533,0.3598145842552185,0.9999998807907104,0.46897244453430176,0.18075084686279297
career,0.1729160100221634,0.23794417083263397,0.2101699709892273,0.2950170934200287,0.14576682448387146,0.2350463569164276,0.2086595892906189,0.46897244453430176,0.24808979034423828,0.2564375698566437,0.46897244453430176,0.9999999403953552,0.1300809234380722
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.35487717390060425,0.25079426169395447,0.31438660621643066,0.22414912283420563,0.3378419280052185,0.21163040399551392,0.5201468467712402,0.3378419280052185,0.217554971575737,0.31091248989105225
went,0.18771818280220032,0.24444319307804108,0.22012054920196533,0.4485461115837097,0.17632891237735748,0.21859696507453918,0.22496770322322845,0.43009182810783386,0.15189266204833984,0.30470821261405945,0.43009182810783386,0.28876993060112,0.12109432369470596
down,0.26204726099967957,0.2625267207622528,0.22300732135772705,0.22928287088871002,0.05717531591653824,0.1249653697013855,0.24395620822906494,0.21882498264312744,0.24752050638198853,0.2321847528219223,0.21882498264312744,0.139237180352211,0.13836295902729034
with,0.3525622487068176,0.35744401812553406,0.3026435673236847,0.4739086329936981,0.1763175129890442,0.2030765265226364,0.1882537454366684,0.33836179971694946,0.26111117005348206,0.4080928862094879,0.33836179971694946,0.2619263231754303,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.34897568821907043,0.19268037378787994,0.19002141058444977,0.2563896179199219,0.3497250974178314,0.20035260915756226,0.539380669593811,0.3497250974178314,0.21774303913116455,0.23916715383529663
broken,0.2515953481197357,0.24468004703521729,0.1494438648223877,0.28899896144866943,0.11344966292381287,0.1776810586452484,0.4016529619693756,0.21857398748397827,0.2395825833082199,0.19177721440792084,0.21857398748397827,0.06288866698741913,0.1915387511253357
arm,0.214129239320755,0.1505536288022995,0.17018677294254303,0.17929543554782867,0.09396518021821976,0.11847760528326035,0.13136202096939087,0.17735014855861664,0.2936990559101105,0.17881454527378082,0.17735014855861664,0.1786910891532898,0.12539196014404297
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.385026752948761,0.21133768558502197,0.20000724494457245,0.24918708205223083,0.3598145842552185,0.15011103451251984,1.0,0.3598145842552185,0.2564375698566437,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.3875846862792969,0.23505409061908722,0.25552070140838623,0.270181804895401,0.4394008219242096,0.23845629394054413,0.6662389636039734,0.4394008219242096,0.19230268895626068,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.2511131465435028,0.16702289879322052,0.16319149732589722,0.21527732908725739,0.11611597239971161,0.13699233531951904,0.33169156312942505,0.20630285143852234,0.13699233531951904,0.18755735456943512,0.15073348581790924
championship,0.10684323310852051,0.16601915657520294,0.27100425958633423,0.13773253560066223,0.1911715567111969,0.19010725617408752,0.15704689919948578,0.17189359664916992,0.2721298336982727,0.20047812163829803,0.17189359664916992,0.2705346345901489,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.17801880836486816,0.18758456408977509,0.15256451070308685,0.14556019008159637,0.12642544507980347,0.21079449355602264,0.0950402319431305,0.23986028134822845,0.21079449355602264,0.24611979722976685,0.1829071193933487
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.37348684668540955,0.2580391466617584,0.27705830335617065,0.2621116638183594,0.3119256794452667,0.23204316198825836,0.5591574311256409,0.3119256794452667,0.2458854615688324,0.4130953550338745
