,what,channel,did,abc,proposed,to,compete,with,cable,news,company,cnn,?
in,0.30808621644973755,0.210372194647789,0.2593238651752472,0.1697147786617279,0.2148248553276062,0.45010748505592346,0.2251034528017044,0.4080928862094879,0.17584200203418732,0.19753123819828033,0.22141718864440918,0.1762809306383133,0.20430970191955566
order,0.16634008288383484,0.10901300609111786,0.22891858220100403,0.1358007788658142,0.13968950510025024,0.35544881224632263,0.1781308799982071,0.16471563279628754,0.10675863176584244,0.05042317137122154,0.14754384756088257,0.08558107167482376,0.13725648820400238
to,0.455847829580307,0.21299093961715698,0.4452643394470215,0.1762417107820511,0.28162798285484314,1.0,0.28898587822914124,0.4239959120750427,0.1879989206790924,0.2372783124446869,0.24903783202171326,0.1631919890642166,0.29463258385658264
compete,0.2122422456741333,0.10954510420560837,0.25099343061447144,0.07898091524839401,0.12278062850236893,0.28898587822914124,0.9999999403953552,0.21781255304813385,0.1497555524110794,0.09299570322036743,0.2640157639980316,0.12999755144119263,0.07650651037693024
with,0.2464839518070221,0.17526158690452576,0.25472134351730347,0.17432008683681488,0.2002548724412918,0.4239959120750427,0.21781255304813385,0.9999999403953552,0.20673611760139465,0.13750475645065308,0.24132338166236877,0.17171798646450043,0.2433311939239502
cnn,0.17031489312648773,0.37957116961479187,0.14623571932315826,0.4149459898471832,0.1304520219564438,0.1631919890642166,0.12999755144119263,0.17171798646450043,0.43166157603263855,0.5265758633613586,0.191469207406044,1.0000001192092896,0.1855989396572113
",",0.3087472915649414,0.18730267882347107,0.3015086054801941,0.2097204476594925,0.23817701637744904,0.44245919585227966,0.23752278089523315,0.4120737314224243,0.19718225300312042,0.25081464648246765,0.2697763442993164,0.21470719575881958,0.31091248989105225
abc,0.1317344456911087,0.4020179808139801,0.13353709876537323,1.0000001192092896,0.12573017179965973,0.1762417107820511,0.07898091524839401,0.17432008683681488,0.3252342939376831,0.40620431303977966,0.16210390627384186,0.4149459898471832,0.19065172970294952
proposed,0.22754324972629547,0.11861675977706909,0.30101871490478516,0.12573017179965973,1.0,0.28162798285484314,0.12278062850236893,0.2002548724412918,0.06431661546230316,0.1584450602531433,0.12199071794748306,0.1304520219564438,0.24553193151950836
a,0.3320399522781372,0.20914222300052643,0.2552328109741211,0.21331243216991425,0.2374454140663147,0.45503583550453186,0.19791390001773834,0.3783375024795532,0.20553959906101227,0.1799081563949585,0.22037413716316223,0.15524822473526,0.23916715383529663
24-hour,0.2732880413532257,0.3566442131996155,0.24820846319198608,0.3326093852519989,0.1677645444869995,0.2764514088630676,0.11479298025369644,0.27256354689598083,0.3250420093536377,0.2630164921283722,0.20816802978515625,0.2850598692893982,0.26562008261680603
news,0.2584491968154907,0.3886786997318268,0.18422135710716248,0.40620431303977966,0.1584450602531433,0.2372783124446869,0.09299570322036743,0.13750475645065308,0.3455948829650879,0.9999999403953552,0.20928679406642914,0.5265758633613586,0.1899169683456421
channel,0.20295917987823486,0.9999999403953552,0.09007708728313446,0.4020179808139801,0.11861675977706909,0.21299093961715698,0.10954510420560837,0.17526158690452576,0.514900803565979,0.3886786997318268,0.16867682337760925,0.37957116961479187,0.20176179707050323
called,0.3235960602760315,0.2169238179922104,0.277748167514801,0.16562479734420776,0.19496619701385498,0.2987143397331238,0.23278841376304626,0.3139074146747589,0.16793231666088104,0.1482071876525879,0.1695643663406372,0.1398518830537796,0.18963319063186646
abc,0.1317344456911087,0.4020179808139801,0.13353709876537323,1.0000001192092896,0.12573017179965973,0.1762417107820511,0.07898091524839401,0.17432008683681488,0.3252342939376831,0.40620431303977966,0.16210390627384186,0.4149459898471832,0.19065172970294952
cable,0.14582780003547668,0.514900803565979,0.11801295727491379,0.3252342939376831,0.06431661546230316,0.1879989206790924,0.1497555524110794,0.20673611760139465,1.0000001192092896,0.3455948829650879,0.2738681733608246,0.43166157603263855,0.13993921875953674
news,0.2584491968154907,0.3886786997318268,0.18422135710716248,0.40620431303977966,0.1584450602531433,0.2372783124446869,0.09299570322036743,0.13750475645065308,0.3455948829650879,0.9999999403953552,0.20928679406642914,0.5265758633613586,0.1899169683456421
",",0.3087472915649414,0.18730267882347107,0.3015086054801941,0.2097204476594925,0.23817701637744904,0.44245919585227966,0.23752278089523315,0.4120737314224243,0.19718225300312042,0.25081464648246765,0.2697763442993164,0.21470719575881958,0.31091248989105225
with,0.2464839518070221,0.17526158690452576,0.25472134351730347,0.17432008683681488,0.2002548724412918,0.4239959120750427,0.21781255304813385,0.9999999403953552,0.20673611760139465,0.13750475645065308,0.24132338166236877,0.17171798646450043,0.2433311939239502
plans,0.2364979386329651,0.15261651575565338,0.33907008171081543,0.15700051188468933,0.36136239767074585,0.367337167263031,0.2505641281604767,0.23306719958782196,0.1872650384902954,0.2294786274433136,0.2619394361972809,0.18421046435832977,0.13513131439685822
to,0.455847829580307,0.21299093961715698,0.4452643394470215,0.1762417107820511,0.28162798285484314,1.0,0.28898587822914124,0.4239959120750427,0.1879989206790924,0.2372783124446869,0.24903783202171326,0.1631919890642166,0.29463258385658264
