,who,is,the,only,quarterback,to,win,a,super,bowl,with,two,teams,?
the,0.3733934462070465,0.5823672413825989,1.0,0.5497692227363586,0.23757418990135193,0.535392165184021,0.28308698534965515,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.4223487675189972,0.43858039379119873,0.3164927661418915,0.22068053483963013
two,0.2791741192340851,0.2315155267715454,0.43858039379119873,0.481845498085022,0.2070576697587967,0.3343428373336792,0.19816339015960693,0.3289857804775238,0.19097526371479034,0.20622028410434723,0.4333336651325226,1.0000001192092896,0.29386359453201294,0.19645625352859497
teams,0.23560982942581177,0.1845376342535019,0.3164927661418915,0.2170780897140503,0.4060954749584198,0.2634691894054413,0.35015249252319336,0.21163642406463623,0.26333683729171753,0.2752957046031952,0.20248530805110931,0.29386359453201294,1.0,0.11150168627500534
',0.22534559667110443,0.5508411526679993,0.474788099527359,0.33912014961242676,0.24669602513313293,0.34544456005096436,0.18705692887306213,0.48837921023368835,0.17380782961845398,0.10706733912229538,0.2546919286251068,0.23614099621772766,0.2102613002061844,0.330942302942276
combined,0.15770593285560608,0.22170862555503845,0.3713363707065582,0.2796074151992798,0.10373368859291077,0.24629315733909607,0.2172192633152008,0.2649520933628082,0.27703261375427246,0.17284055054187775,0.340704083442688,0.3566271960735321,0.2213655263185501,0.17985320091247559
third,0.20739443600177765,0.31551501154899597,0.4229298532009125,0.31542056798934937,0.1875145584344864,0.2795414924621582,0.2643791735172272,0.35260438919067383,0.25203296542167664,0.16511911153793335,0.25535592436790466,0.31169626116752625,0.23058590292930603,0.15394791960716248
down,0.23123176395893097,0.16725905239582062,0.3325848877429962,0.2301248162984848,0.15050162374973297,0.33130598068237305,0.16857798397541046,0.2387222796678543,0.10878769308328629,0.11152900010347366,0.2706494629383087,0.2533988952636719,0.10340336710214615,0.13836295902729034
conversion,0.1042092815041542,0.24206408858299255,0.2308437079191208,0.23645076155662537,0.18803854286670685,0.30520233511924744,0.07891333103179932,0.23848766088485718,0.0899902731180191,0.07691552489995956,0.21122929453849792,0.14058829843997955,0.10640900582075119,0.1924358606338501
percentage,0.22692053020000458,0.23538601398468018,0.2736506462097168,0.37015220522880554,0.26559123396873474,0.25744274258613586,0.2038288712501526,0.25336048007011414,0.1839606761932373,0.20793026685714722,0.18467122316360474,0.19571928679943085,0.2541443109512329,0.16088637709617615
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.49632513523101807,0.19996441900730133,0.41548454761505127,0.18048720061779022,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.41827285289764404,0.37726253271102905,0.27933305501937866,0.1826142966747284
13.8,-0.26665231585502625,0.039767105132341385,-0.08486048132181168,-0.11147987842559814,-0.08893419802188873,-0.13850226998329163,-0.17409056425094604,-0.05661043897271156,-0.0896233394742012,0.07933033257722855,-0.06741821020841599,-0.11956087499856949,-0.14518867433071136,-0.09626580774784088
was,0.3318818509578705,0.5810302495956421,0.48711544275283813,0.36249664425849915,0.24103644490242004,0.3636345863342285,0.29097598791122437,0.4508470594882965,0.21420986950397491,0.21915455162525177,0.27411898970603943,0.27166637778282166,0.1698075383901596,0.18412111699581146
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.47549712657928467,0.20472733676433563,0.45503583550453186,0.2358047515153885,1.0,0.26005712151527405,0.19533146917819977,0.3783375024795532,0.3289857804775238,0.21163642406463623,0.23916715383529663
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.2209789752960205,0.28511252999305725,0.17783479392528534,0.23746667802333832,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.1518537551164627,0.19097526371479034,0.26333683729171753,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.1793411821126938,0.37160974740982056,0.16993016004562378,0.2581532299518585,0.19533146917819977,0.4848237931728363,1.0,0.18353787064552307,0.20622028410434723,0.2752957046031952,0.21118052303791046
low,0.16145439445972443,0.19289205968379974,0.2544175982475281,0.2597365379333496,0.18113403022289276,0.2700593173503876,0.08206095546483994,0.24393533170223236,0.16166412830352783,0.15821826457977295,0.2028178721666336,0.17063795030117035,0.16405977308750153,0.10658930987119675
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.49507418274879456,0.23691914975643158,0.4645031690597534,0.25577837228775024,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4446153938770294,0.3524959683418274,0.23459066450595856,0.4130953550338745
,who,is,the,only,quarterback,to,win,a,super,bowl,with,two,teams,?
manning,0.33436715602874756,0.15379270911216736,0.27058160305023193,0.1829322874546051,0.5449647903442383,0.24857525527477264,0.2927981913089752,0.2509649395942688,0.30535250902175903,0.32417115569114685,0.18539859354496002,0.1973157376050949,0.2626858949661255,0.15856626629829407
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.4542345404624939,0.202833354473114,0.48971283435821533,0.25380003452301025,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.5477725267410278,0.4671151638031006,0.2197335660457611,0.20544172823429108
newton,0.19243690371513367,0.21921560168266296,0.1876603662967682,0.2205277532339096,0.29465755820274353,0.2176830768585205,0.12772701680660248,0.1884482353925705,0.18797411024570465,0.1892489492893219,0.1584642082452774,0.18733219802379608,0.1568610966205597,0.09645649790763855
had,0.36173108220100403,0.2932159900665283,0.3875846862792969,0.3839550316333771,0.18042391538619995,0.37984350323677063,0.20253686606884003,0.34897568821907043,0.17216899991035461,0.1661457121372223,0.4739086329936981,0.41487234830856323,0.19225463271141052,0.20728366076946259
quarterback,0.17410103976726532,0.19901543855667114,0.23757418990135193,0.1675751805305481,1.0000001192092896,0.17934949696063995,0.3017631769180298,0.20472733676433563,0.28511252999305725,0.37160974740982056,0.1795865148305893,0.2070576697587967,0.4060954749584198,0.13221268355846405
passer,0.1408417671918869,0.22416871786117554,0.2630290985107422,0.20454147458076477,0.42803147435188293,0.17647165060043335,0.28826552629470825,0.26529693603515625,0.1687663048505783,0.19280342757701874,0.15256080031394958,0.21908816695213318,0.18851155042648315,0.15625450015068054
ratings,0.1265973597764969,0.1454755961894989,0.23356813192367554,0.26153430342674255,0.26991260051727295,0.23899689316749573,0.23768697679042816,0.1921599805355072,0.2343011349439621,0.19783388078212738,0.17475707828998566,0.15801222622394562,0.21717238426208496,0.19248855113983154
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.49632513523101807,0.19996441900730133,0.41548454761505127,0.18048720061779022,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.41827285289764404,0.37726253271102905,0.27933305501937866,0.1826142966747284
56.6,0.05313347652554512,0.02384953573346138,0.10416784137487411,0.19192160665988922,0.011735787615180016,0.1479431837797165,-0.023230986669659615,0.050105974078178406,-0.032621607184410095,0.04258374869823456,0.0422447994351387,0.1322825402021408,0.03780605271458626,0.21270465850830078
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.4542345404624939,0.202833354473114,0.48971283435821533,0.25380003452301025,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.5477725267410278,0.4671151638031006,0.2197335660457611,0.20544172823429108
55.4,-0.05683629587292671,0.06523936986923218,0.038804929703474045,-0.017327144742012024,0.0011336562456563115,-0.07571836560964584,-0.017659466713666916,0.0028439005836844444,-0.009615102782845497,0.012438168749213219,-0.03805626183748245,-0.06011277437210083,0.013637085445225239,-0.05224214866757393
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.4220978021621704,0.2844501733779907,0.44245919585227966,0.2999197840690613,0.427140474319458,0.22322475910186768,0.1810409277677536,0.4120737314224243,0.35859420895576477,0.22220629453659058,0.31091248989105225
respectively,0.22078678011894226,0.18874318897724152,0.3498423993587494,0.37753239274024963,0.14032813906669617,0.29241517186164856,0.16807183623313904,0.18261326849460602,0.17725007236003876,0.08850861340761185,0.40220972895622253,0.4571808874607086,0.15830785036087036,0.1307799071073532
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.4220978021621704,0.2844501733779907,0.44245919585227966,0.2999197840690613,0.427140474319458,0.22322475910186768,0.1810409277677536,0.4120737314224243,0.35859420895576477,0.22220629453659058,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.4542345404624939,0.202833354473114,0.48971283435821533,0.25380003452301025,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.5477725267410278,0.4671151638031006,0.2197335660457611,0.20544172823429108
their,0.3767721951007843,0.2101074606180191,0.516537070274353,0.374733567237854,0.23149473965168,0.44619059562683105,0.20182272791862488,0.29698723554611206,0.14342328906059265,0.1663845032453537,0.4258328378200531,0.401440292596817,0.2674952447414398,0.1898253709077835
added,0.10734523087739944,0.21163742244243622,0.3207796514034271,0.32390040159225464,0.1371038854122162,0.29473474621772766,0.13031308352947235,0.2839798927307129,0.13001540303230286,0.20897437632083893,0.3135547637939453,0.24995669722557068,0.21874390542507172,0.2865637540817261
total,0.16190829873085022,0.18159881234169006,0.27068960666656494,0.3746699094772339,0.14724460244178772,0.22792020440101624,0.17626415193080902,0.20922091603279114,0.16075772047042847,0.13796210289001465,0.1768326759338379,0.31595906615257263,0.21833746135234833,0.14396025240421295
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.49632513523101807,0.19996441900730133,0.41548454761505127,0.18048720061779022,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.41827285289764404,0.37726253271102905,0.27933305501937866,0.1826142966747284
112,0.19017866253852844,0.0903078243136406,0.07549573481082916,0.08241657167673111,0.02325328066945076,0.07451505213975906,-0.04302876815199852,0.09094340354204178,0.028049126267433167,-0.06556770205497742,0.00371633842587471,0.033636901527643204,-0.06372559815645218,-0.019204607233405113
is,0.24293622374534607,1.0,0.5823672413825989,0.44708555936813354,0.19901543855667114,0.42745086550712585,0.21301808953285217,0.658733606338501,0.15390309691429138,0.14233897626399994,0.3250955045223236,0.2315155267715454,0.1845376342535019,0.22961433231830597
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.47549712657928467,0.20472733676433563,0.45503583550453186,0.2358047515153885,1.0,0.26005712151527405,0.19533146917819977,0.3783375024795532,0.3289857804775238,0.21163642406463623,0.23916715383529663
record,0.24139603972434998,0.19413821399211884,0.23569516837596893,0.2610468566417694,0.2873646914958954,0.22007153928279877,0.3108607828617096,0.2588478624820709,0.2505435347557068,0.24389338493347168,0.19528687000274658,0.18273791670799255,0.1979433000087738,0.14407116174697876
