,in,what,year,was,the,agreement,to,allow,the,saarland,settlement,reached,?
prince,0.16662997007369995,0.1252768486738205,0.18290233612060547,0.21743454039096832,0.24284426867961884,0.08948160707950592,0.1818697601556778,0.03193842992186546,0.24284426867961884,0.16099777817726135,0.1665959507226944,0.14559878408908844,0.15431542694568634
louis,0.2117311805486679,0.11922219395637512,0.1497855931520462,0.28063738346099854,0.22078758478164673,0.22853119671344757,0.16961874067783356,0.12987910211086273,0.22078758478164673,0.2756846249103546,0.08620359003543854,0.12315426021814346,0.09819188714027405
de,0.24818959832191467,0.10476839542388916,0.14729079604148865,0.20575080811977386,0.23491892218589783,0.12632690370082855,0.15903331339359283,0.09822526574134827,0.23491892218589783,0.18577764928340912,0.1251508742570877,0.07886192202568054,0.11064168810844421
condé,0.28415852785110474,0.1703963428735733,0.2145814150571823,0.2664198875427246,0.3040870726108551,0.14332443475723267,0.17743025720119476,0.06395279616117477,0.3040870726108551,0.29581737518310547,0.1790980100631714,0.1454305648803711,0.2364301085472107
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.23435252904891968,0.44245919585227966,0.24557842314243317,0.4933079481124878,0.22834095358848572,0.25103551149368286,0.26771560311317444,0.31091248989105225
along,0.3603311777114868,0.22421957552433014,0.183536097407341,0.24175575375556946,0.39495137333869934,0.19685803353786469,0.2976071536540985,0.2770230770111084,0.39495137333869934,0.16305504739284515,0.17045778036117554,0.2114495038986206,0.17134909331798553
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.29106786847114563,0.4239959120750427,0.3086503744125366,0.4223487675189972,0.19865547120571136,0.1540074348449707,0.20852181315422058,0.2433311939239502
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.4405253231525421,0.4394008219242096,0.1892467588186264,0.3715193271636963,0.1637401282787323,0.4394008219242096,0.19999155402183533,0.13701152801513672,0.16015276312828064,0.18075084686279297
sons,0.17819298803806305,0.1335936188697815,0.14387942850589752,0.2263665646314621,0.16342225670814514,0.15687936544418335,0.11964831501245499,0.05441991984844208,0.16342225670814514,0.1657002568244934,0.08611121028661728,0.10450580716133118,0.13006451725959778
daniel,0.1751832365989685,0.09604346752166748,0.1460195928812027,0.20530252158641815,0.16781723499298096,0.13537287712097168,0.14080819487571716,0.14039833843708038,0.16781723499298096,0.14771758019924164,0.15573106706142426,0.06319569051265717,0.1540297418832779
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.22375741600990295,0.48971283435821533,0.3380379378795624,0.5171257257461548,0.22706294059753418,0.24081379175186157,0.19567863643169403,0.20544172823429108
osias,0.26853081583976746,0.20577970147132874,0.19659924507141113,0.25189208984375,0.323503702878952,0.1601542830467224,0.21776670217514038,0.11012022942304611,0.323503702878952,0.3567377030849457,0.12197056412696838,0.15304337441921234,0.1580829918384552
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.23435252904891968,0.44245919585227966,0.24557842314243317,0.4933079481124878,0.22834095358848572,0.25103551149368286,0.26771560311317444,0.31091248989105225
[,0.12324675917625427,0.010752761736512184,0.14371466636657715,0.03263993561267853,0.07130392640829086,0.01801827736198902,0.07649242132902145,0.05076546221971512,0.07130392640829086,0.021785717457532883,0.019606422632932663,0.1033962294459343,0.011015460826456547
citation,0.22942641377449036,0.26448965072631836,0.1934625655412674,0.17611537873744965,0.2536581754684448,0.13388794660568237,0.2558228075504303,0.23141038417816162,0.2536581754684448,0.14562448859214783,0.1854475438594818,0.026209570467472076,0.3382055461406708
needed,0.21117523312568665,0.3631289601325989,0.14477038383483887,0.227164626121521,0.3064746856689453,0.2562658488750458,0.45002421736717224,0.47895556688308716,0.3064746856689453,0.1777494251728058,0.13463419675827026,0.2075197398662567,0.2863257825374603
],-0.1088862195611,-0.03775298595428467,-0.09102598577737808,0.0001094614781322889,-0.04779602214694023,-0.08063853532075882,-0.04249158129096031,-0.008251152001321316,-0.04779602214694023,-0.05939089134335518,-0.016086313873529434,-0.02435675635933876,-0.0022520492784678936
arranged,0.20203842222690582,0.1523403525352478,0.16820673644542694,0.1825263798236847,0.26620063185691833,0.2582816183567047,0.2805038392543793,0.2604042887687683,0.26620063185691833,0.09780057519674301,0.05440448597073555,0.14236432313919067,0.08499907702207565
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.29106786847114563,0.4239959120750427,0.3086503744125366,0.4223487675189972,0.19865547120571136,0.1540074348449707,0.20852181315422058,0.2433311939239502
count,0.1993972808122635,0.11588504165410995,0.22185657918453217,0.16032585501670837,0.21435627341270447,0.12443840503692627,0.25972336530685425,0.15742111206054688,0.21435627341270447,0.15770426392555237,0.07899327576160431,0.14548633992671967,0.15563273429870605
ludwig,0.15832993388175964,0.17129813134670258,0.13600978255271912,0.26121020317077637,0.19800813496112823,0.18059512972831726,0.12950320541858673,0.08647798746824265,0.19800813496112823,0.3610047698020935,0.1290072500705719,0.09321270883083344,0.12184596061706543
