,what,dutch,document,condemned,the,spanish,inquisition,?
early,0.2454567849636078,0.1483459174633026,0.18100708723068237,0.18892145156860352,0.34442198276519775,0.1888585388660431,0.295251727104187,0.15272949635982513
ties,0.05768733099102974,0.1351051777601242,0.16191308200359344,0.265281081199646,0.21061654388904572,0.1649562418460846,0.15978620946407318,0.08758962154388428
were,0.22298263013362885,0.17881813645362854,0.13542622327804565,0.28070831298828125,0.3906462490558624,0.16040389239788055,0.2937557101249695,0.17890112102031708
already,0.4530037045478821,0.1902609020471573,0.2426760196685791,0.1679307371377945,0.34582915902137756,0.20264264941215515,0.29682034254074097,0.3477933406829834
visible,0.29748985171318054,0.06544381380081177,0.17081710696220398,0.1884828358888626,0.3234308958053589,0.07701282948255539,0.19654737412929535,0.16810297966003418
in,0.30808621644973755,0.17559829354286194,0.19825614988803864,0.1719873994588852,0.6662389636039734,0.15696977078914642,0.2093152552843094,0.20430970191955566
the,0.42745697498321533,0.1705695390701294,0.2833879888057709,0.2100345343351364,1.0,0.23213517665863037,0.2849404513835907,0.22068053483963013
``,0.008517155423760414,0.04838523641228676,0.06601003557443619,0.013199147768318653,0.029072100296616554,0.05383434146642685,0.04154086485505104,0.0685480609536171
apologie,0.3106670677661896,0.15198740363121033,0.1887783259153366,0.27788782119750977,0.14456334710121155,0.11633354425430298,0.2813050150871277,0.3412799835205078
'',0.08143015950918198,-0.0020182228181511164,0.011441756039857864,-0.008270449936389923,0.041273195296525955,0.014310797676444054,0.007265748456120491,0.018684765323996544
of,0.33290785551071167,0.14408773183822632,0.2297721952199936,0.22521376609802246,0.733189046382904,0.1623179167509079,0.27740103006362915,0.1826142966747284
william,0.24990826845169067,0.2614935338497162,0.10294406861066818,0.056275058537721634,0.21537061035633087,0.1376824527978897,0.21985141932964325,0.14462219178676605
the,0.42745697498321533,0.1705695390701294,0.2833879888057709,0.2100345343351364,1.0,0.23213517665863037,0.2849404513835907,0.22068053483963013
silent,0.20245704054832458,0.21103709936141968,0.13390383124351501,0.1475333869457245,0.18443737924098969,0.07861581444740295,0.1412118673324585,0.11667241156101227
",",0.3087472915649414,0.23674406111240387,0.1716068834066391,0.17568804323673248,0.4933079481124878,0.2153884321451187,0.18182027339935303,0.31091248989105225
condemning,0.3369600474834442,0.15391993522644043,0.2592388987541199,0.8556011319160461,0.3010975420475006,0.15447898209095,0.4446973204612732,0.26393499970436096
the,0.42745697498321533,0.1705695390701294,0.2833879888057709,0.2100345343351364,1.0,0.23213517665863037,0.2849404513835907,0.22068053483963013
spanish,0.13950122892856598,0.41973862051963806,0.16734768450260162,0.1558743566274643,0.23213517665863037,1.0000001192092896,0.41805124282836914,0.14750491082668304
inquisition,0.2737938165664673,0.227674663066864,0.308011919260025,0.43209967017173767,0.2849404513835907,0.41805124282836914,1.0,0.16987963020801544
",",0.3087472915649414,0.23674406111240387,0.1716068834066391,0.17568804323673248,0.4933079481124878,0.2153884321451187,0.18182027339935303,0.31091248989105225
which,0.5261979103088379,0.12961752712726593,0.2621132433414459,0.18847091495990753,0.6521818041801453,0.20215068757534027,0.24125352501869202,0.25814583897590637
was,0.22111038863658905,0.2182149887084961,0.1502385288476944,0.24037425220012665,0.48711544275283813,0.2310291975736618,0.3314789831638336,0.18412111699581146
written,0.25412634015083313,0.13313834369182587,0.23649029433727264,0.2024267166852951,0.2582438886165619,0.13421040773391724,0.16133975982666016,0.21451954543590546
by,0.2455483376979828,0.16281594336032867,0.1351308822631836,0.23444101214408875,0.4408751428127289,0.18348926305770874,0.23496299982070923,0.17966607213020325
his,0.26976513862609863,0.19317306578159332,0.14281609654426575,0.2561349868774414,0.4394008219242096,0.18724563717842102,0.3098323941230774,0.18075084686279297
court,0.23440583050251007,0.11459442973136902,0.18444904685020447,0.2341417521238327,0.2812081575393677,0.14693714678287506,0.35722824931144714,0.17100423574447632
minister,0.1705908179283142,0.11950609087944031,0.12450433522462845,0.22256702184677124,0.19297581911087036,0.09366550296545029,0.17134404182434082,0.10825661569833755
",",0.3087472915649414,0.23674406111240387,0.1716068834066391,0.17568804323673248,0.4933079481124878,0.2153884321451187,0.18182027339935303,0.31091248989105225
the,0.42745697498321533,0.1705695390701294,0.2833879888057709,0.2100345343351364,1.0,0.23213517665863037,0.2849404513835907,0.22068053483963013
huguenot,0.1912020891904831,0.39192789793014526,0.2184140980243683,0.340323269367218,0.29557526111602783,0.34037941694259644,0.4082859456539154,0.1359742432832718
pierre,0.129045307636261,0.21544155478477478,0.08551665395498276,0.19778721034526825,0.19442830979824066,0.15664184093475342,0.15506459772586823,0.16526779532432556
l'oyseleur,0.23222339153289795,0.24186645448207855,0.1960076242685318,0.14222964644432068,0.30190831422805786,0.21036846935749054,0.16106174886226654,0.2842220962047577
",",0.3087472915649414,0.23674406111240387,0.1716068834066391,0.17568804323673248,0.4933079481124878,0.2153884321451187,0.18182027339935303,0.31091248989105225
lord,0.15077504515647888,0.1522911787033081,0.10204791277647018,0.15898045897483826,0.2489406019449234,0.12630395591259003,0.2285238802433014,0.09544310718774796
of,0.33290785551071167,0.14408773183822632,0.2297721952199936,0.22521376609802246,0.733189046382904,0.1623179167509079,0.27740103006362915,0.1826142966747284
villiers,0.1490778774023056,0.1779497265815735,0.130953848361969,0.1597955822944641,0.2038567215204239,0.22192621231079102,0.16303418576717377,0.15787145495414734
.,0.3567904531955719,0.2196396291255951,0.2127149999141693,0.13844828307628632,0.5934505462646484,0.18907511234283447,0.17904214560985565,0.4130953550338745
