,what,type,of,civil,war,was,fought,between,political,and,tribal,warlords,?
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.26466667652130127,0.29904094338417053,0.45514053106307983,0.27511686086654663,0.41100412607192993,0.22136160731315613,0.4954058527946472,0.15004047751426697,0.1567830741405487,0.20430970191955566
afghanistan,0.23892498016357422,0.09321421384811401,0.2363988608121872,0.2451801598072052,0.2994585931301117,0.18056072294712067,0.24582773447036743,0.2223958969116211,0.28168827295303345,0.2312776744365692,0.3305768668651581,0.31564173102378845,0.1478135734796524
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24795588850975037,0.2671184241771698,0.45456063747406006,0.2973159849643707,0.27714940905570984,0.27072274684906006,0.6633074283599854,0.21239762008190155,0.18395936489105225,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2477465271949768,0.366199791431427,0.48711544275283813,0.30367159843444824,0.39067012071609497,0.20477235317230225,0.5171257257461548,0.259813129901886,0.233455628156662,0.22068053483963013
mujahideen,0.2557944357395172,0.09697839617729187,0.2641036808490753,0.28831231594085693,0.36341461539268494,0.2941867709159851,0.30814477801322937,0.17499354481697083,0.3758058249950409,0.2345529943704605,0.32911190390586853,0.3940677046775818,0.25100576877593994
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.06354409456253052,0.06856801360845566,0.008974763564765453,-0.0052594575099647045,0.006096371449530125,0.04151610657572746,0.06895173341035843,0.08223730325698853,-0.0018570789834484458,-0.023395681753754616
victory,0.12667348980903625,0.036216139793395996,0.21037539839744568,0.23858533799648285,0.4195147752761841,0.28069007396698,0.4173280894756317,0.17043538391590118,0.17440007627010345,0.14554795622825623,0.1826970875263214,0.2460067719221115,0.15412560105323792
against,0.24561616778373718,0.14162683486938477,0.2669808566570282,0.22722691297531128,0.319843053817749,0.22972732782363892,0.47990286350250244,0.26795369386672974,0.19340632855892181,0.3292689621448517,0.21023552119731903,0.2371053248643875,0.18095137178897858
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2477465271949768,0.366199791431427,0.48711544275283813,0.30367159843444824,0.39067012071609497,0.20477235317230225,0.5171257257461548,0.259813129901886,0.233455628156662,0.22068053483963013
soviet,0.12922172248363495,0.0991455689072609,0.17437179386615753,0.21523307263851166,0.3796025812625885,0.259528785943985,0.19285686314105988,0.16294075548648834,0.3155937194824219,0.24788688123226166,0.18073779344558716,0.23124805092811584,0.08693568408489227
union,0.1396910548210144,0.03160056099295616,0.2642118036746979,0.32730230689048767,0.31622445583343506,0.23276571929454803,0.23276948928833008,0.18673625588417053,0.2585076093673706,0.2594362497329712,0.21799558401107788,0.21695762872695923,0.07797172665596008
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.26466667652130127,0.29904094338417053,0.45514053106307983,0.27511686086654663,0.41100412607192993,0.22136160731315613,0.4954058527946472,0.15004047751426697,0.1567830741405487,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2477465271949768,0.366199791431427,0.48711544275283813,0.30367159843444824,0.39067012071609497,0.20477235317230225,0.5171257257461548,0.259813129901886,0.233455628156662,0.22068053483963013
1980s,-0.06585196405649185,0.17017406225204468,0.11110851913690567,0.07467683404684067,0.04074571281671524,-0.0172738004475832,0.10304662585258484,0.09908812493085861,0.013324316591024399,0.016964120790362358,0.12238848954439163,0.14122822880744934,-0.0718669518828392
did,0.4259131848812103,0.16984181106090546,0.2513895630836487,0.17288750410079956,0.27422013878822327,0.41399896144866943,0.244978666305542,0.16542956233024597,0.21022029221057892,0.34479495882987976,0.20051459968090057,0.20310938358306885,0.3023456633090973
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.18740713596343994,0.22388246655464172,0.2888734042644501,0.1440243124961853,0.18732105195522308,0.20801322162151337,0.39099299907684326,0.18641678988933563,0.18554794788360596,0.41942933201789856
lead,0.19642074406147003,0.08599045127630234,0.19835850596427917,0.11756866425275803,0.14951711893081665,0.1970783770084381,0.1149541586637497,0.14819706976413727,0.19392256438732147,0.31077226996421814,0.11169791966676712,0.12352709472179413,0.14552436769008636
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2019355595111847,0.2610234022140503,0.3636345863342285,0.20381352305412292,0.3639189600944519,0.2065112292766571,0.48971283435821533,0.26872000098228455,0.16351553797721863,0.29463258385658264
justice,0.21462921798229218,-0.009537100791931152,0.2658293545246124,0.22985583543777466,0.24976757168769836,0.24932703375816345,0.18364574015140533,0.1533963531255722,0.328020304441452,0.22812503576278687,0.19839359819889069,0.2881854176521301,0.19269752502441406
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.25259146094322205,0.29695844650268555,0.3740963041782379,0.26526638865470886,0.40645647048950195,0.33013346791267395,1.0,0.2447868138551712,0.2242327630519867,0.20544172823429108
prosperity,0.20327873528003693,0.1103275939822197,0.27180835604667664,0.23813892900943756,0.3082497715950012,0.2003638744354248,0.2650350034236908,0.22382372617721558,0.3535916805267334,0.29077327251434326,0.2291753888130188,0.3019331991672516,0.1755954772233963
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24795588850975037,0.2671184241771698,0.45456063747406006,0.2973159849643707,0.27714940905570984,0.27072274684906006,0.6633074283599854,0.21239762008190155,0.18395936489105225,0.31091248989105225
due,0.15204688906669617,0.11046557873487473,0.2533245384693146,0.15283706784248352,0.15864722430706024,0.29011407494544983,0.16260938346385956,0.26288264989852905,0.20802590250968933,0.3082410395145416,0.13257673382759094,0.09075508266687393,0.10954997688531876
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2019355595111847,0.2610234022140503,0.3636345863342285,0.20381352305412292,0.3639189600944519,0.2065112292766571,0.48971283435821533,0.26872000098228455,0.16351553797721863,0.29463258385658264
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21693918108940125,0.2368277609348297,0.4508470594882965,0.15341457724571228,0.29385313391685486,0.21418654918670654,0.3739250600337982,0.17967447638511658,0.20779429376125336,0.23916715383529663
vicious,0.24344849586486816,0.10434029251337051,0.15464134514331818,0.14883793890476227,0.13263240456581116,0.13621452450752258,0.18072447180747986,0.11207199841737747,0.10429124534130096,0.23503896594047546,0.16773055493831635,0.23858852684497833,0.24082088470458984
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.25259146094322205,0.29695844650268555,0.3740963041782379,0.26526638865470886,0.40645647048950195,0.33013346791267395,1.0,0.2447868138551712,0.2242327630519867,0.20544172823429108
destructive,0.2930704951286316,0.17273461818695068,0.21505078673362732,0.15673857927322388,0.22766992449760437,0.13219225406646729,0.18667735159397125,0.1486063003540039,0.1462593376636505,0.23655502498149872,0.19832748174667358,0.2226286232471466,0.18108771741390228
