,what,modern,city,is,located,on,the,original,huguenot,colony,?
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.5823672413825989,0.407527357339859,0.5107308030128479,1.0,0.4037000238895416,0.29557526111602783,0.2740810811519623,0.22068053483963013
first,0.28086137771606445,0.33161288499832153,0.20456640422344208,0.30889374017715454,0.17927506566047668,0.3120559751987457,0.49448907375335693,0.3307017385959625,0.18566305935382843,0.27991995215415955,0.18701928853988647
huguenot,0.1912020891904831,0.16090890765190125,0.2337077558040619,0.12706810235977173,0.14428427815437317,0.1345445066690445,0.29557526111602783,0.19188439846038818,1.0000001192092896,0.32352373003959656,0.1359742432832718
to,0.455847829580307,0.193939670920372,0.20300441980361938,0.42745086550712585,0.20850814878940582,0.41031414270401,0.535392165184021,0.30182456970214844,0.24496324360370636,0.27651169896125793,0.29463258385658264
arrive,0.27792268991470337,0.12947282195091248,0.1699668914079666,0.1479402631521225,0.2240811586380005,0.20132426917552948,0.31055817008018494,0.12694086134433746,0.2799074947834015,0.3434622287750244,0.15686719119548798
at,0.2838611304759979,0.20050804316997528,0.2310783565044403,0.25906258821487427,0.3688831031322479,0.4806317389011383,0.457212895154953,0.15838190913200378,0.23064149916172028,0.1879788488149643,0.21978627145290375
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.5823672413825989,0.407527357339859,0.5107308030128479,1.0,0.4037000238895416,0.29557526111602783,0.2740810811519623,0.22068053483963013
cape,0.17391739785671234,0.10879898071289062,0.15070050954818726,0.2026473432779312,0.18178659677505493,0.22667036950588226,0.2352786809206009,0.07774767279624939,0.23918122053146362,0.3750913739204407,0.10433043539524078
of,0.33290785551071167,0.3482828736305237,0.32503411173820496,0.4854315221309662,0.32520920038223267,0.3966929316520691,0.733189046382904,0.30228546261787415,0.29061198234558105,0.2552715241909027,0.1826142966747284
good,0.3916934132575989,0.19087567925453186,0.1599743813276291,0.24055646359920502,0.11814624816179276,0.2569187879562378,0.2735973596572876,0.1949365735054016,0.1897575855255127,0.15205857157707214,0.3187684714794159
hope,0.32692182064056396,0.07359664142131805,0.16363491117954254,0.21322616934776306,0.04716183617711067,0.2709949314594269,0.2378109097480774,0.17192426323890686,0.22309304773807526,0.27523741126060486,0.3014601767063141
was,0.22111038863658905,0.23571695387363434,0.3188765048980713,0.5810302495956421,0.20133289694786072,0.3909217119216919,0.48711544275283813,0.32203906774520874,0.24281072616577148,0.25879696011543274,0.18412111699581146
however,0.4480680823326111,0.30586105585098267,0.19529005885124207,0.33769986033439636,0.15942849218845367,0.3940407931804657,0.49814513325691223,0.28259673714637756,0.2525806128978729,0.21578769385814667,0.2152075469493866
maria,0.157850980758667,0.10498689115047455,0.14900407195091248,0.12217415869235992,0.1348719596862793,0.20156139135360718,0.15531538426876068,0.14531467854976654,0.2724834084510803,0.21353796124458313,0.16458186507225037
de,0.10476839542388916,0.11769594252109528,0.15923210978507996,0.20309367775917053,0.20173346996307373,0.1432282030582428,0.23491892218589783,0.20032058656215668,0.3515174984931946,0.19290347397327423,0.11064168810844421
la,0.15497572720050812,0.1416989117860794,0.17040371894836426,0.19883033633232117,0.157570019364357,0.14670400321483612,0.23999373614788055,0.16483812034130096,0.2882387936115265,0.1403011977672577,0.16701938211917877
queillerie,0.22909778356552124,0.2392585575580597,0.3205920457839966,0.2943682372570038,0.23763367533683777,0.26690852642059326,0.27647313475608826,0.22981460392475128,0.4199090003967285,0.2575875520706177,0.21846884489059448
",",0.3087472915649414,0.2557750344276428,0.35839709639549255,0.4691906273365021,0.2678719460964203,0.49057599902153015,0.4933079481124878,0.23508994281291962,0.24752236902713776,0.23671650886535645,0.31091248989105225
wife,0.15537087619304657,0.044994983822107315,0.14874663949012756,0.14306695759296417,0.19074806571006775,0.1834355890750885,0.18555577099323273,0.06562787294387817,0.2931946814060211,0.19580481946468353,0.19987250864505768
of,0.33290785551071167,0.3482828736305237,0.32503411173820496,0.4854315221309662,0.32520920038223267,0.3966929316520691,0.733189046382904,0.30228546261787415,0.29061198234558105,0.2552715241909027,0.1826142966747284
commander,0.23316337168216705,0.08363458514213562,0.1645740121603012,0.1377710998058319,0.2011575549840927,0.20666152238845825,0.24218903481960297,0.14352142810821533,0.24577689170837402,0.21746008098125458,0.2315494865179062
