,what,team,did,the,denver,broncos,play,in,super,bowl,xxxiii,?
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,1.0,0.2052404284477234,0.25985947251319885,0.24793598055839539,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
broncos,0.1787765771150589,0.32797038555145264,0.1738176792860031,0.25985947251319885,0.5774994492530823,1.0000001192092896,0.3148726522922516,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.46111395955085754,0.18377114832401276
last,0.23175878822803497,0.17319153249263763,0.30895525217056274,0.3698786795139313,0.12791386246681213,0.14458541572093964,0.17943069338798523,0.30714505910873413,0.17231976985931396,0.20327796041965485,0.2604474425315857,0.22371746599674225
wore,0.16125711798667908,0.21997667849063873,0.30812695622444153,0.2265123575925827,0.23825088143348694,0.28808706998825073,0.26311802864074707,0.2072577178478241,0.16364960372447968,0.17592862248420715,0.21195809543132782,0.11052817106246948
matching,0.25211000442504883,0.1995486170053482,0.1410667598247528,0.25132954120635986,0.1349632740020752,0.18063925206661224,0.24232527613639832,0.2258259803056717,0.08712805807590485,0.16784971952438354,0.19846192002296448,0.2242019772529602
white,0.1410645991563797,0.1012396290898323,0.1683805286884308,0.25492873787879944,0.18993325531482697,0.19174246490001678,0.17717227339744568,0.1821274310350418,0.11256568133831024,0.17490817606449127,0.14468711614608765,0.124679796397686
jerseys,0.11635155230760574,0.3443291187286377,0.157688170671463,0.279405415058136,0.328667551279068,0.4152030646800995,0.2708521783351898,0.2633516192436218,0.23186436295509338,0.19441187381744385,0.28409475088119507,0.0964861810207367
and,0.31309178471565247,0.22394508123397827,0.34479495882987976,0.5171257257461548,0.20625516772270203,0.20959050953388214,0.25634777545928955,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.20544172823429108
pants,0.1608412116765976,0.17318162322044373,0.1929604858160019,0.15805065631866455,0.1763857901096344,0.31517717242240906,0.22958025336265564,0.15389671921730042,0.2106703817844391,0.2013835906982422,0.22776800394058228,0.17935864627361298
in,0.30808621644973755,0.18841172754764557,0.2593238651752472,0.6662389636039734,0.2221570909023285,0.20316283404827118,0.24321173131465912,1.0,0.18576006591320038,0.17236235737800598,0.23179616034030914,0.20430970191955566
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,1.0,0.2052404284477234,0.25985947251319885,0.24793598055839539,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
super,0.13651713728904724,0.23339706659317017,0.16038043797016144,0.21959073841571808,0.24589714407920837,0.36141330003738403,0.17709366977214813,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.521435022354126,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.18569406867027283,0.21576224267482758,0.2861449718475342,0.4351775348186493,0.19427603483200073,0.17236235737800598,0.4848237931728363,1.0,0.5332549810409546,0.21118052303791046
in,0.30808621644973755,0.18841172754764557,0.2593238651752472,0.6662389636039734,0.2221570909023285,0.20316283404827118,0.24321173131465912,1.0,0.18576006591320038,0.17236235737800598,0.23179616034030914,0.20430970191955566
super,0.13651713728904724,0.23339706659317017,0.16038043797016144,0.21959073841571808,0.24589714407920837,0.36141330003738403,0.17709366977214813,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.521435022354126,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.18569406867027283,0.21576224267482758,0.2861449718475342,0.4351775348186493,0.19427603483200073,0.17236235737800598,0.4848237931728363,1.0,0.5332549810409546,0.21118052303791046
xxxiii,0.13784337043762207,0.26799407601356506,0.1696920543909073,0.3131234347820282,0.3136270344257355,0.46111395955085754,0.21393346786499023,0.23179616034030914,0.521435022354126,0.5332549810409546,1.0,0.19756333529949188
",",0.3087472915649414,0.21287471055984497,0.3015086054801941,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.2231253683567047,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.28180480003356934,0.31091248989105225
elway,0.2192334681749344,0.2936027944087982,0.19734835624694824,0.2985321283340454,0.41913217306137085,0.47580254077911377,0.32164624333381653,0.2640700042247772,0.2389257848262787,0.3023669123649597,0.32840511202812195,0.2248448133468628
's,0.02692362666130066,0.04450521618127823,0.05069678649306297,-0.01540423184633255,-0.08765961974859238,-0.037254199385643005,0.08983290195465088,-0.037580832839012146,0.09726737439632416,-0.02838491089642048,0.017510170117020607,-0.023395681753754616
last,0.23175878822803497,0.17319153249263763,0.30895525217056274,0.3698786795139313,0.12791386246681213,0.14458541572093964,0.17943069338798523,0.30714505910873413,0.17231976985931396,0.20327796041965485,0.2604474425315857,0.22371746599674225
game,0.2246788740158081,0.3462994396686554,0.19789010286331177,0.285271555185318,0.18653830885887146,0.32325026392936707,0.44828343391418457,0.23986028134822845,0.3480181396007538,0.2413962334394455,0.3162572979927063,0.1829071193933487
as,0.31749409437179565,0.14189721643924713,0.3596470057964325,0.48381632566452026,0.23965661227703094,0.23052668571472168,0.2074424922466278,0.3887844979763031,0.21450649201869965,0.14539222419261932,0.20796296000480652,0.27043893933296204
denver,0.1275133192539215,0.18347741663455963,0.16413381695747375,0.2052404284477234,1.0,0.5774994492530823,0.22126924991607666,0.2221570909023285,0.24589714407920837,0.2861449718475342,0.3136270344257355,0.1520889848470688
qb,0.12458405643701553,0.30134010314941406,0.1737731695175171,0.15503893792629242,0.3514344394207001,0.4105522334575653,0.22832581400871277,0.12069996446371078,0.2669486999511719,0.32663026452064514,0.3660312294960022,0.17378021776676178
",",0.3087472915649414,0.21287471055984497,0.3015086054801941,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.2231253683567047,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.28180480003356934,0.31091248989105225
when,0.4700249433517456,0.19886156916618347,0.3228907287120819,0.5091903209686279,0.16849075257778168,0.20478437840938568,0.2209858000278473,0.4431333839893341,0.20393483340740204,0.20523639023303986,0.22676533460617065,0.22841128706932068
they,0.4431931674480438,0.22993488609790802,0.4879390597343445,0.49925389885902405,0.23547865450382233,0.25937581062316895,0.30507370829582214,0.4330179989337921,0.1988932192325592,0.18658970296382904,0.2121027112007141,0.2753053903579712
defeated,0.13652801513671875,0.2748386263847351,0.23103484511375427,0.2833898365497589,0.12993989884853363,0.3003196120262146,0.1737843006849289,0.24813973903656006,0.22541621327400208,0.24224305152893066,0.3593118488788605,0.1413237303495407
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,1.0,0.2052404284477234,0.25985947251319885,0.24793598055839539,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
atlanta,0.16388162970542908,0.2395622879266739,0.19099833071231842,0.23474927246570587,0.4592776894569397,0.4281277060508728,0.23031172156333923,0.19453994929790497,0.18281380832195282,0.2594067454338074,0.36442822217941284,0.15733501315116882
falcons,0.16426008939743042,0.2701348066329956,0.13789795339107513,0.21631120145320892,0.2883439064025879,0.5457971096038818,0.28787559270858765,0.15516816079616547,0.2247217297554016,0.3091208338737488,0.328747034072876,0.13383014500141144
34–19,-0.024621915072202682,-0.09153582900762558,0.061550870537757874,-0.14853201806545258,-0.09562953561544418,-0.12041433155536652,0.0714186429977417,-0.15643662214279175,-0.015810701996088028,-0.08226211369037628,-0.09271158277988434,-0.03791365772485733
.,0.3567904531955719,0.26467522978782654,0.35288307070732117,0.5934505462646484,0.2573630213737488,0.2612393796443939,0.25552695989608765,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.24740536510944366,0.4130953550338745
