,what,star,trek,episode,has,a,nod,to,doctor,who,?
there,0.35085538029670715,0.09575378149747849,0.14288705587387085,0.1652505248785019,0.42909398674964905,0.4214206337928772,0.11955015361309052,0.40669289231300354,0.21845605969429016,0.2844357192516327,0.29405656456947327
have,0.39808809757232666,0.20651428401470184,0.1850893795490265,0.20087476074695587,0.6353569626808167,0.338716596364975,0.184401735663414,0.4544740617275238,0.17649078369140625,0.39246654510498047,0.32991164922714233
also,0.42747777700424194,0.19612230360507965,0.21682694554328918,0.22503605484962463,0.505894660949707,0.5149940252304077,0.18225844204425812,0.5348826050758362,0.2990783452987671,0.47919341921806335,0.21848613023757935
been,0.2567804455757141,0.18821005523204803,0.20201091468334198,0.17838650941848755,0.6162750124931335,0.3315402865409851,0.14198438823223114,0.34945759177207947,0.12184444069862366,0.3295723795890808,0.24354910850524902
many,0.36131182312965393,0.1529838889837265,0.1624557226896286,0.12958924472332,0.4266262650489807,0.2872205972671509,0.19135215878486633,0.40243685245513916,0.18319568037986755,0.4149286150932312,0.2124512493610382
references,0.33697807788848877,0.1440485715866089,0.14017930626869202,0.2107754647731781,0.20911692082881927,0.26590603590011597,0.16509173810482025,0.26855769753456116,0.11018913984298706,0.18663379549980164,0.37122470140457153
to,0.455847829580307,0.1685386449098587,0.21378912031650543,0.25052839517593384,0.3619994819164276,0.45503583550453186,0.16351138055324554,1.0,0.22950075566768646,0.42656609416007996,0.29463258385658264
doctor,0.20870667695999146,0.13059835135936737,0.2780842185020447,0.2940889000892639,0.1778179407119751,0.22883038222789764,0.2035226672887802,0.22950075566768646,0.9999999403953552,0.3504868149757385,0.1462511420249939
who,0.40942975878715515,0.17057761549949646,0.19591695070266724,0.2015407234430313,0.2558172643184662,0.36608949303627014,0.2825273275375366,0.42656609416007996,0.3504868149757385,0.9999998807907104,0.26220351457595825
in,0.30808621644973755,0.22244247794151306,0.22978757321834564,0.19184806942939758,0.4173259735107422,0.539380669593811,0.08851155638694763,0.45010748505592346,0.25567495822906494,0.2792111933231354,0.20430970191955566
popular,0.186283677816391,0.1888139247894287,0.1785314977169037,0.14377503097057343,0.2765832543373108,0.2756339907646179,0.11354358494281769,0.20657874643802643,0.11902014166116714,0.23977619409561157,0.13108457624912262
culture,0.22475376725196838,0.1660388857126236,0.2108077108860016,0.13153693079948425,0.21336032450199127,0.23602306842803955,0.13635820150375366,0.1957503855228424,0.10851340740919113,0.13897232711315155,0.13093146681785583
and,0.31309178471565247,0.19966064393520355,0.1476334035396576,0.2091434895992279,0.43716782331466675,0.3739250600337982,0.2309843897819519,0.48971283435821533,0.21673844754695892,0.41279885172843933,0.20544172823429108
other,0.341873437166214,0.1577824503183365,0.16550935804843903,0.1582825481891632,0.3162766396999359,0.2806335389614105,0.1765183061361313,0.4193183183670044,0.21788395941257477,0.3612329661846161,0.24682199954986572
science,0.2612018585205078,0.212726891040802,0.3082079589366913,0.18124337494373322,0.19469603896141052,0.2378881424665451,0.1672804206609726,0.2226530760526657,0.3319964110851288,0.19709691405296326,0.17974960803985596
fiction,0.2169971615076065,0.22044490277767181,0.4174972474575043,0.2822720408439636,0.15213587880134583,0.20890182256698608,0.1389806866645813,0.15569862723350525,0.32431042194366455,0.22704675793647766,0.19665013253688812
",",0.3087472915649414,0.2074643075466156,0.1450221985578537,0.18198037147521973,0.3734780251979828,0.427140474319458,0.2400919646024704,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.31091248989105225
including,0.18328791856765747,0.1444236934185028,0.12883655726909637,0.15041084587574005,0.36956900358200073,0.21045410633087158,0.05840437486767769,0.24006329476833344,0.104278564453125,0.2835840582847595,0.1633303165435791
star,0.14606088399887085,1.0000001192092896,0.6252692937850952,0.3520948588848114,0.19508779048919678,0.23992229998111725,0.16191241145133972,0.1685386449098587,0.13059835135936737,0.17057761549949646,0.10727278888225555
trek,0.16750630736351013,0.6252692937850952,1.0,0.4259641468524933,0.1304042935371399,0.15733927488327026,0.14623478055000305,0.21378912031650543,0.2780842185020447,0.19591695070266724,0.10332777351140976
:,-0.12022944539785385,0.01847621612250805,-0.04325167462229729,-0.03137504309415817,-0.02031770534813404,-0.0007584693375974894,0.12247492372989655,-0.09243495017290115,-0.004988687578588724,-0.0025186005514115095,-0.07156077772378922
the,0.42745697498321533,0.253978431224823,0.24569189548492432,0.25342556834220886,0.4177538752555847,0.5829201340675354,0.24650734663009644,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
next,0.25980645418167114,0.23786446452140808,0.2673201262950897,0.21426060795783997,0.17223961651325226,0.3054417371749878,0.117581307888031,0.3416391611099243,0.07272312045097351,0.19192104041576385,0.167460098862648
generation,0.1869358867406845,0.22273553907871246,0.32441434264183044,0.2244538813829422,0.11882118135690689,0.19374467432498932,0.18985895812511444,0.21475549042224884,0.1748560220003128,0.18598337471485138,0.18250396847724915
(,0.2411840260028839,0.2169029861688614,0.1376282274723053,0.19250941276550293,0.2498389035463333,0.3206180930137634,0.26858001947402954,0.30882009863853455,0.1570640504360199,0.2443375140428543,0.40561532974243164
``,0.008517155423760414,-0.024156298488378525,-0.05747677758336067,-0.035673100501298904,0.06254398077726364,0.07272057235240936,0.12661801278591156,0.06720756739377975,0.03718610852956772,0.02397952415049076,0.0685480609536171
the,0.42745697498321533,0.253978431224823,0.24569189548492432,0.25342556834220886,0.4177538752555847,0.5829201340675354,0.24650734663009644,0.535392165184021,0.2820442318916321,0.3733934462070465,0.22068053483963013
neutral,0.35079050064086914,0.10887566208839417,0.10888715833425522,0.1192099079489708,0.17868800461292267,0.2538730800151825,0.15846703946590424,0.2322544902563095,0.11267135292291641,0.20331710577011108,0.22637760639190674
