,what,is,notable,about,the,amazon,forest,when,it,is,seen,from,space,?
deforestation,0.22733289003372192,0.29634571075439453,0.17567841708660126,0.268553227186203,0.31742316484451294,0.28994330763816833,0.5440293550491333,0.28792107105255127,0.30060526728630066,0.29634571075439453,0.23751850426197052,0.22580088675022125,0.19768019020557404,0.13288208842277527
is,0.28837618231773376,1.0,0.20672309398651123,0.3532065451145172,0.5823672413825989,0.15197539329528809,0.209678515791893,0.3471449911594391,0.6328473687171936,1.0,0.2670730948448181,0.27355384826660156,0.18578536808490753,0.22961433231830597
considerable,0.23370833694934845,0.23809988796710968,0.2737402021884918,0.27797752618789673,0.34121429920196533,0.19653527438640594,0.22296808660030365,0.2096564769744873,0.2630584239959717,0.23809988796710968,0.3029537498950958,0.23823155462741852,0.15597544610500336,0.13223446905612946
",",0.3087472915649414,0.4691906273365021,0.31026551127433777,0.3877100944519043,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.36674630641937256,0.48329564929008484,0.4691906273365021,0.28642043471336365,0.39760664105415344,0.2285580337047577,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.18581628799438477,0.3875081241130829,0.5171257257461548,0.23464977741241455,0.26268187165260315,0.4716290831565857,0.40957894921302795,0.3859752118587494,0.2522655725479126,0.3601827025413513,0.22901733219623566,0.20544172823429108
areas,0.23739881813526154,0.28282591700553894,0.12089888006448746,0.223858043551445,0.3311663568019867,0.12690216302871704,0.2940410077571869,0.29295238852500916,0.31491610407829285,0.28282591700553894,0.2723615765571594,0.1950436532497406,0.23574019968509674,0.1273590475320816
cleared,0.3035287857055664,0.1638774275779724,0.15902593731880188,0.2501579821109772,0.2800750434398651,0.12150149792432785,0.282772958278656,0.3021267056465149,0.25603726506233215,0.1638774275779724,0.3204668462276459,0.16847695410251617,0.15614783763885498,0.2522753179073334
of,0.33290785551071167,0.4854315221309662,0.1985267549753189,0.40939709544181824,0.733189046382904,0.20143137872219086,0.2309139519929886,0.3757161796092987,0.38761502504348755,0.4854315221309662,0.28639769554138184,0.4249346852302551,0.21300287544727325,0.1826142966747284
forest,0.15328429639339447,0.209678515791893,0.11473819613456726,0.22346492111682892,0.24134553968906403,0.26471444964408875,1.0000001192092896,0.15727750957012177,0.1905752569437027,0.209678515791893,0.13038432598114014,0.15542404353618622,0.09288462996482849,0.1214437186717987
are,0.29724663496017456,0.5330929756164551,0.2350337952375412,0.36165615916252136,0.40399202704429626,0.15230076014995575,0.17875638604164124,0.29873907566070557,0.3617996573448181,0.5330929756164551,0.3265171945095062,0.2674213647842407,0.18112362921237946,0.24591213464736938
visible,0.29748985171318054,0.2634405493736267,0.19137394428253174,0.19934524595737457,0.3234308958053589,0.15658210217952728,0.13786742091178894,0.26259151101112366,0.3120368719100952,0.2634405493736267,0.5165578126907349,0.22766214609146118,0.2619207501411438,0.16810297966003418
to,0.455847829580307,0.42745086550712585,0.18140920996665955,0.391953706741333,0.535392165184021,0.17033490538597107,0.1971547156572342,0.5423505902290344,0.513711154460907,0.42745086550712585,0.2634880542755127,0.4069952368736267,0.22712917625904083,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.20948168635368347,0.37995871901512146,1.0,0.260541707277298,0.24134553968906403,0.5091903209686279,0.6251175999641418,0.5823672413825989,0.3442007005214691,0.40150508284568787,0.24495907127857208,0.22068053483963013
naked,0.2038402557373047,0.1828484684228897,0.23373965919017792,0.21376696228981018,0.22297731041908264,0.14759601652622223,0.15591548383235931,0.2009485810995102,0.1832091063261032,0.1828484684228897,0.43557411432266235,0.25054943561553955,0.13851599395275116,0.13051725924015045
eye,0.22106365859508514,0.20801734924316406,0.12619264423847198,0.18758994340896606,0.21123464405536652,0.1712820678949356,0.14922645688056946,0.18027566373348236,0.23607024550437927,0.20801734924316406,0.32018280029296875,0.15609899163246155,0.14904820919036865,0.13150765001773834
from,0.2737620174884796,0.27355384826660156,0.17248059809207916,0.3421173691749573,0.40150508284568787,0.08236479759216309,0.15542404353618622,0.405669629573822,0.325604110956192,0.27355384826660156,0.24460692703723907,1.0,0.14363344013690948,0.19969791173934937
outer,0.2157491147518158,0.21060429513454437,0.06522213667631149,0.21945780515670776,0.3022986054420471,0.12964506447315216,0.15972638130187988,0.24264876544475555,0.24907033145427704,0.21060429513454437,0.26258528232574463,0.23237934708595276,0.4170733690261841,0.06864649802446365
space,0.20525942742824554,0.18578536808490753,0.12563781440258026,0.1689152717590332,0.24495907127857208,0.09849574416875839,0.09288462996482849,0.17422115802764893,0.1662190854549408,0.18578536808490753,0.25557568669319153,0.14363344013690948,1.0000001192092896,0.1885536164045334
.,0.3567904531955719,0.4569662809371948,0.2256665676832199,0.42038556933403015,0.5934505462646484,0.262887567281723,0.2418428510427475,0.475719153881073,0.5593622326850891,0.4569662809371948,0.30320122838020325,0.41536515951156616,0.2385488897562027,0.4130953550338745
