,who,called,themselves,the,``,people,'s,president,'',?
this,0.3345087468624115,0.41327622532844543,0.35754022002220154,0.6274310946464539,0.09380315989255905,0.27838850021362305,0.02106832154095173,0.19502170383930206,0.015337302349507809,0.3155723512172699
led,0.2450801581144333,0.30865535140037537,0.16551269590854645,0.3267505168914795,-0.016944291070103645,0.09751579910516739,-0.01628696173429489,0.20124942064285278,-0.014565089717507362,0.09273858368396759
to,0.42656609416007996,0.2987143397331238,0.37259936332702637,0.535392165184021,0.06720756739377975,0.37275731563568115,0.03782717138528824,0.21247753500938416,-0.009905828163027763,0.29463258385658264
protests,0.17595471441745758,0.16329370439052582,0.23110979795455933,0.2566162943840027,0.06288579106330872,0.30379027128219604,0.010181432589888573,0.3481059670448303,-0.053723689168691635,0.18455082178115845
and,0.41279885172843933,0.3251761794090271,0.3146885335445404,0.5171257257461548,0.036644238978624344,0.3016039729118347,0.06895173341035843,0.23286236822605133,0.021612688899040222,0.20544172823429108
open,0.1337064653635025,0.1301310658454895,0.1803377866744995,0.2764171361923218,0.0494670569896698,0.1403774470090866,0.010282238945364952,0.12426654249429703,-0.0018408653559163213,0.20715104043483734
discrediting,0.2905060350894928,0.09437687695026398,0.3036607801914215,0.1650441586971283,0.06736984848976135,0.11418630927801132,0.002112941350787878,0.24237976968288422,-0.012017677538096905,0.2661822736263275
of,0.2827862501144409,0.4222904443740845,0.2638634443283081,0.733189046382904,0.06780257821083069,0.3251037895679474,-0.03817026689648628,0.21610750257968903,0.13035868108272552,0.1826142966747284
the,0.3733934462070465,0.489897221326828,0.3444426357746124,1.0,0.029072100296616554,0.36838498711586,-0.01540423184633255,0.24330610036849976,0.041273195296525955,0.22068053483963013
eck,0.24915529787540436,0.16814199090003967,0.026165932416915894,0.24178750813007355,-0.11625956743955612,0.11392082273960114,0.08167513459920883,0.16630317270755768,0.06933645904064178,0.17439329624176025
for,0.37110671401023865,0.29870352149009705,0.2530568838119507,0.4739971458911896,0.01270448137074709,0.24900002777576447,-0.07241261005401611,0.17469504475593567,-0.04479556903243065,0.264628142118454
complicity,0.20770832896232605,0.08050908148288727,0.183619424700737,0.24456660449504852,0.06228049471974373,0.24158725142478943,0.004820056725293398,0.22803744673728943,0.0153362937271595,0.2305515557527542
and,0.41279885172843933,0.3251761794090271,0.3146885335445404,0.5171257257461548,0.036644238978624344,0.3016039729118347,0.06895173341035843,0.23286236822605133,0.021612688899040222,0.20544172823429108
to,0.42656609416007996,0.2987143397331238,0.37259936332702637,0.535392165184021,0.06720756739377975,0.37275731563568115,0.03782717138528824,0.21247753500938416,-0.009905828163027763,0.29463258385658264
odinga,0.17981110513210297,0.09959651529788971,0.0709587037563324,0.11700057238340378,0.06272933632135391,0.15526306629180908,0.07501941919326782,0.11504364013671875,0.0044107381254434586,0.2598755955696106
declaring,0.22842320799827576,0.164457306265831,0.24490268528461456,0.28212109208106995,0.08305639028549194,0.21628960967063904,0.05774335190653801,0.31665554642677307,-0.06627754867076874,0.22835050523281097
himself,0.4094412326812744,0.11197752505540848,0.44228097796440125,0.24642214179039001,0.0843043103814125,0.19097287952899933,-0.025549961254000664,0.2059532105922699,-0.03610442578792572,0.10407622903585434
the,0.3733934462070465,0.489897221326828,0.3444426357746124,1.0,0.029072100296616554,0.36838498711586,-0.01540423184633255,0.24330610036849976,0.041273195296525955,0.22068053483963013
``,0.02397952415049076,0.00907047651708126,0.12830042839050293,0.029072100296616554,1.0,0.08962737023830414,-0.03416389226913452,0.057543765753507614,-0.09173435717821121,0.0685480609536171
people,0.3933800458908081,0.25904586911201477,0.42598432302474976,0.36838498711586,0.08962737023830414,1.0000001192092896,0.023582622408866882,0.20062722265720367,0.0037952337879687548,0.23739641904830933
's,0.05599616840481758,-0.021773243322968483,-0.02318161353468895,-0.01540423184633255,-0.03416389226913452,0.023582622408866882,0.9999999403953552,-0.08566092699766159,-0.04859459400177002,-0.023395681753754616
president,0.22565458714962006,0.11299113929271698,0.16474783420562744,0.24330610036849976,0.057543765753507614,0.20062722265720367,-0.08566092699766159,1.0000001192092896,-0.008907985873520374,0.14148259162902832
'',0.024401003494858742,0.021102847531437874,-0.032429132610559464,0.041273195296525955,-0.09173435717821121,0.0037952337879687548,-0.04859459400177002,-0.008907985873520374,1.0,0.018684765323996544
and,0.41279885172843933,0.3251761794090271,0.3146885335445404,0.5171257257461548,0.036644238978624344,0.3016039729118347,0.06895173341035843,0.23286236822605133,0.021612688899040222,0.20544172823429108
calling,0.3120594024658203,0.324832558631897,0.3123265504837036,0.23722994327545166,0.12240416556596756,0.18457050621509552,0.04120776057243347,0.14462879300117493,-0.04933275282382965,0.23612231016159058
for,0.37110671401023865,0.29870352149009705,0.2530568838119507,0.4739971458911896,0.01270448137074709,0.24900002777576447,-0.07241261005401611,0.17469504475593567,-0.04479556903243065,0.264628142118454
a,0.36608949303627014,0.4868806302547455,0.19371497631072998,0.5829201340675354,0.07272057235240936,0.3483705520629883,0.04866964742541313,0.16959697008132935,0.04890415817499161,0.23916715383529663
recount,0.2574385702610016,0.10350880026817322,0.173602893948555,0.3135322630405426,0.018829571083188057,0.18257901072502136,-0.05878498777747154,0.2248222827911377,-0.02246480993926525,0.15850357711315155
.,0.3541337847709656,0.300344854593277,0.20394743978977203,0.5934505462646484,0.05720457062125206,0.33118996024131775,-0.003708066651597619,0.26255303621292114,-0.07181349396705627,0.4130953550338745
