,what,company,was,in,its,last,year,for,getting,super,bowl,commercials,at,a,big,discount,?
this,0.5489566326141357,0.2114456593990326,0.3638818562030792,0.45205554366111755,0.43815311789512634,0.34740546345710754,0.24877788126468658,0.5082864165306091,0.39053472876548767,0.1776810586452484,0.17725728452205658,0.19247105717658997,0.32544323801994324,0.5422310829162598,0.26223647594451904,0.27842849493026733,0.3155723512172699
would,0.45766422152519226,0.2073281854391098,0.41663143038749695,0.30461156368255615,0.27556702494621277,0.2556133568286896,0.259968101978302,0.39877474308013916,0.386152446269989,0.16404198110103607,0.17156143486499786,0.1870020031929016,0.3073931038379669,0.398599237203598,0.27934661507606506,0.2625957131385803,0.37178951501846313
be,0.3929833769798279,0.1454060822725296,0.42228707671165466,0.3481820821762085,0.2731834948062897,0.26127123832702637,0.2296248972415924,0.3801851272583008,0.36571264266967773,0.1880253106355667,0.18567830324172974,0.21204745769500732,0.30379733443260193,0.39883795380592346,0.13724997639656067,0.23872312903404236,0.3324260413646698
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.6662389636039734,0.559237003326416,0.3698786795139313,0.3609684407711029,0.4739971458911896,0.2930673360824585,0.21959073841571808,0.21576224267482758,0.20060399174690247,0.457212895154953,0.5829201340675354,0.308749794960022,0.2309042513370514,0.22068053483963013
final,0.20972409844398499,0.07612226158380508,0.23547481000423431,0.25512343645095825,0.19899703562259674,0.4394223988056183,0.16941282153129578,0.25346213579177856,0.14881347119808197,0.18389330804347992,0.2308216542005539,0.1941898912191391,0.20822679996490479,0.24625235795974731,0.14571525156497955,0.13252626359462738,0.17315025627613068
year,0.15184831619262695,0.1253320872783661,0.3209837079048157,0.3359307050704956,0.15338382124900818,0.3419959247112274,1.0,0.29294124245643616,0.1949993520975113,0.20762673020362854,0.22878921031951904,0.19832134246826172,0.3146436810493469,0.29350247979164124,0.19742389023303986,0.21942609548568726,0.18315006792545319
in,0.30808621644973755,0.22141718864440918,0.45514053106307983,1.0,0.3793783485889435,0.30714505910873413,0.3359307050704956,0.4322226941585541,0.2387998104095459,0.18576006591320038,0.17236235737800598,0.25480055809020996,0.4374977946281433,0.539380669593811,0.2359251081943512,0.1967834085226059,0.20430970191955566
a,0.3320399522781372,0.22037413716316223,0.4508470594882965,0.539380669593811,0.4424409866333008,0.2864423990249634,0.29350247979164124,0.44038116931915283,0.2823704481124878,0.26005712151527405,0.19533146917819977,0.25279897451400757,0.3095070421695709,1.0,0.29998910427093506,0.18131038546562195,0.23916715383529663
multi-year,0.1837952584028244,0.30106908082962036,0.19976642727851868,0.24946030974388123,0.19041170179843903,0.1789827048778534,0.45658037066459656,0.24618516862392426,0.15155749022960663,0.28903207182884216,0.20680367946624756,0.2308475226163864,0.22030407190322876,0.23240144550800323,0.16563068330287933,0.25867655873298645,0.23846855759620667
contract,0.2276902049779892,0.32347777485847473,0.23490020632743835,0.20341484248638153,0.11148877441883087,0.17670223116874695,0.361080527305603,0.23557060956954956,0.16889601945877075,0.18656854331493378,0.11983031034469604,0.26279109716415405,0.11972115933895111,0.20562967658042908,0.1917359083890915,0.18620026111602783,0.12573233246803284
with,0.2464839518070221,0.24132338166236877,0.27411898970603943,0.4080928862094879,0.3087116777896881,0.1975114792585373,0.3220449686050415,0.39140474796295166,0.3229054808616638,0.1518537551164627,0.18353787064552307,0.19033941626548767,0.29126521944999695,0.3783375024795532,0.23504121601581573,0.1599145382642746,0.2433311939239502
anheuser-busch,0.2608986794948578,0.37906011939048767,0.3277442157268524,0.25613558292388916,0.27495303750038147,0.21750085055828094,0.2992136776447296,0.2566013038158417,0.18539002537727356,0.2407897412776947,0.2771305739879608,0.3422873616218567,0.19075694680213928,0.2742675840854645,0.23970699310302734,0.2830316126346588,0.33981800079345703
inbev,0.1596394181251526,0.2887456715106964,0.1841011345386505,0.15673859417438507,0.15200911462306976,0.09283742308616638,0.1561528593301773,0.2208656370639801,0.09615113586187363,0.21033181250095367,0.1985732465982437,0.16493555903434753,0.20404523611068726,0.2264009267091751,0.09889811277389526,0.20573726296424866,0.24258218705654144
that,0.6297725439071655,0.22723333537578583,0.33670201897621155,0.435920387506485,0.416561484336853,0.31652477383613586,0.2826407253742218,0.4137635827064514,0.3885533809661865,0.18258553743362427,0.10987387597560883,0.2107623815536499,0.3183255195617676,0.47537946701049805,0.2977107763290405,0.272271066904068,0.32716336846351624
allowed,0.2693612575531006,0.18670186400413513,0.27499085664749146,0.23683252930641174,0.20374268293380737,0.22123445570468903,0.1850164234638214,0.3152953088283539,0.2864735722541809,0.16178861260414124,0.14780659973621368,0.18816067278385162,0.25512567162513733,0.275193989276886,0.21647953987121582,0.26610496640205383,0.2309964895248413
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.6662389636039734,0.559237003326416,0.3698786795139313,0.3609684407711029,0.4739971458911896,0.2930673360824585,0.21959073841571808,0.21576224267482758,0.20060399174690247,0.457212895154953,0.5829201340675354,0.308749794960022,0.2309042513370514,0.22068053483963013
beer,0.15748022496700287,0.29909056425094604,0.21676649153232574,0.26872095465660095,0.19973254203796387,0.0960012823343277,0.16558408737182617,0.17447160184383392,0.14542008936405182,0.027908554300665855,0.18128728866577148,0.2605937123298645,0.18449972569942474,0.23359490931034088,0.1805172860622406,0.29311656951904297,0.15216413140296936
manufacturer,0.13465645909309387,0.5423061847686768,0.22239656746387482,0.15855246782302856,0.23016580939292908,0.08018379658460617,0.11242365837097168,0.15626059472560883,0.09446033090353012,0.16424599289894104,0.08834553509950638,0.26736438274383545,0.10305935889482498,0.25058242678642273,0.140096977353096,0.23660631477832794,0.11731472611427307
to,0.455847829580307,0.24903783202171326,0.3636345863342285,0.45010748505592346,0.3691340684890747,0.30156898498535156,0.23523004353046417,0.4451248347759247,0.37584787607192993,0.17783479392528534,0.16993016004562378,0.242555633187294,0.36524343490600586,0.45503583550453186,0.25193607807159424,0.2974597215652466,0.29463258385658264
air,0.10361403971910477,0.17644211649894714,0.18898457288742065,0.22172939777374268,0.2321513295173645,0.10950960963964462,0.15147104859352112,0.15818573534488678,0.19129173457622528,0.22548729181289673,0.21335755288600922,0.13609786331653595,0.18523330986499786,0.23199330270290375,0.1247497946023941,0.15184065699577332,0.1491677612066269
multiple,0.19839626550674438,0.13512057065963745,0.150493785738945,0.18657618761062622,0.14876298606395721,0.142156183719635,0.1613706350326538,0.25015708804130554,0.17810708284378052,0.1904134303331375,0.07687632739543915,0.1687784045934677,0.1886529177427292,0.23904410004615784,0.08838589489459991,0.12177232652902603,0.1591399908065796
advertisements,0.2247598022222519,0.36208584904670715,0.23329120874404907,0.20441478490829468,0.1703270673751831,0.1220812276005745,0.15253841876983643,0.28128573298454285,0.17981652915477753,0.08532173186540604,0.13010083138942719,0.48382067680358887,0.12257517874240875,0.20390553772449493,0.18367646634578705,0.30940139293670654,0.1904435008764267
during,0.24137552082538605,0.12950238585472107,0.4470829963684082,0.4627237319946289,0.23688937723636627,0.3807850182056427,0.3447895348072052,0.3448435664176941,0.23219098150730133,0.16951335966587067,0.22041946649551392,0.2243468463420868,0.372769296169281,0.30341604351997375,0.1945527344942093,0.0938262790441513,0.1325719803571701
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.6662389636039734,0.559237003326416,0.3698786795139313,0.3609684407711029,0.4739971458911896,0.2930673360824585,0.21959073841571808,0.21576224267482758,0.20060399174690247,0.457212895154953,0.5829201340675354,0.308749794960022,0.2309042513370514,0.22068053483963013
game,0.2246788740158081,0.19029217958450317,0.2568269371986389,0.23986028134822845,0.18175193667411804,0.15705397725105286,0.24385766685009003,0.2608485519886017,0.24535776674747467,0.3480181396007538,0.2413962334394455,0.2767314314842224,0.18453927338123322,0.23211604356765747,0.20332641899585724,0.21692045032978058,0.1829071193933487
