,how,many,doctor,who,christmas,specials,have,been,shown,?
826,0.047380223870277405,0.10013940185308456,0.13131941854953766,0.15535438060760498,0.11517748981714249,0.04754740372300148,-0.02471652254462242,-0.02190241403877735,0.04812663793563843,-0.05733815208077431
doctor,0.2004029005765915,0.18319568037986755,0.9999999403953552,0.3504868149757385,0.1539488285779953,0.23998045921325684,0.17649078369140625,0.12184444069862366,0.18401096761226654,0.1462511420249939
who,0.4070430099964142,0.4149286150932312,0.3504868149757385,0.9999998807907104,0.19243934750556946,0.2836933434009552,0.39246654510498047,0.3295723795890808,0.16586925089359283,0.26220351457595825
instalments,0.28239840269088745,0.3304213881492615,0.2002898007631302,0.31713196635246277,0.2740911543369293,0.34345999360084534,0.3599117398262024,0.3176000118255615,0.222240149974823,0.2969202697277069
have,0.4370637536048889,0.5841760635375977,0.17649078369140625,0.39246654510498047,0.17985796928405762,0.27145257592201233,0.9999999403953552,0.6493861675262451,0.28475403785705566,0.32991164922714233
been,0.26456597447395325,0.4963826537132263,0.12184444069862366,0.3295723795890808,0.21513761579990387,0.2832280397415161,0.6493861675262451,0.9999998807907104,0.2853824198246002,0.24354910850524902
televised,0.20968028903007507,0.2613069713115692,0.21246404945850372,0.17628686130046844,0.2359321266412735,0.4459441304206848,0.22803039848804474,0.255562424659729,0.38325339555740356,0.12888526916503906
since,0.2347431182861328,0.34386345744132996,0.10913390666246414,0.27765995264053345,0.21487246453762054,0.20710545778274536,0.47784632444381714,0.6581953763961792,0.26734182238578796,0.2876587212085724
1963,-0.09255906939506531,0.015774264931678772,0.008513279259204865,-0.045281361788511276,0.00851986464112997,-0.047322917729616165,-0.06191136687994003,-0.06362605839967728,-0.10091547667980194,0.03411978855729103
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.26344001293182373,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.31091248989105225
ranging,0.1890265941619873,0.3505823612213135,0.05589593946933746,0.10510164499282837,0.19282634556293488,0.22534418106079102,0.30342352390289307,0.20163299143314362,0.19800260663032532,0.09338733553886414
between,0.2747800648212433,0.29423660039901733,0.13923875987529755,0.20718061923980713,0.03070908971130848,0.11291316151618958,0.3203330636024475,0.16697090864181519,0.25202757120132446,0.12887074053287506
25-minute,0.24868223071098328,0.1663888394832611,0.24677492678165436,0.2085275501012802,0.1909760981798172,0.2959305942058563,0.19545771181583405,0.1395764797925949,0.2527647018432617,0.14471937716007233
episodes,0.16633862257003784,0.17309854924678802,0.2920081615447998,0.20461446046829224,0.27025192975997925,0.44820326566696167,0.22485783696174622,0.23627032339572906,0.37032949924468994,0.21740183234214783
(,0.1676948219537735,0.1455259770154953,0.1570640504360199,0.2443375140428543,0.20888812839984894,0.1778419464826584,0.23072676360607147,0.1755061000585556,0.17931321263313293,0.40561532974243164
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.2759421467781067,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.22068053483963013
most,0.311336874961853,0.6236066222190857,0.17011499404907227,0.35393568873405457,0.11837593466043472,0.24972835183143616,0.44364631175994873,0.33751797676086426,0.17725767195224762,0.2107497900724411
common,0.17140580713748932,0.3503221273422241,0.08306191116571426,0.12067393958568573,0.1495506465435028,0.17702831327915192,0.3370055556297302,0.20298439264297485,0.165186807513237,0.20434872806072235
format,0.21092310547828674,0.15255750715732574,0.05393149331212044,0.03323619067668915,0.1833503395318985,0.24784035980701447,0.22291722893714905,0.19273488223552704,0.27056699991226196,0.2222042977809906
),0.17939934134483337,0.16602720320224762,0.1509941965341568,0.2457384318113327,0.21935993432998657,0.1844811886548996,0.22866283357143402,0.1854540854692459,0.20446927845478058,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.26344001293182373,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.31091248989105225
45-minute,0.26190540194511414,0.18039558827877045,0.2654983103275299,0.23017555475234985,0.2133423537015915,0.30586352944374084,0.2067480981349945,0.15498043596744537,0.26259908080101013,0.16811853647232056
episodes,0.16633862257003784,0.17309854924678802,0.2920081615447998,0.20461446046829224,0.27025192975997925,0.44820326566696167,0.22485783696174622,0.23627032339572906,0.37032949924468994,0.21740183234214783
(,0.1676948219537735,0.1455259770154953,0.1570640504360199,0.2443375140428543,0.20888812839984894,0.1778419464826584,0.23072676360607147,0.1755061000585556,0.17931321263313293,0.40561532974243164
for,0.3308170735836029,0.40972793102264404,0.1556548923254013,0.37110671401023865,0.14492979645729065,0.3106418550014496,0.41175219416618347,0.39068686962127686,0.28684258460998535,0.264628142118454
resurrection,0.18069767951965332,0.2019897848367691,0.2800465524196625,0.2159234881401062,0.2818264365196228,0.18878889083862305,0.1747555285692215,0.1905720978975296,0.19580432772636414,0.16188794374465942
of,0.2480744868516922,0.37253960967063904,0.16895952820777893,0.2827862501144409,0.14198152720928192,0.15874384343624115,0.3802283704280853,0.31685134768486023,0.24332952499389648,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.2759421467781067,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.22068053483963013
daleks,0.21742945909500122,0.2027176171541214,0.3440004587173462,0.3263576030731201,0.15385664999485016,0.22446665167808533,0.23686906695365906,0.26172420382499695,0.24015109241008759,0.13693755865097046
in,0.2601168751716614,0.41474202275276184,0.25567495822906494,0.2792111933231354,0.17820265889167786,0.2802408039569855,0.36843645572662354,0.3515113592147827,0.2988935708999634,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.2759421467781067,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.22068053483963013
1984,-0.13373258709907532,-0.045313511043787,-0.0013938586926087737,-0.04009602591395378,0.13897410035133362,0.026730818673968315,-0.0515444315969944,0.004211060237139463,-0.021730881184339523,0.07765956968069077
series,0.17967022955417633,0.2703429162502289,0.2712797522544861,0.21484537422657013,0.18122392892837524,0.4298047423362732,0.20911821722984314,0.24386771023273468,0.3483121395111084,0.1709602326154709
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.26344001293182373,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.22883038222789764,0.36608949303627014,0.18815474212169647,0.28023573756217957,0.338716596364975,0.3315402865409851,0.2581788897514343,0.23916715383529663
single,0.19500847160816193,0.20817208290100098,0.08707979321479797,0.15813320875167847,0.19739653170108795,0.15177814662456512,0.23322337865829468,0.2011043131351471,0.2499609887599945,0.2151121199131012
season,0.13036081194877625,0.14251810312271118,0.16388003528118134,0.13809308409690857,0.20110444724559784,0.30029696226119995,0.20235268771648407,0.1832963228225708,0.2662046551704407,0.16793298721313477
in,0.2601168751716614,0.41474202275276184,0.25567495822906494,0.2792111933231354,0.17820265889167786,0.2802408039569855,0.36843645572662354,0.3515113592147827,0.2988935708999634,0.20430970191955566
1985,0.0524597242474556,0.08971890807151794,0.11446860432624817,0.09514728933572769,0.02530478686094284,0.05294647440314293,0.09661953151226044,0.050957225263118744,0.009727045893669128,-0.03005216084420681
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.26344001293182373,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.21673844754695892,0.41279885172843933,0.1769854575395584,0.2794165015220642,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.20544172823429108
