,the,taliban,was,so,different,from,other,moments,that,they,could,be,more,accurately,described,as,being,what,?
the,1.0,0.26727861166000366,0.48711544275283813,0.4296516180038452,0.36412742733955383,0.40150508284568787,0.44152235984802246,0.290748655796051,0.5473989248275757,0.49925389885902405,0.35393214225769043,0.4248143136501312,0.39758381247520447,0.2295762449502945,0.2878154516220093,0.48381632566452026,0.419739305973053,0.42745697498321533,0.22068053483963013
taliban,0.26727861166000366,1.0000001192092896,0.2781808078289032,0.21968984603881836,0.1572948694229126,0.21049584448337555,0.21900629997253418,0.24677003920078278,0.22979122400283813,0.2774893343448639,0.1776442974805832,0.19476847350597382,0.21313685178756714,0.15804366767406464,0.13724280893802643,0.18671482801437378,0.26468104124069214,0.214632049202919,0.13205693662166595
differed,0.331279993057251,0.1704542338848114,0.3570845127105713,0.28175315260887146,0.5977457761764526,0.21175241470336914,0.324818879365921,0.1996566653251648,0.3132094144821167,0.29160165786743164,0.31321263313293457,0.22906337678432465,0.2695322334766388,0.2814054489135742,0.3624107837677002,0.22984959185123444,0.2843312919139862,0.26699453592300415,0.1626558005809784
from,0.40150508284568787,0.21049584448337555,0.31171464920043945,0.2813224494457245,0.29131123423576355,1.0,0.30141791701316833,0.19764968752861023,0.3477667272090912,0.3321932256221771,0.25045305490493774,0.3107333183288574,0.2529715299606323,0.23183177411556244,0.17046944797039032,0.3251767158508301,0.32622846961021423,0.2737620174884796,0.19969791173934937
other,0.44152235984802246,0.21900629997253418,0.14651623368263245,0.4251894950866699,0.5510044097900391,0.30141791701316833,0.9999999403953552,0.2836296558380127,0.5570666193962097,0.5182796120643616,0.36747515201568604,0.4629868268966675,0.49628373980522156,0.26339784264564514,0.19785986840724945,0.42805421352386475,0.37174108624458313,0.341873437166214,0.24682199954986572
islamist,0.2459319531917572,0.6071791648864746,0.23685774207115173,0.19576573371887207,0.1330769658088684,0.16180634498596191,0.18102122843265533,0.1933552324771881,0.2077910155057907,0.20845595002174377,0.17042265832424164,0.17235389351844788,0.16775600612163544,0.13078732788562775,0.16795065999031067,0.17964394390583038,0.19434620440006256,0.17762082815170288,0.14697067439556122
movements,0.31594985723495483,0.26996976137161255,0.15315485000610352,0.2587449848651886,0.3104691505432129,0.22415703535079956,0.32486337423324585,0.3875640332698822,0.29290005564689636,0.2795546352863312,0.2539472281932831,0.22330564260482788,0.27869701385498047,0.21658985316753387,0.2039007544517517,0.2209509164094925,0.23713313043117523,0.23197974264621735,0.1501890867948532
to,0.535392165184021,0.26503223180770874,0.3636345863342285,0.5091881155967712,0.3617510497570038,0.4069952368736267,0.4193183183670044,0.2568005323410034,0.5436353087425232,0.5452046394348145,0.5461788773536682,0.4972836375236511,0.47084665298461914,0.3627360463142395,0.16602091491222382,0.42092081904411316,0.4514104127883911,0.455847829580307,0.29463258385658264
the,1.0,0.26727861166000366,0.48711544275283813,0.4296516180038452,0.36412742733955383,0.40150508284568787,0.44152235984802246,0.290748655796051,0.5473989248275757,0.49925389885902405,0.35393214225769043,0.4248143136501312,0.39758381247520447,0.2295762449502945,0.2878154516220093,0.48381632566452026,0.419739305973053,0.42745697498321533,0.22068053483963013
point,0.3084787130355835,0.08079718798398972,0.17757032811641693,0.324577271938324,0.19578704237937927,0.2273016721010208,0.24576379358768463,0.2474895864725113,0.32285839319229126,0.23021332919597626,0.2714103162288666,0.26675498485565186,0.24919617176055908,0.2698799967765808,0.16897575557231903,0.1902783066034317,0.2252061814069748,0.3286605179309845,0.19189560413360596
