,what,happened,to,the,as-205,mission,originally,?
in,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.6662389636039734,0.09219623357057571,0.2224319875240326,0.3191297650337219,0.20430970191955566
december,0.19304980337619781,0.267941951751709,0.21181435883045197,0.23266014456748962,0.187316432595253,0.19194334745407104,0.14825968444347382,0.2480352818965912
1966,0.04680648446083069,-0.01826629415154457,-0.01889044977724552,-0.0162473414093256,0.08048707991838455,0.005232949275523424,0.033414602279663086,0.08956238627433777
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.16447365283966064,0.21226151287555695,0.2660219669342041,0.31091248989105225
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.13828249275684357,0.22673439979553223,0.36820849776268005,0.22068053483963013
as-205,0.21847939491271973,0.08313032984733582,0.22243361175060272,0.13828249275684357,1.0000001192092896,0.1783914715051651,0.10664527863264084,0.29807814955711365
mission,0.2317502647638321,0.16824756562709808,0.26700642704963684,0.22673439979553223,0.1783914715051651,1.0,0.18810264766216278,0.19506393373012543
was,0.22111038863658905,0.36671528220176697,0.3636345863342285,0.48711544275283813,0.11890794336795807,0.20951420068740845,0.5204543471336365,0.18412111699581146
canceled,0.20596422255039215,0.3576136827468872,0.26917052268981934,0.24497857689857483,0.10626646876335144,0.2686610519886017,0.2866140604019165,0.15313391387462616
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.16447365283966064,0.21226151287555695,0.2660219669342041,0.31091248989105225
since,0.29783400893211365,0.36886170506477356,0.3733763098716736,0.4054957628250122,0.1859133094549179,0.17569124698638916,0.291644424200058,0.2876587212085724
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.13828249275684357,0.22673439979553223,0.36820849776268005,0.22068053483963013
validation,0.2751982510089874,0.14651326835155487,0.2898901402950287,0.25612929463386536,0.2038596123456955,0.19817040860652924,0.09687400609254837,0.25381505489349365
of,0.33290785551071167,0.30501094460487366,0.41548454761505127,0.733189046382904,0.14888246357440948,0.20170781016349792,0.21349623799324036,0.1826142966747284
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.13828249275684357,0.22673439979553223,0.36820849776268005,0.22068053483963013
csm,0.16508343815803528,0.14125321805477142,0.11701257526874542,0.15609420835971832,0.3425099551677704,0.4491548240184784,0.17229555547237396,0.19925744831562042
would,0.45766422152519226,0.3381219804286957,0.5965728163719177,0.4133751392364502,0.2431374490261078,0.19374151527881622,0.2540910542011261,0.37178951501846313
be,0.3929833769798279,0.259830504655838,0.4972836375236511,0.4248143136501312,0.22300302982330322,0.13588100671768188,0.33263999223709106,0.3324260413646698
accomplished,0.2744372487068176,0.2753731906414032,0.2549437880516052,0.23005253076553345,0.1917881965637207,0.2283397912979126,0.15609364211559296,0.2554141879081726
on,0.34226128458976746,0.33553147315979004,0.41031414270401,0.5107308030128479,0.097897969186306,0.21317659318447113,0.2673487365245819,0.2714994251728058
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.13828249275684357,0.22673439979553223,0.36820849776268005,0.22068053483963013
14-day,0.27369171380996704,0.3277004063129425,0.2366606891155243,0.19958552718162537,0.13314536213874817,0.12279955297708511,0.187632218003273,0.21483749151229858
first,0.28086137771606445,0.32675081491470337,0.3792489171028137,0.49448907375335693,0.14155861735343933,0.254679799079895,0.44981807470321655,0.18701928853988647
flight,0.17794598639011383,0.23997777700424194,0.24953556060791016,0.2498224973678589,0.13360078632831573,0.3072848320007324,0.14939767122268677,0.20568472146987915
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.16447365283966064,0.21226151287555695,0.2660219669342041,0.31091248989105225
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.14939044415950775,0.16932862997055054,0.2772660255432129,0.20544172823429108
as-205,0.21847939491271973,0.08313032984733582,0.22243361175060272,0.13828249275684357,1.0000001192092896,0.1783914715051651,0.10664527863264084,0.29807814955711365
would,0.45766422152519226,0.3381219804286957,0.5965728163719177,0.4133751392364502,0.2431374490261078,0.19374151527881622,0.2540910542011261,0.37178951501846313
have,0.39808809757232666,0.3339973986148834,0.4544740617275238,0.40389683842658997,0.23661869764328003,0.13836875557899475,0.2917768657207489,0.32991164922714233
been,0.2567804455757141,0.36453282833099365,0.34945759177207947,0.3563927710056305,0.165439635515213,0.16451847553253174,0.37399569153785706,0.24354910850524902
devoted,0.18600232899188995,0.18435168266296387,0.20871585607528687,0.19689401984214783,0.17732463777065277,0.16974616050720215,0.17652463912963867,0.15015941858291626
to,0.455847829580307,0.2299996316432953,1.0,0.535392165184021,0.22243361175060272,0.26700642704963684,0.30024412274360657,0.29463258385658264
space,0.20525942742824554,0.11252196878194809,0.22712917625904083,0.24495907127857208,0.2007225602865219,0.3416440784931183,0.15362736582756042,0.1885536164045334
experiments,0.3106561601161957,0.20091314613819122,0.273220032453537,0.21008943021297455,0.15109437704086304,0.24920429289340973,0.22529134154319763,0.14564716815948486
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.14939044415950775,0.16932862997055054,0.2772660255432129,0.20544172823429108
contribute,0.3643682897090912,0.23215046525001526,0.36610767245292664,0.21503010392189026,0.3904021382331848,0.1717536300420761,0.09854286909103394,0.34182009100914
no,0.339326947927475,0.2360965758562088,0.30015695095062256,0.3461136817932129,0.16902372241020203,0.10482487082481384,0.1646210104227066,0.32165053486824036
new,0.2130378633737564,0.21083304286003113,0.33159172534942627,0.3845241069793701,0.12100458890199661,0.14952126145362854,0.24256373941898346,0.14782847464084625
engineering,0.1897483468055725,0.09906890988349915,0.21773739159107208,0.23901307582855225,0.26428931951522827,0.16718660295009613,0.20188060402870178,0.16555240750312805
knowledge,0.3869657814502716,0.1750866025686264,0.2853367030620575,0.22194717824459076,0.2613729238510132,0.15837328135967255,0.16960158944129944,0.2853184640407562
about,0.47976887226104736,0.40643447637557983,0.391953706741333,0.37995871901512146,0.15616074204444885,0.1612914651632309,0.24106605350971222,0.302409827709198
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.13828249275684357,0.22673439979553223,0.36820849776268005,0.22068053483963013
spacecraft,0.19567668437957764,0.20116978883743286,0.25703316926956177,0.21476294100284576,0.2426721304655075,0.5174769163131714,0.16985705494880676,0.17708687484264374
.,0.3567904531955719,0.29012542963027954,0.4645031690597534,0.5934505462646484,0.19778227806091309,0.2227463275194168,0.2504246234893799,0.4130953550338745
