,who,is,the,current,president,and,the,high,representative,for,foreign,and,security,policy,?
[,0.011881873942911625,-0.06921151280403137,0.07130392640829086,0.09502001851797104,0.02316899597644806,0.08702973276376724,0.07130392640829086,0.16933363676071167,0.037625472992658615,0.10575617104768753,0.07507532835006714,0.08702973276376724,0.16904786229133606,0.0031166458502411842,0.011015460826456547
citation,0.11075354367494583,0.20686984062194824,0.2536581754684448,0.1603849083185196,0.1939030885696411,0.19042634963989258,0.2536581754684448,0.10235189646482468,0.12537294626235962,0.2762897312641144,0.21986375749111176,0.19042634963989258,0.20498202741146088,0.31218865513801575,0.3382055461406708
needed,0.22536601126194,0.21605761349201202,0.3064746856689453,0.2283952385187149,0.14605671167373657,0.32021039724349976,0.3064746856689453,0.18798613548278809,0.15316064655780792,0.38127243518829346,0.15459954738616943,0.32021039724349976,0.2174001783132553,0.27230221033096313,0.2863257825374603
],0.03976386412978172,-0.02998926118016243,-0.04779602214694023,-0.06510618329048157,0.05750119313597679,-0.03590818867087364,-0.04779602214694023,-0.039300378412008286,-0.04172266274690628,-0.023346275091171265,0.0496341809630394,-0.03590818867087364,-0.0750681683421135,-0.020343568176031113,-0.0022520492784678936
since,0.27765995264053345,0.3567592203617096,0.4054957628250122,0.37281280755996704,0.25564420223236084,0.3515571057796478,0.4054957628250122,0.21109417080879211,0.27597060799598694,0.36751601099967957,0.19151057302951813,0.3515571057796478,0.20570600032806396,0.29112356901168823,0.2876587212085724
ireland,0.2112911492586136,0.174745574593544,0.2573983073234558,0.15463490784168243,0.22934605181217194,0.2852447032928467,0.2573983073234558,0.16190838813781738,0.19390150904655457,0.20986653864383698,0.1788015514612198,0.2852447032928467,0.19810697436332703,0.18491625785827637,0.10685748606920242
refused,0.3154688775539398,0.12913469970226288,0.2606237530708313,0.09138832986354828,0.2486773431301117,0.24383415281772614,0.2606237530708313,0.12014370411634445,0.21645082533359528,0.23069624602794647,0.22025561332702637,0.24383415281772614,0.24347683787345886,0.20774325728416443,0.14580921828746796
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.30630946159362793,0.21247753500938416,0.48971283435821533,0.535392165184021,0.28947713971138,0.1958741992712021,0.4451248347759247,0.2349770963191986,0.48971283435821533,0.2774781584739685,0.26804789900779724,0.29463258385658264
consent,0.33707305788993835,0.16072668135166168,0.22271060943603516,0.26002588868141174,0.26345744729042053,0.20993176102638245,0.22271060943603516,0.11573994904756546,0.34631475806236267,0.2607952356338501,0.24900037050247192,0.20993176102638245,0.24537013471126556,0.36130890250205994,0.2684990465641022
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.30630946159362793,0.21247753500938416,0.48971283435821533,0.535392165184021,0.28947713971138,0.1958741992712021,0.4451248347759247,0.2349770963191986,0.48971283435821533,0.2774781584739685,0.26804789900779724,0.29463258385658264
changes,0.20586563646793365,0.23356598615646362,0.3427845537662506,0.4758424162864685,0.13177801668643951,0.27557092905044556,0.3427845537662506,0.18747492134571075,0.11898694187402725,0.25747987627983093,0.1376412957906723,0.27557092905044556,0.19305691123008728,0.2812795341014862,0.21264225244522095
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.1955713927745819,0.18811661005020142,0.4954058527946472,0.6662389636039734,0.2652597725391388,0.23496659100055695,0.4322226941585541,0.23181180655956268,0.4954058527946472,0.18173593282699585,0.1459147185087204,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,1.0,0.3314409554004669,0.24330610036849976,0.5171257257461548,1.0,0.28034812211990356,0.23411999642848969,0.4739971458911896,0.2946566939353943,0.5171257257461548,0.2683938145637512,0.2358427494764328,0.22068053483963013
treaty,0.1262437403202057,0.17603619396686554,0.2690109610557556,0.09820611774921417,0.19299770891666412,0.1592116355895996,0.2690109610557556,0.059117354452610016,0.24158896505832672,0.1456756442785263,0.23063082993030548,0.1592116355895996,0.2897203266620636,0.33541345596313477,0.1174844279885292
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.31470298767089844,0.21610750257968903,0.5116966962814331,0.733189046382904,0.2803038954734802,0.31028270721435547,0.4185989499092102,0.25741127133369446,0.5116966962814331,0.26905277371406555,0.24393197894096375,0.1826142966747284
lisbon,0.15226136147975922,0.14867930114269257,0.28707155585289,0.08374328911304474,0.21020174026489258,0.18415111303329468,0.28707155585289,0.0674840435385704,0.16106608510017395,0.2185828685760498,0.19168683886528015,0.18415111303329468,0.21473988890647888,0.21316151320934296,0.14563871920108795
2007,-0.29352980852127075,-0.07598017156124115,-0.23657195270061493,-0.13951174914836884,-0.2631103992462158,-0.2391151487827301,-0.23657195270061493,-0.08016102015972137,-0.2070956528186798,-0.15897968411445618,-0.1359325349330902,-0.2391151487827301,-0.05821212753653526,-0.2088341861963272,-0.1664225310087204
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.29341426491737366,0.26552814245224,0.6633074283599854,0.4933079481124878,0.27938312292099,0.28145894408226013,0.4464869201183319,0.2636609673500061,0.6633074283599854,0.21305516362190247,0.2903050184249878,0.31091248989105225
there,0.2844357192516327,0.3904260993003845,0.47025805711746216,0.22421196103096008,0.08984291553497314,0.4242868423461914,0.47025805711746216,0.21173454821109772,0.13592734932899475,0.3728419542312622,0.1377098113298416,0.4242868423461914,0.19662301242351532,0.24083417654037476,0.29405656456947327
remains,0.18392030894756317,0.3655484914779663,0.3663966655731201,0.177894726395607,0.11757469177246094,0.2846171259880066,0.3663966655731201,0.13837890326976776,0.1755620241165161,0.17435163259506226,0.16086119413375854,0.2846171259880066,0.1618722677230835,0.15277250111103058,0.1479063630104065
one,0.40083858370780945,0.4544198513031006,0.5514441132545471,0.28422072529792786,0.1732213944196701,0.42438167333602905,0.5514441132545471,0.2040119767189026,0.23310545086860657,0.384836345911026,0.18737047910690308,0.42438167333602905,0.19539734721183777,0.21257612109184265,0.2673267424106598
commissioner,0.23451058566570282,0.18475627899169922,0.25271227955818176,0.16248030960559845,0.3574775457382202,0.26343652606010437,0.25271227955818176,0.26997509598731995,0.4065377414226532,0.2248236984014511,0.28655797243118286,0.26343652606010437,0.33966919779777527,0.22847045958042145,0.1209191158413887
for,0.37110671401023865,0.43268078565597534,0.4739971458911896,0.27481377124786377,0.17469504475593567,0.5064792633056641,0.4739971458911896,0.1925620585680008,0.2257537543773651,0.9999999403953552,0.3257881999015808,0.5064792633056641,0.2820751667022705,0.2759707272052765,0.264628142118454
each,0.27337536215782166,0.2954041659832001,0.470844566822052,0.20916225016117096,0.09665662795305252,0.2984027564525604,0.470844566822052,0.11048942059278488,0.17895936965942383,0.3044290542602539,0.20553193986415863,0.2984027564525604,0.17038431763648987,0.192391499876976,0.21173812448978424
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.31470298767089844,0.21610750257968903,0.5116966962814331,0.733189046382904,0.2803038954734802,0.31028270721435547,0.4185989499092102,0.25741127133369446,0.5116966962814331,0.26905277371406555,0.24393197894096375,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,1.0,0.3314409554004669,0.24330610036849976,0.5171257257461548,1.0,0.28034812211990356,0.23411999642848969,0.4739971458911896,0.2946566939353943,0.5171257257461548,0.2683938145637512,0.2358427494764328,0.22068053483963013
28,-0.2693743109703064,-0.1692609190940857,-0.31177106499671936,-0.05796042084693909,-0.08269699662923813,-0.21765437722206116,-0.31177106499671936,-0.1443798840045929,-0.06056887283921242,-0.25278711318969727,-0.21565186977386475,-0.21765437722206116,-0.1039428561925888,-0.10965190827846527,-0.012856917455792427
member,0.3046252727508545,0.2522773742675781,0.2806392312049866,0.17760634422302246,0.2931678593158722,0.28606608510017395,0.2806392312049866,0.07550837844610214,0.4626818597316742,0.2718653976917267,0.2595948278903961,0.28606608510017395,0.20897535979747772,0.207378551363945,0.06826172769069672
states,0.21313154697418213,0.21939043700695038,0.3463578522205353,0.1568077802658081,0.33416953682899475,0.2974761426448822,0.3463578522205353,0.21651321649551392,0.3626748025417328,0.2496437132358551,0.2659599483013153,0.2974761426448822,0.26942938566207886,0.23547987639904022,0.16272737085819244
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.29341426491737366,0.26552814245224,0.6633074283599854,0.4933079481124878,0.27938312292099,0.28145894408226013,0.4464869201183319,0.2636609673500061,0.6633074283599854,0.21305516362190247,0.2903050184249878,0.31091248989105225
including,0.2835840582847595,0.25093933939933777,0.3738902807235718,0.16780447959899902,0.10611684620380402,0.5144438743591309,0.3738902807235718,0.1588810384273529,0.1538785845041275,0.42507120966911316,0.23139424622058868,0.5144438743591309,0.19198748469352722,0.11879761517047882,0.1633303165435791
the,0.3733934462070465,0.5823672413825989,1.0,0.3314409554004669,0.24330610036849976,0.5171257257461548,1.0,0.28034812211990356,0.23411999642848969,0.4739971458911896,0.2946566939353943,0.5171257257461548,0.2683938145637512,0.2358427494764328,0.22068053483963013
president,0.22565458714962006,0.15443938970565796,0.24330610036849976,0.23194746673107147,1.0000001192092896,0.23286236822605133,0.24330610036849976,0.1299213021993637,0.43036654591560364,0.17469504475593567,0.3538537621498108,0.23286236822605133,0.26606523990631104,0.3055036664009094,0.14148259162902832
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.23919939994812012,0.23286236822605133,1.0,0.5171257257461548,0.2911888659000397,0.19891779124736786,0.5064792633056641,0.25234511494636536,1.0,0.26971375942230225,0.2148873209953308,0.20544172823429108
the,0.3733934462070465,0.5823672413825989,1.0,0.3314409554004669,0.24330610036849976,0.5171257257461548,1.0,0.28034812211990356,0.23411999642848969,0.4739971458911896,0.2946566939353943,0.5171257257461548,0.2683938145637512,0.2358427494764328,0.22068053483963013
high,0.14553065598011017,0.2383800595998764,0.28034812211990356,0.19373498857021332,0.1299213021993637,0.2911888659000397,0.28034812211990356,1.0,0.12259829789400101,0.1925620585680008,0.14546407759189606,0.2911888659000397,0.15955840051174164,0.10933944582939148,0.11137914657592773
representative,0.15594160556793213,0.1825934201478958,0.23411999642848969,0.2520383894443512,0.43036654591560364,0.19891779124736786,0.23411999642848969,0.12259829789400101,1.0,0.2257537543773651,0.2682940363883972,0.19891779124736786,0.2471211552619934,0.2309107631444931,0.13044437766075134
for,0.37110671401023865,0.43268078565597534,0.4739971458911896,0.27481377124786377,0.17469504475593567,0.5064792633056641,0.4739971458911896,0.1925620585680008,0.2257537543773651,0.9999999403953552,0.3257881999015808,0.5064792633056641,0.2820751667022705,0.2759707272052765,0.264628142118454
foreign,0.24245285987854004,0.14707332849502563,0.2946566939353943,0.21986132860183716,0.3538537621498108,0.25234511494636536,0.2946566939353943,0.14546407759189606,0.2682940363883972,0.3257881999015808,1.0000001192092896,0.25234511494636536,0.3589330315589905,0.40446552634239197,0.13770383596420288
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.23919939994812012,0.23286236822605133,1.0,0.5171257257461548,0.2911888659000397,0.19891779124736786,0.5064792633056641,0.25234511494636536,1.0,0.26971375942230225,0.2148873209953308,0.20544172823429108
security,0.17349235713481903,0.19300776720046997,0.2683938145637512,0.20613518357276917,0.26606523990631104,0.26971375942230225,0.2683938145637512,0.15955840051174164,0.2471211552619934,0.2820751667022705,0.3589330315589905,0.26971375942230225,1.0000001192092896,0.41338440775871277,0.13810279965400696
policy,0.2482086420059204,0.15952111780643463,0.2358427494764328,0.28148138523101807,0.3055036664009094,0.2148873209953308,0.2358427494764328,0.10933944582939148,0.2309107631444931,0.2759707272052765,0.40446552634239197,0.2148873209953308,0.41338440775871277,0.9999998807907104,0.30462446808815
(,0.2443375140428543,0.35393038392066956,0.33289089798927307,0.25988274812698364,0.2037333846092224,0.4862271547317505,0.33289089798927307,0.20521607995033264,0.24191828072071075,0.3357032239437103,0.1872951239347458,0.4862271547317505,0.1800733506679535,0.25026944279670715,0.40561532974243164
currently,0.3362814784049988,0.4011616110801697,0.2945235073566437,0.5213339328765869,0.17231957614421844,0.2922934591770172,0.2945235073566437,0.1441410928964615,0.19405411183834076,0.4316125214099884,0.16453295946121216,0.2922934591770172,0.20249660313129425,0.2733784019947052,0.1861555278301239
