,who,tipped,peyton,'s,pass,for,an,interception,?
however,0.4020770490169525,0.27113810181617737,0.21813727915287018,0.011690815910696983,0.269846111536026,0.44511833786964417,0.2464427500963211,0.2539660930633545,0.2152075469493866
",",0.3365725874900818,0.20248208940029144,0.2979121208190918,-0.0016132977325469255,0.22301842272281647,0.4464869201183319,0.3581022024154663,0.20017169415950775,0.31091248989105225
the,0.3733934462070465,0.23939231038093567,0.2709864377975464,-0.01540423184633255,0.25961899757385254,0.4739971458911896,0.4207492768764496,0.24153481423854828,0.22068053483963013
panthers,0.2132880985736847,0.22351229190826416,0.36343902349472046,0.06940732896327972,0.16386406123638153,0.25358447432518005,0.16491124033927917,0.33845943212509155,0.16608978807926178
soon,0.3877567946910858,0.20378491282463074,0.15176555514335632,-0.051862090826034546,0.15562951564788818,0.3119761347770691,0.1838478296995163,0.14168411493301392,0.17460282146930695
took,0.2481452226638794,0.2572387754917145,0.20924805104732513,0.06150028854608536,0.10032956302165985,0.27585867047309875,0.1708475798368454,0.09923125058412552,0.14109265804290771
the,0.3733934462070465,0.23939231038093567,0.2709864377975464,-0.01540423184633255,0.25961899757385254,0.4739971458911896,0.4207492768764496,0.24153481423854828,0.22068053483963013
ball,0.18419332802295685,0.2612858712673187,0.23110733926296234,-0.028031641617417336,0.21328508853912354,0.1708642989397049,0.1955709159374237,0.26832515001296997,0.1766241192817688
back,0.2667590379714966,0.28284648060798645,0.18061666190624237,-0.032200850546360016,0.18389853835105896,0.2631518244743347,0.18792150914669037,0.1856323778629303,0.2397768795490265
when,0.48282691836357117,0.2677440941333771,0.1835295408964157,-0.03368149697780609,0.20427322387695312,0.43402108550071716,0.33026179671287537,0.25387585163116455,0.22841128706932068
defensive,0.18336546421051025,0.14979669451713562,0.23683662712574005,-0.1077328771352768,0.22306403517723083,0.2951942980289459,0.16310904920101166,0.4881364107131958,0.1711898148059845
end,0.15423893928527832,0.22300678491592407,0.21431435644626617,0.030466308817267418,0.23464839160442352,0.22042374312877655,0.1506708711385727,0.297647088766098,0.12543344497680664
kony,0.310282826423645,0.07995720952749252,0.16857221722602844,0.10175985097885132,0.06601454317569733,0.1858474314212799,0.08073415607213974,0.19686628878116608,0.07727755606174469
ealy,0.2409643977880478,0.20302224159240723,0.389952152967453,-0.04359821230173111,0.15350939333438873,0.2272004932165146,0.22965505719184875,0.2564208507537842,0.24052083492279053
tipped,0.12533806264400482,1.0,0.23230570554733276,0.006737168412655592,0.17603516578674316,0.15359756350517273,0.15399779379367828,0.1993117332458496,0.194533109664917
a,0.36608949303627014,0.26480159163475037,0.298135370016098,0.04866964742541313,0.19894953072071075,0.44038116931915283,0.44552403688430786,0.22234122455120087,0.23916715383529663
manning,0.33436715602874756,0.2119094580411911,0.5102329254150391,0.021839646622538567,0.28301873803138733,0.33057859539985657,0.22683030366897583,0.4784112870693207,0.15856626629829407
pass,0.12504667043685913,0.17603516578674316,0.1886221468448639,-0.025650637224316597,1.0000001192092896,0.2026006579399109,0.13785582780838013,0.3545844554901123,0.09478675574064255
to,0.42656609416007996,0.2157592475414276,0.2003074735403061,0.03782717138528824,0.28446894884109497,0.4451248347759247,0.3138085603713989,0.2184728980064392,0.29463258385658264
himself,0.4094412326812744,0.16620784997940063,0.145562544465065,-0.025549961254000664,0.06820299476385117,0.2183300405740738,0.18889817595481873,0.141198992729187,0.10407622903585434
and,0.41279885172843933,0.2782776653766632,0.27112144231796265,0.06895173341035843,0.2433357536792755,0.5064792633056641,0.2838519215583801,0.2225848287343979,0.20544172823429108
then,0.29952746629714966,0.288236141204834,0.2619912922382355,0.010921895503997803,0.22971171140670776,0.3392637073993683,0.18823587894439697,0.2102641463279724,0.2884598970413208
intercepted,0.18206435441970825,0.23999811708927155,0.27393490076065063,-0.043410152196884155,0.33124175667762756,0.30045437812805176,0.17981119453907013,0.8744159936904907,0.10366860032081604
it,0.2868398427963257,0.2520105838775635,0.21237783133983612,0.06608816236257553,0.2256692498922348,0.32171204686164856,0.39472338557243347,0.1716216653585434,0.25732165575027466
",",0.3365725874900818,0.20248208940029144,0.2979121208190918,-0.0016132977325469255,0.22301842272281647,0.4464869201183319,0.3581022024154663,0.20017169415950775,0.31091248989105225
returning,0.26930058002471924,0.1947951763868332,0.22992824018001556,-0.052470237016677856,0.21001696586608887,0.2946810722351074,0.20848356187343597,0.3126630187034607,0.14488300681114197
the,0.3733934462070465,0.23939231038093567,0.2709864377975464,-0.01540423184633255,0.25961899757385254,0.4739971458911896,0.4207492768764496,0.24153481423854828,0.22068053483963013
ball,0.18419332802295685,0.2612858712673187,0.23110733926296234,-0.028031641617417336,0.21328508853912354,0.1708642989397049,0.1955709159374237,0.26832515001296997,0.1766241192817688
19,-0.12102775275707245,-0.12356807291507721,-0.15849632024765015,-0.0963394045829773,-0.14469687640666962,-0.08700177818536758,0.020110853016376495,-0.023957036435604095,0.008002291433513165
yards,0.13584628701210022,0.3018091320991516,0.4152722656726837,0.0408332459628582,0.3559992015361786,0.21746347844600677,0.06639155745506287,0.5616915225982666,0.12453813850879669
to,0.42656609416007996,0.2157592475414276,0.2003074735403061,0.03782717138528824,0.28446894884109497,0.4451248347759247,0.3138085603713989,0.2184728980064392,0.29463258385658264
the,0.3733934462070465,0.23939231038093567,0.2709864377975464,-0.01540423184633255,0.25961899757385254,0.4739971458911896,0.4207492768764496,0.24153481423854828,0.22068053483963013
panthers,0.2132880985736847,0.22351229190826416,0.36343902349472046,0.06940732896327972,0.16386406123638153,0.25358447432518005,0.16491124033927917,0.33845943212509155,0.16608978807926178
39-yard,0.26629775762557983,0.26890426874160767,0.45159298181533813,0.03745045140385628,0.268711119890213,0.2575196623802185,0.18280543386936188,0.36688581109046936,0.1945265233516693
line,0.1774713397026062,0.16167378425598145,0.11005013436079025,-0.06894499808549881,0.23281124234199524,0.2019100785255432,0.14570118486881256,0.24790020287036896,0.16271452605724335
with,0.3282766342163086,0.28923100233078003,0.23540177941322327,-0.04624466598033905,0.16526761651039124,0.39140474796295166,0.2730048894882202,0.251397043466568,0.2433311939239502
1:55,0.20488259196281433,-0.020465772598981857,0.044089511036872864,-0.0842888280749321,0.09790074825286865,0.10738091170787811,-0.010005326941609383,0.04131167009472847,0.14933566749095917
left,0.24052289128303528,0.20272667706012726,0.07583145052194595,0.0003564352518878877,0.13408030569553375,0.19966527819633484,0.16185352206230164,0.17382389307022095,0.13251960277557373
on,0.2340552806854248,0.2414577603340149,0.22488318383693695,0.0026888418942689896,0.13331516087055206,0.36199691891670227,0.3192969560623169,0.20438897609710693,0.2714994251728058
the,0.3733934462070465,0.23939231038093567,0.2709864377975464,-0.01540423184633255,0.25961899757385254,0.4739971458911896,0.4207492768764496,0.24153481423854828,0.22068053483963013
clock,0.18138906359672546,0.17935532331466675,0.14577458798885345,0.03752322867512703,0.08976133912801743,0.16044116020202637,0.1279764324426651,0.12996087968349457,0.15814508497714996
.,0.3541337847709656,0.2673492431640625,0.2932659685611725,-0.003708066651597619,0.1901644617319107,0.4726039469242096,0.3581749200820923,0.209150493144989,0.4130953550338745
