,where,did,the,huguenots,land,in,new,york,originally,?
it,0.36972272396087646,0.2993364930152893,0.6251175999641418,0.18171469867229462,0.2534204423427582,0.5130809545516968,0.23156195878982544,0.12821780145168304,0.4051901698112488,0.25732165575027466
is,0.3586711287498474,0.19247472286224365,0.5823672413825989,0.09711743891239166,0.22457899153232574,0.5394441485404968,0.2208656519651413,0.14725744724273682,0.33268988132476807,0.22961433231830597
said,0.20639373362064362,0.5119821429252625,0.3024602234363556,0.16293537616729736,0.22494646906852722,0.23461468517780304,0.20125968754291534,0.16569717228412628,0.23671114444732666,0.28991883993148804
that,0.4876193106174469,0.47518548369407654,0.5473989248275757,0.21999265253543854,0.256797194480896,0.435920387506485,0.29177987575531006,0.21309296786785126,0.367581307888031,0.32716336846351624
they,0.43078136444091797,0.4879390597343445,0.49925389885902405,0.2739465832710266,0.2857455909252167,0.4330179989337921,0.2588704824447632,0.18212319910526276,0.30837368965148926,0.2753053903579712
landed,0.2220785766839981,0.22126129269599915,0.2935211956501007,0.2618806064128876,0.5001826882362366,0.2692160904407501,0.15525127947330475,0.1841857135295868,0.23416012525558472,0.1640893667936325
on,0.37630224227905273,0.2670976221561432,0.5107308030128479,0.17342323064804077,0.2075873464345932,0.46853652596473694,0.31106263399124146,0.2789517641067505,0.2673487365245819,0.2714994251728058
the,0.5003893971443176,0.34736719727516174,1.0,0.30745792388916016,0.28587454557418823,0.6662389636039734,0.3845241069793701,0.3034006953239441,0.36820849776268005,0.22068053483963013
coastline,0.24217738211154938,0.16636493802070618,0.2835710942745209,0.19112102687358856,0.3831743597984314,0.24820572137832642,0.11359938979148865,0.11110103875398636,0.10590772330760956,0.17697879672050476
peninsula,0.2131970375776291,0.0987195074558258,0.24185490608215332,0.23584993183612823,0.3402167558670044,0.20683553814888,0.16648277640342712,0.2288181483745575,0.192242830991745,0.142807275056839
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.27577435970306396,0.3057127296924591,0.5696388483047485,0.343457967042923,0.23040355741977692,0.21349623799324036,0.1826142966747284
davenports,0.2715044617652893,0.17744477093219757,0.32860392332077026,0.23178412020206451,0.1549084335565567,0.31662434339523315,0.2620038390159607,0.3422210216522217,0.24304944276809692,0.1606048047542572
neck,0.18603162467479706,0.16651739180088043,0.2336590439081192,0.1072562038898468,0.15358547866344452,0.2142350971698761,0.1737145632505417,0.21096454560756683,0.1243952065706253,0.1379052996635437
called,0.3857341706752777,0.277748167514801,0.489897221326828,0.17146770656108856,0.2831287086009979,0.40847352147102356,0.2586444020271301,0.20070093870162964,0.3955872058868408,0.18963319063186646
``,0.020612511783838272,-0.029888948425650597,0.029072100296616554,0.19296246767044067,0.04734434187412262,0.04765888676047325,-0.03575563058257103,-0.0657157376408577,-0.07968071848154068,0.0685480609536171
bauffet,0.16487108170986176,0.21081069111824036,0.27489885687828064,0.29930394887924194,0.15960530936717987,0.2551957666873932,0.19772271811962128,0.24175019562244415,0.21747930347919464,0.21231666207313538
's,0.0007701900321990252,0.05069678649306297,-0.01540423184633255,-0.00021272523736115545,0.10497291386127472,-0.037580832839012146,-0.008355522528290749,-0.02817569300532341,0.06449723243713379,-0.023395681753754616
point,0.3279148042201996,0.18732239305973053,0.3084787130355835,0.20218388736248016,0.18741747736930847,0.24451331794261932,0.14073726534843445,0.11361094564199448,0.10652222484350204,0.19189560413360596
'',0.016034942120313644,0.01978493109345436,0.041273195296525955,-0.04821416735649109,-0.007173419930040836,0.07432962208986282,-0.021915066987276077,-0.0005157423438504338,0.0525730699300766,0.018684765323996544
after,0.31753596663475037,0.30330467224121094,0.4565047025680542,0.27856364846229553,0.19933275878429413,0.44050168991088867,0.2620960772037506,0.21179963648319244,0.28176453709602356,0.16608688235282898
traveling,0.3202667832374573,0.1414867788553238,0.2753162384033203,0.22735773026943207,0.16344000399112701,0.20478862524032593,0.16713492572307587,0.20200692117214203,0.1672583371400833,0.09575265645980835
from,0.3713873624801636,0.20248863101005554,0.40150508284568787,0.17123448848724365,0.21997374296188354,0.4274188280105591,0.3360432982444763,0.25090619921684265,0.29689326882362366,0.19969791173934937
england,0.23118865489959717,0.22023706138134003,0.28280043601989746,0.37832969427108765,0.2197098433971405,0.33311840891838074,0.30605512857437134,0.35199984908103943,0.20791396498680115,0.13436897099018097
where,0.9999999403953552,0.24159270524978638,0.5003893971443176,0.2706839442253113,0.21639515459537506,0.5344807505607605,0.26026442646980286,0.21910661458969116,0.25998222827911377,0.24793872237205505
they,0.43078136444091797,0.4879390597343445,0.49925389885902405,0.2739465832710266,0.2857455909252167,0.4330179989337921,0.2588704824447632,0.18212319910526276,0.30837368965148926,0.2753053903579712
had,0.2596948444843292,0.540525496006012,0.3875846862792969,0.2472342848777771,0.29299962520599365,0.385026752948761,0.28327175974845886,0.222146138548851,0.3063849210739136,0.20728366076946259
previously,0.2662070691585541,0.2304767668247223,0.33854439854621887,0.09164939820766449,0.15309187769889832,0.2762584090232849,0.3305971324443817,0.2270486205816269,0.4331294298171997,0.15811841189861298
taken,0.2766433358192444,0.2038538008928299,0.3309854567050934,0.22078882157802582,0.21402019262313843,0.2500644326210022,0.17399094998836517,0.14608995616436005,0.25809136033058167,0.17662954330444336
refuge,0.2649405896663666,0.1647123247385025,0.24821332097053528,0.2905558943748474,0.21597281098365784,0.2077334225177765,0.17294932901859283,0.20244398713111877,0.12465653568506241,0.10042177140712738
on,0.37630224227905273,0.2670976221561432,0.5107308030128479,0.17342323064804077,0.2075873464345932,0.46853652596473694,0.31106263399124146,0.2789517641067505,0.2673487365245819,0.2714994251728058
account,0.19557805359363556,0.2239866405725479,0.21117976307868958,0.1968853771686554,0.16558347642421722,0.15171845257282257,0.2722856104373932,0.17869360744953156,0.1101967990398407,0.34417325258255005
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.27577435970306396,0.3057127296924591,0.5696388483047485,0.343457967042923,0.23040355741977692,0.21349623799324036,0.1826142966747284
religious,0.16584265232086182,0.2198762446641922,0.22950971126556396,0.4000280201435089,0.1482066512107849,0.24099457263946533,0.2292364239692688,0.2016841471195221,0.1585717648267746,0.15727058053016663
persecution,0.24188807606697083,0.28096991777420044,0.26699647307395935,0.4767511487007141,0.19095730781555176,0.25926244258880615,0.15562674403190613,0.17509298026561737,0.13980364799499512,0.16299931704998016
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.22220008075237274,0.5201468467712402,0.36073189973831177,0.2926291227340698,0.2660219669342041,0.31091248989105225
four,0.205618217587471,0.20222175121307373,0.40344667434692383,0.21751965582370758,0.1793949455022812,0.3085027039051056,0.25229623913764954,0.22267355024814606,0.20803610980510712,0.14532537758350372
years,0.26697102189064026,0.2695724070072174,0.2912273406982422,0.24530450999736786,0.17904962599277496,0.33554986119270325,0.20363415777683258,0.18633787333965302,0.18060921132564545,0.1914375126361847
before,0.37386465072631836,0.33642593026161194,0.45900648832321167,0.21720461547374725,0.21130788326263428,0.4155850410461426,0.3233793377876282,0.24354316294193268,0.3117939829826355,0.2507109045982361
the,0.5003893971443176,0.34736719727516174,1.0,0.30745792388916016,0.28587454557418823,0.6662389636039734,0.3845241069793701,0.3034006953239441,0.36820849776268005,0.22068053483963013
revocation,0.27645379304885864,0.25484439730644226,0.28586745262145996,0.2845973074436188,0.1414625495672226,0.2637721300125122,0.22168344259262085,0.16649344563484192,0.12418033182621002,0.32403331995010376
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.27577435970306396,0.3057127296924591,0.5696388483047485,0.343457967042923,0.23040355741977692,0.21349623799324036,0.1826142966747284
the,0.5003893971443176,0.34736719727516174,1.0,0.30745792388916016,0.28587454557418823,0.6662389636039734,0.3845241069793701,0.3034006953239441,0.36820849776268005,0.22068053483963013
edict,0.20072242617607117,0.16355286538600922,0.17931364476680756,0.4464908242225647,0.2134566605091095,0.18521805107593536,0.12476006150245667,0.15969249606132507,0.13431304693222046,0.16218337416648865
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.27577435970306396,0.3057127296924591,0.5696388483047485,0.343457967042923,0.23040355741977692,0.21349623799324036,0.1826142966747284
nantes,0.20123295485973358,0.1464715451002121,0.20705030858516693,0.5384321808815002,0.14318594336509705,0.19122108817100525,0.18610408902168274,0.24500000476837158,0.19159021973609924,0.15215469896793365
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.2170230895280838,0.259204238653183,0.5591574311256409,0.35031336545944214,0.28861045837402344,0.2504246234893799,0.4130953550338745
