,what,did,philo,incorrectly,assume,that,the,air,became,?
philo,0.14625145494937897,0.12217066437005997,1.0000001192092896,0.20268668234348297,0.11450868099927902,0.1806609034538269,0.11827199906110764,0.09146284312009811,0.11622700840234756,0.13684967160224915
incorrectly,0.31678348779678345,0.24892723560333252,0.20268668234348297,1.0000001192092896,0.2556280195713043,0.4147404730319977,0.28213053941726685,0.1324828416109085,0.0189799964427948,0.26326921582221985
surmised,0.25697532296180725,0.3729959726333618,0.028673572465777397,0.28220468759536743,0.23978181183338165,0.3870673179626465,0.3143695294857025,0.17607825994491577,0.22649556398391724,0.1541697382926941
that,0.6297725439071655,0.47518548369407654,0.1806609034538269,0.4147404730319977,0.46566152572631836,1.0,0.5473989248275757,0.19720019400119781,0.1675340086221695,0.32716336846351624
parts,0.3415631353855133,0.19881683588027954,0.00033187289955094457,0.1926596313714981,0.1314546912908554,0.3359212577342987,0.4042440354824066,0.20152585208415985,0.20401598513126373,0.12310896813869476
of,0.33290785551071167,0.2513895630836487,0.11807307600975037,0.20600436627864838,0.25215187668800354,0.41498205065727234,0.733189046382904,0.24196814000606537,0.3638904094696045,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.11827199906110764,0.28213053941726685,0.22952081263065338,0.5473989248275757,1.0,0.2877824306488037,0.36325156688690186,0.22068053483963013
air,0.10361403971910477,0.12297173589468002,0.09146284312009811,0.1324828416109085,0.1280808001756668,0.19720019400119781,0.2877824306488037,1.0000001192092896,0.12849700450897217,0.1491677612066269
in,0.30808621644973755,0.2593238651752472,0.15841174125671387,0.22720305621623993,0.18527249991893768,0.435920387506485,0.6662389636039734,0.22172939777374268,0.31047213077545166,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.11827199906110764,0.28213053941726685,0.22952081263065338,0.5473989248275757,1.0,0.2877824306488037,0.36325156688690186,0.22068053483963013
vessel,0.16587308049201965,0.1027083620429039,0.10922569781541824,0.18126019835472107,0.14423412084579468,0.2498200237751007,0.2978035807609558,0.30009934306144714,0.06759268045425415,0.14569297432899475
were,0.22298263013362885,0.4162326455116272,0.10271209478378296,0.21067921817302704,0.20109039545059204,0.35517072677612305,0.3906462490558624,0.1481994241476059,0.45684126019477844,0.17890112102031708
converted,0.1663769781589508,0.10387513041496277,0.13046970963478088,0.21974322199821472,0.19198410212993622,0.21250633895397186,0.2538719177246094,0.12418149411678314,0.17845353484153748,0.12743066251277924
into,0.2180619090795517,0.14888085424900055,0.10372094810009003,0.2158198356628418,0.1702815592288971,0.3239944875240326,0.39493247866630554,0.22211341559886932,0.19829480350017548,0.15662476420402527
the,0.42745697498321533,0.34736719727516174,0.11827199906110764,0.28213053941726685,0.22952081263065338,0.5473989248275757,1.0,0.2877824306488037,0.36325156688690186,0.22068053483963013
classical,0.22816240787506104,0.19326694309711456,0.33233511447906494,0.1606438308954239,0.16728565096855164,0.2232576161623001,0.20384269952774048,0.13932615518569946,0.18817149102687836,0.18862907588481903
element,0.24694041907787323,0.08897482603788376,0.1699385643005371,0.16824929416179657,0.22481893002986908,0.29008960723876953,0.2041647583246231,0.22001029551029205,0.07422181218862534,0.18393386900424957
fire,0.19359004497528076,0.19300588965415955,0.10466666519641876,0.10481592267751694,0.14020037651062012,0.22560954093933105,0.2911929488182068,0.21486154198646545,0.1568497121334076,0.14396874606609344
and,0.31309178471565247,0.34479495882987976,0.1622416079044342,0.24243363738059998,0.24664141237735748,0.4731321930885315,0.5171257257461548,0.2508046329021454,0.31226563453674316,0.20544172823429108
thus,0.30745524168014526,0.23622971773147583,0.12175418436527252,0.33639103174209595,0.3408975601196289,0.4318928122520447,0.4036877751350403,0.16602517664432526,0.20920440554618835,0.18769288063049316
were,0.22298263013362885,0.4162326455116272,0.10271209478378296,0.21067921817302704,0.20109039545059204,0.35517072677612305,0.3906462490558624,0.1481994241476059,0.45684126019477844,0.17890112102031708
able,0.3404487371444702,0.43777281045913696,0.04502992331981659,0.25217875838279724,0.2620340883731842,0.4536534547805786,0.3435857892036438,0.1883208006620407,0.18544705212116241,0.260649710893631
to,0.455847829580307,0.4452643394470215,0.13563112914562225,0.3155739903450012,0.3377750515937805,0.5436353087425232,0.535392165184021,0.24103909730911255,0.20401327311992645,0.29463258385658264
escape,0.21352531015872955,0.20764513313770294,0.1097656711935997,0.11047308146953583,0.22334130108356476,0.26162993907928467,0.23189567029476166,0.20219126343727112,0.13642148673534393,0.11586874723434448
through,0.23167094588279724,0.14190755784511566,0.09107048809528351,0.18429365754127502,0.20188985764980316,0.3152649402618408,0.44071322679519653,0.2862471342086792,0.12915615737438202,0.16913433372974396
pores,0.17902424931526184,0.07503000646829605,0.049712467938661575,0.1486947387456894,0.20261815190315247,0.2891436815261841,0.26267150044441223,0.31540733575820923,0.03488471359014511,0.1381843090057373
in,0.30808621644973755,0.2593238651752472,0.15841174125671387,0.22720305621623993,0.18527249991893768,0.435920387506485,0.6662389636039734,0.22172939777374268,0.31047213077545166,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.11827199906110764,0.28213053941726685,0.22952081263065338,0.5473989248275757,1.0,0.2877824306488037,0.36325156688690186,0.22068053483963013
glass,0.13572539389133453,0.16013789176940918,0.10816574096679688,0.14367488026618958,0.19193916022777557,0.23080864548683167,0.20646950602531433,0.24707545340061188,0.09962483495473862,0.1252557635307312
.,0.3567904531955719,0.35288307070732117,0.1658102124929428,0.25340399146080017,0.25963282585144043,0.4460422694683075,0.5934505462646484,0.2759295105934143,0.2806840240955353,0.4130953550338745
