,what,are,the,two,abc,affiliates,for,grand,rapids,michigan,?
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.2068762183189392,0.1912562996149063,0.4739971458911896,0.305169016122818,0.2569738030433655,0.2254023551940918,0.22068053483963013
network,0.16917307674884796,0.2036537528038025,0.27187061309814453,0.18832415342330933,0.4295894205570221,0.437904417514801,0.253274142742157,0.14899678528308868,0.1432385891675949,0.1870984584093094,0.17853789031505585
has,0.20338068902492523,0.4313911199569702,0.4177538752555847,0.3772575855255127,0.23067910969257355,0.11928924173116684,0.450642853975296,0.22153452038764954,0.16836358606815338,0.14786575734615326,0.15994466841220856
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.2068762183189392,0.1912562996149063,0.4739971458911896,0.305169016122818,0.2569738030433655,0.2254023551940918,0.22068053483963013
unusual,0.2481527328491211,0.2840610146522522,0.3101860284805298,0.2570500075817108,0.1464250087738037,0.07752452045679092,0.29513078927993774,0.1250927448272705,0.10234566032886505,0.14301909506320953,0.1398017257452011
distinction,0.33474257588386536,0.28600630164146423,0.3135315477848053,0.2881808280944824,0.12356016784906387,0.1718994826078415,0.30443647503852844,0.16300876438617706,0.17973431944847107,0.18568924069404602,0.15412788093090057
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.37726253271102905,0.14607268571853638,0.1803562045097351,0.4185989499092102,0.27195852994918823,0.20080514252185822,0.2059427946805954,0.1826142966747284
having,0.34064167737960815,0.3686100244522095,0.3821379244327545,0.3507533669471741,0.13503289222717285,0.09001065790653229,0.38465240597724915,0.20192137360572815,0.09911142289638519,0.08464900404214859,0.22418256103992462
separately,0.31382590532302856,0.38941726088523865,0.3291756212711334,0.428073912858963,0.08848109096288681,0.14408725500106812,0.2787400186061859,0.13939109444618225,0.1018754169344902,0.10438665747642517,0.13878987729549408
owned,0.12432919442653656,0.17828314006328583,0.1999378502368927,0.17071114480495453,0.2405787706375122,0.3446543216705322,0.19904224574565887,0.18244512379169464,0.1640758216381073,0.16248106956481934,0.1288648396730423
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.24639178812503815,0.23041291534900665,0.2346249222755432,0.20544172823429108
operated,0.12572449445724487,0.22553730010986328,0.24699872732162476,0.21854865550994873,0.2591516375541687,0.31043490767478943,0.2065773457288742,0.15271450579166412,0.14409910142421722,0.189345121383667,0.12718230485916138
affiliates,0.13172908127307892,0.20116259157657623,0.1912562996149063,0.21731513738632202,0.26733168959617615,1.0000001192092896,0.21022890508174896,0.1249242052435875,0.3132171034812927,0.2495018094778061,0.11092336475849152
which,0.5261979103088379,0.42922598123550415,0.6521818041801453,0.4674137234687805,0.1991286277770996,0.14681987464427948,0.44095608592033386,0.20318171381950378,0.19084912538528442,0.16182228922843933,0.25814583897590637
serve,0.23061832785606384,0.28864505887031555,0.2749462425708771,0.2198297083377838,0.060676369816064835,0.17720745503902435,0.36519864201545715,0.1686115860939026,0.18283550441265106,0.18146181106567383,0.19925682246685028
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.2068762183189392,0.1912562996149063,0.4739971458911896,0.305169016122818,0.2569738030433655,0.2254023551940918,0.22068053483963013
same,0.3764382302761078,0.3446533679962158,0.4583131968975067,0.45866870880126953,0.21684971451759338,0.16140103340148926,0.31941699981689453,0.1442594677209854,0.15203320980072021,0.1275004744529724,0.22649677097797394
market,0.12116116285324097,0.18948231637477875,0.2041238248348236,0.11612940579652786,0.10615630447864532,0.14149430394172668,0.20589932799339294,0.12290587276220322,0.11271055042743683,0.09416472911834717,0.12805593013763428
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.1697147786617279,0.17909713089466095,0.4322226941585541,0.24767720699310303,0.2705760598182678,0.24847327172756195,0.20430970191955566
tampa,0.17079024016857147,0.11164630204439163,0.19435131549835205,0.15945415198802948,0.2812338173389435,0.36318662762641907,0.20655274391174316,0.163527712225914,0.32782647013664246,0.38217565417289734,0.18372350931167603
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.2097204476594925,0.1943977326154709,0.4464869201183319,0.29582488536834717,0.3048384487628937,0.2384677231311798,0.31091248989105225
florida,0.14450381696224213,0.14455707371234894,0.24091358482837677,0.21332718431949615,0.242279514670372,0.24587611854076385,0.23894089460372925,0.15330693125724792,0.25299912691116333,0.44987282156944275,0.13469882309436798
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.183883935213089,0.2129318118095398,0.3357032239437103,0.20479898154735565,0.18126146495342255,0.1767934113740921,0.40561532974243164
wfts-tv,0.2617550492286682,0.2527083158493042,0.3146173655986786,0.2569126784801483,0.45165643095970154,0.35325342416763306,0.31240126490592957,0.1609344631433487,0.22773084044456482,0.2624813914299011,0.15239128470420837
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.24639178812503815,0.23041291534900665,0.2346249222755432,0.20544172823429108
wwsb,0.17741160094738007,0.19346272945404053,0.3271334171295166,0.2390328049659729,0.2955159842967987,0.33229199051856995,0.18505525588989258,0.2485102266073227,0.2178228199481964,0.21424159407615662,0.18060842156410217
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.18381085991859436,0.20673665404319763,0.3639558255672455,0.21498210728168488,0.1886007934808731,0.19418935477733612,0.42300865054130554
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.24639178812503815,0.23041291534900665,0.2346249222755432,0.20544172823429108
grand,0.1358851045370102,0.12946274876594543,0.305169016122818,0.2209620177745819,0.11637857556343079,0.1249242052435875,0.1812271922826767,0.9999999403953552,0.42815589904785156,0.2552497088909149,0.1168735921382904
rapids,0.16941766440868378,0.1963391751050949,0.2569738030433655,0.16832785308361053,0.13711851835250854,0.3132171034812927,0.178228959441185,0.42815589904785156,1.0000001192092896,0.48708340525627136,0.13889938592910767
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.2097204476594925,0.1943977326154709,0.4464869201183319,0.29582488536834717,0.3048384487628937,0.2384677231311798,0.31091248989105225
michigan,0.16767016053199768,0.13623972237110138,0.2254023551940918,0.21819071471691132,0.20345397293567657,0.2495018094778061,0.18912789225578308,0.2552497088909149,0.48708340525627136,0.9999999403953552,0.14278551936149597
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.183883935213089,0.2129318118095398,0.3357032239437103,0.20479898154735565,0.18126146495342255,0.1767934113740921,0.40561532974243164
